line	word	segmentation	gloss
9310	ukzawh	uk-zawh	rule-COMPL
9311	omngei	om-ngei	be-know
9312	baihzaw	baih-zaw	owe-more
9313	lungdamhuai	lung-dam-huai	heart-heal-fear
9314	kineihkhemte	ki-neih-khem-te	REFL-have-all-PL
9315	septheih	sep-theih	work-can
9316	pupite	pupi-te	grandparent-PL
9317	neuzaw	neu-zaw	young-more
9318	khentat	khen-tat	divide-cut
9319	zinei	zi-nei	wife-have
9322	kauphete	kauphe-te	locust-PL
9323	upadi	upa-di	elder-manner
9324	naungekte	naungek-te	infant-PL
9325	khualzinin	khual-zin-in	sojourn-road-ERG
9326	ciahsakkik	ciah-sak-kik	return-CAUS-ITER
9327	suh	suh	well
9328	hawmguakin	hawm-guak-in	empty-ADV
9329	suksak	suk-sak	become-CAUS
9330	milipun	mi-li-pun	person-?-bundle
9331	tuisuak	tui-suak	water-become
9332	teelkhia	teel-khia	choose-emerge
9333	khuttum	khut-tum	hand-bunch
9334	thutakna	thu-tak-na	word-true-NMLZ
9335	lutangin	lut-ang-in	enter-together-ERG
9336	teelkhiain	teel-khia-in	choose-emerge-ERG
9337	khamkhop	kham-khop	forbid-together
9338	sawlpang	sawl-pang	send-carry
9339	giahna	giah-na	camp-NMLZ
9340	minthangin	min-thang-in	name-famous-ERG
9341	netniamna	net-niam-na	hunger-lowly-NMLZ
9342	kisilna	ki-sil-na	REFL-wash-NMLZ
9343	hontat	hon-tat	flock-cut
9344	kisiansuahna	ki-sian-suah-na	REFL-holy-issue-NMLZ
9345	miphak	mi-phak	person-half
9346	samul	sa-mul	animal-hair
9347	kikoihna	ki-koih-na	REFL-place-NMLZ
9348	khakcip	khak-cip	descendant-small
9349	paipai	pai-pai	go~REDUP
9350	innlak	inn-lak	house-middle
9353	meiite	mei-ite	cloud-PL
9354	sutgawp	sut-gawp	spoil-round
9355	koihcing	koih-cing	put-prepare
9356	hihzo	hih-zo	do-can
9357	paulap	pau-lap	speak-fold
9358	kumkumin	kum-kum-in	year~REDUP-ERG
9359	galvilte	gal-vil-te	war-watch-PL
9360	suahtaksak	suah-tak-sak	issue-true-CAUS
9361	tuakkha	tuak-kha	meet-?
9362	kingakna	ki-ngak-na	REFL-wait-NMLZ
9363	pangsak	pang-sak	plead-CAUS
9364	kamah	ka-mah	1SG-self
9365	kawmun	ka-om-un	1SG-be-PL.INCL
9366	sangsak	sang-sak	high-CAUS
9367	puteekte	puteek-te	ancestors-PL
9368	paikawmun	pai-ka-om-un	go-1SG-be-PL.INCL
9369	kongcing	kong-cing	1SG→3-prepare
9370	tangtungsak	tang-tung-sak	reach-top-CAUS
9371	omcip	om-cip	be-close
9372	deihnate	deih-na-te	want-NMLZ-PL
9375	gamtatzia	gam-tat-zia	land-cut-way
9376	thudot	thu-dot	word-ask
9377	lawpna	lawp-na	rejoice-NMLZ
9378	kiniamkhiatte	ki-niam-khiat-te	REFL-lowly-depart-PL
9379	suaktazo	suak-ta-zo	become-true-can
9380	ngaklah	ngak-lah	wait-take
9381	neihzah	neih-zah	have.II-much
9382	liammate	liam-ma-te	wound-?-PL
9383	siamnate	siam-na-te	skilled-NMLZ-PL
9384	santheih	san-theih	salt-can
9385	lutpih	lut-pih	enter-CAUS
9386	pahtawi-in	pa-htawi-in	male-old.man-ERG
9387	cimawhte\u2019	ci-mawh-te\u2019	say-sin-PL.POSS
9389	pannate	panna-te	petition-PL
9390	gennate	gen-na-te	speak-NMLZ-PL
9391	vawhpa	vawh-pa	go.and-male
9392	kongpite-ah	kong-pi-te-ah	1SG→3-big-PL-LOC
9393	puksi	puk-si	cave-?
9396	vakvai	vak-vai	walk-wander
9397	tuikhukte	tui-khuk-te	water-hollow-PL
9398	sangto	sang-to	high-toward
9399	phakna	phak-na	reach-NMLZ
9400	mundang	mun-dang	place-other
9401	tengkhia	teng-khia	dwell-emerge
9402	gilkialte	gil-kial-te	stomach-turn-PL
9403	penna	pen-na	best-NMLZ
9404	leina	lei-na	buy-NMLZ
9405	thupalsatna	thu-pal-sat-na	word-cross-cut-NMLZ
9406	vutte	vut-te	ash-PL
9407	deihgawh	deih-gawh	want-covet
9408	khialkha	khial-kha	err-go
9409	eng	eng	what
9410	kihona	ki-ho-na	REFL-call-NMLZ
9411	cilesa	ci-le-sa	say-and-?
9412	anhuan	an-huan	3PL-prepare
9413	ihmu-in	i-mu-in	1PL.INCL-see-ERG
9414	khawmsak	khawm-sak	gather-CAUS
9415	ton	ton	arrive
9416	neel	ne-el	eat-NFIN
9417	sialin	si-al-in	die-NFIN
9418	kaisak	kai-sak	hang-CAUS
9419	unu	u-nu	elder.sibling-mother
9420	naubu	na-u-bu	2SG-elder.sibling-father
9421	sanggamnu\u2019	sanggam-nu\u2019	sibling-mother.POSS
9423	hithiatin	hi-thiat-in	be-cease-ERG
9424	cingnu	cing-nu	prepare-mother
9427	kidawk	ki-dawk	REFL-dry
9428	singgahte	sing-gah-te	tree-fruit-PL
9429	manthan	man-than	true-exist
9430	gancingte	gan-cing-te	cattle-care-PL
9431	phelnih	phel-nih	part-two
9432	siampa	siam-pa	skilled-male
9433	tawhna	tawh-na	meet-NMLZ
9434	cimtak	cim-tak	be.weary-true
9435	ciangkang	ciang-kang	clear-stripe
9436	kihing	ki-hing	REFL-live
9437	hawkkhiatsak	hawk-khiat-sak	take.off-depart-CAUS
9438	thongkiate	thong-kia-te	prison-?-PL
9439	kivuina	ki-vui-na	REFL-bury-NMLZ
9440	neite\u2019	nei-te\u2019	have-PL.POSS
9442	tumte	tum-te	will-PL
9443	pualama	pualam-a	outside-LOC
9444	omnasa	om-na-sa	be-NMLZ-animal
9445	hut	hut	shelter
9446	bangci-a	bang-ci-a	what-say-Q
9447	kapkhia	ka-pkhia	1SG-emerge
9448	zawl-ai	zawl-ai	valley-LOC
9449	thalawhsa	tha-lawh-sa	breath-reap-animal
9450	zawte	zawh-te	finish-PL
9451	huk	huk	bark
9452	samsakin	sam-sak-in	call-CAUS-ERG
9453	damdamin	dam-dam-in	well~REDUP-ERG
9454	kawngah	kawng-ah	road-LOC
9455	piapi	pia-pi	give-big
9456	ginat	gi-nat	stomach-tight
9457	paipihsak	pai-pih-sak	go-CAUS-APPL
9460	hutna	hut-na	shelter-NMLZ
9461	puang	puang	speckled
9462	zawt	zawh-t	finish-?
9463	letsongin	let-song-in	return-send-ERG
9464	hoihlamin	hoih-lam-in	good-manner-ERG
9465	kinuh	ki-nuh	REFL-anoint
9466	zuikha	zui-kha	follow-?
9467	hingte\u2019	hing-te\u2019	live-PL.POSS
9469	luangsuk	luang-suk	flow-grind
9470	singniim	sing-niim	tree-shade
9471	genpih	gen-pih	speak-APPL
9472	buksim	buk-sim	ambush-?
9473	dona	do-na	fight-NMLZ
9474	damkikzo	dam-kik-zo	well-ITER-can
9475	singluang	singluang	beam
9476	kiciamtehna	ki-ciam-teh-na	REFL-oath-mark-NMLZ
9477	innluahza	inn-luah-za	house-?-?
9478	milipun	mi-lipun	person-bundle
9479	atna	at-na	cut-NMLZ
9480	kongpuankhai	kong-puan-khai	1SG→3-cloth-?
9481	khetphimte	khet-phim-te	judge-try-PL
9482	zepna	zep-na	press-NMLZ
9483	tuibuah	tui-buah	water-?
9484	lungduai-in	lung-duai-in	heart-doubt-ERG
9485	koihsa	koih-sa	put-already
9486	khangkhangin	khang-khang-in	generation~REDUP-ERG
9487	kantel	kan-tel	1SG→3-spread
9488	liangko-ah	liang-ko-ah	shoulder-both-LOC
9489	pataukohna	pa-tau-koh-na	male-?-call-NMLZ
9490	puanmongteep	puan-mong-teep	cloth-cover-?
9491	hinglai	hing-lai	live-time
9492	sausak	sau-sak	long-CAUS
9493	vuite	vui-te	bury-PL
9494	luahte	luah-te	flow-PL
9495	puanza	puan-za	cloth-?
9496	nungakna	nungak-na	maiden-NMLZ
9497	hihnate	hih-na-te	do-NMLZ-PL
9498	lunghimawhin	lung-himawh-in	heart-doubt-ERG
9499	bawh	bawh	rub
9500	kicihna	ki-cih-na	REFL-say-NMLZ
9501	sawmsagihte	sawm-sagih-te	ten-seven-PL
9502	nun\u2019	nun\u2019	life.POSS
9504	sala	sa-la	animal-?
9505	inntualah	inn-tu-a-lah	house-?-LOC-?
9506	muanhuai-in	muan-huai-in	trust-fear-ERG
9507	kihuh	ki-huh	REFL-push
9508	thongkiatna	thong-kiat-na	prison-release-NMLZ
9511	innluahza	inn-luah-za	house-inherit-right
9512	tuibuah	tui-buah	water-pour
9513	hehluatna	heh-luat-na	anger-exceed-NMLZ
9514	pelmawh	pel-mawh	praise-?
9515	singhiang	sing-hiang	tree-branch
9516	tuihual	tui-hual	water-wave
9517	nono	no-no	small~REDUP
9518	paupau	pau-pau	speak~REDUP
9519	lingsak	ling-sak	move-CAUS
9520	keugaw	keu-gaw	dig-round
9521	limlang	lim-lang	image-reflect
9522	genteh	gen-teh	speak-mark
9523	mimawhte	mi-mawh-te	person-sin-PL
9524	omsakkik	om-sak-kik	be-CAUS-ITER
9525	theihpih	theih-pih	know.II-APPL
9526	sutsak	sut-sak	spoil-CAUS
9527	liveina	li-vei-na	four-time-NMLZ
9528	ciangpi	ciang-pi	measure-big
9529	dampah	dam-pah	well-?
9530	vokte	vok-te	pig-PL
9531	zuikha	zui-kha	follow-go
9532	buksim	buk-sim	ambush-surround
9533	tuakkha	tuak-kha	meet-go
9534	ututun	u-tu-tun	want-FUT-DUR
9535	cingtakin	cing-tak-in	prepare-true-ERG
9536	sapi	sa-pi	animal-big
9537	neihsateng	neih-sa-teng	have.II-already-dwell
9538	khihna	khih-na	frighten-NMLZ
9539	khutlekhezaw	khut-le-khe-zaw	hand-and-foot-more
9540	piancil	pian-cil	born-alone
9541	vun-atna	vun-at-na	skin-cut-NMLZ
9544	pataukohna	pa-tau-koh-na	male-?-call-NMLZ
9545	puanmongteep	puan-mong-teep	cloth-cover-fringe
9546	tuutalte	tuutal-te	ram-PL
9547	puanza	puan-za	cloth-garment
9548	henhan	hen-han	be-?
9549	liammate	liam-ma-te	wound-?-PL
9550	awi-in	a-wi-in	3SG-tie-ERG
9551	cilesa	ci-le-sa	say-and-already
9552	toh	toh	stand
9553	sapfaia	sapfaia	sapphire
9554	panga	pang-a	side-LOC
9555	liangkaih	liang-kaih	shoulder-join
9556	langnih	lang-nih	side-two
9557	siangthopen	siangtho-pen	holy-SUPL
9558	sintuamte	sin-tuam-te	liver-lobe-PL
9559	balgawp	bal-gawp	torn-round
9560	upmawh	up-mawh	suspect-sin
9561	upmawhna	up-mawh-na	suspect-sin-NMLZ
9562	tatsat	tat-sat	cut-regular
9563	hawlkhiatsak	hawl-khiat-sak	drive-depart-CAUS
9564	luzang	lu-zang	head-crown
9565	gilkialna	gil-kial-na	stomach-turn-NMLZ
9566	thun	thun	entreat
9567	minthangsak	min-thang-sak	name-famous-CAUS
9568	gelhsak	gelh-sak	write-CAUS
9569	omdan	om-dan	be-manner
9570	pawi-ah	pawi-ah	feast-LOC
9571	mualzang	mual-zang	mountain-crown
9572	anteh	an-teh	3PL-mark
9573	khawhsa	khawh-sa	harvest-animal
9574	tecite	teci-te	witness-PL
9575	cilphih	cil-pih	alone-APPL
9576	kiphawkna	ki-phawk-na	REFL-remember-NMLZ
9577	kituh	ki-tuh	REFL-push
9578	thukkikna	thuk-kik-na	deep-ITER-NMLZ
9579	mante	man-te	true-PL
9580	khikhe	khi-khe	foot-leg
9581	tunglam	tung-lam	above-direction
9582	tangtakin	tang-tak-in	reach-true-ERG
9583	niam	niam	lowly
9584	theikha	theih-kha	know.II-go
9585	ulianpa\u2019	ulian-pa\u2019	chief-male.POSS
9587	khinkhia	khin-khia	move-emerge
9588	munmuanhuai-ah	mun-muanhuai-ah	place-trust-LOC
9589	khansih	khan-sih	generation-finish
9590	naunu	na-u-nu	2SG-elder.sibling-mother
9591	thakhauh	tha-khauh	strength-strong
9592	theihzawh	theih-zawh	know.II-COMPL
9593	kongzingah	kong-zing-ah	1SG→3-wife-LOC
9594	samzang	sam-zang	call-?
9595	innkuansung	inn-kuan-sung	house-family-inside
9596	satlum	sat-lum	cut-round
9597	minsiasak	min-sia-sak	name-bad-CAUS
9600	zawt	zawh-t	strong-?
9601	inntualah	inn-tu-a-lah	house-stand-LOC-take
9602	sala	sa-la	flesh-take
9603	napi-un	napi-un	but-PL.IMP
9604	puksi	puk-si	cave-die
9605	pakante	pak-an-te	spoon-3PL-PL
9606	gaknate	gak-na-te	hook-NMLZ-PL
9607	thumna-ah	thum-na-ah	three-NMLZ-LOC
9608	takah	tak-ah	true-LOC
9609	pano	pa-no	male-young
9610	maingatin	mai-ngat-in	face-ground-ERG
9611	banna	ban-na	spread-NMLZ
9612	lawnna	lawn-na	flow-NMLZ
9613	simto	sim-to	count-toward
9614	zuakna	zuak-na	sell-NMLZ
9615	kikhihna	ki-khih-na	REFL-bind-NMLZ
9616	angvan	ang-van	together-?
9617	luat	luat	exceed
9618	phalvak	phal-vak	permit-quick
9619	ciahsuk	ciah-suk	return-down
9620	hihgawp	hih-gawp	do-round
9621	paukhia	pau-khia	speak-emerge
9622	kuangkhia	kuang-khia	box-emerge
9623	khuaphialep	khua-phial-ep	town-wide-?
9624	nungkiksak	nung-kik-sak	live-ITER-CAUS
9625	kolte	kol-te	wheel-PL
9626	sahna	sah-na	grind-NMLZ
9627	innkuankuanin	inn-kuan-kuan-in	house-family~REDUP-ERG
9628	apna	ap-na	cover-NMLZ
9629	nawksak	nawk-sak	again-CAUS
9633	hingte	hing-te	alive-PL
9634	hing	hing	alive
9635	vunte	vun-te	skin-PL
9636	vun	vun	skin
9637	thalte	thal-te	bow-PL
9638	thal	thal	bow
9639	kihhuaite	ki-hhuai-te	REFL-abominate-PL
9640	taneute	taneu-te	child.small-PL
9641	taneu	taneu	child.small
9642	teipite	teipi-te	spear-PL
9643	teipi	teipi	spear
9644	kihisakte	ki-hisak-te	REFL-proud-PL
9645	hisak	hisak	proud
9646	gialte	gial-te	spotted-PL
9647	gial	gial	spotted
9648	anpalte	anpal-te	firstfruit-PL
9649	anpal	anpal	firstfruit
9650	kingaknate	ki-ngak-na-te	REFL-wait-NMLZ-PL
9651	kineite	ki-nei-te	REFL-have-PL
9652	delhte	delh-te	overcome-PL
9653	delh	delh	overcome
9654	hilote	hi-lo-te	be-NEG-PL
9655	anlate	an-la-te	3PL-take-PL
9656	zuakte	zuak-te	sell-PL
9657	zuak	zuak	sell
9658	innsungmangte	inn-sung-mang-te	house-inside-ruin-PL
9659	vangliante	vanglian-te	mighty-PL
9660	vanglian	vanglian	mighty
9661	sawmngate	sawmnga-te	fifty-PL
9662	pawite	pawi-te	feast-PL
9663	pawi	pawi	feast
9666	innsate	innsa-te	cattle-PL
9667	innsa	innsa	cattle
9668	gamsate	gamsa-te	beast-PL
9669	gamsa	gamsa	beast
9670	thukte	thuk-te	deep-PL
9671	thuk	thuk	deep
9672	kangte	kang-te	gray-PL
9673	kang	kang	gray
9674	keelpite	keelpi-te	she.goat-PL
9675	keelpi	keelpi	she.goat
9676	bawngpite	bawngpi-te	cattle.big-PL
9677	bawngpi	bawngpi	cattle.big
9678	tuilite	tuili-te	stream-PL
9679	tuili	tuili	stream
9680	dalnate	dalna-te	hindrance-PL
9681	dalna	dalna	hindrance
9682	suknate	sukna-te	becoming-PL
9683	sukna	sukna	becoming
9684	cilte	cil-te	beginning-PL
9685	cil	cil	beginning
9686	kikoihte	kikoih-te	foundation-PL
9687	kikoih	kikoih	foundation
9688	theihnate	theihna-te	knowledge-PL
9689	theihna	theihna	knowledge
9692	nunte	nun-te	knop-PL
9693	nun	nun	knop
9694	kalte	kal-te	kidney-PL
9695	kal	kal	kidney
9696	pangte	pang-te	branch-PL
9697	pang	pang	branch
9698	gamgite	gamgi-te	border-PL
9699	gamgi	gamgi	border
9702	sante	san-te	garlic-PL
9703	san	san	garlic
9704	zinte	zin-te	sojourner-PL
9705	zin	zin	sojourner
9706	khutpite	khutpi-te	thumb-PL
9707	khutpi	khutpi	thumb
9708	khepite	khepi-te	big.toe-PL
9709	khepi	khepi	big.toe
9710	liammate	liamma-te	wound-PL
9711	liamma	liamma	wound
9712	thongkiate	thongkia-te	prison-PL
9713	thongkia	thongkia	prison
9714	kungnote	kungno-te	herb-PL
9715	kungno	kungno	herb
9716	khawkte	khawk-te	spirit-PL
9717	khawk	khawk	spirit
9720	kamte	kam-te	word-PL
9721	kam	kam	word
9722	bengte	beng-te	companion-PL
9723	beng	beng	companion
9724	zungte	zung-te	root-PL
9725	zung	zung	root
9726	muangte	muang-te	trust-PL
9727	muang	muang	trust
9728	buluhte	buluh-te	troop-PL
9729	buluh	buluh	troop
9730	kuamte	kuam-te	plain-PL
9731	kuam	kuam	plain
9732	huhte	huh-te	help-PL
9733	huh	huh	help
9736	taktakte	taktak-te	genuine-PL
9737	taktak	taktak	genuine
9738	ganhonte	ganhon-te	flock-PL
9739	ganhon	ganhon	flock
9740	khedapte	khedap-te	shoe-PL
9741	khedap	khedap	shoe
9742	tawmte	tawm-te	produce-PL
9743	tawm	tawm	produce
9744	ngimnate	ngimna-te	imagination-PL
9745	ngimna	ngimna	imagination
9746	mukte	muk-te	lip-PL
9747	muk	muk	lip
9750	kawbiate	kawbia-te	shovel-PL
9751	kawbia	kawbia	shovel
9752	ngaknate	ngakna-te	base-PL
9753	ngakna	ngakna	base
9754	nengniamte	nengniam-te	oppressor-PL
9755	nengniam	nengniam	oppressor
9756	leenglate	leengla-te	guest-PL
9757	leengla	leengla	guest
9758	innlamte	innlam-te	builder-PL
9759	innlam	innlam	builder
9760	gitlohnate	gitlohna-te	wickedness-PL
9761	gitlohna	gitlohna	wickedness
9762	mawhsakte	mawhsak-te	adversary-PL
9763	mawhsak	mawhsak	adversary
9766	bilvangte	bilvang-te	loop-PL
9767	bilvang	bilvang	loop
9768	mithagolte	mithagol-te	giant-PL
9769	mithagol	mithagol	giant
9770	lianpipite	lianpipi-te	great-PL
9771	lianpipi	lianpipi	great
9772	lelte	lel-te	desperate-PL
9773	lel	lel	desperate
9774	thante	than-te	worm-PL
9775	than	than	worm
9776	dote	do-te	rise-PL
9777	do	do	rise
9778	ngeekte	ngeek-te	herb-PL
9779	ngeek	ngeek	herb
9782	ankungte	ankung-te	herb-PL
9783	ankung	ankung	herb
9784	natnate	natna-te	disease-PL
9785	natna	natna	disease
9786	geelnate	geelna-te	way-PL
9787	geelna	geelna	way
9788	ngiate	ngia-te	field-PL
9789	ngia	ngia	field
9790	lungkhamnate	lungkhamna-te	tribulation-PL
9791	lungkhamna	lungkhamna	tribulation
9792	hauhnate	hauhna-te	riches-PL
9793	hauhna	hauhna	riches
9794	phatnate	phatna-te	praise-PL
9795	phatna	phatna	praise
9796	tagahte	tagah-te	orphan-PL
9797	tagah	tagah	orphan
9798	meigongte	meigong-te	widow-PL
9799	meigong	meigong	widow
9800	khutmete	khutme-te	finger-PL
9801	khutme	khutme	finger
9804	meimate	meima-te	wound-PL
9805	meima	meima	wound
9806	kimte	kim-te	nation-PL
9807	kim	kim	nation
9808	lawkite	lawki-te	Gentile-PL
9809	lawki	lawki	Gentile
9810	ciangkangte	ciangkang-te	rod-PL
9811	ciangkang	ciangkang	rod
9812	kicite	kici-te	called-PL
9813	kici	kici	called
9814	leenggahte	leenggah-te	grape-PL
9815	leenggah	leenggah	grape
9816	kholhnate	kholhna-te	divination-PL
9817	kholhna	kholhna	divination
9820	anlimte	anlim-te	dainty-PL
9821	anlim	anlim	dainty
9822	gannote	ganno-te	lamb-PL
9823	ganno	ganno	lamb
9824	zawngte	zawng-te	poor-PL
9825	zawng	zawng	poor
9826	kiute	kiu-te	corner-PL
9827	kiu	kiu	corner
9828	haute	hau-te	rich-PL
9829	hau	hau	rich
9830	pote	po-te	grow-PL
9831	po	po	grow
9832	namtuite	namtui-te	perfume-PL
9833	namtui	namtui	perfume
9834	miphakte	miphak-te	leper-PL
9835	miphak	miphak	leper
9836	gamhte	gamh-te	inheritance-PL
9837	gamh	gamh	inheritance
9840	tuletate	tuleta-te	breast-PL
9841	tuleta	tuleta	breast
9842	khainiangte	khainiang-te	chain-PL
9843	khainiang	khainiang	chain
9844	puantungsilhte	puantungsilh-te	coat-PL
9845	puantungsilh	puantungsilh	coat
9846	ekte	ek-te	dung-PL
9847	ek	ek	dung
9848	bilngongte	bilngong-te	deaf-PL
9849	bilngong	bilngong	deaf
9850	pulepate	pulepa-te	ancestor-PL
9851	pulepa	pulepa	ancestor
9854	haksatnate	haksatna-te	trouble-PL
9855	haksatna	haksat-na	difficult-NMLZ
9856	haksat	haksat	difficult
9857	kithatte	ki-that-te	REFL-kill-PL
9858	kiseelte	ki-seel-te	REFL-hide-PL
9859	kiseel	ki-seel	REFL-hide
9860	seel	seel	hide
9861	hangte	hang-te	stallion-PL
9862	hang	hang	stallion
9863	meivakkhuamte	mei-vak-khuam-te	fire-light-pillar-PL
9864	meivakkhuam	mei-vak-khuam	fire-light-pillar
9865	leenggahzute	leeng-gah-zu-te	grape.juice-PL
9867	gahzu	gah-zu	fruit-juice
9868	sungnungte	sungnung-te	inner.room-PL
9869	sungnung	sungnung	inner.room
9870	lamlakte	lamlak-te	counsellor-PL
9871	lamlak	lamlak	counsellor
9874	lokhote	lokho-te	farmer-PL
9875	lokho	lokho	farmer
9876	laitaite	laitai-te	messenger-PL
9877	laitai	laitai	messenger
9878	thupalsatnate	thupalsatna-te	transgression-PL
9879	thupalsatna	thu-palsat-na	word-transgress-NMLZ
9880	namsaute	namsau-te	knife-PL
9881	namsau	namsau	knife
9882	vankinusiate	vankinusia-te	colored.spoil-PL
9883	vankinusia	vankinusia	colored.spoil
9884	vanmanphate	vanmanpha-te	treasure-PL
9885	vanmanpha	vanmanpha	treasure
9888	khuamluzepnate	khuamluzepna-te	fillet-PL
9889	khuamluzepna	khuam-luzep-na	pole-encircle-NMLZ
9890	luzep	luzep	encircle
9891	kihhuainate	kihhuaina-te	abomination-PL
9892	kihhuaina	kihhuai-na	abominate-NMLZ
9893	kihhuai	ki-hhuai	REFL-abominate
9894	vaihawmnate	vaihawmna-te	counsel-PL
9895	vaihawmna	vai-hawm-na	plan-counsel-NMLZ
9896	dangtakte	dangtak-te	weary-PL
9897	dangtak	dangtak	weary
9898	thungetnate	thungetna-te	prayer-PL
9899	thungetna	thu-nget-na	word-pray-NMLZ
9900	papite	papi-te	elder-PL
9901	papi	papi	elder
9902	mawhsaknate	mawhsakna-te	sin.offering-PL
9903	mawhsakna	mawh-sak-na	sin-CAUS-NMLZ
9904	kisate	kisa-te	proud-PL
9905	kisa	kisa	proud
9906	miphate	mipha-te	righteous-PL
9907	mipha	mi-pha	person-good
9910	paunate	pauna-te	word-PL
9911	pauna	pau-na	speak-NMLZ
9912	belte	bel-te	trust-PL
9913	bel	bel	trust
9914	lehdote	lehdo-te	rebellious-PL
9915	lehdo	lehdo	rebellious
9916	khawite	khawi-te	flock-PL
9917	khawi	khawi	flock
9918	dawibiate	dawibia-te	heathen-PL
9919	dawibia	dawibia	heathen
9920	nopsaknate	nopsakna-te	restoration-PL
9921	nopsakna	nopsak-na	restore-NMLZ
9922	nopsak	nopsak	restore
9923	hualte	hual-te	wave-PL
9924	hual	hual	wave
9925	theikungte	theikung-te	fig.tree-PL
9926	theikung	thei-kung	fruit-tree
9929	tokhomte	tokhom-te	throne-PL
9930	tokhom	tokhom	throne
9931	hanciamte	hanciam-te	pursuer-PL
9932	hanciam	hanciam	pursue
9933	galkapbute	galkapbu-te	captain-PL
9934	galkapbu	galkap-bu	soldier-leader
9935	taaute	taau-te	bracelet-PL
9936	taau	taau	bracelet
9937	puansilhte	puansilh-te	garment-PL
9938	puansilh	puan-silh	cloth-wear
9939	phunnate	phunna-te	murmuring-PL
9940	phunna	phun-na	murmur-NMLZ
9941	phun	phun	murmur
9942	kuangdaite	kuangdai-te	dish-PL
9943	kuangdai	kuang-dai	container-flat
9944	dai	dai	flat
9945	kilhnate	kilhna-te	clasp-PL
9946	kilhna	kilh-na	join-NMLZ
9947	kilh	kilh	join
9950	sawmsimna	sawmsim-na	conspiracy-NMLZ
9951	sawmsim	sawmsim	conspire
9952	zahkona	zahko-na	reproach-NMLZ
9953	zahko	zah-ko	shame-have
9954	lungzinna	lungzin-na	darkness-NMLZ
9955	lungzin	lung-zin	heart-shadow
9956	palsatna	palsat-na	transgression-NMLZ
9957	palsat	palsat	transgress
9958	hetlohna	hetloh-na	displeasure-NMLZ
9959	hetloh	het-loh	approve-NEG
9960	deihluatna	deihluat-na	zeal-NMLZ
9961	deihluat	deih-luat	want-exceed
9962	kimuanna	kimuan-na	confidence-NMLZ
9963	kimuan	ki-muan	REFL-believe
9966	mette	met-te	shearer-PL
9967	met	met	shear
9968	mapite	mapi-te	officer-PL
9969	mapi	mapi	officer
9970	mohte	moh-te	cake-PL
9971	moh	moh	cake
9972	mohphengte	mohpheng-te	wafer-PL
9973	mohpheng	moh-pheng	cake-flat
9974	pheng	pheng	flat
9975	puankhaite	puankhai-te	hanging-PL
9976	puankhai	puan-khai	cloth-hang
9977	khai	khai	hang
9978	sikkhaute	sikkhau-te	bond-PL
9979	sikkhau	sik-khau	tie-rope
9980	mineute	mineu-te	little.one-PL
9981	mineu	mi-neu	person-small
9982	ciangkhutte	ciangkhut-te	stripe-PL
9983	ciangkhut	ciang-khut	white-part
9986	gialpi	gial-pi	hail-big
9987	pi	pi	big
9988	palsatin	palsat-in	transgress-ERG
9989	semsemin	semsem-in	breathe-ERG
9990	semsem	semsem	breathe
9991	zawt	zawt	weary
9992	musane	musane	pelican
9993	limtak	lim-tak	true-true
9994	khuaphialep	khua-phial-ep	sky-flash-lightning
9995	phial	phial	flash
9996	ep	ep	strike
9997	balnenin	balnen-in	tear-ERG
9998	balnen	balnen	tear
9999	luhin	luh-in	smite-ERG
10000	luh	luh	smite
10001	pelmawh	pel-mawh	report-evil
10002	nawkgawp	nawk-gawp	overtake-all
10003	nawk	nawk	overtake
10004	gawp	gawp	all
10007	omteng	om-teng	exist-remain
10008	teng	teng	remain
10009	omlain	om-lai-in	exist-midst-ERG
10010	dington	ding-ton	stand-stable
10011	ton	ton	stable
10012	tonu	tonu	mistress
10013	bai	bai	rise.early
10014	dampah	dam-pah	healthy-clear
10015	pah	pah	clear
10016	henhan	hen-han	spread-spread
10017	hen	hen	spread
10018	hitaseleh	hi-ta-se-leh	be-that-CONN-COND
10019	bawlsiain	bawl-sia-in	make-evil-ERG
10022	kongpuankhai	kong-puan-khai	door-cloth-hang
10023	vawhin	vawh-in	arise-ERG
10024	vawh	vawh	arise
10025	baan	baan	lay
10026	liangkoah	liangko-ah	shoulder-LOC
10027	liangko	liangko	shoulder
10028	pataukohna	pataukoh-na	alarm-NMLZ
10029	pataukoh	pa-tau-koh	male-signal-call
10030	tau	tau	signal
10031	gelhsa	gelh-sa	write-PERF
10032	nilhin	nilh-in	anoint-ERG
10033	nilh	nilh	anoint
10036	zawngin	zawng-in	lack-ERG
10037	zawng	zawng	lack
10038	hamsia	ham-sia	curse-evil
10039	nawkkha	nawk-kha	turn-CAUS
10040	khuaneu	khua-neu	town-small
10041	neu	neu	small
10042	angvan	ang-van	face-see
10043	sawtpi	sawt-pi	long-big
10044	sawt	sawt	long
10045	sukhamin	sukham-in	grind-ERG
10046	sukham	su-kham	make-grind
10047	cinna	cin-na	plant-NMLZ
10048	cin	cin	plant
10049	kiatna	kiat-na	fall-NMLZ
10050	kiat	kiat	fall
10051	samzang	sam-zang	throw-INSTR
10052	zang	zang	use
10053	kidop	ki-dop	REFL-guard
10054	dop	dop	guard
10055	keucip	keu-cip	dry-tight
10056	keu	keu	dry
10057	cip	cip	tight
10058	sutat	su-tat	break-COMPL
10061	ukpipa	uk-pi-pa	rule-big-male
10062	vangtaang	vang-taang	glory-beautiful
