word	freq	gloss
kizep	4	?
ipcip	4	1PL.INCL-?
mualsangte	4	see.I-?-PL
tuacih	4	?
zapsiang	4	hear.I-?
mutna	4	see.I-?-NMLZ
taanlawh	4	?
delhmang	4	?
lungmangin	4	feel-?
gamsai	4	land-?
kullo	4	?
thupiteng	4	word-?
patauhna	4	father-?-NMLZ
saltanna	4	flesh-?-NMLZ
neusak	4	eat-?
buh	4	?-PL
ciamtehnate	4	say-?-PL
jehudi	4	?
kaikhiato	4	1SG-?
painopna	4	go-?-NMLZ
kithehthangna	4	?-NMLZ
thahsa	4	?
kihawlkhiatna	4	?-NMLZ
golpen	4	?
kisuah	4	?
hamphatnate	4	?-PL
kimawhsaknate	4	?-PL
thai	4	?
pempam	4	?
omkhit	4	exist-?
siathei	4	spoil-?
maangmu	4	?
thudawnna	4	word-?-NMLZ
leihoihna	4	?-NMLZ
biakte	4	?-PL
khangcing	4	generation-?
tamlawhna	4	?-NMLZ
thudotin	4	word-?
phelh	4	?
katna	4	1SG-?-NMLZ
lanna	4	?-NMLZ
mote	4	?-PL
patausak	4	father-?
lianpente	4	?-PL
tuahsiat	4	?
lohteng	4	?
puanungah	4	carry.on.back-?
tehsuk	4	measure-?
theihnop	4	know.II-?
thudotte	4	word-?-PL
beltashazzar	4	?
kamsia	4	1SG-?
tuamtuamah	4	promise-?
zawdeuh	4	hear.I-?-PL
deuhin	4	?
lungkhamhuai	4	feel-?
naupaiite	4	2SG-elder-?-PL
leipi	4	?
zaknop	4	hear.II-?
deihteng	4	want-?
ngapi	4	endure-?
nap	4	2SG-?
khutzaw	4	hand-?
valin	4	go.and-?
lutthei	4	enter-?
kivelsak	4	?
gadara	4	?
siahdong	4	?
siavuan	4	?
puanbek	4	carry.on.back-?
bartholomew	4	owe-?
tunsaknop	4	?
thulang	4	word-?
munuam	4	see.I-?
kitawphah	4	?
taangci	4	?
tahum	4	?
kikhamval	4	?
kikhiat	4	depart-?
mannop	4	?
cit	4	say-?
khenkhit	4	divide-?
khohsa	4	labor-?
luttheih	4	enter-?
thongkiat	4	?
eloi	4	?
arimathea	4	3SG-?
kitheithang	4	?
zakhin	4	hear.II-?
tuigei	4	water-?
mapaisak	4	?
foenisia	4	?
sumpi	4	money-?
zintun	4	wife-?
matthat	4	grasp-?
melkhi	4	?
mattathias	4	grasp-?
kainan	4	1SG-?
nulsak	4	mother-?
thahkhit	4	?
siloam	4	?
khahkhiat	4	choke-?
zakkhias	4	hear.II-?
lakthei	4	take-?
talap	4	?
khentheih	4	divide-?
laigelh	4	?
alexandria	4	3SG-?
pisidia	4	?
nekloh	4	eat.II-?
thiatira	4	?
gamdaih	4	land-?
thahsawmna	4	?-NMLZ
lysias	4	?
sikkawipi	4	repent-?
sikhin	4	repent-?
dongtangsak	4	?
zote	4	?-PL
suakthei	4	become-?
kimawlna	4	?-NMLZ
pautheih	4	speak-?
kilehngatin	4	?
cingtaaksak	4	say-?
zokhin	4	?
cingtaakin	4	say-?
nambat	4	2SG-?
innsa	3	1PL.INCL-?
eimah	3	?
bokvakte	3	?-PL
kipiansak	3	?
satak	3	strike-?
petpetin	3	?
ngiansiam	3	endure-?
khui	3	?
guaktanga	3	?
kilangneihna	3	?-NMLZ
limcite	3	?-PL
hup	3	?
kisamsiat	3	?
kithuk	3	?
zillah	3	wife-?
nefilim	3	eat-?
minthangte	3	bless-?-PL
khangkhang	3	generation-?
mukah	3	see.I-?
kipsaksa	3	?
ashkenaz	3	3SG-?
kittim	3	?
pulepa	3	?
kalah	3	1SG-?
jerah	3	?
hadoram	3	?
mesha	3	?
kitukalhsak	3	?
samsiate	3	call-?-PL
moreh	3	?
siddim	3	?
emim	3	?
aner	3	3SG-eat-?
kipawlpihte	3	?-PL
kihilhsa	3	?
giatte	3	?-PL
mimkhau	3	person-?
beerlahairoi	3	?
khuadaktoh	3	town-?
kheng	3	divide-?
kimawhsakna	3	?-NMLZ
lungka	3	feel-?
sawlbawk	3	send-?
fikol	3	?
tuununo	3	?
makeng	3	?
temta	3	?
kemuel	3	guard-?
tehkhia	3	measure-?
leihawmte	3	?-PL
tuikhuka	3	water-?
butsak	3	?
nungsang	3	live-?
kikhuh	3	?-PL
mibsam	3	person-?
jetur	3	?
nafish	3	2SG-?
betna	3	?-NMLZ
kihehnem	3	?
mahalath	3	?
khuamin	3	town-?
khukkhia	3	?
kimuhdahna	3	?-NMLZ
vomte	3	?-PL
ngasak	3	endure-?
zawnin	3	hear.I-?
galmat	3	?
pawlkhatah	3	father-?
thumannate	3	word-?-PL
khelkom	3	?
khel	3	?
kamkhum	3	1SG-?
omar	3	exist-?
gatam	3	?
mizzah	3	person-?
ithran	3	1PL.INCL-?
matred	3	grasp-?
dothan	3	?
shua	3	?
dawksak	3	?
taikhiatna	3	?-NMLZ
sangsakin	3	high-?
pipa	3	?
khiathei	3	exit-?
hoihlam	3	be.good-?
khailum	3	hold-?
phai	3	?
kikhailum	3	?
thongmial	3	?
kihauh	3	?-PL
kikoihcing	3	cry.out-?
potifera	3	?
asenath	3	3SG-?
enen	3	look-?
gaih	3	?
dotnate	3	?-PL
nesakin	3	eat-?
khangnona	3	generation-?-NMLZ
puakzawh	3	carry.on.back-?
dangteng	3	?
ciahkiksak	3	return.again-?
kipulak	3	?
puvah	3	?
sered	3	?
jahleel	3	?
haggi	3	?
shuni	3	?
eri	3	?
areli	3	3SG-?
serah	3	?
huppim	3	?
jahzeel	3	?
shillem	3	?
nungtazo	3	live-?
thumantak	3	word-?
sattat	3	strike-?
noptuak	3	?
gulgu	3	?
buluh	3	?-PL
cihsak	3	say.NOM-?
khoisak	3	labor-?
sapsak	3	flesh-?
zipporah	3	wife-?
kilangzo	3	?
tumasiah	3	?
ol	3	?
eleazer	3	?
vik	3	?
tuilite	3	water-?-PL
kibeisak	3	?
nekzah	3	eat.II-?
khuamui	3	town-?
bangtungzawl	3	owe-?
lomkhat	3	?
sawlkhiat	3	send-?
minamdang	3	nation-?
baalzefon	3	owe-?
phialgawp	3	?
zahzahin	3	fear-?
lingcip	3	hope-?
vamimte	3	go.and-?-PL
vukkhal	3	?
khom	3	labor-?
paisuakzo	3	go-?
tuanu	3	?
belhna	3	?-NMLZ
liau	3	?
kikhol	3	?
anlakna	3	3SG-?-NMLZ
elna	3	?-NMLZ
langneih	3	?
dikpa	3	straight-?
heikhiatsak	3	?
kiuhkeuhin	3	?
gongbakte	3	?-PL
khaudum	3	spirit-?
khuituahin	3	?
khep	3	?
pangkhat	3	father-?
vankhaina	3	go.and-?-NMLZ
singpekte	3	?-PL
kigak	3	?
diamond	3	?
jakinth	3	?
agate	3	3SG-?-PL
amethyst	3	3SG-?
siklong	3	repent-?
kawnggakte	3	1SG-?-PL
mangbuhnel	3	?
kikipsakna	3	?-NMLZ
kitatkhiatna	3	?-NMLZ
sawhin	3	flesh-?
ahisamak	3	3SG-be-?
lelhna	3	?-NMLZ
gawivui	3	?
phukpai	3	?
banbulhte	3	owe-?-PL
pheituam	3	?
valteng	3	go.and-?
meibung	3	?
manzah	3	?
theihlohna	3	know.II-?-NMLZ
kikuangsak	3	?
kisukham	3	?
kitheh	3	?
kihelte	3	?-PL
kisawhkha	3	?
khimsakin	3	?
khepite	3	?-PL
phiahsak	3	?
khamtheih	3	forbid-?
sanhuai	3	flesh-?
luimu	3	head-?
bak	3	owe-?
sian	3	?
lozaw	3	?
thukzawk	3	word-?
lutol	3	enter-?
metkhia	3	?
nitsakna	3	day-?-NMLZ
daihna	3	?-NMLZ
phuisam	3	?
vakto	3	walk-?
kidaisak	3	?
saulua	3	long-?
sitbaanna	3	cut.off-?-NMLZ
hem	3	?
sawmngana	3	flesh-?-NMLZ
tanhkik	3	?
kitanhkik	3	?
gawpgawpna	3	?-NMLZ
tuat	3	?
zawngkhalna	3	hear.I-?-NMLZ
diik	3	?
zawnglua	3	hear.I-?
honhonin	3	?
kisimkhawm	3	?
giahphualte	3	?-PL
kitatna	3	?-NMLZ
tal	3	?
behtangun	3	tribe-?
palhngulh	3	father-?
pheipi	3	?
pawmin	3	father-?
sante	3	flesh-?-PL
pho	3	?
kigaih	3	?
nehin	3	eat-?
igal	3	1PL.INCL-?
palti	3	father-?
sheshai	3	?
lawhna	3	?-NMLZ
malzah	3	be.dry-?
hawmthawh	3	join-?
kiphelkham	3	?
hingtangun	3	be-?
kilahna	3	?-NMLZ
lamlian	3	?
nawksuak	3	2SG-?
linggawp	3	hope-?
liaktum	3	?
dawhsa	3	?
kihilna	3	?-NMLZ
kisuankhia	3	?
suaktate	3	become-?-PL
suthelah	3	?
tahan	3	?
shuham	3	?
kisimte	3	?-PL
lehpan	3	?
khasim	3	spirit-?
ciampel	3	say-?
lumkhawmsa	3	warm-?
nungaknote	3	live-?-PL
baalmeon	3	owe-?
benejaakan	3	?
jotbathah	3	?
sawmlina	3	flesh-?-NMLZ
sumang	3	money-?
akrabbim	3	3SG-?
azmon	3	3SG-?
thatkha	3	kill-?
phawksa	3	?
khutun	3	hand-?
totsa	3	contend-?
avvim	3	3SG-?
sirion	3	?
khuadakto	3	town-?
kimaituahin	3	?
genteng	3	speak-?
phuksakin	3	?
tawmpen	3	?
teelzaw	3	?
kizahtakna	3	?-NMLZ
thuahte	3	word-?-PL
siangte	3	?-PL
suahtaksakna	3	?-NMLZ
khong	3	labor-?
bum	3	?
cinte	3	say-?-PL
kidongsa	3	?
apkik	3	3SG-?
tamvei	3	?
sipa	3	?
suangtumpite	3	?-PL
kinengniamin	3	?
lungham	3	feel-?
tentheih	3	?
khansauna	3	spirit-?-NMLZ
cimawhsak	3	pierce-?
kholh	3	labor-?
ngeek	3	?
mitnauta	3	eye-?
tuunawi	3	?
tawhkuang	3	?
thosakin	3	?
kikzo	3	?
kigingkhol	3	?
zarethan	3	hear.I-?
ankan	3	3SG-?
puanhoih	3	carry.on.back-?
hihnasa	3	be-?
cipin	3	say-?
beisiang	3	?
akshaf	3	3SG-?
khinneroth	3	?
nafathdor	3	2SG-?
mizpeh	3	person-?
baalgad	3	owe-?
jokneam	3	?
kuankhiatna	3	?-NMLZ
arba	3	3SG-?
bethhoglah	3	?
kabzeel	3	1SG-?
ezem	3	?
engannim	3	look-?
holon	3	?
janoah	3	?
kanah	3	1SG-?
lamteng	3	?
endor	3	look-?
neulua	3	eat-?
daberath	3	?
bethanath	3	?
shaalbim	3	?
baalath	3	owe-?
lononate	3	?-PL
bezek	3	?
adonibezek	3	3SG-?
antah	3	3SG-?
khansak	3	spirit-?
kushanrishathaim	3	?
harosheth	3	?
sualphah	3	?
khualzinte	3	town-?-PL
phapen	3	?
ciangciang	3	announce-?
hutpih	3	?
pausak	3	speak-?
abelmeholah	3	3SG-?
khade	3	spirit-?
bilbah	3	ear-?
naihuai	3	2SG-?
bethmillo	3	?
kisuahin	3	?
zalmon	3	hear.I-?
thebez	3	?
ginazaw	3	?
khuangneute	3	town-?-PL
niamkoih	3	day-?
gamtakik	3	land-?
lampialin	3	way-?
botsat	3	?
busim	3	?
ciampek	3	say-?
kimet	3	?
kisingin	3	?
gualnuam	3	?
susiapa	3	?
ummawh	3	believe-?
puteekpa	3	ancestors-?
kuankik	3	?
nungakno	3	live-?
khilion	3	?
ngakzo	3	endure-?
pailam	3	go-?
tanaupa	3	orphan-?
zuf	3	?
thaneemte	3	?-PL
lungzuang	3	feel-?
sangtosak	3	high-?
kikhiasuk	3	depart-?
palai	3	father-?
ebenezer	3	?
thawn	3	?
apkhapna	3	3SG-?-NMLZ
thahloh	3	?
tumkik	3	?
abiel	3	3SG-?
sumnen	3	money-?
innkhumzanga	3	1PL.INCL-?
theisa	3	know.I-?
sawltheih	3	send-?
leengkai	3	chariot-?
hamu	3	?
ciangka	3	announce-?
suangdawk	3	?
pusuakkhia	3	?
zuito	3	follow-?
vattuk	3	go.and-?
muaimuai	3	see.I-?
galphualah	3	?
hamna	3	?-NMLZ
kingeinaseh	3	?
luhsak	3	head-?
lukham	3	head-?
muitum	3	see.I-?
nawhtat	3	2SG-?
munmuanhuaina	3	see.I-?-NMLZ
tunkhitna	3	?-NMLZ
sukhalo	3	make.become-?
hakhilah	3	?
tuukhawk	3	?
theimoh	3	know.I-?
lukhung	3	crown-?
gamtatkha	3	land-?
gamtazo	3	land-?
besor	3	?
bethshan	3	?
zaptel	3	hear.I-?
tukkhawm	3	?
sungtumna	3	?-NMLZ
phawktel	3	?
ibhar	3	1PL.INCL-?
elishua	3	?
hepkhiat	3	?
madawkin	3	?
angawina	3	3SG-endure-?-NMLZ
tawmlua	3	?
luate	3	head-?-PL
innluah	3	1PL.INCL-?
banglel	3	owe-?
zongzaw	3	?
mualpangah	3	see.I-?
lelh	3	?
vaikhakna	3	go.and-?-NMLZ
taisuk	3	?
adoram	3	3SG-?
siamlawngpi	3	be.skilled-?
kihutna	3	?-NMLZ
thangte	3	?-PL
kilinggawp	3	?
sugawpzo	3	?
kaai	3	1SG-?
ahoah	3	3SG-?
ikkesh	3	1PL.INCL-?
maharai	3	?
gareb	3	?
thakhauhin	3	?
baana	3	owe-?-NMLZ
tuidawnin	3	water-?
tehzawh	3	measure-?
suih	3	?
vanpua	3	go.and-?
suangseek	3	?
kihui	3	?
innkam	3	1PL.INCL-?
nanna	3	2SG-?-NMLZ
innkamte	3	1PL.INCL-?-PL
umgah	3	believe-?
kidap	3	?
nannate	3	2SG-?-PL
guallelh	3	?
awnsak	3	3SG-?
lamnop	3	?
thupina	3	word-?-NMLZ
eloth	3	?
olsak	3	?
ashtoreth	3	3SG-?
tahpenes	3	?
omkhawmin	3	exist-?
ngahkikna	3	get-?-NMLZ
phualte	3	?-PL
ijon	3	1PL.INCL-?
tibni	3	?
shemer	3	?
hihzaw	3	be-?
segub	3	?
zarefath	3	hear.I-?
hawklam	3	?
poding	3	?
vaikhakin	3	go.and-?
kithakhauhsak	3	?
kihepkhiat	3	?
hoihzawk	3	be.good-?
thep	3	?
hawlpa	3	seek-?
kiakhia	3	?
tuinakah	3	water-?
kirhareseth	3	?
lelhlam	3	?
leibate	3	?-PL
teekta	3	?
koimah	3	?
kiatna	3	?-NMLZ
kulhzangah	3	?
ngaklai	3	endure-?
maangte	3	?-PL
eklei	3	?
seeng	3	?
jehonadab	3	?
jehosheba	3	?
phelkek	3	?
mattan	3	grasp-?
shimeath	3	?
shomer	3	?
pekahiah	3	?
neng	3	eat-?
zuautatna	3	?-NMLZ
habor	3	?
adrammelek	3	3SG-?
puansawppa	3	carry.on.back-?
kikop	3	cry.out-?
siakhawm	3	?
hena	3	?-NMLZ
ivvah	3	1PL.INCL-?
kitai	3	?
geelkholhsa	3	?
nakpheh	3	2SG-?
sharezer	3	?
esarhaddon	3	?
khituite	3	?-PL
merodak	3	?
zindo	3	wife-?
nautangte	3	2SG-?-PL
dawibiakna	3	?-NMLZ
hante	3	?-PL
hamutal	3	?
zawngpente	3	hear.I-?-PL
sulet	3	?
omzawh	3	exist-?
salma	3	flesh-?
jekamiah	3	?
neariah	3	eat-?
pelaiah	3	?
mered	3	?
jarib	3	?
adiel	3	3SG-?
azriel	3	3SG-?
shalum	3	?
zimmah	3	wife-?
ebiasaf	3	?
mahath	3	?
makhijah	3	?
abdi	3	3SG-?
shuppim	3	?
hotham	3	?
elpaal	3	?
mikloth	3	person-?
binea	3	?
sallu	3	flesh-?
galal	3	?
kore	3	?
jashobeam	3	?
ahoh	3	3SG-?
pelon	3	?
berakah	3	?
harif	3	?
dotkik	3	?
khenaniah	3	divide-?
nengniamsak	3	eat-?
nilhte	3	day-?-PL
thuzawh	3	word-?
shelomoth	3	?
shebuel	3	?
heldai	3	?
pemtate	3	?-PL
neihnate	3	have.II-?-PL
zatte	3	hear.I-?-PL
seng	3	?
tokhomah	3	sit-?
thuciamsa	3	word-?
oded	3	?
buaisak	3	?
zawsak	3	hear.I-?
tobijah	3	sit-?
puantualpite	3	carry.on.back-?-PL
tok	3	sit-?
liamnate	3	?-PL
vangah	3	go.and-?
bungkhia	3	?
pukkhawm	3	?
uuk	3	?
sumit	3	money-?
puahsiang	3	divine-?
piaknopna	3	give.to-?-NMLZ
nuihsanin	3	mother-?
lomte	3	?-PL
konaniah	3	?
miniamin	3	name-?
thugenkholhna	3	preach-?-NMLZ
zuansak	3	cross-?
karkhemish	3	1SG-?
adonikam	3	3SG-?
bezai	3	?
bethazmaveth	3	?
hadid	3	?
ziha	3	wife-?
siampipihte	3	be.skilled-?-PL
lunghihmawhpih	3	feel-?
losapte	3	?-PL
suaksa	3	become-?
ahava	3	3SG-?
tanna	3	?-NMLZ
maavanna	3	?-NMLZ
shabbethai	3	?
kelita	3	foot-?
mattenai	3	grasp-?
vakkhia	3	walk-?
meshezabel	3	?
zaipi	3	hear.I-?
pama	3	father-?
tampipi	3	?
tualpi	3	?
simkhia	3	?
khupna	3	?-NMLZ
bunni	3	?
kikhuak	3	?
ukgawp	3	rule-?
azzur	3	3SG-?
jaddua	3	?
bakbukiah	3	owe-?
hoshaiah	3	?
pengsak	3	break.into-?
khusa	3	?
memukan	3	?
pur	3	?
kithuh	3	?-PL
beisakna	3	?-NMLZ
patsa	3	father-?
khantohna	3	spirit-?-NMLZ
daai	3	?
kiseelcip	3	?
mot	3	?
hawkna	3	?-NMLZ
suktansak	3	make.become-?
leen	3	?
kihencip	3	?
kitawikhai	3	?
aktui	3	3SG-?
tuikhal	3	water-?
lunggulhin	3	feel-?
tuahsa	3	?
sincip	3	?
seguk	3	?
khaktanzo	3	spirit-?
beipak	3	?
satpiang	3	strike-?
taangzaw	3	?
muante	3	see.I-?-PL
anvai	3	3SG-?
nungtakik	3	live-?
bulsum	3	?
musanete	3	see.I-?-PL
kahkahna	3	1SG-?-NMLZ
kigimsak	3	?
kitunpih	3	?
tennasa	3	?
langbawl	3	?
suktheih	3	make.become-?
guksa	3	?
thamante	3	?-PL
cihtheih	3	say.NOM-?
lungtom	3	feel-?
lunggimin	3	feel-?
silhloin	3	?
toncip	3	sit-?
git	3	?
nikten	3	day-?
hausa	3	?
leenkhia	3	?
leivuite	3	?-PL
kileizo	3	?
pelhna	3	?-NMLZ
limun	3	?
kidelh	3	?
hawkguam	3	?
ciamnuihna	3	say-?-NMLZ
ninbulom	3	day-?
kikoihsa	3	cry.out-?
thuhkik	3	word-?
hihkik	3	be-?
velvel	3	do-?
kiphatsaknate	3	?-PL
theikim	3	know.I-?
lato	3	?
sinkhiat	3	?
khamcip	3	forbid-?
genkha	3	speak-?
khihcip	3	?
bangzahta	3	owe-?
kimatcip	3	?
nisuak	3	day-?
nip	3	day-?
sumngote	3	money-?-PL
khecinte	3	?-PL
kitamte	3	?-PL
citheisakkik	3	say-?
siamang	3	be.skilled-?
leengtui	3	chariot-?
kibawlphat	3	be.done-?
deuh	3	?-PL
lelna	3	?-NMLZ
tuahsia	3	?
huihsa	3	?
teelte	3	?-PL
leihawmpi	3	?
kihotkhiatna	3	?-NMLZ
phattaak	3	?
lungmuan	3	feel-?
kikoko	3	cry.out-?
khuailuzu	3	town-?
kihihsakpih	3	?
dingtang	3	stand-?
khasia	3	spirit-?
meltheih	3	?
tuithukpite	3	water-?-PL
khanglaite	3	generation-?-PL
kisiamang	3	?
kidikdik	3	?
gawisan	3	?
mitheek	3	eye-?
kisosuah	3	?
tawnna	3	?-NMLZ
gentham	3	speak-?
nuihsatin	3	mother-?
vuakna	3	?-NMLZ
lungnop	3	feel-?
thokikzo	3	?
khakunkun	3	spirit-?
tuizeu	3	water-?
khangualte	3	generation-?-PL
kihai	3	?
ciangkik	3	announce-?
kihoho	3	?
keutumsak	3	dig-?
sikcipsak	3	repent-?
guhngek	3	?
gallauna	3	?-NMLZ
kuakte	3	?-PL
zukhamte	3	?-PL
sungsuk	3	?
utte	3	?-PL
kikumkum	3	?
kingetsak	3	?
tawdat	3	?
ahipa	3	3SG-be-?
zaktheih	3	hear.II-?
khuaphialepte	3	town-?-PL
lamlianpi	3	?
galkido	3	?
nungsakin	3	live-?
hinkhawi	3	be-?
ensukin	3	look-?
taklama	3	?
gilvahsak	3	?
zontheih	3	?
phialphiah	3	?
nungtasakkik	3	live-?
kitahkhak	3	?
thuhilhpa	3	word-?
thutakin	3	word-?
gankhahna	3	?-NMLZ
kawina	3	1SG-?-NMLZ
tuidawnte	3	water-?-PL
paatkhia	3	father-?
muamua	3	see.I-?
tuummang	3	?
kitawhkuang	3	?
kaikhawmkik	3	1SG-?
kisiasa	3	?
sunsunte	3	?-PL
tuiphih	3	water-?
thazaw	3	?
haksazaw	3	?
tuhte	3	?-PL
duhgawh	3	?
gengenin	3	speak-?
tungsuk	3	arrive-?
thugentehnate	3	preach-?-PL
sotto	3	?
kuncip	3	?
pialkha	3	give-?
thumuhnate	3	word-?-PL
ngaihbaanna	3	listen.II-?-NMLZ
miginalo	3	person-?
sinnamon	3	?
piakkhiat	3	give.to-?
kamtam	3	1SG-?
khemzawh	3	restrain-?
kiphawkphawk	3	?
nungzangah	3	live-?
nguntang	3	?
deihdeih	3	want-?
leenmang	3	?
kipuk	3	?
zuaugenna	3	?-NMLZ
thukihilhna	3	word-?-NMLZ
hikha	3	be-?
kilangkik	3	?
thuzak	3	word-?
maitaina	3	face-?-NMLZ
zaknophuai	3	hear.II-?
silapa	3	?
taanna	3	?-NMLZ
hoihpenin	3	be.good-?
pat	3	father-?
lohkik	3	?
vawhte	3	go.and-?-PL
tutpih	3	sleep-?
silhzo	3	?
thakhauhna	3	?-NMLZ
tuivot	3	water-?
kilawmna	3	?-NMLZ
leengsuk	3	chariot-?
tawipa	3	?
tungthama	3	arrive-?
phengtat	3	?
kisilsiang	3	?
hauzaw	3	?
hoihzawkna	3	be.good-?-NMLZ
hamphat	3	?
nuntaksak	3	live-?
misiate	3	dead-?-PL
paaksak	3	father-?
ngaihhuai	3	listen.II-?
then	3	?
gamlumnate	3	land-?-PL
kitatin	3	?
biang	3	?
lihleh	3	?
suknawi	3	make.become-?
sakhitalno	3	cause-?
kiuh	3	?-PL
lamte	3	?-PL
tulh	3	?
phelhzo	3	?
temkawi	3	?
kilaamto	3	?
lingsakgawp	3	hope-?
mipite	3	person-?-PL
zunek	3	?
masuan	3	?
awkin	3	3SG-?
etsuk	3	?
veilama	3	do-?
sinsan	3	?
kiliamsak	3	?
pathros	3	father-?
sitlai	3	cut.off-?
suahtung	3	?
singliim	3	?
zaai	3	hear.I-?
namdangte	3	2SG-?-PL
kisusiacip	3	?
khialhpih	3	err-?
tangguak	3	?
khenkip	3	divide-?
kisiacip	3	?
ninkholna	3	day-?-NMLZ
suahsakna	3	?-NMLZ
kummin	3	year-?
tumtakin	3	?
zek	3	?
kinusiacipin	3	?
kizial	3	?
sehnelte	3	?-PL
thukpenna	3	word-?-NMLZ
kibotkhia	3	?
zakzak	3	hear.II-?
kiluh	3	?-PL
awngthawl	3	3SG-?
sumbawm	3	money-?
uang	3	?
tungvat	3	arrive-?
lausakzo	3	fear-?
hihlohna	3	be-?-NMLZ
kikhualna	3	?-NMLZ
tengsakkik	3	dwell-?
siene	3	?
kimakna	3	?-NMLZ
haipi	3	?
kitenpih	3	?
zik	3	wife-?
silhlo	3	?
thumthum	3	word-?
neupente	3	eat-?-PL
kepsak	3	clutch-?
suhna	3	?-NMLZ
bangpi	3	owe-?
gamlakpi	3	wilderness-?
kituamkoih	3	?
taisanzo	3	?
suankik	3	?
kipi	3	?
suam	3	?
kiptak	3	?
mutin	3	see.I-?
awlmawh	3	3SG-?
lopite	3	?-PL
kantanzo	3	1SG-?
thangsiahin	3	?
keei	3	foot-?
husa	3	?
sapsap	3	flesh-?
nungdelhsak	3	live-?
kipaithang	3	?
gammong	3	land-?
teeng	3	?
ngaihsuttawm	3	consider-?
pasalnei	3	husband-?
sangun	3	high-?
cizaw	3	say-?
kilehngat	3	?
amsak	3	3SG-?
ngaihsutkhak	3	consider-?
malkhiah	3	be.dry-?
singpeek	3	?
saltangte	3	flesh-?-PL
khangtosak	3	generation-?
siacipin	3	?
khuttung	3	hand-?
umsak	3	believe-?
taangmi	3	?-NMLZ.AG
nehelam	3	eat-?
kushi	3	?
kipaidak	3	?
ngawlin	3	endure-?
nergalsharezer	3	eat-?
khawlmun	3	spirit-?
omlaisun	3	exist-?
hiamin	3	be-?
cialte	3	say-?-PL
huhnate	3	?-PL
silhte	3	?-PL
kisuahtak	3	?
huhzo	3	?
misuamte	3	person-?-PL
painop	3	go-?
kikantan	3	?
kihalsan	3	?
theisakkik	3	know.I-?
phungte	3	?-PL
molhtumte	3	?-PL
delhphahin	3	?
muhkhak	3	see.II-?
kimudahtawm	3	?
genkholhnate	3	speak-?-PL
mindaihuai	3	name-?
paikhiatlam	3	send.away-?
kiphan	3	?
lan	3	?
hehnateng	3	?
utbang	3	?
zialzial	3	wife-?
kisawmna	3	?-NMLZ
galnanna	3	?-NMLZ
ngiahon	3	?
hawkkhiatsakin	3	?
sisante	3	?-PL
annekte	3	3SG-?-PL
kumkhia	3	year-?
karnelian	3	1SG-?
huana	3	?-NMLZ
zawngkhalte	3	hear.I-?-PL
lampialte	3	way-?-PL
pumpite	3	?-PL
lamkabom	3	?
nekzawh	3	eat.II-?
kimatin	3	?
munteng	3	see.I-?
piakkhop	3	give.to-?
ngaptansak	3	endure-?
kideidanna	3	?-NMLZ
meikuangpi	3	?
khamkhi	3	forbid-?
laimal	3	?
mene	3	?
vaihawmpi	3	go.and-?
laina	3	?-NMLZ
khauhzaw	3	spirit-?
kicingta	3	?
pianzawh	3	give-?
biaknopna	3	?-NMLZ
mawhmaisakna	3	?-NMLZ
mukhol	3	see.I-?
mialta	3	person-?
awngkek	3	3SG-?
huaihamin	3	dread-?
neihteng	3	have.II-?
sihsuah	3	die-?
thangpai	3	?
neihtuam	3	have.II-?
suahkhiatsak	3	?
ngakngak	3	endure-?
kiphukin	3	?
tanlam	3	?
kekseu	3	foot-?
kikhultum	3	?
masazaw	3	?
sialtalling	3	?
nattunin	3	2SG-?
vokcingte	3	?-PL
olzaw	3	?
diamdiam	3	?~RED
depgawp	3	?
bangkhat	3	owe-?
cingteng	3	say-?
gennesaret	3	speak-?
pupa	3	?
ninsakthei	3	strengthen-?
khezawte	3	?-PL
suahnop	3	?
suplawhte	3	?-PL
cihnate	3	say.NOM-?-PL
zuihsa	3	follow-?
hihthei	3	be-?
sumbukah	3	money-?
piakzah	3	give.to-?
khuanai	3	town-?
bethfage	3	?
khawhlawh	3	spirit-?
zangmang	3	use-?
saupipi	3	long-?
tuitung	3	water-?
sihkhit	3	die-?
kipiathuah	3	?
khawmpih	3	spirit-?
dawnkik	3	?
khitzawh	3	?
golgotha	3	?
tuihupna	3	water-?-NMLZ
tahto	3	?
kisialna	3	?-NMLZ
kithosak	3	?
laukawm	3	fear-?
hehpihhuaisa	3	be.angry-?
theipah	3	know.I-?
anlumte	3	3SG-?-PL
zakkhit	3	hear.II-?
silloin	3	?
neklam	3	eat.II-?
khamkhit	3	forbid-?
khuanawlah	3	town-?
tumkhit	3	?
sumkhekte	3	money-?-PL
khawhlawhsak	3	spirit-?
sungpan	3	?
zahpihbawl	3	fear-?
sihkhitna	3	die-?-NMLZ
kilikkhia	3	?
pontias	3	?
kizakim	3	?
theihkhit	3	know.II-?
mankhit	3	?
thukin	3	word-?
denlup	3	?
phadiak	3	?
puktheih	3	?
manpah	3	?
khinte	3	?-PL
kibangkim	3	be.alike-?
dingvat	3	stand-?
maisuah	3	face-?
hinkik	3	be-?
paitawm	3	go-?
tiberias	3	?
kiphunsan	3	?
kuateng	3	?
hilhsa	3	teach-?
minno	3	name-?
thawhsakkik	3	?
suahkhit	3	?
justas	3	?
pentekos	3	things-?
pontas	3	?
frigia	3	?
nikolas	3	day-?
taangzaih	3	?
lydda	3	?
aineas	3	3SG-?
dorkas	3	?
savunnim	3	flesh-?
