word	count	entries
numeino	2	L8629:numei-no=woman-young; L11316:numei-no=woman-DIM
nun	2	L7828:nun=life; L9693:nun=knop
nungtasak	2	L7928:nung-ta-sak=live-?-CAUS; L7997:nungta-sak=live-CAUS
nungzui	2	L7640:nung-zui=life-follow; L13203:nung-zui=back-follow
nungzuite	2	L7728:nung-zui-te=life-follow-PL; L13189:nung-zui-te=back-follow-PL
omkha	3	L8503:om-kha=exist-?; L8980:om-kha=exist-?; L9094:om-kha=exist-detained
ommawk	2	L8427:om-mawk=exist-?; L8974:om-mawk=exist-empty
paaikhia	3	L8499:paa-i-khia=father-?-exit; L8979:paa-i-khia=father-?-exit; L9093:paa-i-khia=go.and-CAUS-exit
paang	2	L8729:paang=father.?; L9161:pa-ang=father-side
pah	2	L7696:pah=do.so; L10015:pah=clear
pahtakhuai	2	L14298:pah-ta-khuai=father-child-?; L14385:pah-ta-khuai=father-child-love
pahtakhuai-in	2	L14299:pah-ta-khuai-in=father-child-?-ERG; L14386:pah-ta-khuai-in=father-child-love-ERG
pahtawi	2	L7843:pah-tawi=do-honor; L14734:pah-tawi=honor-carry
pahtawi-in	2	L9386:pa-htawi-in=male-old.man-ERG; L14736:pah-tawi-in=honor-carry-ERG
pahtawina	2	L7781:pah-tawi-na=do-honor-NMLZ; L13446:pah-tawi-na=feast-sorrow-NMLZ
paikawmin	2	L8667:pai-kawm-in=go-?-ERG; L9108:pai-kawm-in=go-dwell-ERG
paisuk	2	L7280:pai-suk=go-DOWN; L7433:pai-suk=go-CAUS
paito	2	L7278:pai-to=go-UP; L7434:pai-to=go-sit
paizia	2	L9203:pai-zia=go-manner; L11739:paizia=way
pak	3	L7675:pak=?; L7749:pak=divide; L10309:pak=wait
pakan	3	L8481:pa-kan=father-?; L8978:pa-kan=father-?; L9092:pakan=spoon
paktat	3	L7674:pak-tat=?-strike; L7748:pak-tat=divide-strike; L13176:pak-tat=harlot-deal
paktatte	3	L8348:pak-tat-te=respect-?-PL; L8403:pak-tat-te=share-?-PL; L8975:pak-tat-te=share-cut-PL
palikte	3	L8562:pa-lik-te=father-?-PL; L8989:pa-lik-te=father-?-PL; L9099:pa-lik-te=father-ancient-PL
palsat	2	L7846:pal-sat=wall-strike; L9957:palsat=transgress
palsatin	3	L8788:pal-sat-in=?-strike-ERG; L8829:pal-sat-in=?-strike-ERG; L9988:palsat-in=transgress-ERG
palsatkhak	2	L15000:pal-sat-khak=stray-attach-?; L16187:pal-sat-khak=separate-hard-firm
pang	2	L7526:pang=side/small; L9697:pang=branch
panun	3	L7587:pa-nun=father-?; L7611:pa-nun=father-?; L7742:pa-nun=father-life
pataukohna	3	L9489:pa-tau-koh-na=male-?-call-NMLZ; L9544:pa-tau-koh-na=male-?-call-NMLZ; L10028:pataukoh-na=alarm-NMLZ
patna	2	L9197:pa-t-na=father-?-NMLZ; L9287:pat-na=trust-NMLZ
pattahsa	2	L14929:pat-tah-sa=touch-?-PERF; L16443:pat-tah-sa=attach-exact-already
paubaan	2	L11248:pau-baan=speak-?; L11319:pau-baan=speak-true
pawi	2	L7525:pawi=Pawi; L9663:pawi=feast
pawite	2	L8746:paw-i-te=father-?-PL; L9662:pawi-te=feast-PL
pawlkhatte	3	L7522:pawl-khat-te=some-one-PL; L10963:pawl-khatte=group-fifty; L11309:pawl-khat-te=group-one-PL
pawlpi	3	L7584:pawl-pi=group-big; L11323:pawl-pi=group-big; L13204:pawl-pi=group-great
pawlpite	2	L7936:pawl-pi-te=group-big-PL; L13190:pawl-pi-te=group-great-PL
peek	2	L10164:peek=breadth; L10685:peek=spread
peemtate	3	L8309:peem-ta-te=peace-PFV-PL; L8350:peem-ta-te=peace-?-PL; L8402:peem-ta-te=flat-stay-PL
pelmawh	3	L9088:pel-mawh=escape-?; L9514:pel-mawh=praise-?; L10001:pel-mawh=report-evil
phakpa	2	L12796:phak-pa=bare-NMLZ; L13526:phak-pa=able-M
phalvak	2	L9232:phal-vak=permit-?; L9618:phal-vak=permit-quick
phatna	4	L7558:phat-na=praise-NMLZ; L9795:phatna=praise; L13436:phat-na=praise-NMLZ; L13672:phat-na=praise-NMLZ
phial	2	L9995:phial=flash; L10825:phial=morning
phialun	2	L16286:phia-lun=wander-?; L16923:phia-lun=gather-together
phuh	2	L8907:phuh=blow; L10065:phuh=rest
phulakna	2	L8900:phu-lak-na=?-take-NMLZ; L8946:phu-lak-na=carry-take-NMLZ
phulapa	2	L12562:phula-pa=avenger-NMLZ; L13494:phu-la-pa=avenge-NMLZ-M
piakna	3	L7390:piak-na=give.to-NMLZ; L12828:piak-na=give-NMLZ; L13824:piak-na=give.to-NMLZ
pilzaw	2	L11222:pil-zaw=wise-COMP; L13452:pil-zaw=wise-more
puanak	2	L11773:puan-ak=cloth-?; L12990:puan-ak=cloth-put
puanbuk	2	L7479:puan-buk=cloth-?; L7581:puan-buk=tent
puankhai	2	L8893:puan-khai=cloth-lift; L9976:puan-khai=cloth-hang
puanmongteep	2	L9490:puan-mong-teep=cloth-cover-?; L9545:puan-mong-teep=cloth-cover-fringe
puansilh	2	L8460:puan-silh=cloth-wrap; L9938:puan-silh=cloth-wear
puantualpi	2	L7237:puan-tual-pi=cloth-many.colored-big; L7849:puan-tual-pi=cloth-generation-big
puantungsilh	2	L8473:puan-tung-silh=cloth-head-wrap; L9845:puantungsilh=coat
puanza	2	L9495:puan-za=cloth-?; L9547:puan-za=cloth-garment
puksi	3	L9127:puk-si=cave-?; L9393:puk-si=cave-?; L9604:puk-si=cave-die
sala	2	L9504:sa-la=animal-?; L9602:sa-la=flesh-take
salin	2	L7619:sa-lin=meat-?; L7746:sa-lin=meat-hope
samzang	2	L9594:sam-zang=call-?; L10051:sam-zang=throw-INSTR
san	3	L7529:san=flee; L9703:san=garlic; L10270:san=rely
satnen	2	L8633:sat-nen=strike-?; L9001:sat-nen=strike-swallow
satpa	3	L9155:sat-pa=build-father; L13195:sat-pa=smite-NMLZ; L13215:sat-pa=smite-NMLZ
satpuk	2	L9187:sat-puk=strike-fall; L11565:sat-puk=strike-down
savun-um	2	L14284:sa-vun-um=flesh-skin-?; L14376:sa-vun-um=flesh-skin-cover
savunum	2	L14283:sa-vun-um=flesh-skin-?; L14375:sa-vun-um=flesh-skin-cover
sawkin	2	L11518:sa-wkin=flesh-?; L11733:sawk-in=put.hand.into-INST
sawmngate	2	L9661:sawmnga-te=fifty-PL; L13207:sawm-nga-te=ten-five-PL
sawmsim	3	L8549:sawm-sim=ten-count; L9951:sawmsim=conspire; L11543:sawmsim=conspire
sawmsimna	2	L9950:sawmsim-na=conspiracy-NMLZ; L11544:sawmsim-na=conspire-NMLZ
sawt	2	L7826:sawt=long.time; L10044:sawt=long
sazian	2	L8815:sa-zian=meat-?; L8836:sa-zian=meat-roast
sealt	3	L12606:se-alt=beast-island; L12988:se-alt=beast-island; L13830:seal-t=seal-?
seel	3	L9860:seel=hide; L10338:seel=cover; L11627:seel=hide
semsem	2	L7436:sem-sem=serve-RED; L9990:semsem=breathe
semsemna	2	L13071:sem-sem-na=hate-REDUP-NMLZ; L13222:sem-sem-na=divide-REDUP-NMLZ
sepna	2	L7512:sep-na=work-NMLZ; L12814:sep-na=do-NMLZ
siahil	2	L14419:siah-il=wonder-?; L14572:siah-il=wonder-INTNS
sialomtangte	2	L15431:sia-lom-tang-te=evil-want-?-PL; L16444:sia-lom-tang-te=evil-friend-rise-PL
sik-ek	2	L14276:sik-ek=turn-?; L14378:sik-ek=turn-dung
sikek	2	L14275:sik-ek=turn-?; L14377:sik-ek=turn-dung
sikkhau	4	L8561:sik-khau=repent-?; L8988:sik-khau=repent-?; L9095:sik-khau=iron-chain; L9979:sik-khau=tie-rope
sikkol	2	L8841:sik-kol=repent-?; L9182:sik-kol=iron-bind
sikli	2	L11152:sik-li=robe-?; L11317:sikli=cubit
siksanin	2	L8599:sik-san-in=repent-?-ERG; L8991:sik-san-in=repent-high-ERG
sil	2	L8130:sil=flesh/body; L10614:sil=wash
sinna	2	L11233:sin-na=sin-NMLZ; L12907:sin-na=prepare-NMLZ
sisate	2	L13175:si-sa-te=blood-PAST-PL; L13841:si-sa-te=unclean-PAST-PL
sotto	2	L12661:so-tto=go-come; L14765:so~tto=other~RED
suante	2	L7710:suan-te=offspring-PL; L13528:suan-te=descendant-PL
sukham	2	L8235:su-kham=touch-reach; L10046:su-kham=make-grind
ta-khuai	2	L14301:ta-khuai=child-?; L14388:ta-khuai=child-love
taang	2	L10063:taang=beautiful; L10285:taang=time
taanlawhte	2	L14627:taan-lawh-te=lose-?-PL; L14657:taan-lawh-te=lose-away-PL
tagahte	2	L9796:tagah-te=orphan-PL; L13750:ta-gah-te=child-fruit-PL
tahum	2	L12714:ta-hum=enemy-sow; L15816:tahum=tares
tailahpi	2	L14348:tai-lah-pi=flee-?-big; L14393:tai-lah-pi=flee-far-INTENS
tailahpi-in	2	L14349:tai-lah-pi-in=flee-?-big-ERG; L14394:tai-lah-pi-in=flee-far-INTENS-ERG
taina	3	L8341:ta-i-na=stay-?-NMLZ; L8355:ta-i-na=stay-?-NMLZ; L8973:tai-na=stay-NMLZ
taitehte	2	L8885:tai-teh-te=?-measure-PL; L8942:tai-teh-te=cut-measure-PL
takhuai	2	L14300:ta-khuai=child-?; L14387:ta-khuai=child-love
tangguakun	2	L16482:tang-guak-un=rise-?-IMP; L16959:tang-guak-un=rise-naked-IMP
tanglai	2	L9246:tang-lai=generation-middle; L12875:tang-lai=ancient-NMLZ
tatkhiat	2	L11374:tat-khiat=redeem-?; L11455:tat-khiat=ransom-release
tawbo	2	L16462:taw-bo=with-?; L16961:taw-bo=with-buttock
tawm	2	L9743:tawm=produce; L10516:tawm=by
tawnna	2	L12151:tawn-na=reproof-NMLZ; L14501:tawn-na=meet-NMLZ
tawsak	2	L12854:taw-sak=weary-CAUS; L13551:taw-sak=blind-CAUS
te-dildel	2	L14317:te-dil-del=PL-?-?; L14374:te-dil-del=PL-shake-REDUP
tedildel	2	L14316:te-dil-del=PL-?-?; L14373:te-dil-del=PL-shake-REDUP
teek	2	L10147:teek=master; L10560:teek=in.law
teembawte	2	L8483:teem-baw-te=?-?-PL; L8990:teem-baw-te=tent-build-PL
tem	2	L9070:tem=short; L10799:tem=fire
teng	2	L10008:teng=remain; L10332:teng=basket
thahatpa	2	L13099:tha-hat-pa=strength-strong-NMLZ; L13509:tha-hat-pa=strength-strong-M
thahatte	3	L8343:tha-hat-te=strength-hard-PL; L12577:tha-hat-te=strength-strong-PL; L13496:tha-hat-te=strength-strong-PL
thakhauhsak	2	L14474:thak-hauh-sak=new-strong-CAUS; L15831:tha-khauh-sak=strength-strong-CAUS
thalawh	3	L11077:thal-awh=bow-?; L11150:thal-awh=bow-young; L15142:thalawh=bride.price
than	2	L9132:than=charcoal; L9775:than=worm
thangsiah	2	L10322:thang-siah=speak-compose; L11698:thangsiah=deceive
theihna	2	L7387:theih-na=know.II-NMLZ; L9689:theihna=knowledge
theikung	2	L8281:theih-kung=oil-tree; L9926:thei-kung=fruit-tree
theite	2	L7788:thei-te=know.I-PL; L13177:thei-te=fruit-PL
theithei	2	L7873:thei~thei=know.I~RED; L12833:thei-thei=know-REDUP
thongkiate	2	L9438:thong-kia-te=prison-?-PL; L9712:thongkia-te=prison-PL
thuakna	2	L7393:thuak-na=suffer-NMLZ; L12830:thuak-na=afflict-NMLZ
thugente	2	L7398:thugen-te=preacher-PL; L11354:thu-gen-te=word-tell-PL
thuk	4	L7534:thuk=deep; L9671:thuk=deep; L10195:thuk=deep; L10539:thuk=revenge
thukan	2	L8051:thu-kan=word-hold; L11532:thukan=messenger
thukimpih	2	L8050:thu-kim-pih=word-keep-APPL; L15146:thu-kim-pih=word-complete-APPL
thulamlak	2	L11538:thu-lamlak=word-crooked; L15149:thu-lamlak=word-advisor
thumu	2	L8336:thu-mu=word-?; L8356:thu-mu=horn/trumpet
thun	2	L9566:thun=entreat; L10683:thun=press
thungetna	2	L7513:thu-nget-na=word-request-NMLZ; L9899:thu-nget-na=word-pray-NMLZ
thupalsatna	2	L9405:thu-pal-sat-na=word-cross-cut-NMLZ; L9879:thu-palsat-na=word-transgress-NMLZ
tokhom	2	L7448:to-khom=sit-gather; L9930:tokhom=throne
toktol	2	L14895:tok-tol=peck-?; L16427:tok-tol=peck-hit
tomno	2	L8370:tom-no=dwell-?; L8433:tom-no=dwell-young
ton	2	L9415:ton=arrive; L10011:ton=stable
tonu	3	L10012:tonu=mistress; L13191:to-nu=lord-woman; L13205:to-nu=lord-woman
tuakkha	3	L9083:tuak-kha=meet-?; L9361:tuak-kha=meet-?; L9533:tuak-kha=meet-go
tuamtuamte	4	L7684:tuam-tuam-te=different-RED-PL; L13183:tuam-tuam-te=divers-REDUP-PL; L13458:tuam-tuam-te=kind-REDUP-PL; L13839:tuam-tuam-te=various-REDUP-PL
tuan	2	L10210:tuan=ride; L10693:tuan=cut
tuibuah	2	L9483:tui-buah=water-?; L9512:tui-buah=water-pour
tuiciin	2	L8512:tui-ciin=water-?; L8982:tui-ciin=water-pure
tuili	3	L8872:tui-li=water-?; L8938:tui-li=water-flow; L9679:tuili=stream
tupa	2	L12614:tu-pa=son-NMLZ; L13498:tu-pa=grandson-M
tute	2	L8781:tut-e=sleep-?; L8824:tu-te=now-PL
tuutalte	3	L8677:tuut-al-te=hand-?-PL; L9546:tuutal-te=ram-PL; L13534:tuu-tal-te=flock-POSS-PL
tuute	2	L7521:tuu-te=?-PL; L7607:tuu-te=grandchild-PL
uiphukte	2	L8644:ui-phuk-te=dog-?-PL; L9000:ui-phuk-te=dog-wild-PL
ukte	2	L7413:uk-te=rule-PL; L8330:uk-te=tent-PL
umgui	2	L11118:um-gui=shade-?; L11321:um-gui=be-gourd
upadi	2	L9302:upa-di=elder-?; L9323:upa-di=elder-manner
vah	2	L8908:vah=go.and.?; L8947:vah=go.quickly
vaihawm	2	L7657:vai-hawm=?-smell; L7763:vai-hawm=plan-counsel
vaihawmna	4	L8351:va-i-hawm-na=go-?-together-NMLZ; L8432:va-i-hawm-na=go-?-together-NMLZ; L8969:vai-hawm-na=go-together-NMLZ; L9895:vai-hawm-na=plan-counsel-NMLZ
vaikhak	4	L8028:va-i-khak=go.and-?-approach; L8322:va-i-khak=go-?-command; L8431:va-i-khak=go-?-command; L8966:vai-khak=go-command
vakhuno	2	L8726:va-khu-no=go.and-?-young; L9102:va-khu-no=go.and-spirit-young
val	3	L8171:val=go.quickly; L10186:val=pour; L10768:val=basket
vanging	3	L8372:vang-ing=strength-?; L8434:vang-ing=strength-?; L8984:vang-ing=strength-INS
vanglian	3	L7651:vang-lian=power-big; L9660:vanglian=mighty; L11570:vanglian=almighty
vangliatna	2	L7172:vangliat-na=strong-NMLZ; L10081:vang-liat-na=glory-power-NMLZ
vankah	2	L11115:van-kah=spirit-?; L11412:van-kah=sky-wizard
vankhainate	3	L8649:van-khai-na-te=heaven-?-NMLZ-PL; L9100:van-khai-na-te=sky-?-NMLZ-PL; L9163:van-khai-na-te=sky-open-NMLZ-PL
vanmanpha	2	L8507:van-manpha=go.and-precious; L9885:vanmanpha=treasure
vasakalaohte	2	L13046:va-sa-kalaoh-te=bird-meat-INTERJ-PL; L14295:va-sa-kala-oh-te=bird-flesh-owl-type-PL
vatawt	2	L11114:va-tawt=go.and-?; L11409:vatawt=owl
vawh	2	L7236:vawh=name; L10024:vawh=arise
zahko	3	L8160:zah-ko=despise-curse; L9953:zah-ko=shame-have; L12869:zah-ko=gather-grapes
zahtakna	2	L7629:zah-tak-na=fear-exact-NMLZ; L13439:zahtak-na=fear-NMLZ
zai	2	L7835:zai=song; L10485:zai=thing
zal	2	L8288:zal=spread; L10100:zal=shake
zanglei	2	L8339:zang-lei=use-buy; L12812:zang-lei=east-field
zanthapai	2	L11111:zan-tha-pai=night-new-go; L12892:zan-tha-pai=night-weary-appoint
zaptelsak	2	L14845:zap-tel-sak=flutter-?-CAUS; L16569:zap-tel-sak=pinch-join-CAUS
zaptelte	2	L14844:zap-tel-te=flutter-?-PL; L15294:zaptel-te=swift-PL
zatval	2	L16601:zat-val=use-?; L16991:zat-val=use-left.over
zawlta	2	L11108:zawl-ta=valley-?; L11197:zawl-ta=valley-from
zawng	3	L7827:zawng=all; L9825:zawng=poor; L10037:zawng=lack
zawt	3	L9462:zawh-t=finish-?; L9600:zawh-t=strong-?; L9991:zawt=weary
ziazua	2	L10984:zia-zua=clear-?; L11096:zia-zua=sun-clear
zin	2	L7753:zin=journey; L9705:zin=sojourner
zinei	3	L9319:zi-nei=wife-have; L10144:zinei=marry; L15078:zi-nei=wife-have
zonna	2	L10892:zon-na=seek-NMLZ; L14205:zo-na=finish-NMLZ
zuauna	2	L10287:zuau-na=lie-NMLZ; L14445:zuau-na=vain-NMLZ
zuautat	2	L8878:zuau-tat=prepare-?; L8939:zuau-tat=prepare-strike
zuih	2	L7535:zui-h=follow-NOM; L10302:zuih=hang
zuihna	2	L7656:zuih-na=follow.II-NMLZ; L12886:zuih-na=turn-NMLZ
zuikha	2	L9466:zui-kha=follow-?; L9531:zui-kha=follow-go
zumhuaina	2	L11103:zum-huai-na=filth-bad-NMLZ; L14181:zum-huai-na=trust-full-NMLZ
zumhuaipi	2	L10920:zum-huai-pi=filth-bad-great; L12555:zum-huai-pi=unclean-mix-great
