line	word	segmentation	gloss
9823	hangte	hang-te	stallion-PL
9824	hang	hang	stallion
9825	meivakkhuamte	mei-vak-khuam-te	fire-light-pillar-PL
9826	meivakkhuam	mei-vak-khuam	fire-light-pillar
9827	leenggahzute	leeng-gah-zu-te	grape.juice-PL
9829	gahzu	gah-zu	fruit-juice
9830	sungnungte	sungnung-te	inner.room-PL
9831	sungnung	sungnung	inner.room
9832	lamlakte	lamlak-te	counsellor-PL
9833	lamlak	lamlak	counsellor
9836	lokhote	lokho-te	farmer-PL
9837	lokho	lokho	farmer
9838	laitaite	laitai-te	messenger-PL
9839	laitai	laitai	messenger
9840	thupalsatnate	thupalsatna-te	transgression-PL
9841	thupalsatna	thu-palsat-na	word-transgress-NMLZ
9842	namsaute	namsau-te	knife-PL
9843	namsau	namsau	knife
9844	vankinusiate	vankinusia-te	colored.spoil-PL
9845	vankinusia	vankinusia	colored.spoil
9846	vanmanphate	vanmanpha-te	treasure-PL
9847	vanmanpha	vanmanpha	treasure
9850	khuamluzepnate	khuamluzepna-te	fillet-PL
9851	khuamluzepna	khuam-luzep-na	pole-encircle-NMLZ
9852	luzep	luzep	encircle
9853	kihhuainate	kihhuaina-te	abomination-PL
9854	kihhuaina	kihhuai-na	abominate-NMLZ
9855	kihhuai	ki-hhuai	REFL-abominate
9856	vaihawmnate	vaihawmna-te	counsel-PL
9857	vaihawmna	vai-hawm-na	plan-counsel-NMLZ
9858	dangtakte	dangtak-te	weary-PL
9859	dangtak	dangtak	weary
9860	thungetnate	thungetna-te	prayer-PL
9861	thungetna	thu-nget-na	word-pray-NMLZ
9862	papite	papi-te	elder-PL
9863	papi	papi	elder
9864	mawhsaknate	mawhsakna-te	sin.offering-PL
9865	mawhsakna	mawh-sak-na	sin-CAUS-NMLZ
9866	kisate	kisa-te	proud-PL
9867	kisa	kisa	proud
9868	miphate	mipha-te	righteous-PL
9869	mipha	mi-pha	person-good
9872	paunate	pauna-te	word-PL
9873	pauna	pau-na	speak-NMLZ
9874	belte	bel-te	trust-PL
9875	bel	bel	trust
9876	lehdote	lehdo-te	rebellious-PL
9877	lehdo	lehdo	rebellious
9878	khawite	khawi-te	flock-PL
9879	khawi	khawi	flock
9880	dawibiate	dawibia-te	heathen-PL
9881	dawibia	dawibia	heathen
9882	nopsaknate	nopsakna-te	restoration-PL
9883	nopsakna	nopsak-na	restore-NMLZ
9884	nopsak	nopsak	restore
9885	hualte	hual-te	wave-PL
9886	hual	hual	wave
9887	theikungte	theikung-te	fig.tree-PL
9888	theikung	thei-kung	fruit-tree
9891	tokhomte	tokhom-te	throne-PL
9892	tokhom	tokhom	throne
9893	hanciamte	hanciam-te	pursuer-PL
9894	hanciam	hanciam	pursue
9895	galkapbute	galkapbu-te	captain-PL
9896	galkapbu	galkap-bu	soldier-leader
9897	taaute	taau-te	bracelet-PL
9898	taau	taau	bracelet
9899	puansilhte	puansilh-te	garment-PL
9900	puansilh	puan-silh	cloth-wear
9901	phunnate	phunna-te	murmuring-PL
9902	phunna	phun-na	murmur-NMLZ
9903	phun	phun	murmur
9904	kuangdaite	kuangdai-te	dish-PL
9905	kuangdai	kuang-dai	container-flat
9906	dai	dai	flat
9907	kilhnate	kilhna-te	clasp-PL
9908	kilhna	kilh-na	join-NMLZ
9909	kilh	kilh	join
9912	sawmsimna	sawmsim-na	conspiracy-NMLZ
9913	sawmsim	sawmsim	conspire
9914	zahkona	zahko-na	reproach-NMLZ
9915	zahko	zah-ko	shame-have
9916	lungzinna	lungzin-na	darkness-NMLZ
9917	lungzin	lung-zin	heart-shadow
9918	palsatna	palsat-na	transgression-NMLZ
9919	palsat	palsat	transgress
9920	hetlohna	hetloh-na	displeasure-NMLZ
9921	hetloh	het-loh	approve-NEG
9922	deihluatna	deihluat-na	zeal-NMLZ
9923	deihluat	deih-luat	want-exceed
9924	kimuanna	kimuan-na	confidence-NMLZ
9925	kimuan	ki-muan	REFL-believe
9928	mette	met-te	shearer-PL
9929	met	met	shear
9930	mapite	mapi-te	officer-PL
9931	mapi	mapi	officer
9932	mohte	moh-te	cake-PL
9933	moh	moh	cake
9934	mohphengte	mohpheng-te	wafer-PL
9935	mohpheng	moh-pheng	cake-flat
9936	pheng	pheng	flat
9937	puankhaite	puankhai-te	hanging-PL
9938	puankhai	puan-khai	cloth-hang
9939	khai	khai	hang
9940	sikkhaute	sikkhau-te	bond-PL
9941	sikkhau	sik-khau	tie-rope
9942	mineute	mineu-te	little.one-PL
9943	mineu	mi-neu	person-small
9944	ciangkhutte	ciangkhut-te	stripe-PL
9945	ciangkhut	ciang-khut	white-part
9948	gialpi	gial-pi	hail-big
9949	pi	pi	big
9950	palsatin	palsat-in	transgress-ERG
9951	semsemin	semsem-in	breathe-ERG
9952	semsem	semsem	breathe
9953	zawt	zawt	weary
9954	musane	musane	pelican
9955	limtak	lim-tak	true-true
9956	khuaphialep	khua-phial-ep	sky-flash-lightning
9957	phial	phial	flash
9958	ep	ep	strike
9959	balnenin	balnen-in	tear-ERG
9960	balnen	balnen	tear
9961	luhin	luh-in	smite-ERG
9962	luh	luh	smite
9963	pelmawh	pel-mawh	report-evil
9964	nawkgawp	nawk-gawp	overtake-all
9965	nawk	nawk	overtake
9966	gawp	gawp	all
9969	omteng	om-teng	exist-remain
9970	teng	teng	remain
9971	omlain	om-lai-in	exist-midst-ERG
9972	dington	ding-ton	stand-stable
9973	ton	ton	stable
9974	tonu	tonu	mistress
9975	bai	bai	rise.early
9976	dampah	dam-pah	healthy-clear
9977	pah	pah	clear
9978	henhan	hen-han	spread-spread
9979	hen	hen	spread
9980	hitaseleh	hi-ta-se-leh	be-that-CONN-COND
9981	bawlsiain	bawl-sia-in	make-evil-ERG
9984	kongpuankhai	kong-puan-khai	door-cloth-hang
9985	vawhin	vawh-in	arise-ERG
9986	vawh	vawh	arise
9987	baan	baan	lay
9988	liangkoah	liangko-ah	shoulder-LOC
9989	pataukohna	pataukoh-na	alarm-NMLZ
9990	pataukoh	pa-tau-koh	male-signal-call
9991	tau	tau	signal
9992	gelhsa	gelh-sa	write-PERF
9993	nilhin	nilh-in	anoint-ERG
9994	nilh	nilh	anoint
9997	zawngin	zawng-in	lack-ERG
9998	zawng	zawng	lack
9999	hamsia	ham-sia	curse-evil
10000	nawkkha	nawk-kha	turn-CAUS
10001	khuaneu	khua-neu	town-small
10002	angvan	ang-van	face-see
10003	sawtpi	sawt-pi	long-big
10004	sawt	sawt	long
10005	sukhamin	sukham-in	grind-ERG
10006	sukham	su-kham	make-grind
10007	cinna	cin-na	plant-NMLZ
10008	cin	cin	plant
10009	kiatna	kiat-na	fall-NMLZ
10010	kiat	kiat	fall
10011	samzang	sam-zang	throw-INSTR
10012	zang	zang	use
10013	kidop	ki-dop	REFL-guard
10014	dop	dop	guard
10015	keucip	keu-cip	dry-tight
10016	keu	keu	dry
10017	cip	cip	tight
10018	sutat	su-tat	break-COMPL
10021	ukpipa	uk-pi-pa	rule-big-male
10022	vangtaang	vang-taang	glory-beautiful
10023	taang	taang	beautiful
10024	kiphuh	ki-phuh	REFL-rest
10025	phuh	phuh	rest
10026	phelkhia	phel-khia	break-out
10027	khia	khia	out
10028	kangtumin	kangtum-in	consume-ERG
10029	kangtum	kang-tum	burn-all
10030	siahuaizaw	sia-huai-zaw	evil-bad-more
10031	huai	huai	bad
10032	humpinelkaite	humpinelkai-te	ornament-PL
10033	humpinelkai	hum-pinelkai	cover-ornament
10034	pinelkai	pinelkai	ornament
10035	sawmnihna	sawm-nih-na	ten-two-ORD
10036	nih	nih	two
10039	vangliatnate	vangliatna-te	power-PL
10040	vangliatna	vang-liat-na	glory-power-NMLZ
10041	naptui	nap-tui	wet-water
10042	nap	nap	wet
10043	tenpihna	tenpih-na	marry-NMLZ
10044	tenpih	ten-pih	stay-with
10045	hawmsuak	hawm-suak	shake-become
10046	hoihnate	hoihna-te	goodness-PL
10047	innsungmang	innsungmang	eunuch
10048	antanna	antan-na	fast-NMLZ
10049	antan	an-tan	food-stop
10050	pakin	pa-kin	completely-destroy
10051	pianma	pian-ma	born-before
10052	omom	om-om	exist-exist
10053	mutkhiat	mut-khiat	blow-away
10054	mut	mut	blow
10055	nuihsat	nuih-sat	laugh-toward
10056	imcip	im-cip	hide-tight
10057	im	im	hide
10058	zalzal	zal-zal	shake-shake
10059	zal	zal	shake
10060	hihnop	hih-nop	do-want
10061	zahhuai	zah-huai	ashamed-bad
10064	kiliatsakna	ki-liat-sak-na	REFL-oppress-CAUS-NMLZ
10065	kiselna	ki-sel-na	REFL-quarrel-NMLZ
10066	sel	sel	quarrel
10067	nuntakzia	nuntak-zia	live-manner
10068	zia	zia	manner
10069	damdam	dam-dam	well-well
10070	maitai	mai-tai	face-bright
10071	etlawm	et-lawm	fat-lamb
10072	lawm	lawm	lamb
10073	ngaihsunkha	ngaihsun-kha	think-CAUS
10074	nilkhiat	nil-khiat	throw-away
10075	nil	nil	throw
10076	thuakpih	thuak-pih	suffer-with
10077	hamphazaw	ham-pha-zaw	full-good-more
10078	suaktalai	suak-ta-lai	become-PERF-midst
10081	mualsang	mual-sang	hill-high
10082	sang	sang	high
10083	dialkaih	dial-kaih	belt-loosen
10084	dial	dial	belt
10085	kaih	kaih	loosen
10086	khuakulhpi	khua-kulh-pi	town-wall-big
10087	kulhpi	kulh-pi	wall-big
10088	mulkimhuai	mul-kim-huai	full-all-bad
10089	mul	mul	full
10090	thuvanpi	thu-van-pi	word-write-master
10091	thuakkhawm	thuak-khawm	suffer-together
10092	khawm	khawm	together
10093	tangsak	tang-sak	give-CAUS
10094	theinuam	thei-nuam	know-want
10095	nuam	nuam	want
10096	paunam	pau-nam	speak-nation
10097	nam	nam	nation
10098	paipah	pai-pah	go-arrive
10099	tonkhawm	ton-khawm	meet-together
10102	zineipa	zinei-pa	marry-male
10103	zinei	zinei	marry
10104	meivakna	mei-vak-na	fire-light-NMLZ
10105	innteek	inn-teek	house-master
10106	teek	teek	master
10107	pianpih	pian-pih	born-with
10108	zukhamna	zukham-na	wine-NMLZ
10109	zukham	zukham	wine
10110	thaneemna	thaneem-na	naked-NMLZ
10111	thaneem	thaneem	naked
10112	niamsak	niam-sak	bow-CAUS
10113	niam	niam	bow
10114	kikhenthang	ki-khen-thang	REFL-separate-scatter
10115	thang	thang	scatter
10116	khing	khing	remain
10117	dikdek	dik-dek	small-REDUP
10118	dik	dik	small
10119	dek	dek	REDUP
10120	paisuaksak	pai-suak-sak	go-become-CAUS
10121	balzan	bal-zan	tear-PERF
10122	khutpeek	khut-peek	hand-breadth
10123	peek	peek	breadth
10124	vutluahna	vut-luah-na	ash-carry-NMLZ
10125	vut	vut	ash
10126	luah	luah	carry
10127	siklen	sik-len	tie-net
10128	len	len	net
10129	simsiam	sim-siam	count-make
10130	thuap	thu-ap	measure-span
10131	ap	ap	span
10132	khutsiam	khut-siam	hand-skill
10133	siam	siam	skill
10136	nungngatin	nung-ngat-in	back-opposite-ERG
10137	ngat	ngat	opposite
10138	ompihin	om-pih-in	exist-with-ERG
10139	khiatpih	khiat-pih	depart-with
10140	semnen	sem-nen	cut-pieces
10141	nen	nen	pieces
10142	sitset	sit-set	wash-clean
10143	set	set	clean
10144	vallai	val-lai	pour-lay
10145	val	val	pour
10146	tuampian	tuam-pian	swell-appear
10147	tuam	tuam	swell
10148	piakzawh	piak-zawh	give-finish
10149	neksak	nek-sak	eat-CAUS
10150	hinna	hi-n-na	be-CONN-NMLZ
10151	velval	vel-val	turn-turn
10152	vel	vel	turn
10153	tuithuk	tui-thuk	water-deep
10156	mulkiatna	mul-kiat-na	hair-cut-NMLZ
10157	piakhawm	piak-hawm	give-together
10158	hawm	hawm	together
10159	sutan	sut-an	break-NEG
10160	sut	sut	break
10161	kibangsak	ki-bang-sak	REFL-equal-CAUS
10162	bang	bang	equal
10163	laipi	lai-pi	midst-big
10164	lai	lai	midst
10165	dingkhawm	ding-khawm	stand-together
10166	kihalna	ki-hal-na	REFL-burn-NMLZ
10167	tuanna	tuan-na	ride-NMLZ
10168	tuan	tuan	ride
10169	lungkiasak	lung-kia-sak	heart-fall-CAUS
10170	kia	kia	fall
10171	hehsakna	heh-sak-na	anger-CAUS-NMLZ
10172	kisatna	ki-sat-na	REFL-strike-NMLZ
10173	sat	sat	strike
10174	khanglui	khang-lui	generation-old
10175	lui	lui	old
10176	ciahpihin	ciah-pih-in	return-with-ERG
10177	paithei	pai-thei	go-able
10180	makna	mak-na	divorce-NMLZ
10181	mak	mak	divorce
10182	thehthangna	theh-thang-na	throw-scatter-NMLZ
10183	theh	theh	throw
10184	kihuhna	ki-huh-na	REFL-help-NMLZ
10185	muhsak	muh-sak	see-CAUS
10186	ensim	en-sim	look-count
10187	sim	sim	count
10188	khawlcip	khawl-cip	rest-tight
10189	sawmkhat	sawm-khat	ten-one
10190	vanvan	van-van	old-old
10191	van	van	old
10192	khengvalin	kheng-val-in	proud-presume-ERG
10193	kheng	kheng	proud
10194	nangzo	nang-zo	face-able
10195	zo	zo	able
10196	anlom	an-lom	offering-wave
10197	lom	lom	wave
10198	hihloh	hi-hloh	be-NEG
10199	hloh	hloh	NEG
10200	innkuankuan	inn-kuan-kuan	house-family-REDUP
10201	kuan	kuan	family
10202	tuisia	tui-sia	water-evil
10205	bawlpha	bawl-pha	make-good
10206	thunuam	thu-nuam	word-pleasant
10207	zahpihna	zah-pih-na	respect-APPL-NMLZ
10208	mipi	mi-pi	person-great
10209	sawmlinih	sawm-li-nih	ten-four-two
10210	golna	gol-na	divide-NMLZ
10211	gol	gol	divide
10212	simang	sim-ang	count-perish
10213	ang	ang	be/become
10214	nuamzaw	nuam-zaw	want-more
10215	maimom	mai-mom	face-web
10216	mom	mom	web
10217	thuakkha	thuak-kha	suffer-NEGPERF
10218	kha	kha	NEG.PERF
10219	venvan	ven-van	protect-store
10220	manphatna	man-phat-na	price-worthy-NMLZ
10221	phat	phat	worthy
10222	tehtheih	teh-theih	measure-able
10223	khollo	khol-lo	care-NEG
10224	cihsan	cih-san	say-rely
10225	san	san	rely
10228	satvui	sat-vui	strike-dust
10229	vui	vui	dust
10230	galdaihna	gal-daih-na	enemy-able-NMLZ
10231	daih	daih	able
10232	sepkhiat	sep-khiat	work-extract
10233	sep	sep	work
10234	khiat	khiat	extract
10235	theithek	thei-thek	know-extreme
10236	thek	thek	extreme
10237	khialhsak	khialh-sak	sin-CAUS
10238	omzaw	om-zaw	exist-more
10239	taangkona	taang-ko-na	time-long-NMLZ
10240	taang	taang	time
10241	ko	ko	long
10242	zuauna	zuau-na	lie-NMLZ
10243	zuau	zuau	lie
10244	sibup	si-bup	die-all
10245	bup	bup	all
10246	thuaklawh	thuak-lawh	suffer-PERF
10247	lawh	lawh	PERF
10248	leengmang	leeng-mang	chariot-fly
10249	mang	mang	fly
10250	zawkna	zawk-na	more-NMLZ
10251	zawk	zawk	more
10254	lohbuang	loh-buang	apart-divide
10255	buang	buang	divide
10256	kizuih	ki-zuih	REFL-hang
10257	zuih	zuih	hang
10258	kithuah	ki-thuah	REFL-gird
10259	thuah	thuah	gird
10260	zozaw	zo-zaw	able-more
10261	meiphual	mei-phual	fire-field
10262	phual	phual	field
10263	kipakta	ki-pak-ta	REFL-wait-TA
10264	pak	pak	wait
10265	suangkang	suang-kang	stone-pillar
10266	kang	kang	pillar
10267	suangphah	suang-phah	stone-floor
10268	manlah	man-lah	time-ADV
10269	themthum	them-thum	dawn-early
10270	them	them	dawn
10271	thum	thum	early
10272	gakcip	gak-cip	trap-tight
10273	gak	gak	trap
10274	kikaikhia	ki-kai-khia	REFL-dig-out
10275	kai	kai	dig
10276	thangsiah	thang-siah	speak-compose
10277	siah	siah	compose
10278	maban	ma-ban	own-matter
10279	ban	ban	matter
10280	taisim	tai-sim	check-count
10281	tai	tai	check
10284	sunteng	sun-teng	basket-basket
10285	sun	sun	basket
10286	teng	teng	basket
10287	kihual	ki-hual	REFL-bind
10288	hual	hual	bind
10289	phet	phet	twin
10290	lawmnu	lawm-nu	friend-female
10291	seelcip	seel-cip	cover-tight
10292	seel	seel	cover
10293	meisuang	mei-suang	fire-stone
10294	puksisak	puk-si-sak	attack-die-CAUS
10295	puk	puk	attack
10296	hehlua	heh-lua	angry-excessive
10297	lua	lua	excessive
10298	kilaak	ki-laak	REFL-show
10299	laak	laak	show
10300	suahkhiat	suah-khiat	born-out
10301	kigawh	ki-gawh	REFL-touch
10302	gawh	gawh	touch
10303	kisuksiat	ki-suk-siat	REFL-collapse-destroy
10304	suk	suk	collapse
10305	siat	siat	destroy
10306	tuahun	tuah-un	do-time
10307	un	un	time
10308	meidawi	mei-dawi	fire-fear
10309	dawi	dawi	fear
10310	huihpi	huih-pi	wind-great
10311	huih	huih	wind
10312	kiphuk	ki-phuk	REFL-overthrow
10313	phuk	phuk	overthrow
10316	bengin	beng-in	hunt-ERG
10317	beng	beng	hunt
10318	haza	haza	envy
10319	gega	gega	red
10320	kihut	ki-hut	REFL-arm
10321	hut	hut	arm
10322	pet	pet	sting
10323	pelem	pelem	lacking
10324	geivial	gei-vial	edge-knop
10325	gei	gei	edge
10326	vial	vial	knop
10327	mapai	ma-pai	own-go
10328	kisumit	ki-sum-it	REFL-extinguish-IT
10329	sum	sum	extinguish
10330	kisuksiatsak	ki-suk-siat-sak	REFL-collapse-destroy-CAUS
10331	husia	husia	destruction
10332	hetkei	het-kei	trouble-NEG
10333	het	het	trouble
10334	kiliah	ki-liah	REFL-circuit
10335	liah	liah	circuit
10336	dimletin	dim-let-in	fill-back-ERG
10337	let	let	back
10338	kigengen	ki-gen-gen	REFL-say-REDUP
10339	zen	zen	way
10340	kineihin	ki-nei-hin	REFL-with-ERG
10343	hauhlawh	hauh-lawh	grasp-PERF
10344	hauh	hauh	grasp
10345	hot	hot	steer
10346	tunuam	tu-nuam	sit-pleasant
10347	tu	tu	sit
10348	bulkip	bul-kip	root-firm
10349	bul	bul	root
10350	kip	kip	firm
10351	khetul	khet-ul	heel-crush
10352	khet	khet	heel
10353	ul	ul	crush
10354	kinengniam	ki-neng-niam	REFL-oppress-humble
10355	neng	neng	oppress
10356	kilei	ki-lei	REFL-buy
10357	lei	lei	buy
10358	kisuang	ki-suang	REFL-pure
10359	kibehlaplap	ki-behlap-lap	REFL-grow-REDUP
10360	behlap	behlap	grow
10361	tenkhop	ten-khop	dwell-join
10362	khop	khop	join
10363	ki-ip	ki-ip	REFL-hold
10364	ip	ip	hold
10365	ki-ipzo	ki-ip-zo	REFL-hold-able
10366	kiciangtan	ki-ciang-tan	REFL-straight-assign
10367	tan	tan	assign
10368	mawlpih	mawl-pih	dig-APPL
10369	mawl	mawl	dig
10370	takun	takun	maiden
10371	phawkzo	phawk-zo	remember-able
10372	phawk	phawk	remember
10373	thokang	tho-kang	rise-extend
10374	denggawp	deng-gawp	strike-break
10375	deng	deng	strike
10376	gawp	gawp	break
10377	kot	kot	ready
10378	kingen	ki-ngen	REFL-request
10379	kimciang	kim-ciang	complete-straight
10380	kikhaisuk	ki-khai-suk	REFL-hang-fall
10381	kisuzan	ki-su-zan	REFL-tear-break
10382	su	su	tear
10383	zan	zan	break
10384	kigal	ki-gal	REFL-oppose
10385	khetphim	khet-phim	heel-peg
10386	phim	phim	peg
10389	sui	sui	staff
10390	bot	bot	pluck
10391	meikangma	mei-kang-ma	fire-burn-mark
10392	tawisuang	tawi-suang	hand-stone
10393	kiten	ki-ten	REFL-dwell
10394	kima	ki-ma	REFL-alone
10395	ma	ma	alone
10396	kitah	ki-tah	REFL-separate
10397	tah	tah	separate
10398	gupha	gu-pha	tree-branch
10399	gu	gu	tree
10400	pha	pha	branch
10401	buppi	bup-pi	all-big
10402	kikhung	ki-khung	REFL-exit
10403	tamasak	ta-ma-sak	cut-EMPH-CAUS
10404	gisuang	gi-suang	marker-stone
10405	gi	gi	marker
10406	khung	khung	roof
10407	taikeek	tai-keek	flee-ITER
10408	keek	keek	ITER
10409	guallelsak	gual-lel-sak	enemy-change-CAUS
10410	lel	lel	change
10413	hanthot	han-thot	begin-stir
10414	thot	thot	stir
10415	thaneih	tha-neih	strength-have
10416	neih	neih	have
10417	kihanthawnin	ki-han-thawn-in	REFL-begin-encourage-ERG
10418	thawn	thawn	encourage
10419	suangtang	suang-tang	stone-embed
10420	tang	tang	embed
10421	tawngnung	tawng-nung	speak-later
10422	nung	nung	later
10423	mansuah	man-suah	price-escape
10424	suah	suah	escape
10425	lohlam	loh-lam	NEG-way
10426	khezaw	khe-zaw	foot-weak
10427	kilawnsuk	ki-lawn-suk	REFL-throw-fall
10428	lawn	lawn	throw
10429	kilokgawp	ki-lok-gawp	REFL-shake-break
10430	lok	lok	shake
10431	kizong	ki-zong	REFL-warm
10432	zong	zong	warm
10433	kipiatawm	ki-piat-awm	REFL-sell-self
10434	piat	piat	sell
10435	awm	awm	self
10436	kilawmzaw	ki-lawm-zaw	REFL-worthy-more
10437	zeizai	zei-zai	what-thing
10438	zai	zai	thing
10439	puksuk	puk-suk	fall-down
10440	zun	zun	urine
10441	kizat	ki-zat	REFL-use
10442	golhguk	golh-guk	oppose-dig
10443	golh	golh	oppose
10444	guk	guk	dig
10445	kihisakin	ki-hi-sak-in	REFL-be-CAUS-ERG
10446	kiphawkkha	ki-phawk-kha	REFL-remember-NEG
10447	phuan	phuan	refuge
10448	kithuhilh	ki-thu-hilh	REFL-word-tell
10449	hilh	hilh	tell
10450	sekpi	sek-pi	hammer-big
10451	sek	sek	hammer
10452	huihnung	huih-nung	wind-continue
10453	thaksuak	thak-suak	new-wither
10454	thak	thak	new
10455	suak	suak	wither
10456	bekun	bek-un	only-time
10457	bek	bek	only
10460	zunglot	zung-lot	root-pull
10461	lot	lot	pull
10462	lazo	la-zo	take-able
10463	meilah	mei-lah	fire-lamp
10464	lah	lah	lamp
10465	tup	tup	roast
10466	piciang	pi-ciang	great-straight
10467	kiphattawm	ki-phat-tawm	REFL-praise-by
10468	tawm	tawm	by
10469	kiheek	ki-heek	REFL-oppose
10470	heek	heek	oppose
10471	suangngo	suang-ngo	stone-socket
10472	ngo	ngo	socket
10473	bupun	bup-un	all-time
10474	gahpha	gah-pha	branch-good
10475	gah	gah	branch
10476	kikai	ki-kai	REFL-lead
10477	kilkel	ki-lkel	REFL-leave
10478	lkel	lkel	leave
10479	gip	gip	seal
10480	lipkhap	lip-khap	freedom-loose
10481	lip	lip	freedom
10482	khap	khap	loose
10485	kithutuak	ki-thu-tuak	REFL-word-receive
10486	tuak	tuak	receive
10487	kimuthei	ki-mu-thei	REFL-see-able
10488	meiilum	mei-ilum	fire-mist
10489	ilum	ilum	mist
10490	kithukkik	ki-thuk-kik	REFL-revenge-ITER
10491	thuk	thuk	revenge
10492	kisunin	ki-sun-in	REFL-resemble-ERG
10493	kisiagawp	ki-sia-gawp	REFL-bad-break
10494	kultal	kul-tal	tar-coat
10495	kul	kul	tar
10496	tal	tal	coat
10497	kiphiatkhia	ki-phiat-khia	REFL-destroy-out
10498	guaktang	guak-tang	back-toward
10499	guak	guak	back
10500	kizelthang	ki-zel-thang	REFL-scatter-spread
10501	zel	zel	scatter
10502	kilui	ki-lui	REFL-tell
10503	lui	lui	tell
10504	kigu	ki-gu	REFL-tear
10505	lapi	la-pi	take-big
10506	thagui	tha-gui	strength-cord
10507	gui	gui	cord
10508	moman	mo-man	bride-price
10509	mo	mo	bride
10510	mangman	mang-man	dream-person
10511	teekpa	teek-pa	in.law-father
10512	teek	teek	in.law
10513	huanpipa	huan-pi-pa	bread-great-man
10514	huan	huan	bread
10515	gawng	gawng	lean
10516	buhvui	buh-vui	rice-dust
10517	khitlam	khit-lam	finish-way
10518	oksak	ok-sak	clothe-CAUS
10519	ok	ok	clothe
10520	tumpihin	tum-pih-in	set-APPL-ERG
10521	gawl	gawl	neck
10522	sul	sul	snake
10523	hankuang	han-kuang	carry-box
10524	haksapi	hak-sa-pi	heavy-flesh-great
10527	kiphal	ki-phal	REFL-shut
10528	phal	phal	shut
10529	dozo	do-zo	throw-able
10530	do	do	throw
10531	lawptakin	lawp-tak-in	shake-truly-ERG
10532	lawp	lawp	shake
10533	tak	tak	truly
10534	lonei	lo-nei	NEG-have
10535	kimtakin	kim-tak-in	complete-truly-ERG
10536	tuukulh	tuu-kulh	climb-steal
10537	tuu	tuu	climb
10538	kulh	kulh	steal
10539	tunma-in	tun-ma-in	arrive-EMPH-ERG
10540	holhthawh	holh-thawh	stir-up
10541	holh	holh	stir
10542	kithawisa-in	ki-thawi-sa-in	REFL-ready-already-ERG
10543	thawi	thawi	ready
10544	lopipi-in	lo-pi-pi-in	NEG-great-great-ERG
10547	khuituah	khui-tuah	fold-do
10548	khui	khui	fold
10549	kuak	kuak	hollow
10550	guat	guat	work
10551	liimsun	liim-sun	wing-spread
10552	liim	liim	wing
10553	kizen	ki-zen	REFL-thin
10554	kihuan	ki-huan	REFL-fry
10555	kilah	ki-lah	REFL-spread
10556	talkolh	tal-kolh	bald-head
10557	kolh	kolh	head
10558	kikhakcip	ki-khak-cip	REFL-lock-tight
10559	khak	khak	lock
10560	zuthawl	zu-thawl	slave-female
10561	ki-apsa	ki-ap-sa	REFL-devote-already
10562	ap	ap	devote
10563	teep	teep	fringe
10564	kipumsil	ki-pum-sil	REFL-body-wash
10565	pum	pum	body
10566	sil	sil	wash
10567	phul	phul	spring
10568	thoto	tho-to	rise-UP
10569	to	to	up
10570	huihlaka	huih-laka	wind-among
10571	laka	laka	among
10572	thahatzaw	tha-hat-zaw	strength-have-more
10573	hat	hat	have
10574	momai	mo-mai	dry-without
10575	gawizan	gawi-zan	stamp-break
10576	gawi	gawi	stamp
10577	heitang	hei-tang	path-divide
10578	hei	hei	path
10579	phiatkhiat	phiat-khiat	destroy-out
10580	sungnu	sung-nu	inside-female
10581	sung	sung	inside
10582	kisugawp	ki-su-gawp	REFL-crush-break
10583	lahkhiat	lah-khiat	reveal-out
10584	lamkal	lam-kal	way-middle
10585	kal	kal	middle
10586	lengkhia-in	leng-khia-in	line-out-ERG
10587	leng	leng	line
10588	kuansuk	kuan-suk	attack-fall
10589	kihu	ki-hu	REFL-help
10590	hu	hu	help
10591	kisatgawp	ki-sat-gawp	REFL-strike-break
10592	kuikek	kui-kek	tear-scratch
10593	kui	kui	tear
10594	kek	kek	scratch
10595	domto-in	dom-to-in	go-UP-ERG
10596	dom	dom	go
10597	kilehhei	ki-leh-hei	REFL-return-wonder
10598	liimnuai	liim-nuai	wing-under
10599	nuai	nuai	under
10600	haih	haih	winnow
10601	galphual	gal-phual	enemy-field
10602	tumsiam	tum-siam	play-skilled
10605	kinawhin	ki-nawh-in	REFL-meet-ERG
10606	nawh	nawh	meet
10607	gimlua	gim-lua	faint-excessive
10608	gim	gim	faint
10609	kikekin	ki-kek-in	REFL-scratch-ERG
10610	kilok	ki-lok	REFL-shake
10611	kheging	khe-ging	foot-sound
10612	ging	ging	sound
10613	gel	gel	together
10614	kizal	ki-zal	REFL-stretch
10615	kipsuak	ki-psuak	REFL-take
10616	psuak	psuak	take
10617	dimlet	dim-let	fill-back
10618	guallelin	gual-lel-in	enemy-change-ERG
10619	diam	diam	month
10620	kisingkhia	ki-sing-khia	REFL-shake-out
10621	sing	sing	shake
10622	tawldam	tawl-dam	free-good
10623	tawl	tawl	free
10624	dam	dam	good
10625	lampai	lam-pai	way-go
10626	mancip	man-cip	time-tight
10627	sucip	su-cip	crush-tight
10628	phiatkhiatsak	phiat-khiat-sak	destroy-out-CAUS
10629	ngingei	ngin-gei	weary-edge
10630	ngin	ngin	weary
10631	puklawh	puk-lawh	fall-PERF
10632	pumtangin	pum-tang-in	body-on-ERG
10633	kithun	ki-thun	REFL-press
10634	thun	thun	press
10635	peekpi	peek-pi	spread-big
10636	peek	peek	spread
