word	freq	segmented	gloss
kikhuak	3	kikhuak	?
jaddua	3	jaddua	?
hoshaiah	3	hoshaiah	?
khusa	3	khusa	?
memukan	3	memukan	?
pur	3	pur	?
daai	3	daai	?
kiseelcip	3	kiseelcip	?
mot	3	mot	?
leen	3	leen	?
kihencip	3	kihencip	?
kitawikhai	3	kitawikhai	?
tuahsa	3	tuahsa	?
sincip	3	sincip	?
seguk	3	seguk	?
beipak	3	beipak	?
taangzaw	3	taangzaw	?
bulsum	3	bulsum	?
kigimsak	3	kigimsak	?
kitunpih	3	kitunpih	?
tennasa	3	tennasa	?
langbawl	3	langbawl	?
guksa	3	guksa	?
silhloin	3	silhloin	?
git	3	git	?
hausa	3	hausa	?
leenkhia	3	leenkhia	?
kileizo	3	kileizo	?
limun	3	limun	?
kidelh	3	kidelh	?
hawkguam	3	hawkguam	?
lato	3	lato	?
sinkhiat	3	sinkhiat	?
khihcip	3	khihcip	?
kimatcip	3	kimatcip	?
tuahsia	3	tuahsia	?
huihsa	3	huihsa	?
leihawmpi	3	leihawmpi	?
phattaak	3	phattaak	?
kihihsakpih	3	kihihsakpih	?
meltheih	3	meltheih	?
kisiamang	3	kisiamang	?
kidikdik	3	kidikdik	?
gawisan	3	gawisan	?
kisosuah	3	kisosuah	?
thokikzo	3	thokikzo	?
kihai	3	kihai	?
kihoho	3	kihoho	?
guhngek	3	guhngek	?
sungsuk	3	sungsuk	?
kikumkum	3	kikumkum	?
kingetsak	3	kingetsak	?
tawdat	3	tawdat	?
lamlianpi	3	lamlianpi	?
galkido	3	galkido	?
taklama	3	taklama	?
gilvahsak	3	gilvahsak	?
zontheih	3	zontheih	?
phialphiah	3	phialphiah	?
kitahkhak	3	kitahkhak	?
tuummang	3	tuummang	?
kitawhkuang	3	kitawhkuang	?
kisiasa	3	kisiasa	?
thazaw	3	thazaw	?
haksazaw	3	haksazaw	?
duhgawh	3	duhgawh	?
sotto	3	sotto	?
kuncip	3	kuncip	?
sinnamon	3	sinnamon	?
kiphawkphawk	3	kiphawkphawk	?
nguntang	3	nguntang	?
leenmang	3	leenmang	?
kipuk	3	kipuk	?
kilangkik	3	kilangkik	?
silapa	3	silapa	?
lohkik	3	lohkik	?
silhzo	3	silhzo	?
tawipa	3	tawipa	?
phengtat	3	phengtat	?
kisilsiang	3	kisilsiang	?
hauzaw	3	hauzaw	?
hamphat	3	hamphat	?
then	3	then	?
kitatin	3	kitatin	?
biang	3	biang	?
lihleh	3	lihleh	?
tulh	3	tulh	?
phelhzo	3	phelhzo	?
temkawi	3	temkawi	?
kilaamto	3	kilaamto	?
zunek	3	zunek	?
masuan	3	masuan	?
etsuk	3	etsuk	?
sinsan	3	sinsan	?
kiliamsak	3	kiliamsak	?
suahtung	3	suahtung	?
singliim	3	singliim	?
kisusiacip	3	kisusiacip	?
tangguak	3	tangguak	?
kisiacip	3	kisiacip	?
tumtakin	3	tumtakin	?
zek	3	zek	?
kinusiacipin	3	kinusiacipin	?
kizial	3	kizial	?
kibotkhia	3	kibotkhia	?
uang	3	uang	?
siene	3	siene	?
haipi	3	haipi	?
kitenpih	3	kitenpih	?
silhlo	3	silhlo	?
kituamkoih	3	kituamkoih	?
taisanzo	3	taisanzo	?
suankik	3	suankik	?
kipi	3	kipi	?
suam	3	suam	?
kiptak	3	kiptak	?
thangsiahin	3	thangsiahin	?
husa	3	husa	?
kipaithang	3	kipaithang	?
teeng	3	teeng	?
kilehngat	3	kilehngat	?
singpeek	3	singpeek	?
siacipin	3	siacipin	?
kushi	3	kushi	?
kipaidak	3	kipaidak	?
kisuahtak	3	kisuahtak	?
huhzo	3	huhzo	?
kikantan	3	kikantan	?
kihalsan	3	kihalsan	?
delhphahin	3	delhphahin	?
kimudahtawm	3	kimudahtawm	?
kiphan	3	kiphan	?
lan	3	lan	?
hehnateng	3	hehnateng	?
utbang	3	utbang	?
ngiahon	3	ngiahon	?
hawkkhiatsakin	3	hawkkhiatsakin	?
lamkabom	3	lamkabom	?
kimatin	3	kimatin	?
meikuangpi	3	meikuangpi	?
laimal	3	laimal	?
mene	3	mene	?
kicingta	3	kicingta	?
thangpai	3	thangpai	?
suahkhiatsak	3	suahkhiatsak	?
kiphukin	3	kiphukin	?
tanlam	3	tanlam	?
kikhultum	3	kikhultum	?
masazaw	3	masazaw	?
sialtalling	3	sialtalling	?
olzaw	3	olzaw	?
depgawp	3	depgawp	?
pupa	3	pupa	?
suahnop	3	suahnop	?
bethfage	3	bethfage	?
kipiathuah	3	kipiathuah	?
dawnkik	3	dawnkik	?
khitzawh	3	khitzawh	?
golgotha	3	golgotha	?
tahto	3	tahto	?
kithosak	3	kithosak	?
silloin	3	silloin	?
tumkhit	3	tumkhit	?
sungpan	3	sungpan	?
kilikkhia	3	kilikkhia	?
pontias	3	pontias	?
kizakim	3	kizakim	?
mankhit	3	mankhit	?
denlup	3	denlup	?
phadiak	3	phadiak	?
puktheih	3	puktheih	?
manpah	3	manpah	?
tiberias	3	tiberias	?
kiphunsan	3	kiphunsan	?
kuateng	3	kuateng	?
thawhsakkik	3	thawhsakkik	?
suahkhit	3	suahkhit	?
justas	3	justas	?
pontas	3	pontas	?
frigia	3	frigia	?
taangzaih	3	taangzaih	?
lydda	3	lydda	?
dorkas	3	dorkas	?
klaudias	3	klaudias	?
perga	3	perga	?
zeus	3	zeus	?
gallio	3	gallio	?
erastas	3	erastas	?
trofimas	3	trofimas	?
zomsuak	3	zomsuak	?
tunzawh	3	tunzawh	?
bernis	3	bernis	?
haksapipi	3	haksapipi	?
kimuang	3	kimuang	?
bulphuhin	3	bulphuhin	?
suahma	3	suahma	?
kiciing	3	kiciing	?
pehkik	3	pehkik	?
dawizek	3	dawizek	?
telkheh	3	telkheh	?
spain	3	spain	?
stefanas	3	stefanas	?
kicingtaak	3	kicingtaak	?
huhtheih	3	huhtheih	?
khuksung	3	khuksung	?
epafras	3	epafras	?
onesimas	3	onesimas	?
kristal	3	kristal	?
limlemel	2	limlemel	?
bedolak	2	bedolak	?
sunim	2	sunim	?
thahkhak	2	thahkhak	?
mehujael	2	mehujael	?
methushael	2	methushael	?
tubalkain	2	tubalkain	?
petin	2	petin	?
tunsakkik	2	tunsakkik	?
lamun	2	lamun	?
madai	2	madai	?
tiras	2	tiras	?
rifath	2	rifath	?
elishah	2	elishah	?
erek	2	erek	?
lehab	2	lehab	?
heth	2	heth	?
hul	2	hul	?
gether	2	gether	?
shelef	2	shelef	?
hazarmaveth	2	hazarmaveth	?
uzal	2	uzal	?
lal	2	lal	?
tausangpi	2	tausangpi	?
latal	2	latal	?
ellasar	2	ellasar	?
tidal	2	tidal	?
hazazontamar	2	hazazontamar	?
ela	2	ela	?
bekbak	2	bekbak	?
bered	2	bered	?
khita	2	khita	?
thahkhawm	2	thahkhawm	?
dinnasa	2	dinnasa	?
thawhlam	2	thawhlam	?
thallot	2	thallot	?
moriah	2	moriah	?
gikzah	2	gikzah	?
mavangsak	2	mavangsak	?
daptakin	2	daptakin	?
medan	2	medan	?
eldaah	2	eldaah	?
massa	2	massa	?
phukhong	2	phukhong	?
hucipin	2	hucipin	?
beeri	2	beeri	?
thacial	2	thacial	?
poplar	2	poplar	?
thawi	2	thawi	?
tuupi	2	tuupi	?
galeed	2	galeed	?
peniel	2	peniel	?
kinak	2	kinak	?
hampheng	2	hampheng	?
zefo	2	zefo	?
eshban	2	eshban	?
kheran	2	kheran	?
dinhabah	2	dinhabah	?
bedad	2	bedad	?
masrekah	2	masrekah	?
mezahab	2	mezahab	?
jetheth	2	jetheth	?
pinon	2	pinon	?
magdiel	2	magdiel	?
potifar	2	potifar	?
kinuihsan	2	kinuihsan	?
sungthu	2	sungthu	?
sungtang	2	sungtang	?
huansa	2	huansa	?
taksa	2	taksa	?
theemsak	2	theemsak	?
tunkim	2	tunkim	?
zuakpa	2	zuakpa	?
hampen	2	hampen	?
kibalzan	2	kibalzan	?
jemuel	2	jemuel	?
ohad	2	ohad	?
ezbon	2	ezbon	?
kithawisakin	2	kithawisakin	?
mongkhat	2	mongkhat	?
kizia	2	kizia	?
leikhop	2	leikhop	?
vuikhawm	2	vuikhawm	?
laitat	2	laitat	?
domin	2	domin	?
thadim	2	thadim	?
oh	2	oh	?
ngeizah	2	ngeizah	?
jokhebed	2	jokhebed	?
lomlomin	2	lomlomin	?
kilawhgawp	2	kilawhgawp	?
vuih	2	vuih	?
kilamdangin	2	kilamdangin	?
hangkeu	2	hangkeu	?
tangciak	2	tangciak	?
khikcip	2	khikcip	?
phimpi	2	phimpi	?
meikang	2	meikang	?
kinget	2	kinget	?
pik	2	pik	?
lokhulin	2	lokhulin	?
tunpi	2	tunpi	?
suangphahpek	2	suangphahpek	?
singzawl	2	singzawl	?
kimaingat	2	kimaingat	?
dunglam	2	dunglam	?
kikak	2	kikak	?
long	2	long	?
utok	2	utok	?
sungkua	2	sungkua	?
thaksing	2	thaksing	?
singzep	2	singzep	?
tamsakin	2	tamsakin	?
geelsiam	2	geelsiam	?
kikhep	2	kikhep	?
kibulhsa	2	kibulhsa	?
kigawivui	2	kigawivui	?
sehzah	2	sehzah	?
kimitsak	2	kimitsak	?
helsa	2	helsa	?
kipiaksa	2	kipiaksa	?
halkhawm	2	halkhawm	?
kiminthangsak	2	kiminthangsak	?
huihtun	2	huihtun	?
khepek	2	khepek	?
kitom	2	kitom	?
khebom	2	khebom	?
zusa	2	zusa	?
kisianthosak	2	kisianthosak	?
kimuhmawh	2	kimuhmawh	?
kihallum	2	kihallum	?
kininsaksa	2	kininsaksa	?
kimasa	2	kimasa	?
tuulekeel	2	tuulekeel	?
kitaangko	2	kitaangko	?
poisak	2	poisak	?
zuaksa	2	zuaksa	?
kikhahkhia	2	kikhahkhia	?
lopawi	2	lopawi	?
hahsiang	2	hahsiang	?
kipuahphat	2	kipuahphat	?
vilvelin	2	vilvelin	?
tulkua	2	tulkua	?
simkhawm	2	simkhawm	?
tuuvun	2	tuuvun	?
hawng	2	hawng	?
hawi	2	hawi	?
kihuansa	2	kihuansa	?
hobab	2	hobab	?
taberah	2	taberah	?
eldad	2	eldad	?
medad	2	medad	?
mongteep	2	mongteep	?
kisiincip	2	kisiincip	?
beer	2	beer	?
pethor	2	pethor	?
madawk	2	madawk	?
suzan	2	suzan	?
kizomtawm	2	kizomtawm	?
kozbi	2	kozbi	?
gimsakgawp	2	gimsakgawp	?
zefon	2	zefon	?
ozni	2	ozni	?
eran	2	eran	?
shefufam	2	shefufam	?
hufam	2	hufam	?
evi	2	evi	?
reba	2	reba	?
kithatsa	2	kithatsa	?
jogbehah	2	jogbehah	?
bethnimrah	2	bethnimrah	?
dofkah	2	dofkah	?
rithmah	2	rithmah	?
rimmonperez	2	rimmonperez	?
rissah	2	rissah	?
shefer	2	shefer	?
haradah	2	haradah	?
makheloth	2	makheloth	?
hashmonah	2	hashmonah	?
moseroth	2	moseroth	?
horhaggidgad	2	horhaggidgad	?
ebronah	2	ebronah	?
punon	2	punon	?
dibongad	2	dibongad	?
dungteng	2	dungteng	?
zedad	2	zedad	?
shefam	2	shefam	?
shemuel	2	shemuel	?
hanniel	2	hanniel	?
tawmcik	2	tawmcik	?
phelsakin	2	phelsakin	?
dengzanin	2	dengzanin	?
gudgodah	2	gudgodah	?
tuumsakin	2	tuumsakin	?
biakkhak	2	biakkhak	?
talsuan	2	talsuan	?
kideidan	2	kideidan	?
sotsak	2	sotsak	?
kibuakhia	2	kibuakhia	?
simbu	2	simbu	?
tawsakin	2	tawsakin	?
songpi	2	songpi	?
haksalua	2	haksalua	?
zomto	2	zomto	?
gilvahin	2	gilvahin	?
nom	2	nom	?
tangpi	2	tangpi	?
ngeksuak	2	ngeksuak	?
oltak	2	oltak	?
diangkhia	2	diangkhia	?
kisukkhak	2	kisukkhak	?
gibeath	2	gibeath	?
tuani	2	tuani	?
kilelsak	2	kilelsak	?
jashar	2	jashar	?
madon	2	madon	?
merom	2	merom	?
kikhungto	2	kikhungto	?
halak	2	halak	?
shihor	2	shihor	?
zereth	2	zereth	?
bohan	2	bohan	?
jabneel	2	jabneel	?
telem	2	telem	?
bealoth	2	bealoth	?
bethpelet	2	bethpelet	?
eltolad	2	eltolad	?
madmannah	2	madmannah	?
shaaraim	2	shaaraim	?
joktheel	2	joktheel	?
bozkath	2	bozkath	?
gederoth	2	gederoth	?
bethdagon	2	bethdagon	?
ether	2	ether	?
giloh	2	giloh	?
juttah	2	juttah	?
kiriathbaal	2	kiriathbaal	?
zela	2	zela	?
gathhefer	2	gathhefer	?
kishion	2	kishion	?
helkath	2	helkath	?
hammon	2	hammon	?
eltekeh	2	eltekeh	?
leshem	2	leshem	?
timnathserah	2	timnathserah	?
kiimteng	2	kiimteng	?
hahsawl	2	hahsawl	?
zefathah	2	zefathah	?
notkik	2	notkik	?
bokhim	2	bokhim	?
lawtkhia	2	lawtkhia	?
shamgar	2	shamgar	?
kinim	2	kinim	?
kiphelkhia	2	kiphelkhia	?
simsuk	2	simsuk	?
purah	2	purah	?
tuksukin	2	tuksukin	?
bethbarah	2	bethbarah	?
teeksih	2	teeksih	?
huau	2	huau	?
sosuah	2	sosuah	?
mahanehdan	2	mahanehdan	?
uap	2	uap	?
hallum	2	hallum	?
kingak	2	kingak	?
kimawlsak	2	kimawlsak	?
ngunseek	2	ngunseek	?
otsan	2	otsan	?
bethrehob	2	bethrehob	?
giakkhawm	2	giakkhawm	?
lanluat	2	lanluat	?
nohah	2	nohah	?
orpah	2	orpah	?
lengzong	2	lengzong	?
dahmai	2	dahmai	?
tamkham	2	tamkham	?
kikeeksa	2	kikeeksa	?
melhoihzaw	2	melhoihzaw	?
phakik	2	phakik	?
shual	2	shual	?
kineu	2	kineu	?
mangkha	2	mangkha	?
biaktheih	2	biaktheih	?
ot	2	ot	?
meholah	2	meholah	?
gancing	2	gancing	?
uisi	2	uisi	?
uili	2	uili	?
tulai	2	tulai	?
lenkik	2	lenkik	?
gallim	2	gallim	?
dimkik	2	dimkik	?
kipuksuk	2	kipuksuk	?
guakkik	2	guakkik	?
eglah	2	eglah	?
khun	2	khun	?
gittaim	2	gittaim	?
simlut	2	simlut	?
phulkhap	2	phulkhap	?
kiteelkhia	2	kiteelkhia	?
tangguakin	2	tangguakin	?
simmawhhuai	2	simmawhhuai	?
kinawngkaisak	2	kinawngkaisak	?
langnihin	2	langnihin	?
kihangsak	2	kihangsak	?
shobak	2	shobak	?
helam	2	helam	?
eliam	2	eliam	?
mavan	2	mavan	?
tuaklo	2	tuaklo	?
thakiam	2	thakiam	?
seelcipzo	2	seelcipzo	?
kisehkhol	2	kisehkhol	?
kisiit	2	kisiit	?
rogelim	2	rogelim	?
besan	2	besan	?
sizaw	2	sizaw	?
kidiahin	2	kidiahin	?
sheva	2	sheva	?
suanpa	2	suanpa	?
thalian	2	thalian	?
beitum	2	beitum	?
phualkip	2	phualkip	?
phulin	2	phulin	?
ribai	2	ribai	?
shaalbon	2	shaalbon	?
eliahba	2	eliahba	?
hezro	2	hezro	?
zelek	2	zelek	?
thangzaw	2	thangzaw	?
jokmeam	2	jokmeam	?
ezrah	2	ezrah	?
laphuah	2	laphuah	?
phungmai	2	phungmai	?
dap	2	dap	?
kikhungin	2	kikhungin	?
kihuiheek	2	kihuiheek	?
tasam	2	tasam	?
tazo	2	tazo	?
vuknelh	2	vuknelh	?
zuakkhia	2	zuakkhia	?
zeredah	2	zeredah	?
gimbawlin	2	gimbawlin	?
giklua	2	giklua	?
beisiangsak	2	beisiangsak	?
phiatsiang	2	phiatsiang	?
ginath	2	ginath	?
kherith	2	kherith	?
emsa	2	emsa	?
singkang	2	singkang	?
kikhuangin	2	kikhuangin	?
kisun	2	kisun	?
manlahin	2	manlahin	?
kingamin	2	kingamin	?
shilhi	2	shilhi	?
hupipa	2	hupipa	?
kikhuang	2	kikhuang	?
hetchiai	2	hetchiai	?
ulianpi	2	ulianpi	?
delhphah	2	delhphah	?
tawmto	2	tawmto	?
gukvei	2	gukvei	?
jehoaddin	2	jehoaddin	?
kisu	2	kisu	?
jekoliah	2	jekoliah	?
gadi	2	gadi	?
kuangpi	2	kuangpi	?
shalmaneser	2	shalmaneser	?
lamlah	2	lamlah	?
tirhakah	2	tirhakah	?
rezef	2	rezef	?
telassar	2	telassar	?
phukmang	2	phukmang	?
gahto	2	gahto	?
tumsa	2	tumsa	?
lehkaih	2	lehkaih	?
tikvah	2	tikvah	?
huldah	2	huldah	?
tanhumeth	2	tanhumeth	?
evilmerodak	2	evilmerodak	?
jada	2	jada	?
jarha	2	jarha	?
eflal	2	eflal	?
sismai	2	sismai	?
raham	2	raham	?
gazez	2	gazez	?
pelet	2	pelet	?
shaaf	2	shaaf	?
elpelet	2	elpelet	?
nogah	2	nogah	?
helah	2	helah	?
khelub	2	khelub	?
mehir	2	mehir	?
eshton	2	eshton	?
meonothai	2	meonothai	?
geharashim	2	geharashim	?
jehallelel	2	jehallelel	?
tuanthu	2	tuanthu	?
pun	2	pun	?
beerah	2	beerah	?
pul	2	pul	?
jeroham	2	jeroham	?
jahzah	2	jahzah	?
peresh	2	peresh	?
shuthelah	2	shuthelah	?
zofah	2	zofah	?
shashak	2	shashak	?
joha	2	joha	?
jakim	2	jakim	?
eshbaal	2	eshbaal	?
pithon	2	pithon	?
melek	2	melek	?
jehoaddah	2	jehoaddah	?
bokheru	2	bokheru	?
sheariah	2	sheariah	?
uthai	2	uthai	?
jeuel	2	jeuel	?
hassenuah	2	hassenuah	?
jehoiarib	2	jehoiarib	?
jarah	2	jarah	?
khelbawl	2	khelbawl	?
hakmoni	2	hakmoni	?
joshafat	2	joshafat	?
jaasiel	2	jaasiel	?
elzabad	2	elzabad	?
unni	2	unni	?
elifelehu	2	elifelehu	?
taigawp	2	taigawp	?
kilokhia	2	kilokhia	?
lelhtuak	2	lelhtuak	?
shofak	2	shofak	?
kinuaisiah	2	kinuaisiah	?
kidoksa	2	kidoksa	?
zetham	2	zetham	?
jeriah	2	jeriah	?
jekameam	2	jekameam	?
hezir	2	hezir	?
maaziah	2	maaziah	?
shubael	2	shubael	?
jehdeiah	2	jehdeiah	?
jaaziah	2	jaaziah	?
eliathah	2	eliathah	?
giddalti	2	giddalti	?
romamtiezer	2	romamtiezer	?
joshbekashah	2	joshbekashah	?
hothir	2	hothir	?
mahazioth	2	mahazioth	?
eliehoenai	2	eliehoenai	?
jerijah	2	jerijah	?
meronoth	2	meronoth	?
kisiangsaksa	2	kisiangsaksa	?
zuakkhiat	2	zuakkhiat	?
kikipsaksa	2	kikipsaksa	?
kuppih	2	kuppih	?
kitamkham	2	kitamkham	?
jehonathan	2	jehonathan	?
liamsa	2	liamsa	?
meshillemoth	2	meshillemoth	?
tawngnungah	2	tawngnungah	?
kitheihthang	2	kitheihthang	?
kimakai	2	kimakai	?
kihelkim	2	kihelkim	?
kinusiat	2	kinusiat	?
senaah	2	senaah	?
shobai	2	shobai	?
hasufa	2	hasufa	?
tabbaoth	2	tabbaoth	?
gahar	2	gahar	?
gazzam	2	gazzam	?
besai	2	besai	?
hakufa	2	hakufa	?
harhur	2	harhur	?
mehida	2	mehida	?
harsha	2	harsha	?
temah	2	temah	?
sotai	2	sotai	?
darkon	2	darkon	?
pokherethhazzebaim	2	pokherethhazzebaim	?
temelah	2	temelah	?
khekhat	2	khekhat	?
tabeel	2	tabeel	?
losap	2	losap	?
telh	2	telh	?
lamsakkik	2	lamsakkik	?
noadiah	2	noadiah	?
kivel	2	kivel	?
botin	2	botin	?
kilawmzah	2	kilawmzah	?
kizomkik	2	kizomkik	?
elasah	2	elasah	?
khislev	2	khislev	?
hashabneiah	2	hashabneiah	?
kolhozeh	2	kolhozeh	?
kuanun	2	kuanun	?
singkhia	2	singkhia	?
gikpi	2	gikpi	?
kisutuah	2	kisutuah	?
taseleh	2	taseleh	?
livei	2	livei	?
kikhawmtuah	2	kikhawmtuah	?
mau	2	mau	?
suanglot	2	suanglot	?
phulsak	2	phulsak	?
sialo	2	sialo	?
phengphi	2	phengphi	?
ginnethon	2	ginnethon	?
kinloin	2	kinloin	?
kolaiah	2	kolaiah	?
kulhzang	2	kulhzang	?
kipuahin	2	kipuahin	?
teresh	2	teresh	?
tumahin	2	tumahin	?
kiginkholh	2	kiginkholh	?
silhsa	2	silhsa	?
haupen	2	haupen	?
kikhit	2	kikhit	?
lawnto	2	lawnto	?
kipaii	2	kipaii	?
hepkhiatsak	2	hepkhiatsak	?
ngeungau	2	ngeungau	?
kizunglot	2	kizunglot	?
puksih	2	puksih	?
gikzaw	2	gikzaw	?
zungbawh	2	zungbawh	?
uikai	2	uikai	?
vuttui	2	vuttui	?
seello	2	seello	?
pulhmang	2	pulhmang	?
kikhek	2	kikhek	?
peisanin	2	peisanin	?
gawlin	2	gawlin	?
bungbu	2	bungbu	?
thangkhau	2	thangkhau	?
kisiah	2	kisiah	?
siakhia	2	siakhia	?
dangtawng	2	dangtawng	?
dildel	2	dildel	?
hausakin	2	hausakin	?
kisukmitsak	2	kisukmitsak	?
buhsi	2	buhsi	?
kivuk	2	kivuk	?
taai	2	taai	?
seelcipsak	2	seelcipsak	?
kitawh	2	kitawh	?
simbung	2	simbung	?
tawhvang	2	tawhvang	?
suangkhi	2	suangkhi	?
nomsak	2	nomsak	?
singzung	2	singzung	?
thapai	2	thapai	?
guaksuaksak	2	guaksuaksak	?
buisum	2	buisum	?
ok	2	ok	?
mawkphat	2	mawkphat	?
limpen	2	limpen	?
sipak	2	sipak	?
talecin	2	talecin	?
phawktheih	2	phawktheih	?
kipasalsakin	2	kipasalsakin	?
kilangkhia	2	kilangkhia	?
taanglua	2	taanglua	?
ganbukah	2	ganbukah	?
suangheeng	2	suangheeng	?
haipau	2	haipau	?
manzo	2	manzo	?
henzo	2	henzo	?
sunletzo	2	sunletzo	?
bunzo	2	bunzo	?
kikhawh	2	kikhawh	?
phuansak	2	phuansak	?
kithukhat	2	kithukhat	?
denkhap	2	denkhap	?
dengzan	2	dengzan	?
beenggawp	2	beenggawp	?
kihongsa	2	kihongsa	?
taat	2	taat	?
sucipin	2	sucipin	?
tukhang	2	tukhang	?
pukkhin	2	pukkhin	?
thalpaih	2	thalpaih	?
phulet	2	phulet	?
thaksuaksak	2	thaksuaksak	?
pukgawp	2	pukgawp	?
kitheithangsak	2	kitheithangsak	?
guakbek	2	guakbek	?
kolhsak	2	kolhsak	?
kiamgawp	2	kiamgawp	?
gimneih	2	gimneih	?
laia	2	laia	?
kilungso	2	kilungso	?
kipaih	2	kipaih	?
phuang	2	phuang	?
meng	2	meng	?
thalsing	2	thalsing	?
kicimgawp	2	kicimgawp	?
kithangsak	2	kithangsak	?
dipkua	2	dipkua	?
ganbuk	2	ganbuk	?
thawhbat	2	thawhbat	?
zelzelin	2	zelzelin	?
ku	2	ku	?
sehkhia	2	sehkhia	?
leikeu	2	leikeu	?
nosuaksakkik	2	nosuaksakkik	?
dawnzum	2	dawnzum	?
siahil	2	siahil	?
tangngol	2	tangngol	?
zungthuk	2	zungthuk	?
suansa	2	suansa	?
kitehthei	2	kitehthei	?
kisilhsak	2	kisilhsak	?
suamlum	2	suamlum	?
kikhawhkhia	2	kikhawhkhia	?
gualnop	2	gualnop	?
sutkhiatsak	2	sutkhiatsak	?
kipalsat	2	kipalsat	?
sesing	2	sesing	?
hol	2	hol	?
tenkhak	2	tenkhak	?
zota	2	zota	?
beemlepang	2	beemlepang	?
huihkua	2	huihkua	?
phatkhawm	2	phatkhawm	?
husang	2	husang	?
khi	2	khi	?
etlawmsak	2	etlawmsak	?
kimawk	2	kimawk	?
beilawh	2	beilawh	?
themcik	2	themcik	?
thokhia	2	thokhia	?
lamdungah	2	lamdungah	?
tangtawnga	2	tangtawnga	?
kipiazaw	2	kipiazaw	?
lela	2	lela	?
tuahpha	2	tuahpha	?
olno	2	olno	?
diamdiamin	2	diamdiamin	?
dawnpah	2	dawnpah	?
lawmta	2	lawmta	?
kidon	2	kidon	?
kipzaw	2	kipzaw	?
zongpa	2	zongpa	?
kiphawkmawh	2	kiphawkmawh	?
theu	2	theu	?
guahciin	2	guahciin	?
kiluah	2	kiluah	?
mantheih	2	mantheih	?
noptat	2	noptat	?
kilian	2	kilian	?
kithattawm	2	kithattawm	?
kizaza	2	kizaza	?
phusuakin	2	phusuakin	?
hawktui	2	hawktui	?
kiheihei	2	kiheihei	?
meihol	2	meihol	?
haulua	2	haulua	?
tawizawh	2	tawizawh	?
lemuel	2	lemuel	?
thanuam	2	thanuam	?
kikawi	2	kikawi	?
manlahpih	2	manlahpih	?
telhak	2	telhak	?
hehmai	2	hehmai	?
haivai	2	haivai	?
thopi	2	thopi	?
thadimsak	2	thadimsak	?
dak	2	dak	?
kizawng	2	kizawng	?
meiizun	2	meiizun	?
silhkik	2	silhkik	?
shulam	2	shulam	?
tawk	2	tawk	?
tangmai	2	tangmai	?
tuatcil	2	tuatcil	?
haltui	2	haltui	?
kiniam	2	kiniam	?
ngik	2	ngik	?
serafim	2	serafim	?
bi	2	bi	?
mawlsak	2	mawlsak	?
mahershalahashbaz	2	mahershalahashbaz	?
kigalging	2	kigalging	?
kizialto	2	kizialto	?
kiallai	2	kiallai	?
likto	2	likto	?
lengsawn	2	lengsawn	?
kibuansak	2	kibuansak	?
kingim	2	kingim	?
singbul	2	singbul	?
eglathshelishiah	2	eglathshelishiah	?
kheguak	2	kheguak	?
kopkopin	2	kopkopin	?
thaltawi	2	thaltawi	?
tamkim	2	tamkim	?
masala	2	masala	?
kicil	2	kicil	?
lehlamin	2	lehlamin	?
zuauthei	2	zuauthei	?
meikhuka	2	meikhuka	?
vum	2	vum	?
kultaltui	2	kultaltui	?
kitotam	2	kitotam	?
taakkhia	2	taakkhia	?
puksukin	2	puksukin	?
tankhiapa	2	tankhiapa	?
dakto	2	dakto	?
beellekuang	2	beellekuang	?
dipkuasak	2	dipkuasak	?
kisatnim	2	kisatnim	?
kiget	2	kiget	?
zuautatin	2	zuautatin	?
taankhiat	2	taankhiat	?
voksa	2	voksa	?
gopa	2	gopa	?
teepin	2	teepin	?
kipuakkhiat	2	kipuakkhiat	?
hawkgawp	2	hawkgawp	?
singtawng	2	singtawng	?
goih	2	goih	?
sunlum	2	sunlum	?
logam	2	logam	?
gaihsak	2	gaihsak	?
kisuangthei	2	kisuangthei	?
kithawithawi	2	kithawithawi	?
thalpeu	2	thalpeu	?
mettom	2	mettom	?
haihuaipi	2	haihuaipi	?
teen	2	teen	?
kibuan	2	kibuan	?
hamsiat	2	hamsiat	?
leilaka	2	leilaka	?
dawnkhawm	2	dawnkhawm	?
kiphitsan	2	kiphitsan	?
phitsan	2	phitsan	?
kihuau	2	kihuau	?
maap	2	maap	?
kidawngkik	2	kidawngkik	?
kipaimang	2	kipaimang	?
kinuai	2	kinuai	?
siangtakin	2	siangtakin	?
hailawh	2	hailawh	?
kithahlup	2	kithahlup	?
moresheth	2	moresheth	?
tawldamsak	2	tawldamsak	?
mahseiah	2	mahseiah	?
kikhatsak	2	kikhatsak	?
kipuahpha	2	kipuahpha	?
laitui	2	laitui	?
jehukal	2	jehukal	?
dongsim	2	dongsim	?
thazawsak	2	thazawsak	?
kimap	2	kimap	?
thahlupsak	2	thahlupsak	?
khelkhiatsak	2	khelkhiatsak	?
koizaw	2	koizaw	?
kiphukha	2	kiphukha	?
noleno	2	noleno	?
kirheres	2	kirheres	?
suangkeen	2	suangkeen	?
kiluhgawp	2	kiluhgawp	?
teeptum	2	teeptum	?
pekod	2	pekod	?
kiphamat	2	kiphamat	?
taikhiasim	2	taikhiasim	?
kisuai	2	kisuai	?
taangzo	2	taangzo	?
pekpak	2	pekpak	?
kitansa	2	kitansa	?
lohpipi	2	lohpipi	?
kimkotteng	2	kimkotteng	?
zeza	2	zeza	?
khupin	2	khupin	?
khup	2	khup	?
