word	count	entries
vakhuno	2	L8726:va-khu-no=go.and-?-young; L9102:va-khu-no=go.and-spirit-young
paang	2	L8729:paang=father.?; L9161:pa-ang=father-side
hauh	2	L8734:hauh=rich.PL; L10390:hauh=grasp
kahtohna	2	L8741:ka-htoh-na=1SG-ascend-NMLZ; L14730:kah-toh-na=climb-up-NMLZ
pawite	2	L8746:paw-i-te=father-?-PL; L9662:pawi-te=feast-PL
lumlet	2	L8755:lum-let=warm-return; L11629:lumlet=overturn
dangka	2	L8759:dang-ka=other-?; L8825:dang-ka=other-one
mualpang	2	L8763:mual-pang=hill-?; L8826:mual-pang=hill-side
almond	2	L8780:almond=almond; L15793:almond=almond
tute	2	L8781:tut-e=sleep-?; L8824:tu-te=now-PL
khawi	2	L8782:khawi=where; L9917:khawi=flock
mukha	2	L8806:mu-kha=see.I-?; L8834:mu-kha=see.I-place
innliim	2	L8811:inn-liim=house-?; L8835:inn-liim=house-feast
kigente	2	L8812:ki-gen-te=REFL-speak-PL; L14682:ki-gen-te=REFL-speak-PL
sazian	2	L8815:sa-zian=meat-?; L8836:sa-zian=meat-roast
niliim	2	L8817:ni-liim=day-?; L8837:ni-liim=day-feast
sikkol	2	L8841:sik-kol=repent-?; L9182:sik-kol=iron-bind
naupangnote	2	L8852:nau-pang-no-te=child-?-young-PL; L9193:nau-pang-no-te=child-side-young-PL
kilatna	2	L8858:ki-lat-na=REFL-?-NMLZ; L8875:ki-lat-na=REFL-strong-NMLZ
nauzaw	2	L8862:nau-zaw=child-more; L11341:nau-zaw=child-more
zuautat	2	L8878:zuau-tat=prepare-?; L8939:zuau-tat=prepare-strike
cinatna	2	L8883:ci-nat-na=say-sick-NMLZ; L10979:ci-nat-na=become-sick-NMLZ
taitehte	2	L8885:tai-teh-te=?-measure-PL; L8942:tai-teh-te=cut-measure-PL
puankhai	2	L8893:puan-khai=cloth-lift; L9976:puan-khai=cloth-hang
phulakna	2	L8900:phu-lak-na=?-take-NMLZ; L8946:phu-lak-na=carry-take-NMLZ
anlim	2	L8903:an-lim=3PL-feast; L9821:anlim=dainty
phuh	2	L8907:phuh=blow; L10065:phuh=rest
vah	2	L8908:vah=go.and.?; L8947:vah=go.quickly
lungmang	2	L8924:lung-mang=heart-forget; L11747:lungmang=dismay
guallel	2	L8932:gual-lel=friend-?; L8950:gual-lel=friend-return
leengpei	2	L8993:leeng-pei=chariot-?; L9097:leeng-pei=chariot-wheel
bawlsiate	2	L9004:bawl-sia-te=make-bad-PL; L11315:bawl-sia-te=do-evil-PL
tem	2	L9070:tem=short; L10799:tem=fire
buhlom	2	L9072:buh-lom=rice-heap; L14492:buh-lom=rice-bundle
golpi	2	L9077:gol-pi=round-big; L15219:gol-pi=grow-big
daupai	2	L9079:dau-pai=war-pour; L11550:daupai=prosper
ngia	2	L9082:ngia=watch; L9789:ngia=field
mak	2	L9129:mak=mark; L10223:mak=divorce
than	2	L9132:than=charcoal; L9775:than=worm
masate	2	L9159:masa-te=first-PL; L13654:masa-te=first-PL
anne	2	L9160:a-nne=3SG-food; L14740:Anne=ANNA
satpuk	2	L9187:sat-puk=strike-fall; L11565:sat-puk=strike-down
patna	2	L9197:pa-t-na=father-?-NMLZ; L9287:pat-na=trust-NMLZ
innlam	2	L9201:inn-lam=house-side; L9759:innlam=builder
paizia	2	L9203:pai-zia=go-manner; L11739:paizia=way
khikhe	2	L9224:khi-khe=foot-?; L9580:khi-khe=foot-leg
dawk	2	L9227:dawk=open; L10810:dawk=bind
phalvak	2	L9232:phal-vak=permit-?; L9618:phal-vak=permit-quick
lawp	2	L9235:lawp=lap; L10580:lawp=shake
dip	2	L9236:dip=valley; L15987:dip=dip
deda	2	L9238:de-da=love-?; L10906:de-da=love-INTNS
lokho	2	L9239:lo-kho=able.NEG-?; L9875:lokho=farmer
tanglai	2	L9246:tang-lai=generation-middle; L12875:tang-lai=ancient-NMLZ
khawk	2	L9268:khawk=hollow/empty; L9717:khawk=spirit
upadi	2	L9302:upa-di=elder-?; L9323:upa-di=elder-manner
thumante	2	L9304:thu-man-te=word-true-PL; L13223:thu-man-te=word-true-PL
milipun	2	L9330:mi-li-pun=person-?-bundle; L9478:mi-lipun=person-bundle
miphak	2	L9345:mi-phak=person-half; L9835:miphak=leper
pahtawi-in	2	L9386:pa-htawi-in=male-old.man-ERG; L14736:pah-tawi-in=honor-carry-ERG
thupalsatna	2	L9405:thu-pal-sat-na=word-cross-cut-NMLZ; L9879:thu-palsat-na=word-transgress-NMLZ
cilesa	2	L9411:ci-le-sa=say-and-?; L9551:ci-le-sa=say-and-already
ton	2	L9415:ton=arrive; L10011:ton=stable
ciangkang	2	L9435:ciang-kang=clear-stripe; L9811:ciangkang=rod
thongkiate	2	L9438:thong-kia-te=prison-?-PL; L9712:thongkia-te=prison-PL
hut	2	L9445:hut=shelter; L10367:hut=arm
zuikha	2	L9466:zui-kha=follow-?; L9531:zui-kha=follow-go
buksim	2	L9472:buk-sim=ambush-?; L9532:buk-sim=ambush-surround
innluahza	2	L9477:inn-luah-za=house-?-?; L9511:inn-luah-za=house-inherit-right
tuibuah	2	L9483:tui-buah=water-?; L9512:tui-buah=water-pour
puanmongteep	2	L9490:puan-mong-teep=cloth-cover-?; L9545:puan-mong-teep=cloth-cover-fringe
puanza	2	L9495:puan-za=cloth-?; L9547:puan-za=cloth-garment
sala	2	L9504:sa-la=animal-?; L9602:sa-la=flesh-take
inntualah	2	L9505:inn-tu-a-lah=house-?-LOC-?; L9601:inn-tu-a-lah=house-stand-LOC-take
limlang	2	L9521:lim-lang=image-reflect; L15841:limlang=mirror
dampah	2	L9529:dam-pah=well-?; L10014:dam-pah=healthy-clear
thun	2	L9566:thun=entreat; L10683:thun=press
tecite	2	L9574:teci-te=witness-PL; L13531:teci-te=witness-PL
mante	2	L9579:man-te=true-PL; L13572:man-te=price-PL
thakhauh	2	L9591:tha-khauh=strength-strong; L15830:tha-khauh=strength-strong
samzang	2	L9594:sam-zang=call-?; L10051:sam-zang=throw-INSTR
khuaphialep	2	L9623:khua-phial-ep=town-wide-?; L9994:khua-phial-ep=sky-flash-lightning
kihhuaite	2	L9639:ki-hhuai-te=REFL-abominate-PL; L14726:ki-huai-te=REFL-abominate-PL
sawmngate	2	L9661:sawmnga-te=fifty-PL; L13207:sawm-nga-te=ten-five-PL
beng	2	L9723:beng=companion; L10363:beng=hunt
tawm	2	L9743:tawm=produce; L10516:tawm=by
nengniamte	2	L9754:nengniam-te=oppressor-PL; L11313:neng-niam-te=oppress-low-PL
lel	2	L9773:lel=desperate; L10457:lel=change
do	2	L9777:do=rise; L10578:do=throw
tagahte	2	L9796:tagah-te=orphan-PL; L13750:ta-gah-te=child-fruit-PL
meigongte	2	L9798:meigong-te=widow-PL; L13754:meigong-te=widow-PL
ek	2	L9847:ek=dung; L10687:ek=sneeze
hangte	2	L9861:hang-te=stallion-PL; L13539:hang-te=reason-PL
kihhuainate	2	L9891:kihhuaina-te=abomination-PL; L14727:ki-huai-na-te=REFL-abominate-NMLZ-PL
kihhuai	2	L9893:ki-hhuai=REFL-abominate; L14724:ki-huai=REFL-abominate
kisa	2	L9905:kisa=proud; L12873:ki-sa=REFL-PAST
hual	2	L9924:hual=wave; L10334:hual=bind
sawmsimna	2	L9950:sawmsim-na=conspiracy-NMLZ; L11544:sawmsim-na=conspire-NMLZ
lungzin	2	L9955:lung-zin=heart-shadow; L13186:lung-zin=heart-bright
khai	2	L9977:khai=hang; L10427:khai=hang
phial	2	L9995:phial=flash; L10825:phial=morning
teng	2	L10008:teng=remain; L10332:teng=basket
cin	2	L10048:cin=plant; L10715:cin=tend
cip	2	L10057:cip=tight; L10319:cip=tight
taang	2	L10063:taang=beautiful; L10285:taang=time
nam	2	L10138:nam=nation; L10721:nam=kiss
teek	2	L10147:teek=master; L10560:teek=in.law
peek	2	L10164:peek=breadth; L10685:peek=spread
ngat	2	L10178:ngat=opposite; L10781:ngat=time
tuan	2	L10210:tuan=ride; L10693:tuan=cut
sat	2	L10215:sat=strike; L10640:sat=strike
hihloh	2	L10242:hi-hloh=be-NEG; L14760:hih-loh=this-NEG.NOM
bawlpha	2	L10249:bawl-pha=make-good; L12889:bawl-pha=fortify-strong
mipi	2	L10252:mi-pi=person-great; L13827:mi-pi=person-big
zuauna	2	L10287:zuau-na=lie-NMLZ; L14445:zuau-na=vain-NMLZ
thangsiah	2	L10322:thang-siah=speak-compose; L11698:thangsiah=deceive
meidawi	2	L10354:mei-dawi=fire-fear; L15068:meidawi=feeble.minded
huihpi	2	L10356:huih-pi=wind-great; L10861:huih-pi=wind-great
huih	2	L10357:huih=wind; L11666:huih=wind
liah	2	L10381:liah=circuit; L11552:liah=lick/dwell
hot	2	L10391:hot=steer; L15887:hot=save
buppi	2	L10448:bup-pi=all-big; L10866:bup-pi=all-great
kilkel	2	L10525:ki-lkel=REFL-leave; L14749:kil~kel=clear~RED
haksapi	2	L10572:hak-sa-pi=heavy-flesh-great; L12556:hak-sa-pi=difficult-PAST-great
liim	2	L10600:liim=wing; L13243:liim=shadow
momai	2	L10622:mo-mai=dry-without; L15080:momai=scorpion
hei	2	L10626:hei=path; L11577:hei=mock
kheging	2	L10660:khe-ging=foot-sound; L13234:khe-ging=foot-sound
kipsuak	2	L10664:ki-psuak=REFL-take; L14763:kip-suak=firm-become
maang	2	L10756:maang=vision; L15814:maang=dim
beryl	2	L10835:beryl=beryl; L15806:beryl=beryl
suntangpi	2	L10869:sun-tang-pi=sun-before-great; L12553:sun-tang-pi=sun-before-great
dahlua	2	L10872:dah-lua=weep-exceed; L12551:dah-lua=grieve-too
sangpi	2	L10884:sang-pi=high-great; L12874:sang-pi=high-great
siahna	2	L10885:siah-na=snare-NMLZ; L12871:siah-na=snare-NMLZ
nawhsa	2	L10889:nawh-sa=hurry-CAUS; L12822:nawh-sa=unleavened-PAST
zonna	2	L10892:zon-na=seek-NMLZ; L14205:zo-na=finish-NMLZ
ansal	2	L10897:an-sal=grain-store; L11678:ansal=granary
zumhuaipi	2	L10920:zum-huai-pi=filth-bad-great; L12555:zum-huai-pi=unclean-mix-great
ziazua	2	L10984:zia-zua=clear-?; L11096:zia-zua=sun-clear
hawmpi	2	L11012:hawm-pi=arrange-great; L13453:hawm-pi=join-big
honsa	2	L11093:hon-sa=flock-CAUS; L12879:hon-sa=open-PAST
zumhuaina	2	L11103:zum-huai-na=filth-bad-NMLZ; L14181:zum-huai-na=trust-full-NMLZ
zawlta	2	L11108:zawl-ta=valley-?; L11197:zawl-ta=valley-from
zanthapai	2	L11111:zan-tha-pai=night-new-go; L12892:zan-tha-pai=night-weary-appoint
vatawt	2	L11114:va-tawt=go.and-?; L11409:vatawt=owl
vankah	2	L11115:van-kah=spirit-?; L11412:van-kah=sky-wizard
umgui	2	L11118:um-gui=shade-?; L11321:um-gui=be-gourd
sikli	2	L11152:sik-li=robe-?; L11317:sikli=cubit
luai	2	L11199:lua-i=exceed-?; L11318:luai=pillar
lingsa	2	L11207:ling-sa=fear-CAUS; L12868:ling-sa=tremble-PAST
pilzaw	2	L11222:pil-zaw=wise-COMP; L13452:pil-zaw=wise-more
sinna	2	L11233:sin-na=sin-NMLZ; L12907:sin-na=prepare-NMLZ
mualbo	2	L11238:mual-bo=see-round; L13448:mual-bo=hill-tower
paubaan	2	L11248:pau-baan=speak-?; L11319:pau-baan=speak-true
khongkhai	2	L11295:khong-khai=obey-?; L11320:khong-khai=magic-open
tatkhiat	2	L11374:tat-khiat=redeem-?; L11455:tat-khiat=ransom-release
hawmguak	2	L11375:hawm-guak=empty-?; L11456:hawm-guak=hand-empty
topaz	2	L11379:topaz=topaz; L15803:topaz=topaz
noptuam	2	L11416:nop-tuam=stay-?; L11457:nop-tuam=like-desire
lungnem	2	L11441:lung-nem=heart-soft; L15074:lung-nem=heart-soft
aloes	2	L11450:aloes=aloes; L15805:aloes=aloes
keising	2	L11467:kei-sing=owl-?; L11510:kei-sing=owl-tree
sawkin	2	L11518:sa-wkin=flesh-?; L11733:sawk-in=put.hand.into-INST
hihlo	2	L11535:hi-hlo=be-NEG; L14761:hih-lo=this-NEG
thulamlak	2	L11538:thu-lamlak=word-crooked; L15149:thu-lamlak=word-advisor
leibatna	2	L11553:leibat-na=debt-NMLZ; L15982:lei-bat-na=debt-bind-NMLZ
leibat	2	L11554:leibat=debt; L15983:lei-bat=debt-bind
neikha	2	L11664:nei-kha=have-?; L11764:nei-kha=have-NEG
puanak	2	L11773:puan-ak=cloth-?; L12990:puan-ak=cloth-put
khenkhit	2	L11808:khen-khit=condemn-finish; L14543:khen-khit=condemn-away
enen	2	L11863:en-en=look-REDUP; L15176:en~en=look~RED
agate	2	L11889:agate=agate; L15807:agate=agate
amethyst	2	L11890:amethyst=amethyst; L15808:amethyst=amethyst
dingpi	2	L12099:ding-pi=stand-great; L13450:ding-pi=stand-big
nip	2	L12131:nip=rotten; L15902:nip=pinch
tawnna	2	L12151:tawn-na=reproof-NMLZ; L14501:tawn-na=meet-NMLZ
laimal	2	L12309:lai-mal=writing-?; L13060:lai-mal=book-plain
golpite	2	L12395:gol-pi-te=whale-great-PL; L15220:gol-pi-te=grow-big-PL
behpa	2	L12407:beh-pa=arm-NMLZ; L13219:beh-pa=capture-NMLZ
phulapa	2	L12562:phula-pa=avenger-NMLZ; L13494:phu-la-pa=avenge-NMLZ-M
kilin	2	L12593:ki-lin=REFL-shake; L13502:ki-lin=REFL-shake
kithakhauhsak	2	L12595:ki-tha-kauh-sak=REFL-strength-strong-CAUS; L14475:ki-thak-hauh-sak=REFL-new-strong-CAUS
kidona	2	L12603:kidona=sword; L12890:ki-don-a=REFL-war-LOC
tupa	2	L12614:tu-pa=son-NMLZ; L13498:tu-pa=grandson-M
meigongnu	2	L12618:meigong-nu=widow-F; L13500:meigong-nu=widow-F
sotto	2	L12661:so-tto=go-come; L14765:so~tto=other~RED
tahum	2	L12714:ta-hum=enemy-sow; L15816:tahum=tares
lamun	2	L12752:la-mun=garment-cover; L13114:lam-un=direction-3PL
phakpa	2	L12796:phak-pa=bare-NMLZ; L13526:phak-pa=able-M
madawk	2	L12842:ma-dawk=that-morrow; L15113:madawk=edge
dengzan	2	L12849:deng-zan=rod-iron; L13549:deng-zan=cut-break
tawsak	2	L12854:taw-sak=weary-CAUS; L13551:taw-sak=blind-CAUS
thukhenna	2	L12882:thu-khen-na=word-judge-NMLZ; L14712:thu-khen-na=word-judge-NMLZ
kizem	2	L12908:ki-zem=REFL-twine; L13235:ki-zem=REFL-weave
napiun	2	L12911:na-pi-un=2PL-great-3PL; L13820:napi-un=but-PL.IMP
piaknanin	2	L12948:piak-na-in=give-NMLZ-INST; L12995:piak-na-in=give-NMLZ-INST
vasakalaohte	2	L13046:va-sa-kalaoh-te=bird-meat-INTERJ-PL; L14295:va-sa-kala-oh-te=bird-flesh-owl-type-PL
semsemna	2	L13071:sem-sem-na=hate-REDUP-NMLZ; L13222:sem-sem-na=divide-REDUP-NMLZ
thahatpa	2	L13099:tha-hat-pa=strength-strong-NMLZ; L13509:tha-hat-pa=strength-strong-M
poplar	2	L13102:poplar=poplar; L15821:poplar=poplar
kopte	2	L13104:kop-te=knop-PL; L13516:kop-te=frog-PL
kansak	2	L13164:kan-sak=dry-CAUS; L14751:kansak=dry.up
sisate	2	L13175:si-sa-te=blood-PAST-PL; L13841:si-sa-te=unclean-PAST-PL
tuangte	2	L13179:tuang-te=chariot-PL; L13834:tuang-te=chariot-PL
thatte	2	L13182:that-te=kill-PL; L13838:that-te=kill-PL
tanaute	2	L13184:ta-nau-te=child-small-PL; L13840:ta-nau-te=child-small-PL
khanghamte	2	L13202:khang-ham-te=generation-old-PL; L13848:khang-ham-te=generation-old-PL
innsun	2	L13370:inn-sun=house-side; L15204:inn-sun=house-shade
kipsaknate	2	L13372:ki-psak-na-te=REFL-ledge-NMLZ-PL; L14722:kip-sak-na-te=firm-CAUS-NMLZ-PL
cianna	2	L13447:cian-na=announce-NMLZ; L13677:cian-na=announce-NMLZ
gan-an	2	L13480:gan-an=possess-?; L13511:gan-an=possess-ERG
lam-an	2	L13481:lam-an=way-?; L13512:lam-an=way-ERG
ansite	2	L13805:an-site=others-?; L14611:ansi-te=chaff-PL
awmgak	2	L13813:awm-gak=be-?; L14706:awm-gak=waist-bind
nawlkhin	2	L13814:nawl-khin=law-?; L14411:nawl-khin=way-knowledge
lung-am	2	L13879:lung-am=heart-feel; L13906:lung-am=heart-feel
nitak-an	2	L13880:ni-tak-an=day-true-time; L13912:ni-tak-an=sun-set-time
kitheihsakna	2	L13988:ki-theih-sak-na=REFL-know-CAUS-NMLZ; L14681:ki-theih-sak-na=REFL-know-CAUS-NMLZ
sikek	2	L14275:sik-ek=turn-?; L14377:sik-ek=turn-dung
sik-ek	2	L14276:sik-ek=turn-?; L14378:sik-ek=turn-dung
savunum	2	L14283:sa-vun-um=flesh-skin-?; L14375:sa-vun-um=flesh-skin-cover
savun-um	2	L14284:sa-vun-um=flesh-skin-?; L14376:sa-vun-um=flesh-skin-cover
holam	2	L14285:hol-am=south-?; L14379:hol-am=south-ward
hol-am	2	L14286:hol-am=south-?; L14380:hol-am=south-ward
kimasialh	2	L14289:ki-ma-sialh=REFL-face-?; L14381:ki-ma-sialh=REFL-face-shame
kima-sialh	2	L14290:ki-ma-sialh=REFL-face-?; L14382:ki-ma-sialh=REFL-face-shame
pahtakhuai	2	L14298:pah-ta-khuai=father-child-?; L14385:pah-ta-khuai=father-child-love
pahtakhuai-in	2	L14299:pah-ta-khuai-in=father-child-?-ERG; L14386:pah-ta-khuai-in=father-child-love-ERG
takhuai	2	L14300:ta-khuai=child-?; L14387:ta-khuai=child-love
ta-khuai	2	L14301:ta-khuai=child-?; L14388:ta-khuai=child-love
mithah	2	L14308:mit-hah=eye-?; L14371:mit-hah=eye-blind
mit-hah	2	L14309:mit-hah=eye-?; L14372:mit-hah=eye-blind
tedildel	2	L14316:te-dil-del=PL-?-?; L14373:te-dil-del=PL-shake-REDUP
te-dildel	2	L14317:te-dil-del=PL-?-?; L14374:te-dil-del=PL-shake-REDUP
tailahpi	2	L14348:tai-lah-pi=flee-?-big; L14393:tai-lah-pi=flee-far-INTENS
tailahpi-in	2	L14349:tai-lah-pi-in=flee-?-big-ERG; L14394:tai-lah-pi-in=flee-far-INTENS-ERG
gukha	2	L14350:gu-kha=leg-?; L14395:gu-kha=leg-bone
gu-kha	2	L14351:gu-kha=leg-?; L14396:gu-kha=leg-bone
kaiiin	2	L14356:ka-ii-in=1SG-?-ERG; L14399:ka-ii-in=1SG-go-ERG
kaii-in	2	L14357:ka-ii-in=1SG-?-ERG; L14400:ka-ii-in=1SG-go-ERG
atul-amakin	2	L14359:a-tul-ama-kin=3SG-?-3PL-?; L14402:a-tul-ama-kin=3SG-follow-3PL-also
bil-aphuai	2	L14361:bil-ap-phuai=ear-close-?; L14398:bil-ap-huai=ear-close-full
khawhletzo	2	L14418:khawh-let-zo=sharpen-?-COMPL; L14610:khawh-let-zo=pierce-return-COMPL
siahil	2	L14419:siah-il=wonder-?; L14572:siah-il=wonder-INTNS
thakhauhsak	2	L14474:thak-hauh-sak=new-strong-CAUS; L15831:tha-khauh-sak=strength-strong-CAUS
emerald	2	L14604:emerald=emerald; L15801:emerald=emerald
kamciamsa	2	L14615:ka-mciam-sa=1SG-vow-NOM; L14784:kam-ciam-sa=word-promise-PERF
kahtohpih	2	L14617:ka-htoh-pih=1SG-set-APPL; L14782:kah-toh-pih=climb-up-with
naksiat	2	L14623:na-ksiat=2SG-fall; L14773:naksiat=ruin
taanlawhte	2	L14627:taan-lawh-te=lose-?-PL; L14657:taan-lawh-te=lose-away-PL
zaptelte	2	L14844:zap-tel-te=flutter-?-PL; L15294:zaptel-te=swift-PL
zaptelsak	2	L14845:zap-tel-sak=flutter-?-CAUS; L16569:zap-tel-sak=pinch-join-CAUS
kaptuk	2	L14875:kap-tuk=cry-?; L15904:kap-tuk=cry-meet
toktol	2	L14895:tok-tol=peck-?; L16427:tok-tol=peck-hit
miksite	2	L14917:mik-si-te=eye-?-PL; L15825:miksi-te=ant-PL
kehsakkhak	2	L14919:keh-sak-khak=kick-CAUS-?; L16725:keh-sak-khak=kick-CAUS-firm
kamkeite	2	L14923:kam-kei-te=word-?-PL; L16440:kam-kei-te=word-1SG-PL
pattahsa	2	L14929:pat-tah-sa=touch-?-PERF; L16443:pat-tah-sa=attach-exact-already
kidomkaang	2	L14979:kidom-kaang=catch-?; L16541:ki-dom-kaang=REFL-stand-straight
palsatkhak	2	L15000:pal-sat-khak=stray-attach-?; L16187:pal-sat-khak=separate-hard-firm
khuamkua	2	L15004:khuam-kua=dream-?; L16245:khuam-kua=village-hole
nulkeusak	2	L15008:nul-keu-sak=push-?-CAUS; L16248:nul-keu-sak=female-unmarried-CAUS
kekseuna	2	L15041:kek-seu-na=break-?-NMLZ; L16687:kek-seu-na=reverse-search-NMLZ
masala	2	L15237:masala=cummin; L15837:masala=fitches
mavan	2	L15239:ma-van=NEG-empty; L15906:mavan=wonder
sialomtangte	2	L15431:sia-lom-tang-te=evil-want-?-PL; L16444:sia-lom-tang-te=evil-friend-rise-PL
phialun	2	L16286:phia-lun=wander-?; L16923:phia-lun=gather-together
tawbo	2	L16462:taw-bo=with-?; L16961:taw-bo=with-buttock
tangguakun	2	L16482:tang-guak-un=rise-?-IMP; L16959:tang-guak-un=rise-naked-IMP
guaktangun	2	L16520:guak-tang-un=?-rise-IMP; L16770:guak-tang-un=naked-rise-IMP
dahlekah	2	L16527:dah-le-kah=dry-and-?; L16754:dah-le-kah=dry-and-lamentations
belawi	2	L16530:bel-awi=leave-?; L16749:bel-awi=leave-winnow
kikhamvalte	2	L16593:ki-kham-val-te=REFL-prevent-?-PL; L16830:ki-kham-val-te=REFL-prevent-left-PL
zatval	2	L16601:zat-val=use-?; L16991:zat-val=use-left.over
hilhial	2	L16705:hilh-ial=teach-?; L16788:hilh-ial=teach-spread
mengme	2	L16717:meng-me=dream-?; L16899:meng-me=dream-slumber
khuaisuahna	2	L16814:khua-i-suah-na=town-?-become-NMLZ; L17001:khua-i-suah-na=town-lack-become-NMLZ
khuaisuahte	2	L16815:khua-i-suah-te=town-?-become-PL; L17002:khua-i-suah-te=town-lack-become-PL
kihanthawntawm	2	L16827:ki-han-thawn-tawm=REFL-do-continue-?; L17003:ki-han-thawn-tawm=REFL-do-continue-end
kaikikpah	2	L16840:ka-i-kik-pah=1SG-?-again-exactly; L17000:ka-i-kik-pah=1SG-need-again-exactly
