item_type	item_id	verse_id	tedim_text	segmented	glossed	kjv_text	example_quality	word_count	sense_id	usage_type	function_match
lemma	thupiak	01007005	Noah in zong Topa' thupiak khempeuh a hih hi.	thupiak	commandment	And Noah did according unto all that the LORD commanded him.	shortest	9	thupiak.1	lexical	1
lemma	thupiak	01027008	Tua ahih ciangin tu-in ka ta aw, kong thupiak bangin gamta in.	thupiak	commandment	Now therefore, my son, obey my voice according to that which I command thee.	transparent	12	thupiak.1	lexical	1
lemma	thupiak	01003011	Amah in, “Na guaktanga na omna kua in hong gen ahi hiam? Na nek loh dinga kong thupiak singgah ne kha na hi hiam?” ci hi.	thupiak	commandment	And he said, Who told thee that thou wast naked? Hast thou eaten of the tree, whereof I commanded thee that thou shouldest not eat?	additional	26	thupiak.1	lexical	1
lemma	thupiak	01003017	Tua ciangin mipa kiangah, “Nang in na zi' thu mangin, 'Nang in na ne kei ding hi,' ci-in nang kong thupiak singgah ne na hih ciangin, nangma hangin leitang in samsiatna ngah hi. Na nuntak tawntung gimpi-in na semin na annek ding na zong ding hi.	thupiak	commandment	And unto Adam he said, Because thou hast hearkened unto the voice of thy wife, and hast eaten of the tree, of which I commanded thee, saying, Thou shalt not eat of it: cursed is the ground for thy sake; in sorrow shalt thou eat of it all the days of thy life;	additional	46	thupiak.1	lexical	1
lemma	thupiak	01006022	Noah zong tua bangmahin gamta a, Pasian' thupiak khempeuh a hih hi.	thupiak	commandment	Thus did Noah; according to all that God commanded him, so did he.	additional	12	thupiak.1	lexical	1
lemma	nong	01015003	Ta nong pia kei a, ka inn sunga a suak sila in keima gamh a luah ding hi ta hi,” a ci hi.	nong	2→1	And Abram said, Behold, to me thou hast given no seed: and, lo, one born in my house is mine heir.	shortest	23	nong.1	lexical	1
lemma	nong	01003012	Mipa in, “Kei tawh a om dinga nong piak numei in singgah hong pia a, ke'n ka ne hi,” ci hi.	nong	2→1	And the man said, The woman whom thou gavest to be with me, she gave me of the tree, and I did eat.	transparent	21	nong.1	lexical	1
lemma	nong	01004014	En in, tuni-in nangmah in leitung panin kei nong hawlkhia a, nang kiang panin kei nong notkhia hi. Kei pen a galtai, leitungah a vakvai ka hi ding a, kei hong mu peuhmah in hong that ding hi,” a ci hi.	nong	2→1	Behold, thou hast driven me out this day from the face of the earth; and from thy face shall I be hid; and I shall be a fugitive and a vagabond in the earth; and it shall come to pass, that every one that findeth me shall slay me.	additional	41	nong.1	lexical	1
lemma	nong	01017009	Pasian in Abraham' kiangah, “Nang le nang' khit cianga na suanlekhakte in zong ka thuciamna na zuih ding uh nong thukim ding uh ahi hi.	nong	2→1	And God said unto Abraham, Thou shalt keep my covenant therefore, thou, and thy seed after thee in their generations.	additional	25	nong.1	lexical	1
lemma	nong	01018003	“Ka tote aw, nong hehpihna-un na sempa hong kheng kei un. Na nasempa' kiang hong tung khin na hih khit buangun na thahat kik nadingun an tawmkhat ka va lak kikal sungin tui tawmkhat lasakin na khe uh sil unla, sing nuai-ah khawl un; tua khit ciangin paisuak un,” a ci hi. Tua ahih ciangin amaute in, “Na cih bangin hong hih in,” a ci uh hi.	nong	2→1	and said, My Lord, if now I have found favour in thy sight, pass not away, I pray thee, from thy servant:	additional	67	nong.1	lexical	1
lemma	ken	01015019	Ken mite, Kenaz mite, Kadmon mite,	Ken	only	the Kenites, and the Kenizzites, and the Kadmonites,	shortest	6	ken.1	unresolved	1
lemma	ken	01003012	Mipa in, “Kei tawh a om dinga nong piak numei in singgah hong pia a, ke'n ka ne hi,” ci hi.	ke'n	1SG.PRO	And the man said, The woman whom thou gavest to be with me, she gave me of the tree, and I did eat.	transparent	21	ken.1	unresolved	1
lemma	ken	01018021	kei tunga hong kigen bangin amaute gamta takpi uh hiam, ci-in a thei dingin ka paisuk ding hi. Tua bang ahih kei leh zong ke'n ka va thei ding hi,” a ci hi.	ke'n	1SG.PRO	I will go down now, and see whether they have done altogether according to the cry of it, which is come unto me; and if not, I will know.	additional	33	ken.1	unresolved	1
lemma	ken	01019022	Kinawh inla, tua lai-ah tai in. Bang hang hiam cih leh tua lai-ah nang na tun mateng ke'n bangmah ka hih thei kei hi,” a ci hi. Tua ahih ciangin tua khuapi min Zoar kici hi.	ke'n	1SG.PRO	Haste thee, escape thither; for I cannot do any thing till thou be come thither. Therefore the name of the city was called Zoar.	additional	36	ken.1	unresolved	1
lemma	ken	01030030	Bang hang hiam cih leh kei kong pai ma-in nang in tawm bek na nei a, tu-in tampi takin a khang hi. Ka sepna peuhah Topa in nang thupha hong pia hi. Ahih hangin tu-in keima innkuan a' ding cik ciangin ke'n vaihawm ding ka hi hiam?” a ci hi.	ke'n	1SG.PRO	For it was little which thou hadst before I came , and it is now increased unto a multitude; and the LORD hath blessed thee since my coming: and now when shall I provide for mine own house also?	additional	50	ken.1	unresolved	1
lemma	bangci	04013018	leitang bangci hiam, tua leitangah a teng mite thahat hiam, amaute tawm hiam, tam hiam,	bangci	how	and see the land, what it is ; and the people that dwelleth therein, whether they be strong or weak, few or many;	shortest	15	bangci.1	lexical	1
lemma	bangci	01037030	a sanggamte kiangah ciahkikin, “Tangvalpa om nawn lo hi. Kei bangci ding ka hi hiam?” a ci hi.	bangci	how	And he returned unto his brethren, and said, The child is not; and I, whither shall I go?	transparent	18	bangci.1	lexical	1
lemma	bangci	01003013	Tua ciangin Topa Pasian in numei kiangah, “Bangci a hici gamtat na hi hiam?” a ci hi. Numei in, “Gulpi in kei hong khem a, ka ne hi,” ci hi.	Bangci	how	And the LORD God said unto the woman, What is this that thou hast done? And the woman said, The serpent beguiled me, and I did eat.	additional	30	bangci.1	lexical	1
lemma	bangci	01015008	Ahih hangin amah in, “Topa Pasian aw, keimah in tua leitang ka neih nading bangci theih ding ka hi hiam?” a ci hi.	bangci	how	And he said, Lord GOD , whereby shall I know that I shall inherit it?	additional	23	bangci.1	lexical	1
lemma	bangci	01026009	Tua ahih manin Abimelek in Isaac samin, “En in, amah na zi ahi hi. Tua ahih ciangin bangci-in nang in, 'Amah ka sanggamnu hi,' ci thei na hi hiam?” a ci hi. Isaac in ama kiangah, ”'Ama hangin si kha ding ka hih ciangin,' ci-in ngaihsun ka hihna hang hi,” a ci hi.	bangci-in	how.ERG	And Abimelech called Isaac, and said, Behold, of a surety she is thy wife: and how saidst thou, She is my sister? And Isaac said unto him, Because I said, Lest I die for her.	additional	53	bangci.1	lexical	1
lemma	“Gulpi	01003013	Tua ciangin Topa Pasian in numei kiangah, “Bangci a hici gamtat na hi hiam?” a ci hi. Numei in, “Gulpi in kei hong khem a, ka ne hi,” ci hi.	Gulpi	GULPI	And the LORD God said unto the woman, What is this that thou hast done? And the woman said, The serpent beguiled me, and I did eat.	shortest	30	“Gulpi.1	lexical	1
lemma	khem	01031020	Jakob in Aram mi Laban khem a, tai ding a sawmna amah in gen lo hi.	khem	restrain	And Jacob stole away unawares to Laban the Syrian, in that he told him not that he fled.	shortest	16	khem.1	lexical	1
lemma	khem	06008015	Tua ciangin amau' mai-ah Joshua le Israel-te khempeuh kilelsak khem uh a, gamlak lamah a tai uh hi.	khem	restrain	And Joshua and all Israel made as if they were beaten before them, and fled by the way of the wilderness.	transparent	18	khem.1	lexical	1
lemma	khem	01003013	Tua ciangin Topa Pasian in numei kiangah, “Bangci a hici gamtat na hi hiam?” a ci hi. Numei in, “Gulpi in kei hong khem a, ka ne hi,” ci hi.	khem	restrain	And the LORD God said unto the woman, What is this that thou hast done? And the woman said, The serpent beguiled me, and I did eat.	additional	30	khem.1	lexical	1
lemma	khem	01027012	Ka pa in kei hong lawngkha leh, amah in ka khemna hong thei ding a, kei' tungah thupha hi loin samsiatna hong tung zawsop ding hi,” a ci hi.	khem-na	restrain-NMLZ	my father peradventure will feel me, and I shall seem to him as a deceiver; and I shall bring a curse upon me, and not a blessing.	additional	29	khem.1	lexical	1
lemma	khem	01029025	A zingsang ciangin, Leah na hi mawk hi. Jakob in Laban kiangah, “Bangci a kei hong hici bawl na hi hiam? Rachel ngah nadingin na na hong sem hi lo ka hi hiam? Tua ahihleh bang hangin kei hong khem na hi hiam?” a ci hi.	khem	restrain	And it came to pass, that in the morning, behold, it was Leah: and he said to Laban, What is this thou hast done unto me? did not I serve with thee for Rachel? wherefore then hast thou beguiled me?	additional	46	khem.1	lexical	1
lemma	nang	01004006	Topa in Kain tungah, “Bang hangin nang heh a, bang hangin na mai sia ahi hiam?	nang	2SG.PRO	And the LORD said unto Cain, Why art thou wroth? and why is thy countenance fallen?	shortest	16	nang.1	grammatical	1
lemma	nang	01004011	Na sanggampa' sisan a hup dingin a kam a ka leitang tungah tu-in nang hong kisamsiat hi.	nang	2SG.PRO	And now art thou cursed from the earth, which hath opened her mouth to receive thy brother's blood from thy hand;	transparent	17	nang.1	grammatical	1
lemma	nang	01003014	Tua ciangin Topa Pasian in gulpi kiangah, “Nang, hih bangin gamta khin na hih manin, ganhing khempeuhte le gamlak ganhing khempeuhte sangin samsiatna na ngahzaw hi. Na gilpi-in lam na pai ding a, na nuntak sung tawntungin leivui na ne ding hi.	Nang	2SG.PRO	And the LORD God said unto the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:	additional	42	nang.1	grammatical	1
lemma	nang	01003015	Nang le numei kikal na suanlekhakte le ama suanlekhakte kikalah kilangneihna ka omsak ding hi. Amah in na lutang hong sunim ding a, nang in ama khetul na sunim ding hi,” a ci hi.	Nang	2SG.PRO	and I will put enmity between thee and the woman, and between thy seed and her seed; it shall bruise thy head, and thou shalt bruise his heel.	additional	34	nang.1	grammatical	1
lemma	nang	01003016	Tua ciangin numei kiangah, “Naupaiina-ah na gimna nakpitakin ka khangsak ding a, na a sapipi-in nau na nei ding hi. Ahi zongin na pasal mah na deih ding a, amah in nang tungah hong uk ding hi,” a ci hi.	nang	2SG.PRO	Unto the woman he said, I will greatly multiply thy sorrow and thy conception; in sorrow thou shalt bring forth children; and thy desire shall be to thy husband, and he shall rule over thee.	additional	40	nang.1	grammatical	1
lemma	gamta	01027008	Tua ahih ciangin tu-in ka ta aw, kong thupiak bangin gamta in.	gamta	send.away	Now therefore, my son, obey my voice according to that which I command thee.	shortest	12	gamta.1	lexical	1
lemma	gamta	01006022	Noah zong tua bangmahin gamta a, Pasian' thupiak khempeuh a hih hi.	gamta	send.away	Thus did Noah; according to all that God commanded him, so did he.	transparent	12	gamta.1	lexical	1
lemma	gamta	01003014	Tua ciangin Topa Pasian in gulpi kiangah, “Nang, hih bangin gamta khin na hih manin, ganhing khempeuhte le gamlak ganhing khempeuhte sangin samsiatna na ngahzaw hi. Na gilpi-in lam na pai ding a, na nuntak sung tawntungin leivui na ne ding hi.	gamta	send.away	And the LORD God said unto the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:	additional	42	gamta.1	lexical	1
lemma	gamta	01006012	Pasian in leitung en a, a kisiagawp mu hi. Bang hang hiam cih leh leitungah mi khempeuh a sia-in a gamta lo kuamah om lo hi.	gamta	send.away	And God looked upon the earth, and, behold, it was corrupt; for all flesh had corrupted his way upon the earth.	additional	26	gamta.1	lexical	1
lemma	gamta	01015006	Amah in Topa muang hi. Tua ahih manin ahi ding bangin Abram gamta hi, ci-in Topa in a ciamteh hi.	gamta	send.away	And he believed in the LORD ; and he counted it to him for righteousness.	additional	20	gamta.1	lexical	1
lemma	samsiat	05028017	“Na lawhte uh le na annel mekna kuangte un zong samsiatna ngah ding hi.	samsiat-na	destroy-NMLZ	Cursed shall be thy basket and thy store.	shortest	14	samsiat.1	lexical	1
lemma	samsiat	01009025	amah in, “Kanaan in samsiatna ngah ta hen la, a sanggamte' sila hi tahen.	samsiat-na	destroy-NMLZ	And he said, Cursed be Canaan; A servant of servants shall he be unto his brethren.	transparent	14	samsiat.1	lexical	1
lemma	samsiat	01003014	Tua ciangin Topa Pasian in gulpi kiangah, “Nang, hih bangin gamta khin na hih manin, ganhing khempeuhte le gamlak ganhing khempeuhte sangin samsiatna na ngahzaw hi. Na gilpi-in lam na pai ding a, na nuntak sung tawntungin leivui na ne ding hi.	samsiat-na	destroy-NMLZ	And the LORD God said unto the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:	additional	42	samsiat.1	lexical	1
lemma	samsiat	01003017	Tua ciangin mipa kiangah, “Nang in na zi' thu mangin, 'Nang in na ne kei ding hi,' ci-in nang kong thupiak singgah ne na hih ciangin, nangma hangin leitang in samsiatna ngah hi. Na nuntak tawntung gimpi-in na semin na annek ding na zong ding hi.	samsiat-na	destroy-NMLZ	And unto Adam he said, Because thou hast hearkened unto the voice of thy wife, and hast eaten of the tree, of which I commanded thee, saying, Thou shalt not eat of it: cursed is the ground for thy sake; in sorrow shalt thou eat of it all the days of thy life;	additional	46	samsiat.1	lexical	1
lemma	samsiat	01005029	ama min Noah phuakin, “ Topa in a samsiatsa leitang panin hih pa in i nasepna le i gimnate-ah eite hong khahkhia ding hi,” a ci hi.	samsiat-sa	destroy-PAST	and he called his name Noah, saying, This same shall comfort us concerning our work and toil of our hands, because of the ground which the LORD hath cursed.	additional	27	samsiat.1	lexical	1
lemma	ngah	01009025	amah in, “Kanaan in samsiatna ngah ta hen la, a sanggamte' sila hi tahen.	ngah	get	And he said, Cursed be Canaan; A servant of servants shall he be unto his brethren.	shortest	14	ngah.1	lexical	1
lemma	ngah	01012002	Thupha a ngah dingin minam lian khatin nang hong bawlin, thupha hong pia-in, na min kong liansak ding hi.	ngah	get	and I will make of thee a great nation, and I will bless thee, and make thy name great; and thou shalt be a blessing:	transparent	19	ngah.1	lexical	1
lemma	ngah	01003014	Tua ciangin Topa Pasian in gulpi kiangah, “Nang, hih bangin gamta khin na hih manin, ganhing khempeuhte le gamlak ganhing khempeuhte sangin samsiatna na ngahzaw hi. Na gilpi-in lam na pai ding a, na nuntak sung tawntungin leivui na ne ding hi.	ngah-zaw	get-more	And the LORD God said unto the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:	additional	42	ngah.1	lexical	1
lemma	ngah	01003017	Tua ciangin mipa kiangah, “Nang in na zi' thu mangin, 'Nang in na ne kei ding hi,' ci-in nang kong thupiak singgah ne na hih ciangin, nangma hangin leitang in samsiatna ngah hi. Na nuntak tawntung gimpi-in na semin na annek ding na zong ding hi.	ngah	get	And unto Adam he said, Because thou hast hearkened unto the voice of thy wife, and hast eaten of the tree, of which I commanded thee, saying, Thou shalt not eat of it: cursed is the ground for thy sake; in sorrow shalt thou eat of it all the days of thy life;	additional	46	ngah.1	lexical	1
lemma	ngah	01004001	Tu-in mipa in ama zi Eve luppih a, amah gai-in Kain nei a, “ Topa' huhna tawh mi khat ka ngah khin hi,” ci hi.	ngah	get	And Adam knew Eve his wife; and she conceived, and bare Cain, and said, I have gotten a man from the LORD .	additional	25	ngah.1	lexical	1
lemma	lam	01012009	Abram in a khualzin zom lai a, Negeb gam lam manawhin a pai lai hi.	lam	way	And Abram journeyed, going on still toward the south.	shortest	15	lam.1	lexical	1
lemma	lam	01011005	Tua ciangin mihingte' lamsa khuapi le tausangpi a en dingin Topa hong paisuk hi.	lam-sa	direction-PAST	And the LORD came down to see the city and the tower, which the children of men builded.	transparent	14	lam.1	lexical	1
lemma	lam	01003014	Tua ciangin Topa Pasian in gulpi kiangah, “Nang, hih bangin gamta khin na hih manin, ganhing khempeuhte le gamlak ganhing khempeuhte sangin samsiatna na ngahzaw hi. Na gilpi-in lam na pai ding a, na nuntak sung tawntungin leivui na ne ding hi.	lam	way	And the LORD God said unto the serpent, Because thou hast done this, thou art cursed above all cattle, and above every beast of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life:	additional	42	lam.1	lexical	1
lemma	lam	01003024	Amah in mipa hawlkhia hi. Kherub-te le mun khempeuh a nga thei meikuang namsau pen nuntakna singkung lampi a cing dingin Eden Huan nisuahna lamah a koih hi.	lam-pi	road	So he drove out the man; and he placed at the east of the garden of Eden Cherubims, and a flaming sword which turned every way, to keep the way of the tree of life.	additional	28	lam.1	lexical	1
lemma	lam	01004016	Tua ciangin Topa' omna panin Kain paikhia-in Eden nisuahna lam Nod gam sungah a teng hi.	lam	way	And Cain went out from the presence of the LORD , and dwelt in the land of Nod, on the east of Eden.	additional	16	lam.1	lexical	1
lemma	suanlekhak	01009009	“En un, note le note' khit a na suanlekhakte uh le,	suanlekhak-te	genealogy-PL	And I, behold, I establish my covenant with you, and with your seed after you;	shortest	11	suanlekhak.1	lexical	1
lemma	suanlekhak	01010020	Hihte pen a innkuan, a kam pau, a leitang, a minamin Ham' suanlekhakte ahi hi.	suanlekhak-te	genealogy-PL	These are the sons of Ham, after their families, after their tongues, in their countries, and in their nations.	transparent	15	suanlekhak.1	lexical	1
lemma	suanlekhak	01003015	Nang le numei kikal na suanlekhakte le ama suanlekhakte kikalah kilangneihna ka omsak ding hi. Amah in na lutang hong sunim ding a, nang in ama khetul na sunim ding hi,” a ci hi.	suanlekhak-te	genealogy-PL	and I will put enmity between thee and the woman, and between thy seed and her seed; it shall bruise thy head, and thou shalt bruise his heel.	additional	34	suanlekhak.1	lexical	1
lemma	suanlekhak	01006004	Vana om mite in leitung mihing tanute luppihin, amaute in ta a neih hun laitak hitaleh tua khit hitaleh, amau' suanlekhak Nefilim a kici mite leitungah om hi. Hih mite pen tang lai-a mi thahat, mi minthangte ahi uh hi.	suanlekhak	genealogy	There were giants in the earth in those days; and also after that, when the sons of God came in unto the daughters of men, and they bare children to them, the same became mighty men which were of old, men of renown.	additional	40	suanlekhak.1	lexical	1
lemma	suanlekhak	01010001	Hihte pen Noah' tapa Shem, Ham, le Jafeth-te' suanlekhakte ahi hi. Tuiciin tun khit ciangin amau sung panin tapate hong piang hi.	suanlekhak-te	genealogy-PL	Now these are the generations of the sons of Noah, Shem, Ham, and Japheth: and unto them were sons born after the flood.	additional	22	suanlekhak.1	lexical	1
lemma	lang	02023003	Ama thu neihna-ah mizawng pa na langneih kei ding uh hi.	lang-neih	appear-have	neither shalt thou countenance a poor man in his cause.	shortest	11	lang.2	lexical	1
lemma	lang	02037003	A kiu lite a dingin kham kual li, a pang khatah kual nih, a pang langkhat a dingin kual nih mah a sung hi.	lang-khat	side-one	And he cast for it four rings of gold, to be set by the four corners of it; even two rings upon the one side of it, and two rings upon the other side of it.	transparent	24	lang.2	lexical	1
lemma	lang	01003015	Nang le numei kikal na suanlekhakte le ama suanlekhakte kikalah kilangneihna ka omsak ding hi. Amah in na lutang hong sunim ding a, nang in ama khetul na sunim ding hi,” a ci hi.	ki-lang-neih-na	REFL-appear-have-NMLZ	and I will put enmity between thee and the woman, and between thy seed and her seed; it shall bruise thy head, and thou shalt bruise his heel.	additional	34	lang.2	lexical	1
lemma	lang	01024022	Kalaohte in tui a dawn khit ciangin mipa in shekel lang a gik kham nakbah khat le shekel sawm a gik kham tau nih tua nu a dingin la-in pia a,	lang	clear	And it came to pass, as the camels had done drinking, that the man took a golden earring of half a shekel weight, and two bracelets for her hands of ten shekels weight of gold;	additional	31	lang.2	lexical	1
lemma	lang	01027040	Na namsau tawh na nungta ding a, na sanggampa' na na sem ding hi. Ahih hangin amah na langpan' ciangin ama khutnuai panin na leengkhia ding hi,” a ci hi.	lang-pan'	advocate.POSS	And by thy sword shalt thou live, and shalt serve thy brother; And it shall come to pass when thou shalt have the dominion, That thou shalt break his yoke from off thy neck.	additional	30	lang.2	lexical	1
lemma	lu	01024026	Mipa a lu kunin Topa bia a,	lu	head	And the man bowed down his head, and worshipped the LORD .	shortest	7	lu.1	lexical	1
lemma	lu	01036021	Dishon, Ezer, le Dishan hi a, Edom gam sunga Seir' suante ahi Hori mite' sung pan beh lutang ahi uh hi.	lu-tang	head-leader	and Dishon, and Ezer, and Dishan: these are the dukes of the Horites, the children of Seir in the land of Edom.	transparent	21	lu.1	lexical	1
lemma	lu	01003015	Nang le numei kikal na suanlekhakte le ama suanlekhakte kikalah kilangneihna ka omsak ding hi. Amah in na lutang hong sunim ding a, nang in ama khetul na sunim ding hi,” a ci hi.	lu-tang	head-leader	and I will put enmity between thee and the woman, and between thy seed and her seed; it shall bruise thy head, and thou shalt bruise his heel.	additional	34	lu.1	lexical	1
lemma	lu	01024048	Tua ciangin ka lu kunin Topa ka bia a, a tapa a dingin ka topa' behpa' tanu a la dingin lampi manah kei a hong paipih, ka topa Abraham' Pasian, Topa ka phat hi.	lu	head	And I bowed down my head, and worshipped the LORD , and blessed the LORD God of my master Abraham, which had led me in the right way to take my master's brother's daughter unto his son.	additional	34	lu.1	lexical	1
lemma	lu	01028011	Amah mun khat tungin, ni tum khin ahih manin tua lai-ah tua zan a giak hi. Tua mun a suangte khat la-in, amah in lukhamin zang a, a ihmu dingin tua munah a lumsuk hi.	lu-kham-in	head-pillow-INST	And he lighted upon a certain place, and tarried there all night, because the sun was set; and he took of the stones of that place, and put them for his pillows, and lay down in that place to sleep.	additional	35	lu.1	lexical	1
lemma	su	01018023	Tua ciangin Abraham in hong naihin, “Thuman mite, migilote tawh susia khawm takpi ding na hi hiam?	su-sia	CAUS-bad	And Abraham drew near, and said, Wilt thou also destroy the righteous with the wicked?	shortest	17	su.2	unresolved	1
lemma	su	01019025	Amah in tua khuapite, kuamte khempeuh, khuapite sunga mi tengte khempeuh le leitung a a po khempeuh a susia hi.	su-sia	CAUS-bad	and he overthrew those cities, and all the plain, and all the inhabitants of the cities, and that which grew upon the ground.	transparent	20	su.2	unresolved	1
lemma	su	01003015	Nang le numei kikal na suanlekhakte le ama suanlekhakte kikalah kilangneihna ka omsak ding hi. Amah in na lutang hong sunim ding a, nang in ama khetul na sunim ding hi,” a ci hi.	su-nim	bruise-enmity	and I will put enmity between thee and the woman, and between thy seed and her seed; it shall bruise thy head, and thou shalt bruise his heel.	additional	34	su.2	unresolved	1
lemma	su	01006013	Pasian in Noah' kiangah, “Mi khempeuh beisak ding ka khentat zo hi; bang hang hiam cih leh amau' hangin leitungah ngongtatna kidim hi. En in, leitung tawh amaute ka susia khawm ding hi.	su-sia	CAUS-bad	And God said unto Noah, The end of all flesh is come before me; for the earth is filled with violence through them; and, behold, I will destroy them with the earth.	additional	33	su.2	unresolved	1
lemma	su	01006017	Bang hang hiam cih leh, en in, leitungah a om nuntak husanna a nei khempeuh a susia dingin leitungah tuiciin ka tungsak ding hi. Leitung a om khempeuh si ding hi.	su-sia	CAUS-bad	And, behold, I, even I, do bring a flood of waters upon the earth, to destroy all flesh, wherein is the breath of life, from under heaven; and every thing that is in the earth shall die.	additional	31	su.2	unresolved	1
lemma	khet	02035018	biakbuk khetphimte le huang khetphimte, le a khaute;	khet-phim-te	judge-try-PL	the pins of the tabernacle, and the pins of the court, and their cords,	shortest	8	khet.1	lexical	1
lemma	khet	02038020	Biakbuk le buktual kimkota ding khetphimte khempeuh sumngo ahi hi.	khet-phim-te	judge-try-PL	And all the pins of the tabernacle, and of the court round about, were of brass.	transparent	10	khet.1	lexical	1
lemma	khet	01003015	Nang le numei kikal na suanlekhakte le ama suanlekhakte kikalah kilangneihna ka omsak ding hi. Amah in na lutang hong sunim ding a, nang in ama khetul na sunim ding hi,” a ci hi.	khet-ul	heel-crush	and I will put enmity between thee and the woman, and between thy seed and her seed; it shall bruise thy head, and thou shalt bruise his heel.	additional	34	khet.1	lexical	1
lemma	khet	01025026	Tua khit ciangin a sanggampa hong suakkhia a, ama khut in Esau' khetul len hi. Tua ahih ciangin ama min dingin Jakob kiphuak hi. Amau' suah ciangin Isaac kum sawmguk a pha hi.	khet-ul	heel-crush	And after that came his brother out, and his hand took hold on Esau's heel; and his name was called Jacob: and Isaac was threescore years old when she bare them.	additional	33	khet.1	lexical	1
lemma	khet	01049017	Dan pen lampi-ah gulpi hi ding a, sul gei-ah gulgu nei hi ding hi. Sakol' khetul petin a tuang pa a nungkiat hi.	khet-ul	heel-crush	Dan shall be a serpent by the way, An adder in the path, That biteth the horse heels, So that his rider shall fall backward.	additional	23	khet.1	lexical	1
lemma	“Naupaiina-Ah	01003016	Tua ciangin numei kiangah, “Naupaiina-ah na gimna nakpitakin ka khangsak ding a, na a sapipi-in nau na nei ding hi. Ahi zongin na pasal mah na deih ding a, amah in nang tungah hong uk ding hi,” a ci hi.	Naupaiina-ah	NAUPAIINA-AH	Unto the woman he said, I will greatly multiply thy sorrow and thy conception; in sorrow thou shalt bring forth children; and thy desire shall be to thy husband, and he shall rule over thee.	shortest	40	“Naupaiina-Ah.1	lexical	1
lemma	gim	02001013	Tua ahih ciangin amaute in Israel mite a gim mahmahin na semsak uh a,	gim	suffering	And the Egyptians made the children of Israel to serve with rigour:	shortest	14	gim.1	lexical	1
lemma	gim	01004013	Kain in Topa' tungah, “Keimah gim hong kipiakna, ka thuak zawh ding hi lo hi.	gim	suffering	And Cain said unto the LORD , My punishment is greater than I can bear.	transparent	15	gim.1	lexical	1
lemma	gim	01003016	Tua ciangin numei kiangah, “Naupaiina-ah na gimna nakpitakin ka khangsak ding a, na a sapipi-in nau na nei ding hi. Ahi zongin na pasal mah na deih ding a, amah in nang tungah hong uk ding hi,” a ci hi.	gim-na	suffer-NMLZ	Unto the woman he said, I will greatly multiply thy sorrow and thy conception; in sorrow thou shalt bring forth children; and thy desire shall be to thy husband, and he shall rule over thee.	additional	40	gim.1	lexical	1
lemma	gim	01003017	Tua ciangin mipa kiangah, “Nang in na zi' thu mangin, 'Nang in na ne kei ding hi,' ci-in nang kong thupiak singgah ne na hih ciangin, nangma hangin leitang in samsiatna ngah hi. Na nuntak tawntung gimpi-in na semin na annek ding na zong ding hi.	gim-pi-in	sorrow-big-INST	And unto Adam he said, Because thou hast hearkened unto the voice of thy wife, and hast eaten of the tree, of which I commanded thee, saying, Thou shalt not eat of it: cursed is the ground for thy sake; in sorrow shalt thou eat of it all the days of thy life;	additional	46	gim.1	lexical	1
lemma	gim	01008021	Topa in a namtui gimnam a zak ciangin, a lungsim sungah, “Mihing' gamtatna hangin leitang ka samsia kik ngei nawn kei ding hi. Bang hang hiam cih leh mihing' lungsim ngaihsutna pen a tangval lai panin a gi lo hi mawk hi. Tu-a ka hih bangin nuntakna a nei khempeuh zong ka susia ngei nawn kei ding hi.	gim-nam	suffer-taste	And the LORD smelled a sweet savour; and the LORD said in his heart, I will not again curse the ground any more for man's sake; for the imagination of man's heart is evil from his youth; neither will I again smite any more every thing living, as I have done.	additional	58	gim.1	lexical	1
lemma	khangsak	19050019	“Na kam uh, siatna na uksak uh a, na leii un khemna a khangsak hi.	khangsak	raise.up	Thou givest thy mouth to evil, And thy tongue frameth deceit.	shortest	15	khangsak.1	lexical	1
lemma	khangsak	19071021	Nangmah in ka min hoihna nong khangsak ding a, nong hehnem kik ding hi.	khangsak	raise.up	Thou shalt increase my greatness, And comfort me on every side.	transparent	14	khangsak.1	lexical	1
lemma	khangsak	01003016	Tua ciangin numei kiangah, “Naupaiina-ah na gimna nakpitakin ka khangsak ding a, na a sapipi-in nau na nei ding hi. Ahi zongin na pasal mah na deih ding a, amah in nang tungah hong uk ding hi,” a ci hi.	khangsak	raise.up	Unto the woman he said, I will greatly multiply thy sorrow and thy conception; in sorrow thou shalt bring forth children; and thy desire shall be to thy husband, and he shall rule over thee.	additional	40	khangsak.1	lexical	1
