# language_name:	Paite Chin
# closest ISO 639-3:	pck
# year_short:	scraped 2026
# year_long:	Not available
# title:	Paite Chin
# URL:	https://www.bible.com/bible/1870
# copyright_short:	See bible.com for copyright information
# copyright_long:	Scraped from bible.com. See original source for copyright.
01022012	Ama'n, “Naupang tung ah na khut kha ke'n. Amah bangmah loh ke'n. Na tapa, na neihsun mahmah leng kei a dia na it louh ziak in Pathian na lau chih tu in ka theita,” achi hi.
01022013	Abraham adak a, a-en a, ngai in, anunglam ah belampa, singbawk a akii awk ana om hi. Abraham in huai belampa ava man a, atapa sik in halmang thillat in alan zawta hi.
01022014	Abraham in huai mun min, “Jehovah Jireh,” asa hi; tuni tan a, “ Toupa tang ah ngaihtuah hi na ve,” achih zel bang un.
01022015	Toupa angel in anihveina ding in van a kipan Abraham asam nawn hi.
01022016	“Hiai thil na hih ziak leh na tapa neihsun na it louh ziak in kei mahmah in ka kichiam hi.
01022017	K'on vualzawl ngeingei ding a, van a aksite zah leh tuipi piau a piaunel zah in na suante ka pungsak ngeingei ding. Na suante'n adoute uh kulh kongkhak atang ding uhi.
01022018	Ka thu na man ziak in na suan ah leitung a nam chih vualzawl in a-om ding uh,” achi hi.
01022019	Asikha tangvalte kiang ah Abraham akik nawn a, athou ua, Beer-sheba lam manoh in apai uhi. Beer-sheba ah Abraham ateng hi.
01022020	Hichi in huai thilte nung in Abraham kiang ah, “Ngai in, Milkah in leng na sanggampa Nahor tate aneihsakta ve,” chi in Abraham ahilh uhi.
01022021	Ata masa Huz ahi a; asanggampa Buz ahi, Aram pa Kemuel;
01022022	Chesed, Hazo, Pildash, Jidlaph leh Bethuelte leng ahi uh,
01022023	Bethuel in tanu Rebekah anei a; huai giatte Milkah in Abraham nau Nahor aneihsakte ahi uh.
01022024	Amei, amin Reumah in leng Tebah, Gaham, Thahash leh Maakah anei hi.
01023001	Sarah damsung kum zakhat sawmnih-le-sagih ahi. Hiaite Sarah damsung kumte ahi uh.
01023002	Kanaan gam a Kiriath-arba, Hebron kichi ah Sarah asi a, Sarah suun ding leh kah ding in Abraham ahong hi.
01023003	Amisi luang ma a kipan Abraham adingtou a, Heth suante kiang ah,
01023004	“Na lak uah mikhual leh khualtam lel ka hi a; ka misi luang muh louh dia ka vuitheihna ding in vuina mun hon pia un,” chi in angen hi.
01023005	Heth suante'n Abraham adawng ua, akiang ah,
01023006	“Ka toupa, hon ngaikhia in, nang ka lak ua vaihawm thupitak na hi a; ka hante uh lak a na deihna penpen ah na misi vui in. Na misi na vuina ding in ka lak uah kuamah in ka han uh hon piak ka it kei ding uh,” achi uhi.
01023007	Huai gam mite leh Heth suante ma ah Abraham dingtou in akun hi.
01023008	“Ka misi ka muh louh dia ka vui pha na sak uleh, hon ngaikhia unla, Zohar tapa Ephron kiang ah hon ngetsak un.
01023009	Alou taw a om, aneih, Makpelah kokhuk hon pe ding in, na lak ua vuina mun ding ama'n hun asak zahzah la henla, hon pia hen,” achi hi.
01023010	Heth suante lak ah Ephron atu a; Heth mi Ephron in Heth suante theih in akhokulh kong a lut peuhmah nangawn theih in Abraham adawng a,
01023011	“Hilou e, ka toupa, hon ngaikhia in. Lou leh asung a om kokhuk leng ka hon pia hi. Ka chipihte tapate mitmuh in ka hon pia hi. Na misi vui in,” chi in.
01023012	Huchi in huai gam mite ma ah Abraham akun hi.
01023013	Huai gam mite theih in Ephron kiang ah, “Pha na sakleh hehpih in hon ngaikhia in; lou man ka hon pe ding, kei a kipan la in, huai mun kia ah ka misi ka vui ding,” achi hi.
01023014	Ephron in Abraham adawng a, akiang ah,
01023015	“Ka toupa, hon ngaikhia in. Lei mun dangka shekel zali ahi a, huai zaw, nang leh kei a ding in gen tham ahi a hia? Na misi vui mai in,” achi hi.
01023016	Abraham in Ephron thu azuita a; Heth suante theih in Ephron in agen zah, dangka shekel zali, sumsinte zat zel abuk a, Ephron kiang ah apeta hi.
01023017	Ephron lou, Mamre toh kizawn Makpelah gam a om, alou toh, asung a kokhuk om toh, lou a sing om tengteng toh, alou kim a sing om tengteng toh,
01023018	Heth suante mitmuh in, akhokulh kong a om peuhmahte muh in, gou ding in Abraham kiang ah piakkip in a-omta hi.
01023019	Huai nung in Kanaan gam a Mamre toh kizawn, Hebron kichihna, Makpelah lou a kokhuk ah Abraham in azi Sarah avuita hi.
01023020	Lou leh asung a kokhuk om vuina mun ding in Abraham kiang ah Heth suante'n apekipta uhi.
01024001	Abraham upa in ahong tek mahmahta a, Toupa'n thil bangkim ah Abraham avualzawl hi.
01024002	Abraham in asikha, a-inn a upapen, aneih tengteng tung a thuneipa kiang ah, “Hehpih in ka pheipi nuai ah na khut golh in,
01024003	Toupa , van Pathian leh lei Pathian min lou in, ka tenna Kanaan mite nungak lak a mi ka tapa zi ding a neihsak lou ding in, ka hon kichiamsak ding.
01024004	Ka gam lam a ka tanaute kiang ah hoh inla, ka tapa Isak zi na pisak ding ahi,” achi hi.
01024005	Sikha in akiang ah, “Numei in hiai gam lam ah hon zui nuam kei taleh, na tapa na hong pawtna gam a pikik nawn ding ka hi diam?” achi hi.
01024006	Abraham in akiang ah, “Huai a ka tapa pikik nawn lou ding in pilvang in.
01024007	Toupa , van Pathian, ka pa inn a kipan leh ka pianna gam a kipan hon pikhepa leh hon houpihpa leh hiai gam na suante kiang ah ka pe ding, chi a ka kiang a kichiampa'n, amah ngei in na ma ah a-angel apaisak ding a, huai a kipan ka tapa zi na pisak ding ahi.
01024008	Numei in hon zuih nop keileh, ka kiang a na kichiamna thu ah na siang ding. Akoi abang hitaleh, huai ah zaw ka tapa na pikik nawn ding ahi kei,” achi hi.
01024009	Sikha in apu Abraham pheipi nuai ah akhut agolh a, akiang ah huai thu ah akichiamta hi.
01024010	Sikha in apu sangawngsaute lak ah sangawngsau sawm akai a, apu thil hoih chiteng tawi in, apawtkheta hi. Athou a, Mesopotamia gam a Nahor khopi lam ah akipankheta hi.
01024011	Nitaklam a tui tawi dia numeite akuan hun laitak un, dainawl a tuileh kiang ah asangawngsaute akhukdinsak hi.
01024012	“Aw Toupa , ka pu Abraham' Pathian, hehpih in tuni in hon lohchingsak in, ka pu Abraham tung ah hehpihna langsak in.
01024013	En in, tuikhuk kiang ah ka dingh a, khua a mite tanute tui tawi ding in ahong kuan uhi.
01024014	Huan hichi hi henla, nungak kuapeuh kiang a, ‘Hehpih in ka dawn ding in na tuibel niamsak dih ve,’ ka chih a, ama'n, ‘Dawn in, na sangawngsaute leng dawn ding ka pe ding,’ chi peuhmah, huai mi ngei na sikha Isak zi ding a na miseh hi hen. Hiai ah ka pu tung ah hehpihna na langsak, chih ka thei ding,” achi hi.
01024015	Huan hichi ahong hi a, agen khit ma in, ngai in, Abraham nau Nahor zi Milkah tapa Bethuel tanu Rebekah, aliangzang a tuibel pua in ahong kuan hi.
01024016	Huai nungak amel hoih mahmah, nungak siangthou ahi a, pasal himhim akithuahpih ngei kei hi. Tuikhuk ah apaisuk a, atuibel adimsak a, apaitou nawn hi.
01024017	Amah tuak ding in sikhapa atai a, “Hehpih in na tuibel a tui tawmchik hon dawnsak dih ve,” achi hi.
01024018	Ama'n, “Dawn in, ka toupa,” achi a; kintak in akhut in atuibel adomkhesuk a, adawnsak hi.
01024019	Adawn nung in, “Na sangawngsaute a ding leng, adawnkham masiah uh ka tawi ding,” achi hi.
01024020	Kintak in gankuang ah atuibel atei a, tui tawi ding in tuileh lam ah atai nawn a, asangawngsau tengteng a ding leng atawisak hi.
01024021	Sikha in alohchingsak leh sak louh theihna ding in adai dide hi.
01024022	Huan hichi ahong hi a, sangawngsaute'n adawnkhamtak un, sikha in dangka-eng bilbah shekel kimkhat a gik leh akhut a ding dangka-eng tau nih shekel sawm a gik asuahkhia hi.
01024023	Akiang ah, “Kua tanu na hia? Hehpih in hon hilh in. Na pa inn ah ka giahna ding uh mun a-om diam?” achi hi.
01024024	Ama'n akiang ah, “Bethuel, Milkah tapa, Nahor a ding a aneihsaknu tanu ka hi,” achi hi.
01024025	Amah mah in akiang ah, “Buhpawl leh gan an ka hau tuak ua, giahna mun leng ka nei uh,” achi hi.
01024026	Sikha in alu akunsak a, Toupa abia hi.
01024027	“Ka pu tung ngei a azahngaihna leh athutakna tawp ngei lou, Toupa , ka pu Abraham' Pathian phat in om hen. Kei leng, Toupa'n ka pu unaute inn lam a hon na pi ahi ve,” achi hi.
01024028	Nungak atai a, huai thute anu inkuanpihte ava hilh hi.
01024029	Rebekah in sanggam pasal anei a, amin Laban ahi. Laban apawtkhia a, tuikhuk lam ah huai mi kiang ah ava tai hi.
01024030	Huan hichi ahong hi a, bilbah leh asanggamnu khut a taute amu a, huai mi'n, “Huchi khachi in ahon chi,” chi a, asanggamnu Rebekah thugente azaktak in, huai mi kiang ah ahohta hi. Ngai in, amah tuikhuk ah sangawngsaute kiang ah ana dingh gige hi.
01024031	Laban in, “Nang, Toupa vualzawlpa, hong inla, ka inn uah hong lut in. Bangziak a inpua a dingh nilouh? Inn leh mun sangawngsaute a ding in ka bawl khinta,” achi hi.
01024032	Huchi in inn ah alut a, Laban in sangawngsau van aphel a; sangawngsaute a ding in buhpawl leh gan an apia a, akhe leh alawmte khe silna ding tui apia hi.
01024033	Abraham sikha ma ah nek ding alui a; himahleh ama'n, “Ka hong hohna san thu ka gen mateng ka ne kei ding,” achi hi. Ama'n, “Gen ve le,” achi hi.
01024034	Ama'n, “Kei Abraham sikha ka hi.
01024035	Toupa'n ka pu nakpitak in avualzawl a, miliantak ahong hita. Toupa'n akiang ah belamhon, bawnghon, dangka, dangka-eng, sikhapate, sikhanute, sangawngsaute leh sabiltungte leng apia hi.
01024036	Ka pu zi Sarah in tek nungpi in ka pu a ding in tapa aneihsak a; akiang ah aneih tengteng ape vek hi.
01024037	Ka pu in, ka tenna gam a Kanaante nungak lak a ka tapa zi ding a na neihsak ding ahi kei.
01024038	Ka pa inn lam ah, ka tanaute kiang ah hoh inla, ka tapa zi na pisak zaw ding ahi, chi in ahon kichiamsak hi.”
01024039	Ke'n ka pu kiang ah, “Numei in hon zui nuam kei kha ding,” ka chi hi.
01024040	Ama'n, ka kiang ah, “ Toupa ama a ka om zelnapa'n na kiang ah a-angel ahon sawl ding a; na hohna ding ah hon lohchingsak ding. Ka tapa a ding in ka tanaute leh ka pa inkote lak a zi na neisak ding ahi.
01024041	Ka tanaute kiang ngei na tun chiang in, ka kiang a na kichiamna a kipan na siang ding. Nungak ahon piak kei uleh ka kiang a na kichiamna a kipan na siang ding,” achi hi.
01024042	“Tuni in tuikhuk ka hong tung a, ‘Aw, Toupa , ka pu Abraham' Pathian, ka paina a na hon lohchinsak dingleh, en in, tuikhuk kiang ah ka dingh hi.’
01024043	Hichi hi henla, tui tawi ding a nungak hong kuan kuapeuh kiang a, ‘Hehpih in dawn ding na tuibel a tui tawmchik hon pia in,’ ka chih a,
01024044	ama'n ka kiang a, ‘Dawn in, na sangawngsaute a ding leng ka tawi ding, chi peuhmah, huai mi ngeingei ka pu tapa a ding a Toupa numei seh hi hen,’ ka chi hi.
01024045	Ka lungsim a ka gen khit ma in, ngai in, Rebekah, atuibel pua in ahong kuan a; tuikhuk ah apaisuk a; tui atawi a; akiang ah, ‘Hehpih in tui hon dawnsak dih ve,’ ka na chi hi.
01024046	Ama'n kintak in aliangzang a kipan tuibel adomkhia a, ‘Dawn in, na sangawngsaute leng dawn ding ka pe ding,’ achi hi. Ka dawn a, sangawngsaute leng adawnsak hi.
01024047	Ke'n, ‘Kua tanu na hia?’ chi in ka dong a; ama'n, ‘Nahor tapa, Milkah in aneihsakpa Bethuel tanu ka hi,’ achi hi. Abil ah bilbah ka batsak a, taute leng akhut ah ka bunsak hi.
01024048	“Ka lu ka kunsak a, Toupa ka bia a, Toupa , ka pu Abraham' Pathian, ka pu sanggampa tanu ngei, atapa a dia azi ding a pisak ding a lampi diktak a hon pipa ka phat hi.
01024049	Tu in ka pu na hehpih ua, atung a chihtak pet a na hih ding uleh hon hilh un. Na hih kei ding uleh leng hon hilh un. Taklam hiam, veilam hiam, ka nga thei ding,” achi hi.
01024050	Laban leh Bethuel in adawng ua, “Hiai thil Toupa a kipan a pawt ahi. Kou na kiang ah asia-apha bangmah ka gen thei kei uh.
01024051	En in, na ma ah Rebekah a-om, pi inla, paipih in, Toupa'n agensa bang in na pu tapa zi ding in om hen,” achi uh.
01024052	Huan hichi ahong hi a, Abraham sikha in athu uh azaktak in lei si in Toupa abia hi.
01024053	Abraham sikha in dangka suang kizepnate, dangka-eng kizepnate leh silh-le-ten alakhia a, Rebekah apia a; asanggampa leh anu kiang ah leng thil manpha pipi apia hi.
01024054	Amah leh alawmte'n ne in adawn ua, huai ah agiakta uh. Zingsang in athou ua, “Ka pu kiang ah hon paisakta un,” achi hi.
01024055	Asanggampa leh anu'n, “Nungak ni sawt lou chik, ni sawm lel bek, ka kiang uah om tadih hen. Huai khit in ahong pai na ding,” achi uhi.
01024056	Ama'n akiang uah, “Hon zekaisak kei dih ua, Toupa'n lah ka hohna ah ahon lohchingsakta ngal a. Ka pu kiang a ka paitheihna ding in, hon sawl zaw mai ve ua,” achi hi.
01024057	Amau, “Nungak ka sam ding ua, ama kam mahmah kidongleh,” achi uhi.
01024058	Rebekah asam ua akiang ah, “Hiai mipa kiang ah na pai nuam maw?” achi ua. Ama'n, “Pai nuam ve ning e,” achi hi.
01024059	Asanggamnu uh Rebekah leh adonnu leh Abraham sikha leh amite akhakheta uhi.
01024060	Huan Rebekah avualzawl ua, akiang ah, “Ka sanggamnu uh aw, nang, sing ngenta sang tampite nu hong hi in! Na suante'n amau hote kulh kongkhak neihsak uhen!” achi uhi.
01024061	Rebekah athou a, asikhanute toh sangawngsaute tung ah atuang ua, huai mi azuita uhi. Abraham sikha in Rebekah api a, apaita uhi.
01024062	Huan Beer-lahai-roi tuikhuk lam a kipan Isak ahong a, amah sim gam a teng ahi.
01024063	Nitaklam in loubuk ah kingaihtuah ding in Isak apawtkhia hi. Adak a, a-en a, ngai in, sangawngsau hong paite amu hi.
01024064	Rebekah adak a, Isak amuhtak in sangawngsau tung a kipan akumkhia hi.
01024065	Sikhapa kiang ah, “Gamlak a hon dawn ding a hong pai kua ahia?” achi a; sikha in, “Ka pu ahi,” achi hi. Kikhuhna puan ala a, akikhuhta hi.
01024066	Sikha in athilhih tengteng Isak ahilh hi.
01024067	Isak in anu Sarah puanin ah apilut a, Rebekah ala a, azi ahong hita hi. Amah a-it a, anu sih nung Isak khamuang in a-omta hi.
01025001	Huan Abraham in zi dang anei nawn a, amin Keturah ahi.
01025002	Ama'n Zimran, Jokshan, Medan, Midian, Ishbak leh Shuah aneihsak hi.
01025003	Jokshan in tapa Sheba leh Dedan anei a, Dedan tapate Asshurim leh Letushim leh Leummim ahi uh.
01025004	Midian tapate Ephah, Epher, Hanok, Abidah leh Eldaah ahi uh. Huai tengteng Keturah tate ahi uhi.
01025005	Abraham in aneih tengteng Isak apia hi.
01025006	Amei tapate kiang ah Abraham in thilpiakte apia a; amah dam lai ngei in atapa Isak a kipan amaute suahlam gam ah asawlkhia hi.
01025007	Abraham damsung kum zakhat sawmsagih-le-nga ahi.
01025008	Abraham in akha akhahta a, lu a kelsam pou vek in tekkun a dam in asi a, achipihte kiang a pi in a-omta hi.
01025009	Atapa Isak leh Ishmael in Hit mi Zohar tapa Ephron lou a, Mamre phak ma a Makpelah kokhuk ah avui uhi.
01025010	Huai lou, Abraham in Heth suante a pan aleisa ahi a, huai mun ah azi Sarah kiang ah Abraham vui in a-om hi.
01025011	Huan hichi ahong hi a, Abraham sih nung in, Pathian in atapa Isak avualzawl a; Beer-lahai-roi ah Isak ateng hi.
01025012	Hiaite Abraham tapa Ishmael, Sarah sikhanu, Aigupta mi Hagar in Abraham aneihsak suante ahi uh.
01025013	Hiaite amin chiat uleh asuante uh dungzui zel in Ishmael tapate min ahi. Ishmael tapa upapen Nebajoth ahi a, huai ban ah Kedar, Adbeel leh Mibsam,
01025014	Mishma, Dumah leh Massa,
01025015	Hadad, Tema, Jetur, Naphish leh Kedemah ahi uh.
01025016	Huaite Ishmael tapate ahi ua, huaite akhua uh bang leh agiahphual uh dungzui zel a amin uh gelh ahi a, anam uh bang zel in vaihawmmi sawm-le-nih ahi uhi.
01025017	Ishmael damsung kum zakhat sawmthum-le-sagih ahi a; akha khah in asi a, achipihte kiang ah pi in a-omta hi.
01025018	Atapate Havilah gam a kipan Assuria gam lam a Aigupta gam phak ma a Shur tan in ateng ua, a-unau dang teng a kipan atuamten uhi.
01025019	Hiaite Abraham tapa Isak suante ahi ua: Abraham in tapa Isak anei hi.
01025020	Isak in Padan-aram gam a Siria mi Bethuel tanu, Aram mi Laban sanggamnu Rebekah zi a aneih lai in kum sawmli a upa ahi.
01025021	Azi achiin ziak in Isak in Toupa kiang ah azi a ding in nget petmah in angetsak hi. Toupa'n angetna angaihkhiaksak a, azi Rebekah ahong gaita hi.
01025022	Asung a anaupaite akisual ua; ama'n, “Hichibang ahih ngalleh, bangziak in ahia, ka hi chih?” achi a; Toupa dong ding in akuanta hi.
01025023	Toupa'n akiang ah, “Na sul ah nam nih a-om ua, na gilsung a kipan nam nih akikhen ding uh, nam khat sang in nam khat ahatzaw ding a, a-upazaw in anaupangzaw nna asem ding,” achi hi.
01025024	Anau neih ahun in, ngai in, asul ah phik a-om hi.
01025025	Amasazaw asan a san seksawk, puanmul bang a mul thiapthuap in ahong suakkhia a, amin Esau asa uhi.
01025026	Huai nung in anau hong suakkhe nawn a, akhut in Esau khetul alenkip a; ama min Jakob asa uhi. Rebekah in amaute aneih lai in Isak kum sawmguk a upa ahi.
01025027	Naupangte hong khanglian ua; Esau sabetsiam, gamvakmi ahi a; Jakob mimelmawl, puaninte a tengmi ahi.
01025028	Isak in asamatte anek zel ziak in Esau a-it a; Rebekah in bel Jakob a-it hi.
01025029	Jakob in betang ahuan laitak in Esau gamkuan ahong tung a, atawl mahmah hi.
01025030	Esau in Jakob kiang ah, “Hehpih in na betang huan hon nesak in; ka bah mahmah hi,” achi hi. Huaiziak in ahi amin Edom achih uh.
01025031	Jakob in, “Na ta masa hihna hon leisak phot lechin,” achi hi.
01025032	Esau in, “Ngai in, si dek ka hi ngal a; kei a ding in hiai ta masa hihna bang aphatuam dia?” achi hi.
01025033	Jakob in, “Tuni in ka kiang ah kichiam phot in,” achi hi. Akiang ah akichiam a, Jakob kiang ah ata masa hihna akhawng maimah hi.
01025034	Jakob in Esau tanghou leh abetang huan apia a; ama'n ne in adawn a, athou a, apaikheta hi. Huchibang in Esau in ata masa hihna angaineu hi.
01026001	Huan Abraham dam lai a kial ke masapen chih louh, huai gam ah kial ahong ke nawn a, Philistiate kumpipa Abimelek kiang ah Gerar ah Isak ava hohsuk hi.
01026002	Akiang ah Toupa ahong kilak a, “Aigupta gam ah hohsuk ke'n. K'on hilh ding gam ah teng in.
01026003	Hiai gam ah om tadih inla, na kiang ah ka om ding a, ka hon vualzawl ding hi. Hiai gam tengteng nang kiang leh na suante kiang a pia in, na pa Abraham kiang a ka kichiamna ka hihkip ding hi.
01026004	Van a aksi zah in na suante ka pungsak ding a, hiai gam tengteng na suante kiang ah ka pe lai ding hi. Na suan ah leitung a nam tengteng vualzawl in a-om ding uh.
01026005	“Abraham in ka thu amang a, ka thuhilhte, ka thupiakte, ka dan thusehte leh ka dante azuih ziak in,” achi hi.
01026006	Huchi in Gerar ah Isak ateng hi.
01026007	Huai khua a mite'n azi tungtang adong ua; ama'n, “Ka sanggamnu ahi,” achi hi. Amel ahoih ziak in hiai khua a mite'n Rebekah ziak in hon that kha ding uh, chi in “Ka zi ahi,” achi ngamta kei hi.
01026008	Hichi a, huai a sawtpi a-om nung in, Philistiate kumpipa Abimelek in tohlet a kipan a-en a, ngai in, Isak in azi Rebekah athoh lai amuta hi.
01026009	Abimelek in Isak asam a, “Ngai in, amah na zi ahi mah vele. Bangziak a ka sanggamnu ahi, chi maimah na hia?” achi hi. Isak in akiang ah, “Amah ziak in ka si kha ding ka chih ziak ahi,” achi hi.
01026010	Abimelek in, “Ka tung ua na thilhih bangchidan ahia? Mite lak a mi kuapeuh in na zi kithuahpih kha thei uh akei maw, ka tung uah siamlouhna na hon tungsak dek vele,” achi hi.
01026011	Abimelek mah in, “Kuapeuh hiai mi hiam, azi hiam, khoih, hihlup ngeingei ding ahi,” chi in mi tengteng thu apia hi.
01026012	Isak in huai gam ah buh aching a, huai kum in aleh za anei a, Toupa'n avualzawl hi.
01026013	Ahong thupi mahmah a, nakpitak a mithupi hong suak hial in ahong lian huaihuai hi.
01026014	Belamhon leh bawnghon anei a, inkuan leng tampi anei a, huaiziak in Philistiate'n amah ahaza uhi.
01026015	Apa Abraham dam lai a, apa sikhate'n tuileh atoh tengteng uh Philistiate'n ahudim ua, lei in ahihdim vek uhi.
01026016	Abimelek in Isak kiang ah, “Ka kiang ua kipan paimang in, kou sang in lah na hatzaw ngal a,” achi hi.
01026017	Huai a kipan Isak apawtkhia a, Gerar Phaizang ah puanin akai a, huai ah atengta hi.
01026018	Isak in apa Abraham dam lai a tuileh atohte uh atou nawn a; Abraham sih nung in Philistiate'n lah ana hudim vek ngal ua. Apa'n amin ana sak bangbang in amin asa chiat hi.
01026019	Isak sikhate'n phaizang ah atou ua, huai ah tuileh nak nei amu uhi.
01026020	Gerar a ganpute'n, “Kou tui ahi,” chi in Isak ganpute toh akisel ua, amah toh akisel ziak un tuileh min Eshek asata hi.
01026021	Tuileh dang atou nawn ua; huai leng tuhkhiak tum in akiselpih nawn zel ua; amin Sitnah asa hi.
01026022	Huai a kipan akisuan a, tuileh dang atou nawn hi. Huai ahihleh tuhkhiak tum in asubuai nawn ngal kei uhi. Tu in, “ Toupa'n mun lianpi ahon bawlsakta a, hiai gam ah chi tampi i suang ding uh,” chi in amin Rehoboth asa hi.
01026023	Huai a kipan Beer-sheba ah ahohtou hi.
01026024	Huai zan mah in akiang ah Toupa akilak a, “Kei, na pa Abraham' Pathian ka hi. Lau ke'n, na kiang ah ka om hi. Ka hon vualzawl ding a, ka sikha Abraham ziak a na suante pungsak ding ka hi,” achi hi.
01026025	Huai mun ah maitam adoh a, Toupa min alou a, huai ah apuanin leng akai hi. Isak sikhate'n huai ah tuileh atou nawn uhi.
01026026	Gerar a kipan Abimelek, alawm Ahuzzath leh sepaih pawl heutu Phikol toh akiang ah ahoh uhi.
01026027	Isak in akiang ah, “N'on ngai kei ua, na kiang ua pan na hon paimangsak ngal ua, bangchidan in ahia ka kiang a na hong pai uh?” achi hi.
01026028	Amau, “Na kiang ah Toupa a-om chih chiantak in ka thei ua, i kikal uah, kou leh nangmah kikal ah kichiam in thu i khung ding uh.
01026029	Na zakdah ka hih ngei louh bang ua, thil hoih kia lou ngal na tung a ka hih louh ua, hoihtak a ka hon paimangsak bang un; nang leng ka siatna ding himhim uh na hihlouhna ding in. Tu in nang Toupa vualzawl na hita,” achi uhi.
01026030	Huan amaute a ding in ankuang aluisak a, ne in adawn uhi.
01026031	Zingsang in beltak in athou ua, akichiamtuah uhi. Isak in amau apaisak a, akiang a kipan khamuangtak in apawtta uhi.
01026032	Huan hichi ahong hi a, huai ni mah in Isak sikhate ahong pai ua, tuileh toh thu ahong hilh ua, akiang ah, “Tui ka muta uh,” achi uhi.
01026033	Ama'n huai tuileh Shebah asa hi. Huaiziak in tutan in huai kho min Beer-sheba akichi lai hi.
01026034	Esau kum sawmli a upa ahih in, Hit mi Beeri tanu Judith leh Hit mi Elon tanu Basemath zi in anei hi.
01026035	Huaite Isak leh Rebekah lunggimnate ahi uhi.
01027001	Huan hichi ahong hi a, Isak hong tek a, kho mu thei lou khop in amit ahong mialta hi. Atapa upazaw Esau asam a, akiang ah, “Ka tapa,” achi hi. Ama'n akiang ah, “Hiai ah ka om,” achi hi.
01027002	Ama'n, “Ngai in, ka tek mahmahta a, ka sih ni ding lah ka thei kei hi.
01027003	Tu in hehpih in na vanzat, na thaltang leh na thalpeu tawi in, va gamvak inla, sa hon va matsak in.
01027004	Ka sih ma a ka hon vualzawl theihna ding in, ka duh lamtak in meh ding in limtak hon bawlsak inla, ka nek ding in ka kiang ah hon tawi in,” achi hi.
01027005	Isak in atapa Esau ahoupih lai Rebekah in ana za hi. Sa beng a hon po ding in Esau agamvakta hi.
01027006	Rebekah in atapa Jakob kiang ah, “Ngai in, na pa'n na u Esau kiang a athugen ka za.
01027007	Sa hon puak inla, ka nek a ka sih ma a Toupa ma a ka hon vualzawlna ding in, meh limtak hon bawlsak in, chi ahi.
01027008	Ka tapa, tu in ka hon thupiak bang in ka thu zui in.
01027009	Ganhon lak ah va hoh inla, kelnou nih hoihtak, huai a kipan hon la in. Aduh lamtak in na pa a ding in meh limtak in huai ka na bawl ding.
01027010	Asih ma a hon vualzawlsak ding in, anek ding in na pa kiang ah na va paipih ding ahi,” achi hi.
01027011	Jakob in anu Rebekah kiang ah, “Ngai in, ka u Esau mimulhau ahi a, kei lah minel ka hi.
01027012	Ka pa'n hon na zawt vialvial kha ding a, amah a ding in khempa ka hong hi dia, vualzawl gen tak louh hamsiat kizon lel ka hi kei ding maw,” achi hi.
01027013	Anu'n akiang ah, “Ka tapa, ka tung ah na hamsiat muh ding tung hen. Ka thu zui inla, hon va lak in,” achi hi.
01027014	Huchi in akuan a, ava la a, anu kiang ah apaipihta hi. Anu'n apa duh lamtak in meh limtak abawl hi.
01027015	Rebekah in atapa upapen Esau puansilh hoihtak, akiang a inn a om ala a, atapa naupangzaw Jakob asilhsak hi.
01027016	Huai ban ah kelnou vun leng akhut leh angawng nelna munte ah aphah hi.
01027017	Meh limtak leh tanghou abawlte atapa Jakob khut ah apia hi.
01027018	Amah apa kiang ah ava pai a, “Pa aw,” achi a; ama'n, “Hiai ah ka om, ka tapa, akua zaw pen na hia?” achi hi.
01027019	Jakob in apa kiang ah, “Na tapa upazaw Esau ka hi; na hon sawl bang in ka hih khinta. Hehpih in thou inla, hon vualzawl ding in tu inla, ka samatsa ne in,” achi hi.
01027020	Isak in atapa kiang ah, “Ka tapa, bangchidan ahia, hong man baih na tel chia?” achi a. Ama'n, “ Toupa na Pathian in ahon lohchinsak ziak ahi,” achi hi.
01027021	Isak in Jakob kiang ah, “Ka tapa, hehpih in hong pai nai dih, ka hon zawt vialvial ding, ka tapa Esau na hi na hiam,” achi hi.
01027022	Jakob in apa Isak ava naih a; ama'n ana zawt vialvial a, “A-aw Jakob aw hiven, akhutte lah Esau khutte hiven,” achi hi.
01027023	A-u Esau khut abang a, akhut amul ziak in amah atheitel kei hi. Huchi in amah avualzawlta hi.
01027024	“Ka tapa Esau ngei na hi maw?” achi a; ama'n, “Hi e,” achi hi.
01027025	Ama'n, “Hon tawi nai in, ka hon vualzawlna ding in ka tapa samatsa ka ne ding,” achi hi. Ahon tawi nai a, aneta a, uain leng ahon la a, huai leng adawn hi.
01027026	Apa Isak in akiang ah, “Ka tapa hong pai nai in, hon tawp in,” achi hi.
01027027	Ava naih a, atawp a, ama'n apuansilh gim aza a, avualzawl hi. “En in, ka tapa gim Toupa vualzawl gam gim bang ahi.
01027028	Pathian in van daitui, lei hoihna, buh tampi leh uain tampi hon pia hen.
01027029	Namte'n na nna sem uhenla, na ma ah namte kun uhen. Na unaute tung ah toupa in om inla; na nu tapate na ma ah kun uhen. Hon hamsiatte hamsiat in om uhenla, hon vualzawl peuhmah vualzawl in om hen,” achi hi.
01027030	Huan hichi ahong hi a, Isak in Jakob avualzawl zohtak in, apa Isak kiang a kipan Jakob a pawtkhe man lel chih in a-unaupa, Esau sabeng ahong tung hi.
01027031	Ama'n leng meh limtak abawl a, apa kiang ah, “Ka pa aw, hong thoukhia inla, na hon vualzawl theihna ding in na tapa samatsa neta in le,” achi hi.
