# language_name:	Lautu Chin
# closest ISO 639-3:	clt
# year_short:	scraped 2026
# year_long:	Not available
# title:	Lautu Chin
# URL:	https://www.bible.com/bible/2640
# copyright_short:	See bible.com for copyright information
# copyright_long:	Scraped from bible.com. See original source for copyright.
41005031	Ziytuv tie ta ama kha, “Cawsaa hluvpuv ta aca hruvpaa patlaw payi na hmung thluo pata tuokhaatama ahungma naa taw, na ta,” ama ta.
41005032	Zingsuv ta ahungma a pangpe a taw tapa kha a cahriycake kha mang te a huv.
41005033	Cuorasala canungnung ta khaapama a cuo tapa kha a pachang nakawta ciysa te a cathangpuo pata a vaw te Zingsuv hmielie ca a pakhuv vya pane te a cuopa bangkhuo kha a chang.
41005034	Zingsuv ta, “I sanung na zangnapa na caa patluo sa. A diesa pata cakuo la na pasana taata va tluo tie,” a ta.
41005035	Zingsuv ta capa bie a ri nguoluo ning kha Jairu ing taata cawsaa chekha a vaw yite, “Na sacanung ca a thiy tli, khaapanakawma sayapa ca riethyi na pi nguoluo ri,” ama ta.
41005036	Zingsuv ta khaapama ama ri tapa kha siysaa ri li pata, Jairu kyihuo kha, “Ciy lieciy, zangna dyi hnyi tie,” a ta.
41005037	Piter, Jeim, hne a nuta Johan ri li pata ahunghmuo a paziy sa li pata Jairu hne khata ama si.
41005038	Jairu ing luo kha ama chiy ca cawsaa kha alyi-avuo za khue patlaw yite khuosa ta ama khipa hne ama caapa kha a hmung.
41005039	Ingchung luo kha a ngie te iema kha, “Khaapanakawma alyi-avuo khue patlaw ung cate nama caa? Haatiynung hing thiy vade, aa hmungpa muo a cuo ta,” a ta yi.
41005040	A pahnyi ta ama pahnyi sue. Cacuonakaw Zingsuv ta ingchung taata papya diy yite, haatiynung a nung hne a paa, ziytuv tie pathung hne dyi khata haatiynung awna khuo luo kha amaa ngie.
41005041	A kuv ta la te, haatiynung kyihuo kha, “Talitha, koum,” a ta. A siyluo ca, “Haatiynung, thu tie,” tanapa ta a cuo.
41005042	Haatiynung ca sungkha ta kya thu te luo a cakuo. (Ama ca kung hraa hlyihning tana a cuo). Capa hmang kawlie cata iema ca ama nang dyi a uo.
41005043	Zingsuv ta hingpa kaw hing ahunghmuo pachang sa'a va ungciy tapata khuopuv ta thlu yite, haatiynung kha ning riypa pi riypata a chang yi.
41006001	Zingsuv ca capa hmang taa cata pya te a puvnapa khy luo kha ziytuv tie hneta ama va pha.
41006002	Sabbath ning takha apungna-ing lie pacuv yite a pacuvna a thyipa a hluvpuv ca ama kharue a haasa. Hingpa bangkhuo hing khaapa taata ma a hmung? Hingpa singna hing tuokhaapa singna tama a cuo? Tuokhaapa cahrana hmang tue khuna ma a kuv ta a tuepa hing! ama ta.
41006003	Ama ca Mary saacapaapa, Jeim hne Josef hne Judas hne Simon tie uvta, lettamaapa kha cuo vama? A sieta zaw hmuota lie hingna kiema'a lie ama aw cuo vama? ta yite siysaa ri li pata ama aw.
41006004	Cakhutaata Zingsuv ta iema kha, “Profet ca ama puvna khy, ama tieriy'a nata ama chungkhue lie ta li pata ca pa-uvsathyi li pata aw vayi” a ta yi.
41006005	A pasapa chekha cunglie a kuv khang te a patluo sapa yi ri li pata kharuehaa hmang khaahmuo tue khu vyi.
41006006	Zangna ama hnyi linapa kha Zingsuv ca a kharue a haa hringhruo. Cakhutaata Zingsuv ca ama cahriy lie a awpa khy luo kha tlaw te a pacuv yi.
41006007	Ziytuv hlyihning tie kha ku yite pahning pahning ta a pathlie yi. A pyalyipa thlaapa te khuna naw kha pi yite,
41006008	“Khuecahryi ri li pata nama khy tlawna luo kha khaapahmuo a phya kha ung; viechuo cuose, sahrie cuose, tuokaa cuose a phya kha ung.
41006009	Cuorasala phanaah kha a pakaw ung, cadyiseca buohryi zunghning ta a hriy kha ung,” tapata bie a taa yi.
41006010	Ata kaliepa yi ca, “Namaa ngienapa ing lie kha nama pya hluo li ta aw tie ung.
41006011	Ingtlung caa dapa hne nama bie naa a thlie khing lipa tie kha nama pya se tiyta na ma phyipazaa lie a bepa buvcing kha iema kuo kha luo taata tehte cuo riypata a cakhawsue siy tie ung. Caca ama cuota a raaring pina a cuo aa.
41006012	Cacuonakawta pya yite cawsaa kha ama suena taata amaa ngiepachiy riypata phung ama chang.
41006013	Khuevuo hluvpuv kha papya yite a pasapa kha chiytiy thuv yite ama patluo sa.
41006014	Zingsuv thuohlaa ca khy ting ta a pathuo nakawta Siepahruo Herod zaw ta a thyi ra. Cawsaa chekha ta, “Tiynawtuv Johan na thiyna taata a thupakhaa; canakaw catana hinghaapa kharuehaa hmang hing a tue khu, ama ta.
41006015	Cuorasala a hrangpa tie ta, “Elijah tana a cuo,” ama ta. A hrangpa tie ta, hluoning profet tie haapa profet pakha tana a cuo,” ama ta.
41006016	Herod ta a thyi tiyta, “Kama ta a luv i za pate sapa yi Johan khana thiyna taata a thupakhaa,” a ta.
41006017	Herod pangpa ta cawsaa pathlie yite Johan kha a za patuv sa yi, pahre sa yite thaw a pathla. A nuta Filip napuv a cuo thluo pata napuv ta aa tuepa Herodias nakawta a tuepa a cuo.
41006018	Tahematapakieca Johan ta, “Na nuta napuv ca a hlaw riypa cuo vyi,” tapata a za chang pari.
41006019	Cacuonakaw Herodias ta a palung ruv ta Johan kha hue te a thie khing. Cuorasala thie khu vyi;
41006020	tahematapakieca Herod ta Johan kha aa dangpa hne a pathepa a cuo pakha pachang te a ciy nakawta a daakhuo. Ama ta Zingsuv bie kha a thyi tiyta a palung a kalaasa raalaa pata a bie kha naa a thlie khingsa.
41006021	Cuorasala Herodias ta cuophaa a hmung. Capaca Herod ta a puv ning alawna pyi kha tue te siepahruo chungkhue tie, cuzaa byilepa tie, hne Galilee ruo hruetuv tie sa a duo ning yi ta a cuo.
41006022	Herodias sacanungnung kha zaa ngie te a luo ca Herod hne a khyche tie kha ama palung a patluo yi. Cacuonakaw siepahruopa ta lesaanung ca, “Na khingpa palang naa hie la ica pi aa,” a ta.
41006023	Chie aa sa te a tapa ca, “Ina hiepa bangkhuo ica pi aa, i ruo khingkhuo te hmuota ica pi aa,” a ta.
41006024	Lesaanung ca pya te a nung kha a va hiehriy. “Khaapama i hie aa?” a ta. A nung ta, “Tiynawtuv Johan luv,” tapata a palie.
41006025	Lesaanung ca siepahruopa'a luo kha kaa mala te, “Ata hingta tiynawtuv Johan luv kha daa pakhue lieta na pi la tapa na i khing,” a ta.
41006026	Siepahruopa ca a ngie a chi hringhruo, cadyiseca a khyche zaw hmiemang hne bie a kuo ciepa a cuo nakawta i khing vyi.
41006027	Sungkha ta rievetuv riekapapaa ca Johan luv kya cyi riypata naw pi te a pathlie. Riekapa ca thaw-ing luo kha vaa te Johan luv kha a te.
41006028	Daa pakhue ta kya cyile te lesaanung kha a pi. Cakhutaacata lesaanung ta a nung kha a pi.
41006029	Capa thuohlaa ca Johan hnangziytuv tie ta ama thyi pahne ta a vaw yite a riy kha la yite ama paby.
41006030	Lucuotuv tie ca Zingsuv kha cadung yite ama tuepa hne ama pacuvna kaw kha ama chang.
41006031	Zingsuv ta, “Nama palang hingta ruoduona luo kha a vaw ungla sungkha a pahy tie ung,” a ta yi. Tahematapakieca cawsaa a lie bungthawpa ama hluv tuv nakawta sa ningna cuo hmuo hnyi vayi.
41006032	Cakhutaata iemata tah ruoduona luo kha sawkawpalaw ta ama si.
41006033	Cuorasala cawsaa hluvpuv ta hmung yite, ama pachang nakawta khy ting taakhata vya pya yite ama phyi ta ama si ca iema hluo ta a hmang luo kha ama va chiy lu.
41006034	Zingsuv ca ngiekuo luo cung te cawsaa hluvpuv kha a hmung yi ca a ngiechi hringhruo yi, tahematapakieca iema ca khietuv a hnyi lipa tuv hnetana amaa lu. Caacuonakawta iema kha a hluvsa a pacuv yi.
41006035	Ning a vya ngie viele tiyta ziytuv tie ca ama'a luo kha a vaw yite, “Ruocakung lieta a cuo, ning zaw a ngiesa tli;
41006036	cawsaa hing pathlie yi la a cahriy lie a awpa lu hne khy luo hing ning riypa suokhakha vaa calyi yi se,” ama ta.
41006037	Cuorasala Zingsuv ta, “Niema ta ning riypa suokhakha pi tie ung,” a ta yi. Iema ta, vaa pate ma viechuo kha denarii zahning muo calyi'a pate ma duo'a yi,” ama ta.
41006038	Zingsuv ta, “Viechuo tluo khazaa ma nama hnyi? Va mang tie ung,” a ta yi. Va mang yite, “Tluo pangaa hne ngaa sahning,” ama ta.
41006039	Zingsuv ta cawsaa kha a phuvphuv ta che ungla aphuv cunglie kha patu sa tie ung, a ta yi.
41006040	Cacuonakawta cawsaa ca zakha phuv, sawngaa phuv tapata amaa tu.
41006041	Zingsuv ta viechuo tluo pangaa hne ngaa sahning kha la te, vuoruo luo ang te, alawna bie a hluo khu taata viechuo kha chechi te zaapuv kha re riypata ziytuv tie kha a pi yi. Ngaa sahning zaw kha a pare sa diy yi.
41006042	Ama bangkhuo ta ning yite ama riy a bi.
41006043	Cakhutaata viechuo hne ngaa azungpepa kha ama pakiy ca beke zung hraa hlyihning a bi.
41006044	Sa a ningpa capaa thawpangaa ama ta.
41006045	Cakhupahne Zingsuv ta ziytuv tie kha sawkawpalaw chung luo pakie sa yite riyliy huesuo Bethsaida luo kha pasisalu yite ama ca zaapuv kha a pathlie taa yi.
41006046	Zaapuv a pathlie khutaa yite tluocung luo kha thlaa chuo repa ta a kie.
41006047	Zuoluo vya chiy te sawkawpalaw tiyliy khingkhuo luo a chiy ning kha Zingsuv ca ama seta tluo lie kha a aw.
41006048	Thliy kha a pali ta aa vya hruo nakawta ziytuv tie ta sawkawpalaw maw amaa nang khyipa kha a hmung tiy yi ta, riyliy cunglie kha cakuo te mawdiy ta iema'a luo kha aa vaw. Iema kha law aa nang yi.
41006049	Cuorasala riyliy cunglie a cakuopa kha ama hmung tiyta athlaa ta ri yite,
41006050	ama thlaa zang hringhruo te khuo ta ama khi. Cuorasala iema kha sungkha ta chaw yite, “Kama tana i cuo, ciykha ung,” a ta yi.
41006051	Cakhutaata sawkawpalaw chunglie iema'a luo kha kie te thliy ca a die. Ziytuv tie ca ama nang ta a uo hringhruo,
41006052	tahematapakieca ama palung kha zingtuv te viechuo lie a tuepa kharuehaa hmang kha pachangpasie khu vayi.
41006053	Riyliy ama vya te khu taata Gene-saret lie kha cung yite sawkawpalaw kha ama hre siy.
41006054	Sawkawpalaw ama thuse pahne khata Zingsuv a cuopa kha cawsaa ta ama pachang paluo.
41006055	Cacuonakawta capa ruochung bangkhuo kha a catli pata si yite a pasapa kha ama pangphaa hne Zingsuv a aw tapata ama thyina hmang luo kha ama vya chiykhyi.
41006056	Zingsuv a cakuonapa khyta, khypuv, lu luo hne chadawtluo luo kha a pasapa ca vya chiykhyi yite a pangpeta chuo ama hrie riypata paa ama kie. A hriepa tie bangkhuo ca ama tluo.
41007001	Jerusalem taata a vawpa Farasi tie hne phungbie saya tie chekha ca Zingsuv'a luo kha a vya hmya yite,
41007002	ziytuv tie kuv a siy li pata, ama kuv pyapa ta sa ama ningpa kha ama pachang.
41007003	(Farasi ming hne Judah ming palang ca mingnungmingpa phungluo kha ziy yite kuv a siy li pata sa a ning lipa ta ama cuo.
41007004	Chadaw taata ama calyipa bangkhuo zaw kha a phung haata pasiy taa li pata ning vayi. Cakhutaata phung hrangpa a hluvsa zaw kha ama ziy: a phung haata panuo pasiyna, bi pasiyna, hne thiyhring kitali pasiyna tapa zaw ta ama cuo.)
41007005	Cacuonakawta Farasi tie hne phungbiesaya tie ta Zingsuv kyihuo kha, “Khaapanakawma caa ziytuv tie ta mingnungmingpa phungluo haata aw lipa yi ta, kuv a siy li pata sa ama ning?” ama ta.
41007006	Zingsuv ta, “Isaiah ta niema phahruocuo tie kaw a za rilu pahing aa hmuosa. A capepa ca: Hingpa cawsaa zaw hingta ama pakaapa dyi ta ina pa-uvsathyi yi, cuorasala ama pathiypalung ca kama hne a hlasa.
41007007	Inaa biepa yi hing muo hnyi vyi, cawsaa tue chawpa phung khana Khazing tuepa phung haata ama pacuv.
41007008	Niema ca Khazing nawbie kha thaw ung cate cawsaa tuepa phungluo khana nama ziy,” a ta, a ta yi.
41007009	Pazue te, “Niema phungluo pacu sa riypata Khazing nawbie thaw zya ca nama the ciemuo.
41007010	Moses ta, ‘Na nung hne na paa va ciyzaa yi, a nung hne a paa sie a pipa ca a thiy hrahring aa,” a ta.
41007011	Cuorasala niema ta nama nung hne nama paa kha, niema byana riypa i tapa hing Korban tana a cuo a ta pata a cuo kieca,
41007012	a nung a paa bya li pata a law khu, nama ta. (Korban siyluo ca Khazing'a luo pipa tanata a cuo).
41007013	A changpachaa ung cate nama za ziylepa nama phungluo ta Khazing bie kha nama pavie nama pavuvle. Cakhutaata hmang a hluvsa hinghaahingta nama tue.
41007014	Cakhutaa Zingsuv ta cawsaa-zaapuv kha ku pakhaa yite, “Nama palang ta naathlie ungla pachang tie ung.
41007015	Ale taata cawsaa chung luo a ngiepa hmang khata cawsaa kha papyapalyi khu vyi, Cuorasala chung taata le luo a kya pyapa hmang tuv khana cawsaa kha a papyapalyi khu.
41007016	Thyina naa a hnyipa taca thyi mangsue,” a ta.
41007017	Cawsaazaapuv kha thuse yite ingchung luo a ngie taata a ziytuv tie ta a ripa pakhingpuonabie kaw kha ama hiehriy.
41007018	Zingsuv ta, “Niema zaw hepa ma thyi li pata a aw ra ungciy? Ale taata cawsaa chung luo a ngiepa ca cawsaa kha papyapalyi khu vyi tapa ca pachang va ung cama?.
41007019	A ngiepa ca cawsaa palung chung luo cuo li pata cawsaa riy chung luo kha a ngie te a pya pakhaa.” (Zingsuv ta sa bangkhuo ca a pathe a ta khingna a cuo).
41007020	A ri pazuepa ca, “Cawsaa chung taata a kya pyapa taca cawsaa kha papyapalyi vyi.
41007021	Cawsaa chung, pathiypalung taata a kya pyapa ruena pha lipa khana cawsaa kha, aparuvsuena, paruvna, lienawna,
41007022	nungvaathingsuena, karuo-awna, zyatena, dungviena, mang a daw lipa tuena, hietliena, malie thuopachina, a palena, ngaana hne pingruena tapa pha lipa luo a chiy.
41007023	Hing a pha lipa bangkhuo hing cawsaa chung taata kya pya te ama kha a papya a palyi.
41007024	Capa hmang taacata pya te Zingsuv ca Tair pe luo kha a si. Ing kha luo kha a ngie te, capa lie a awpa kha ahunghmuo a pachang sa khing vayi. Cuorasala a nu khu vyi.
41007025	A pyalyipa thlaapa ta a sacanungnung aa hryipa canung pakha ta Zingsuv kaw kha sungkha ta thyi te, a vaw te Zingsuv phyi thabaw lie kha aa vya bu.
41007026	Canung nung ca Siria ruo Fonisia khy lie a puvpa Jentail zaanung ta a cuo. Ama ta Zingsuv kha a sacanung chung taata khuevuo papya riypa kha paa a kie.
41007027	Cuorasala Zingsuv ta, “Haatiy zaw kha ama riy bi pata pi taa ungsiy. Haatiy sa kha la pata uv thawpa ca a phung cuo vyi, a ta.
41007028	Cawsaanung cata, “Abyipa, cabya rawlie uv tahmuo haatiy zaw pathlapa sa diydya kha ama ning ra taw muo,” a ta.
41007029	Cakhutaata Zingsuv ta, Cawsaanung kha, “Cakuo tie, khuevuo ta na sacanungnung kha a pya se tli,” a ta.
41007030	Cacuonakawta, capa cawsaanung ca ing luo kha a diy te, haatiynung khuevuo ta pya se tli te, iehmang cunglie a zaa zie pakha a hmung.
41007031	Cakhutaata Zingsuv ca Tair pe taakhata kaa te Sidon cahrawpaa pata Dekhapolis pe lie a awpa Galilee riyliy luo kha a si.
41007032	Cawsaa chekha ta a naa rue te bie a ri the lipa kha vya chiykhyi yite a cunglie a kuv khang riypata Zingsuv kha paa ama kie.
41007033	Zingsuv ta cawsaa hraw taakhata ama selaw ta cakuo khyi te, a kuvdaw kha a naakary luo riy te, a paciy ta pacha te cawsaapapaa palyi ca a hrie.
41007034	Cakhutaata Zingsuv ca vuoruo luo kha ang te, a huv kha pa-y te khuopuv ta a sung khu taata cawsaapa kha, “Effatha,” a ta, a siyluo ca, “a pahaw tie” tanata a cuo.
41007035	Sungkha ta a naa pavuo te, a palyi ca a hya te a siesa pata bie a ri.
41007036	Cakhutaata Zingsuv ta ahunghmuo chang li riypata a thlu yi, cadyiseca thlu hryly yi ri hryly yi ama ta.
41007037	A ma kharue haa hringhruo te, “Hmang bangkhuo hing a pha pata a tue, a naa a ruepa khahmuo pathyi sa te, bie a ri khu lipa kha a pari sa khu,” ama ta.
41008001	Capa hrawning ngiethie cata cawsaazaapuv kha a vya hmya yite ning riypa khaapahmuo ama hnyi li nakawta Zingsuv ta ziytuv tie kha ku yite,
41008002	“Cawsaazaapuv hing i ngie na ina chi yi, tahematapakieca kama'a lie ningthung aw tli yite ata hing ning riy hnyi vayi.
41008003	Ama nangdiy pata ing luo i pakaa kie yi ca luo lieta ama hyle aa _ chekha ca luohlaasa taata a vawpa tana ama cuo,” a ta.
41008004	Ziytuv tie ta, “Hingpa ruocaa lie hing hing zaa cawsaa hing ahungma viechuo a duo khu'a yi?” ama ta.
41008005	Zingsuv ta, “Viechuo tluo khazaa ma nama hnyi?” a ta yi. “Tluo sariy,” ama ta.
41008006	Zaapuv kha alyi lie patu sa yite viechuo tluo sariy kha la te, Khazing'a luo kha palungtluona bie a hluo khu taata chechi te zaapuv re riypata ziytuv tie kha pi yite ama re.
41008007	Ngaa a cawta zaw kha hnyi yite, thluechiy a pi khu taata ziytuv tie kha a pare sa ra yi.
41008008	Ama bangkhuo ta ning yite ama riy a bi, azungpepa kha ama pakhaw ca beke ta zung sariy a bi.
41008009	Cawsaa ca thaw paliy hraw ama ta. Cakhutaacata a pathlie yi.
41008010	Ziytuv tie hneta sawkawpalaw luo kha a catlisa pata kie yite Dalmanutha pe luo kha ama si.
41008011	Farasi tie chekha a vaw yite Zingsuv hneta bie amaa i. Ama kha ama dyapasya khing nakawta, vuoruo taata kharuehaa hmang suokha ama hie.
41008012	Zingsuv ca a huv kha pa-y te, “Khaapanakawma ata chuo saa zaw ta kharuehaa hmang tue riypa ina hie yi? Biehmisi tana ica chang yi: Tuokhaapa kharuehaa hmang hmuota ata chuo cawsaa zaw hmielie hing tue pata cuo'a vyi,” a ta.
41008013	Iema kha thuse yite, sawkawpalaw chung luo kha a ngie pakhaa te, riyliy huesuo luo kha a vaa.
41008014	Ziytuv tie ta viechuo vya phyale ama maw nakawta sawkawpalaw chunglie kha tluokha dyi ama hnyi.
41008015	Zingsuv ta, “Farasi tie thiynung hne Herod thiynung kha a raaring ung,” a ta yi.
41008016	Pakha hne pakha kha, “Viechuo ma hnyi li nakawna a cuo,” amaa ta.
41008017	Zingsuv ta amaa ruepa kha a pachang nakawta, “Khaapanakawma viechuo nama hnyi lipa kaw ca namaa rue? Ata tepa hingta pachangpasie khu the va ung cama? Nama palung ma aca paping yi?
41008018	Ming nama hnyi thluo raalaa pata, hmung va ung cama? Naa nama hnyi thluo raalaa pata, thyi va ung cama? A thyi the va tli ung cama?
41008019	Cawsaa thawpangaa cuota viechuo tluo pangaa i chechi ning kha azungpepa beke zung khazaa ma namaa haa?” a ta yi. “Zung hraa hlyihning,” ama ta.
41008020	Cawsaa thaw paliy cuota tluo sariy i chechi ning khahaw azungpepa beke zung khazaa ma namaa haa? a ta yi. “Zung sariy,” ama ta.
41008021	“Cakhutaa, ata te pata pachangpasie khu va ung cama?” a ta yi.
41008022	Bethsaida luo kha ama chiy. Cawsaa chekha ta mingcuepa pakha kha Zingsuv'a luo vya chiykhyi yite a hrie riypata paa ama kie.
41008023	Zingsuv ta mingcuepapaa kha a kuv ta ca-ya te khyle luo kha a pyakhyi. A ming lie kha a paciy a be khu taata, a kuv kha a cunglie khang te, “Suokha chuo na hmung ma? a ta.
41008024	Cawsaapapaa ca vuopaa kya ang te, “Cawsaa kha i hmung khu yi, cuorasala thingkungpa na a cakuole tapa haatana i hmung yi,” a ta.
41008025	Zingsuv ta cawsaapapaa ming kha a kuv ta a taw pakhaa. Cawsaapapaa ca khuosa ta mang te a ming a vya vuo nakawta zezaw bangkhuo kha a siesa pata a hmung.
41008026	Cakhutaata Zingsuv ta ing luo kha padiy sa te, “Khychung luo vaa ngie khya,” a ta.
41008027	Zingsuv ca ziytuv tie hneta Sisaria Filipi pe khyta luo kha ama tlaw. Luopuv lie kha ziytuv tie kyihuo ta, “Kama hing cawsaa ta ahung ina ta yi ma? a ta yi.
41008028	Iema ta, “Tiynawtuv Johan tana na cuo,” ta yite, a hrangpa tie ta, “Elijah tana na cuo,” ama ta. A hrangpa tie ta, “Profet pakhakha tana na cuo,” ama ta.
41008029	Ama ta, “Niema haw, ahung ina ta ung cama?” a ta yi. Piter ta, “Messiah tana na cuo,” a ta.
41008030	Cakhutaa, Zingsuv ta, a kaw kha ahunghmuo chang li riypata a thlu yi.
41008031	Cakhutaacata Zingsuv ta ziytuv tie kha pacuv yite, “Cawsaa Saacapaa ca te-angna khuopuv ta a taw'a te, uvthyi tie, tluobyilepa tie, hne phungbie saya tie ta ama thaw aa, thie'a yite, ningthung khu taata a thupakhaa aa,” a ta yi.
41008032	Hingpa hing a siesa pata a chang yi. Cacuonakaw Piter ta a cawta cakuo khyi te a chuo.
41008033	Cadyiseca Zingsuv ta ziytuv tie'a luo kha a pali te Piter kha a chuo hriy. “Setaa, i hnang luo kha a hnyi,” a ta. “Na ruenapa hing Khazing hmang cunglie chi vaciy, cawsaa hmang cungliena na chi,” a ta.
41008034	Cawsaazaapuv hne ziytuv tie kha ku yite, “Naa ziytuv a cuo khingpa ca ama hne ama kha a thaw sala, a vieluo kha a puv pata na ziy se.
41008035	A hringna kha a khuo khingpa ca a hringna kha aa sung aa, cadyiseca kama cuo hne thuophaabie cuota a hringna a pipa ca a hringna kha a khuo aa.
41008036	Cawsaa pakha ta chuelyi hing a yalya ta cu sala, a hringna aa sung tlung kieca khaapama a thlahne aa? Thlahne'a vyi!
41008037	A hringna kha khaapa hmang tama aa thla khu aa?
41008038	Hingpa a siyhrawpa hne a suepa chuo lie hing kama hne i bie a zaakhyipa ca, Cawsaa Saacapaa ta a Paa rungnaana hne a pathepa avuoming zaw hne aa zuv thueta ama kha a zaakhyi ra aa,” a ta.
41009001	Cakhutaata, iema kha “Biehmisi tana ica chang yi: hingpa lie a daapa chung taahingta chekha hing Khazing pena ca lesyina hneta aa zuvpa ama hmung hluo li thiy'a va yi,” ata yi.
41009002	Ning caruv khu taata Zingsuv ta Piter, Jeim hne Johan dyi kha a chiy yite a suopa tluo tluokha cung luo kha a kiekhyi yi. Ama ming hmung na lie kha Zingsuv ca a thle te,
41009003	a caw kha a ruona luo ta a li te aa li, chuelyi lie a awpa ahungtahmuo cahaa cata a ruona te ta pasuv khu'a vayi.
41009004	Capa lie ca Elijah hne Moses kha zaa luo yite Zingsuv hne bie amaa rue.
41009005	Piter ta Zingsuv kha, “Saya, hingpa lie awpa hing ma cuota a pha hringhruo, thluodaa suo thung sa'a pate, suokha hing nama cuo, suokha hing Moses cuo hne, suokha hing Elijah cuota a cuo aa,” a ta.
41009006	Ama thlaa a zang hringhruo nakawta Piter ca khaapama i ri tapa kha pachang vyi.
41009007	Amyi a vya zu te a ningdiy ta iema kha buv yite, ca amyi chung taacata ueryi suokha a zuv te, “Ama hing i Duepa i Saacapaa tana a cuo, a bie a ngie mya ung,” a ta.
41009008	Ama kiecahriy kha ama mang pahraa ca Zingsuv ri li pata ahunghmuo hmung vayi.
41009009	Tluocung taata ama za cungpuo pata, Zingsuv ta, Cawsaa Saacapaa thiyna taata a thupakhaa hluo li nama hmungpa hing ahunghmuo chang'a va ungciy, a ta yi.
41009010	A ri ca amaa ngie, cadyiseca iema'a na iema kha, “Thiyna taata thupakhaana,” tapa ca khaapama a ri khingna a cuo aa? amaa ta.
41009011	Cakhutaata Zingsuv kha, “Khaapanakawma phungbie saya tie ta Elijah na a zuv taa aa ama ta? tapata ama hiehriy.
41009012	Zingsuv ta, “Zezaw bangkhuo ting pacie riypata Elijah ca aa zuv taa hmisi. Cadyiseca khaapanakawma Caapathepa ta Cawsaa Saacapaa ca khuopuv ta te-ang'a te ese nutaapa ta ama tue aa ta te a cape?
41009013	Cuorasala ica chang yi, Caapathepa a ripa haata, Elijah ca a zuv tli te cawsaa ta ama khing thiy ta ama tue mangtli,” a ta yi.
41009014	Ziytuv hrangpa tie'a luo ama va chiy ca, zaapuv ta za cadung yite phungbie saya chekha hne bie amaa zaa i nguoluo.
41009015	Cawsaa ta Zingsuv kha ama va hmung pahne ta, ama kharue haasa te a ruo yite bie ama vaa chang.
41009016	Zingsuv ta, ziytuv tie kha, “Khaapa kaw ma namaa i? a ta yi.
41009017	Cawsaazaapuv chung taa pakhapapaa ta, “Saya, I saacapaapa ca khuevuo ta a hryi te bie pari sa khu vyi,
41009018	khuevuo a chunglie a vya pya kyry ta, alyi lie kha vaapatyi te, a pakaa taata abuvcaphawpa pya te a haa dyi rie te a siypakya. Caa ziytuv tie kha khuevuo papya riypata i nue yi, cuorasala papya khu vayi,” a ta.
41009019	Zingsuv ta, “Zangna hnyi hringhruo va ung ca ing? Kha cuo te khiyma niema'a lie hing i aw kalie a hu aa? Kha cuo te khiyma nama nang cawpa ta a chiyle namaa hu kalie aa? a ta yi. Haatiypa kha a vawkhyi tie ung ta yite,
41009020	amaa vaw khyi. Khachie ta Zingsuv kha a hmung pahne ta haatiypapaa kha vaapatyi te alyi lie a lie te aa pahlangle, a pakaa taata abuv dyi a pya.
41009021	Zingsuv ta a paa kha, “Hinghaahingta a ta napa hing kha cuo ma a ta tli? a ta. “A cawta baataatana a cuo,” tapata a palie.
41009022	“Cuo hluvpuv ca a thie khing nakawta myi chung luo zaw pazu te tiy chung luo zaw a pathla. Malie naa bya khu kieca malie a bya thi tie,” a ta.
41009023	Zingsuv ta, “Malie naa bya khu kieca na ta ma? Zangna a hnyipa cuota ca zezaw bangkhuo hing a cuo khu diy,” a ta.
41009024	A paa ca sungkha ta khi pathla te, “I zang; i zang linapa kha naa bya tie,” a ta.
41009025	Zingsuv ta iema'a luo zaapuv a maa vya ruolepa kha hmung te, a pyalyipa thlaapa kha, “Nama khachie, haatiypa bie a pari sa the lipa hne naa a parue sapa hingpapaa chung taahingta pya la khatiy ning hmuo a ngie pakhaa kha tie! tapata naw ica pi,” a ta.
41009026	Khachie ca khuopuv ta khi te haatiypapaa kha a siy patyi khu taata a pya. Haatiypapaa ca a thiypa riy haata ta te, cawsaa hluv vie ta, “a thiy tli,” ama ta.
41009027	Cadyiseca Zingsuv ta a buo ta la te, pathu te a kya daa.
41009028	Zingsuv ca ing chung luo a ngie khu taata, ziytuv tie ta a paruvta tah, “Khaapanakawma khachie hing ma papya khu va? ama ta.
41009029	Zingsuv ta, “Hingpa phang hing ca thlaachuona ta dyina a pya khu,” a ta yi.
41009030	Zingsuv hne ziytuv tie ca khapa hmang taa kha pya yite Galilee cahrawpaa pata ama si. Capa kaw ca Zingsuv ta ahunghmuo pachang sa khing vayi.
41009031	Ziytuv tie kha, “Cawsaa Saacapaa hing cawsaa kuv cung luo lyi pata cuo'a te iema ta ama thie aa, ama thie khu taata ningthung a tapata a thupakhaa aa,” tapata a pacuv yi.
41009032	Cuorasala khaapama a ri khing tapa kha pachang vayi, hiehriy riypa zaw kha a nguo vayi.
41009033	Kapernaum khy luo kha pha yite ing chunglie a aw ning kha Zingsuv ta ziytuv tie kyihuo kha, “Luopuv lie kha khaapama namaa vya ile khya? a ta yi.
41009034	Cuorasala palie nguo vayi, tahematapakieca, luopuv lie kha, ‘ahungma a lece,’ tapa kha amaa vya ile.
41009035	Zingsuv ca a tu te, ziytuv tie kha ku yite, “Ahunghmuota cuose malie hrawlie a lecepa a cuo khingpa ca a cawcepa hne cawsaa bangkhuo sii ta a cuo taa hrahring na a hu,” a ta yi.
41009036	Haatiy pakha kha ku te iema hrawlie a padaa khu taata, cakuv te,
