word	count
Zabada	8
Jekonia	8
Akuba	8
Jehozadaka	8
Jerohama	8
hlanna	8
Zebadia	8
Imera	8
Ṭhenkhat	8
Matithia	8
ṭhatnain	8
intihnuai	8
mawizia	8
rorêlin	8
mantute	8
Nehemia	8
Rehuma	8
Kadmiela	8
Lalte	8
Serebia	8
Sanbalata	8
dahkham	8
Chumiah	8
pharin	8
rinawmin	8
Kawnga	8
kohte	8
ngahzia	8
tuarpui	8
Thlân	8
daihlim	8
khumin	8
kamchhuak	8
hliamte	8
hunte	8
nuamsa	8
Kawtthlêrah	8
lênin	8
Thinur	8
hlauhawmna	8
hmuiin	8
Mikhualte	8
thungrulhna	8
finga	8
Taksa	8
ṭhuin	8
lalṭhutphahah	8
talhtum	8
tiduhdahtute	8
tlâkchhamna	8
ngainatute	8
pachhe	8
sihalte	8
hausate	8
hriattîra	8
kawngkâa	8
fovin	8
tisâng	8
luipuite	8
êkdûr	8
kawchhûnga	8
thlâkin	8
hmusittute	8
Hmuhsit	8
tingîl	8
Thuhriltu	8
aliama	8
pêkna	8
kephahte	8
buhsî	8
inchûm	8
chherchhuana	8
dâng	8
bûkna	8
chantîra	8
chantîrtu	8
lungphûmte	8
Awze	8
thurêl	8
suamhmangte	8
Berâmpu	8
ṭhutphahah	8
Kebar	8
changa	8
ruka	8
zîk	8
dâwrtu	8
khawmualah	8
hapta	8
suamhmang	8
Amosa	8
hnehtu	8
Saddukaite	8
lênte	8
tifamkim	8
vânramah	8
chawplehchilhin	8
rinzia	8
chawfâk	8
châknate	8
Kipha	8
Kilikia	8
Kornelia	8
Marka	8
Korinth	8
Apollova	8
Felika	8
khenbehin	8
hlauhawmahte	8
lettu	7
pakhatna	7
Havila	7
hualtu	7
feh	7
pasarihin	7
Jareda	7
Methusela	7
khawmuala	7
Lawng	7
Sinar	7
Girgas	7
Chûnghote	7
khuan	7
lawhtu	7
thawveng	7
Arioka	7
Kiriathaim	7
depa	7
felnaah	7
Hagar	7
suma	7
chipui	7
chhohsan	7
piangte	7
Saw	7
hnunga	7
ṭote	7
chemtê	7
inchhâlin	7
Mesopotamia	7
tihniam	7
thlêngah	7
riahna	7
Tema	7
Isaakan	7
Basemathi	7
Anchhe	7
lungchhe	7
Zilpaii	7
tlingtla	7
nuk	7
bawhtu	7
lekah	7
chhûna	7
Jabok	7
chuktuah	7
bûkte	7
Hetianga	7
Ephrath	7
Lotana	7
Disona	7
Akana	7
Akbora	7
hâk	7
phuara	7
khawngaihtîr	7
fawng	7
awzâwng	7
ṭhangharh	7
tihngheha	7
bengvâr	7
ṭuak	7
leisak	7
leina	7
hrilha	7
inthlâkna	7
Tola	7
khualzin	7
pêkate	7
khandaihte	7
inrawlh	7
vaukam	7
malsâwmtu	7
chinghne	7
koham	7
chhâl	7
bulpui	7
phara	7
uih	7
tikiang	7
khawihli	7
khaukhuapte	7
engin	7
incheina	7
bunin	7
Chhûngkaw	7
zanlaiah	7
thawin	7
phunnawina	7
dâwm	7
tudawl	7
avângte	7
riahhmuna	7
ṭuan	7
chherin	7
zawrh	7
Rûkru	7
ling	7
phurin	7
dova	7
onukion	7
khângte	7
hmâwrtawng	7
lâknate	7
sawmngaa	7
kuakte	7
themthiamho	7
thlarauva	7
herh	7
lâksakin	7
al	7
ṭhente	7
dêrna	7
sualnaah	7
pana	7
kaikûn	7
ît	7
daidanna	7
hungna	7
mia	7
Chhangphut	7
entîrna	7
inthawinaa	7
bâwngtuai	7
kîahte	7
neihin	7
tisualin	7
Meia	7
tlaiah	7
per	7
faia	7
Amaha	7
phuhlip	7
khau	7
Hmeichhiain	7
thîm	7
sûk	7
ziah	7
zâwlte	7
pawmin	7
hruaina	7
hniha	7
Hna	7
buhbâl	7
zâwmin	7
Kumkhua	7
unauvin	7
Gamaliela	7
ringhlel	7
Kûta	7
invawrh	7
tawtawrâwtte	7
zâwntute	7
tlâkin	7
Nau	7
nawm	7
Rehob	7
Zoan	7
rawt	7
hmaichhan	7
tei	7
tilui	7
chanpualah	7
hualin	7
Ar	7
Jahaz	7
Zipora	7
Hephera	7
ṭhumvâwrin	7
hnamho	7
Ngaihtuah	7
tihbosak	7
inrâlthuam	7
Sâng	7
Ezion	7
geber	7
tlânna	7
helsan	7
titui	7
beihpui	7
Maakath	7
dina	7
meipui	7
hnaia	7
thilphal	7
del	7
thlana	7
thusawitu	7
huala	7
inpêk	7
ramhnuaiah	7
lusûn	7
tihsualte	7
khawsik	7
chhuahpui	7
thlensak	7
sai	7
teltîr	7
inthupte	7
Hel	7
dampui	7
hâte	7
Au	7
aven	7
inlantîr	7
rutute	7
chêngho	7
Jarmuth	7
Azeka	7
Dor	7
Taanak	7
khami	7
Soko	7
zur	7
Kana	7
luitê	7
tlute	7
Estaol	7
langsâr	7
phatsan	7
rawktute	7
hmawk	7
thauvin	7
kawngkate	7
khêng	7
tlut	7
engthâwl	7
khurah	7
kih	7
liak	7
inbeih	7
tihtlâwmin	7
hlimah	7
fuihpawrh	7
Annin	7
zû	7
ṭhiana	7
phuarnate	7
tihderna	7
kawlte	7
puithiamah	7
puithiama	7
Rorêltute	7
ngilnei	7
inlârnate	7
leilungah	7
chhiahhlawha	7
thlentu	7
tihdamin	7
inremin	7
chawhlui	7
tihfel	7
leilehna	7
râlvêngtute	7
thawktu	7
Ahinoami	7
vêntîr	7
chhechhamin	7
Tlân	7
ṭhulh	7
Hmânlai	7
Keiman	7
Thilhlan	7
lehzualin	7
Mitdel	7
Milo	7
Peleth	7
tilungni	7
Simea	7
dahte	7
hmeite	7
sawnin	7
Ira	7
thangte	7
tihlanin	7
Hrehawm	7
inbeihna	7
chirhdiak	7
Azmavetha	7
sîngsarih	7
Ethana	7
hlate	7
chhuat	7
zêm	7
bellei	7
vânan	7
tirit	7
rualpui	7
uiin	7
ṭana	7
Tisbe	7
melh	7
chhuaktute	7
hnehchhiaha	7
Menahema	7
entawn	7
Sepharvaim	7
intiam	7
nihzia	7
lehkhate	7
meleka	7
Pharao	7
Pedaia	7
Elnathana	7
Elioenaia	7
Delaia	7
Jahatha	7
Saron	7
thawktute	7
Jerimotha	7
Jeremotha	7
enkawlna	7
ṭanga	7
hmêlte	7
Sebania	7
Chawimawina	7
ramhnuaia	7
kilhna	7
Jehohanana	7
Thlang	7
ṭawngṭainaah	7
neihna	7
lianten	7
Sangha	7
hmangtu	7
luihtîr	7
lehin	7
Sala	7
Bawlhhlawh	7
hmuhsitin	7
ṭhenkhatten	7
ṭiak	7
ngheia	7
tihreh	7
zilhtu	7
thilahte	7
kîlpui	7
Aien	7
ziat	7
riai	7
Buaina	7
Hlauhna	7
luantîr	7
Keimahah	7
Mualpho	7
nghahfâk	7
rîral	7
pênte	7
tipuar	7
tlâktlâi	7
men	7
Hnehchhiahtu	7
pâwngnêkna	7
Thîr	7
hmêlhriat	7
tîm	7
nêk	7
tihchhiatna	7
uite	7
vânglaite	7
rût	7
rûmna	7
chhandamnaah	7
insualna	7
Inkhâwmna	7
chhukte	7
hnahte	7
chhandama	7
lâwmte	7
nghâktute	7
chhanhimin	7
tuifâwn	7
Ramsate	7
bawhchhetute	7
inchawimawi	7
tihdarh	7
lohnate	7
ṭawngṭainate	7
tihhniamin	7
tibâng	7
chawlhnaah	7
nunnaah	7
nghahchhana	7
muthlu	7
Ṭap	7
ṭhan	7
hmangaihnaah	7
kamtam	7
Thununna	7
lehzualna	7
vervêkna	7
hawisantute	7
ngainatu	7
sumdâwnna	7
khawrêl	7
hnehin	7
aikaihthiamte	7
iptê	7
dârthlalang	7
tuhin	7
khawngaihnaa	7
chhiara	7
darhte	7
Noph	7
Dedan	7
bawhchhetu	7
nawmsak	7
tenawmnate	7
hmuhsitawm	7
Chhandam	7
thlâwna	7
nghaisa	7
kain	7
Thlamuantu	7
theitu	7
hmawlh	7
ngaihzâwngte	7
nawhchizawrh	7
sumhmunte	7
sumhmunah	7
Beltesazzara	7
Belsazzara	7
nâte	7
Iskariota	7
Beelzebula	7
Khawvêlah	7
Bethsaida	7
ngaihdamsak	7
Herodi	7
muhîlin	7
khuang	7
Kurini	7
Rinna	7
zirtîrteho	7
Elizabeti	7
fîng	7
ngamthlêmna	7
Kret	7
ṭawnghriatlohtea	7
khûn	7
thlarauvah	7
zâwkna	7
chhuanna	7
ngaihsakna	7
Laodikei	7
Kohhran	7
ṭotîr	6
Gihon	6
muthilhtîr	6
tifing	6
keartui	6
khup	6
Kenana	6
hnathawhna	6
tihnun	6
zel	6
vâwt	6
chhimbâl	6
tuilêt	6
ṭawngte	6
Joktana	6
tihdarhin	6
Reuva	6
Seruga	6
zakin	6
ramin	6
La	6
khâwmtu	6
Sur	6
depah	6
hmutheitu	6
pawp	6
Hmanhmawh	6
bâwihpate	6
fapaah	6
tuithâwl	6
tihvârsak	6
Abraham	6
Jehova	6
Makpela	6
thuneitu	6
hnârvuah	6
inkhuhna	6
inkhuh	6
Epha	6
Hanoka	6
paite	6
thupin	6
sâwmsakna	6
bumtu	6
Malsâwmna	6
dawntîr	6
chhovin	6
tupa	6
ṭumah	6
chhilh	6
pênna	6
kalah	6
inna	6
hawitîr	6
hlâna	6
chemsen	6
fimkhur	6
bawhchhiata	6
Penuel	6
khêl	6
dawtah	6
Naupangte	6
hêngah	6
Oholibami	6
Seira	6
hanana	6
nuin	6
ṭhianpa	6
pawr	6
inrin	6
ṭhâwng	6
nungdamin	6
insawi	6
Jamina	6
Jakina	6
Imna	6
ṭhâlbea	6
vulhtute	6
tlêmin	6
intiharh	6
Heng	6
tihretheih	6
thawhna	6
lâktîr	6
Rawn	6
thâwmte	6
meilung	6
tumna	6
tihkhauhvin	6
chungute	6
tik	6
kawtlaia	6
vûm	6
hriin	6
induh	6
rite	6
Senah	6
Dawidim	6
inbuatsaih	6
Abib	6
dosak	6
dopui	6
lûttu	6
thite	6
intiang	6
tidamtu	6
Elim	6
inzâwt	6
ruatpui	6
phui	6
thîkthuchhia	6
Tual	6
chûm	6
chhîn	6
sebâwngpate	6
hahdam	6
Dawhkân	6
inep	6
palia	6
maihûnte	6
phela	6
belhbawm	6
nemnaa	6
hruihrual	6
khâp	6
khaidiatte	6
Urim	6
mawiin	6
leihbaw	6
Berâmpa	6
chawikân	6
kotlâng	6
thakthîng	6
intichhe	6
ziakte	6
hmaan	6
thinnel	6
Chhûl	6
rorêltuten	6
kengtute	6
themthiamna	6
innghah	6
thlênga	6
Rah	6
thawinaah	6
hlêp	6
malin	6
meiling	6
nungcha	6
Tuia	6
vûng	6
lêr	6
vêltîr	6
inpâwlna	6
khinghnih	6
Inhlawhfa	6
suahsualnain	6
pân	6
kuma	6
hluite	6
ṭhing	6
sâwmin	6
Ahiezera	6
Eliasapha	6
thupêka	6
vâp	6
kawm	6
tihsualna	6
thlentîrtu	6
tihthianghlima	6
tuithlâr	6
râlkhêl	6
tharah	6
inneih	6
tuikeplung	6
mansak	6
Hazeroth	6
Amiela	6
ngaihnêp	6
reu	6
dodâlin	6
ṭangte	6
tâmlakah	6
khâwmhote	6
lawhsak	6
nghêng	6
aṭangtein	6
Peor	6
malsâwmsak	6
Ruahtui	6
lungpuia	6
semsak	6
tlêmte	6
Abarim	6
Pate	6
cheimawi	6
gad	6
kâna	6
chhûnte	6
Bukia	6
vulh	6
tihlumtu	6
Astaroth	6
hmahruaitu	6
zawnsak	6
sumin	6
pangpêr	6
zam	6
zîr	6
zavaia	6
hmuingîlna	6
khatiang	6
saka	6
hnamten	6
uangthuang	6
mutpuitu	6
hmuah	6
lungten	6
awiha	6
tangah	6
botu	6
keah	6
tihdarhna	6
thiltiha	6
Chutin	6
thîktîr	6
Pâwn	6
tirui	6
thuziak	6
Zabdia	6
tihhah	6
rûkna	6
ngaihthah	6
inkhai	6
Tapua	6
litengsâwl	6
Ramri	6
Arab	6
gedi	6
Manasean	6
muan	6
Hosa	6
hawtîr	6
Kusan	6
chakin	6
chabi	6
Kison	6
Jaeli	6
bâwnghnute	6
tuboh	6
zuan	6
uan	6
inthlâk	6
lungpuiah	6
anna	6
ephod	6
hmanna	6
Ebeda	6
Zebula	6
hliamin	6
phung	6
fanuten	6
Pirathon	6
chhûla	6
Delili	6
juda	6
Chutia	6
infuih	6
beihna	6
Elimeleka	6
sengtute	6
tizual	6
dinga	6
aienthiamte	6
sîngnga	6
daihah	6
bâna	6
phênah	6
thumin	6
feite	6
kâwn	6
Vervêk	6
Goliatha	6
sînga	6
Naioth	6
Nob	6
narân	6
âtzia	6
ngawah	6
zualko	6
Nakinah	6
nawr	6
daihin	6
intichak	6
khuatea	6
mawite	6
Indo	6
rêlna	6
thlûk	6
tlangin	6
Bahurim	6
Rimona	6
lehkhaah	6
ângchhûnga	6
ngheiin	6
Itaia	6
Kîr	6
chhohnaah	6
Khawpuia	6
tlukin	6
tihhluma	6
kûnin	6
hnehna	6
kîlpuite	6
bur	6
tihmih	6
hruihrualte	6
meihawl	6
phêttîr	6
thianghlimzia	6
Sunam	6
Dâna	6
fingin	6
cheimawina	6
hlena	6
dîlnate	6
nghata	6
thinura	6
lalnuin	6
zuartute	6
tangkaruate	6
Sisaka	6
Jeroboaman	6
tihzânsak	6
remruatpui	6
riatna	6
dêrin	6
Elijan	6
chhângtu	6
hêktu	6
tihsualtîrtu	6
ping	6
suak	6
Chûngah	6
khâwmnaa	6
intiluhlul	6
Arpad	6
hniam	6
vêngtuten	6
nekoa	6
tipawp	6
Samaia	6
Azrikama	6
Meraiotha	6
Amasaia	6
Maluka	6
vâwrin	6
chhiarnaa	6
Jediaela	6
Ladana	6
Azela	6
Jahaziela	6
Azarela	6
puitute	6
râlthuama	6
zâwkte	6
tharin	6
Selomitha	6
kûngte	6
remruattu	6
darik	6
loho	6
pasariha	6
intihuai	6
Kawngkaah	6
Khandaiha	6
Bigvaia	6
Parosa	6
Pahath	6
moaba	6
Bebaia	6
Tel	6
Binuia	6
phiarna	6
ngulte	6
Zâna	6
chhawn	6
rinawma	6
invêng	6
inchhanhim	6
tawnna	6
chaknaa	6
liah	6
lampei	6
Elifaza	6
Temani	6
hrilhhai	6
Beiseina	6
Engkimtitheian	6
Rahab	6
Thimna	6
phelhsak	6
dâktawr	6
hmabâk	6
inhâwr	6
sualnain	6
duhâmna	6
thinurnain	6
Ṭhatna	6
thiamnain	6
ben	6
pâwlna	6
nghâkin	6
Bumna	6
hlo	6
ṭawnga	6
Chhûmte	6
tuartu	6
rawngbâwltua	6
beidawng	6
Nangmaha	6
Khuarkhurum	6
petek	6
Dotute	6
tihduhdahna	6
tihtlûkin	6
hmuite	6
vânahte	6
Kumkhaw	6
Matheilovin	6
ngilneihnain	6
Hmasânga	6
humhimna	6
Chapo	6
nilênga	6
nâl	6
tihtliahin	6
luai	6
sûlrûl	6
châkin	6
êmna	6
lovahte	6
khawlohnaa	6
Khawpuiah	6
sawichhetu	6
kawchhûngahte	6
ngaithlatu	6
tâwpa	6
rêlsakin	6
lohnaa	6
Ṭingṭang	6
Ngilneihna	6
Mitthite	6
Lâwmna	6
êkchhia	6
Mesek	6
paihin	6
rawktu	6
duhte	6
ngaihruat	6
chhîng	6
hnungzâng	6
Zilhhauna	6
inngaihlu	6
thatchhe	6
Ṭhian	6
rahin	6
inhmeh	6
thiltihin	6
zirtîra	6
vawh	6
lâwmnaah	6
mêkte	6
thâwk	6
phutin	6
hriatnain	6
tlattîr	6
ṭhiannu	6
chawisâna	6
thangah	6
bengngawngte	6
Kawr	6
kohva	6
pâwlpui	6
thianghlimho	6
thlamuanin	6
Tahpanes	6
hransan	6
zâwi	6
chêntîr	6
moneitu	6
Put	6
lân	6
hrila	6
hnutchhiaha	6
thuk	6
Ebed	6
ṭâmna	6
meipuia	6
inngaihna	6
ṭhaah	6
hak	6
ruite	6
sumdâwn	6
Hung	6
inbial	6
deuhvin	6
tianga	6
chhawrdawh	6
tawnin	6
khumlaizâwla	6
ropuiah	6
Daniel	6
hêktute	6
chhiahkhawntu	6
inzâwlna	6
thlaphâng	6
bengchheng	6
dawhtheihna	6
beiseiin	6
inkhing	6
dodâltu	6
apangin	6
nunnaa	6
pengte	6
pialtlêp	6
dîp	6
bâwmrâng	6
Philippi	6
bâwihpui	6
Hosanna	6
pawmte	6
rorêltuho	6
Kraws	6
Inrinni	6
Phoiniki	6
fuihna	6
Thianghlimah	6
kawltîra	6
châkkhai	6
Paa	6
zirtîrho	6
Pute	6
thilthlâwnpêk	6
kohhrante	6
Ikonion	6
Lustra	6
Galatia	6
Troas	6
Atheni	6
thlaraute	6
Agrippa	6
ṭawngṭainaahte	6
kaithotu	6
thihnain	6
ringlote	6
Tirhkoh	6
hmangaihnaa	6
chungte	5
Leiin	5
Hlîng	5
buarte	5
sarihin	5
puna	5
sualzia	5
pûng	5
Tawng	5
kâm	5
nunnate	5
kokia	5
tilian	5
Kusa	5
Dedana	5
Kaptor	5
Adma	5
Zeboiim	5
tihhransak	5
intihrang	5
Kedorlaomera	5
El	5
nangman	5
suar	5
kaw	5
mikhualna	5
leite	5
hmet	5
khawlaiah	5
pêm	5
tihdelsak	5
tlântîr	5
hrina	5
kokiah	5
sawtah	5
Rem	5
Buhpâwl	5
kalnaah	5
phîr	5
leitîr	5
Elona	5
uainin	5
hlatah	5
aiawhtu	5
hâng	5
tiangte	5
tante	5
tiamna	5
daiha	5
thlahna	5
Ramsa	5
Hetiangin	5
rimzia	5
pêlin	5
vântirhkohten	5
zârna	5
hriamin	5
nangchîng	5
Temana	5
Amaleka	5
Nahatha	5
Disana	5
buhphalte	5
uteho	5
hnemhnânna	5
fêng	5
Potiphara	5
thlahsak	5
Nei	5
hlumin	5
tângho	5
hruiah	5
pârte	5
Bâwng	5
sî	5
ṭiauvut	5
lungngaihnain	5
liamtîr	5
tihpalh	5
phih	5
ngain	5
awmtîrna	5
Palua	5
Bekera	5
Rameses	5
veia	5
upat	5
ngula	5
lâksaka	5
rûlrial	5
zukpui	5
malsâwmnate	5
Hnuai	5
indonate	5
thlêngte	5
lungngaihnate	5
thâl	5
bengngawng	5
thahna	5
nguina	5
Libnia	5
chhohva	5
nilêng	5
inhmu	5
ngaihah	5
kau	5
engtizia	5
Migdol	5
khawngaihnain	5
khurhnain	5
tingawi	5
lâmin	5
Mara	5
rilṭâma	5
omer	5
ser	5
Rephidim	5
zâng	5
lehchhâwng	5
mupah	5
khamsak	5
pawmtu	5
tuartîr	5
talhin	5
vawntîr	5
puih	5
tlânchhiattîr	5
Tlângah	5
berhbute	5
pêngah	5
hlaka	5
chaichehte	5
dahnate	5
thlawp	5
bangrelte	5
lârte	5
tîa	5
epah	5
hûnna	5
thurna	5
dârin	5
kawpte	5
tluan	5
veah	5
inzawmna	5
âwng	5
vêlahte	5
kekawr	5
hâktîr	5
anmahniho	5
gera	5
Oholiaba	5
inhmatawnin	5
mittlung	5
Zahngaihna	5
hlana	5
kuakah	5
kawrte	5
hlanin	5
puanah	5
zupui	5
pângparh	5
chaichîm	5
Hlum	5
tleng	5
chawlhkâr	5
inthenna	5
bawm	5
log	5
kâwnghrênin	5
khim	5
bawlhhlawhnate	5
hâltu	5
emawte	5
thuar	5
intihbawlhhlawh	5
Rûk	5
rêlin	5
luaha	5
intibawrhbâng	5
chhiahte	5
khawihtu	5
Sawisêl	5
chûnga	5
buhte	5
chhangin	5
awhtîr	5
tikiam	5
leitu	5
tichau	5
tawm	5
Sedeura	5
Elizura	5
Zurisadaia	5
Selumiela	5
Zuara	5
Helona	5
Pedazura	5
Gideonia	5
Abidana	5
Amisadaia	5
Okrana	5
Pagiela	5
Enana	5
Ahira	5
dawta	5
tamna	5
intihhran	5
biain	5
faina	5
neiah	5
rêm	5
thlîng	5
khawpkham	5
Kibroth	5
hat	5
Samua	5
dungah	5
nawhchizawrhna	5
dodâla	5
rorêltua	5
intilal	5
sualho	5
nunga	5
chîp	5
tihrehsak	5
bawrhbâng	5
chhuka	5
ruamte	5
tlangtîr	5
Medeba	5
luahsak	5
kova	5
Ṭhahnemngai	5
vel	5
Anchhia	5
Khuaa	5
Kittim	5
Sitim	5
Zura	5
chhiartu	5
sût	5
Thutiam	5
bânbun	5
Eleale	5
meon	5
Sibma	5
zîm	5
huamin	5
Ain	5
hnamin	5
intaina	5
tihhlumna	5
chinchâng	5
Elath	5
Repha	5
khapna	5
awmtîrin	5
tiur	5
zahngai	5
khawvêng	5
zâwla	5
zira	5
chul	5
zuia	5
hmasaa	5
Ebal	5
sathâr	5
hnutêin	5
dika	5
chiaha	5
tihthlûk	5
ramhuaizâwl	5
zâwlneiin	5
beihsak	5
paiah	5
thawhpui	5
fuh	5
inmâkna	5
rorêlnaah	5
unaupain	5
hmaiah	5
râlmuanna	5
ṭheuhte	5
sarihah	5
rahah	5
rona	5
tehkhinna	5
hlauthâwng	5
inthlamuan	5
reina	5
tihthinur	5
Chhûng	5
tleu	5
puitu	5
huaisenho	5
laizâwnte	5
ûmtu	5
ṭâwn	5
chânin	5
puiah	5
Akor	5
râllâkte	5
Adoni	5
Japhia	5
laizâwlah	5
lungah	5
Hinoma	5
Talmaia	5
Zanoa	5
hrûla	5
Maon	5
Abiezera	5
Sunem	5
aṭangtea	5
rimon	5
tihchhiatsak	5
tithim	5
zêltu	5
thuhretute	5
thlêktîr	5
khawpera	5
Othniela	5
Eglona	5
chauvin	5
inpete	5
bah	5
fateho	5
zâwlah	5
Oreba	5
Zeeba	5
suam	5
Dodova	5
Astorethi	5
Abdona	5
sihal	5
hruizên	5
kovah	5
hneha	5
hlep	5
ennawm	5
khati	5
samzai	5
chângtute	5
thihsan	5
hruihah	5
awmtîrtu	5
ṭhutnaah	5
tâwpkhâwk	5
naupangin	5
langa	5
nghawr	5
ngâwt	5
thingrem	5
Samuelan	5
chhiahhlawhpa	5
ruattu	5
ṭêp	5
thawhin	5
Nangniho	5
Malkisua	5
luhlulna	5
hawpui	5
virvawm	5
awhna	5
ngaihsân	5
uar	5
thuthlungah	5
Doega	5
Fei	5
pea	5
inkhung	5
teuh	5
remchân	5
Tûnlai	5
remhriatna	5
sâm	5
Hagithi	5
sualah	5
pindana	5
tuikhuah	5
thingtheihmu	5
Ahiova	5
vuaknain	5
Ahiluda	5
engto	5
tihautak	5
hlein	5
Absalom	5
maaka	5
luihte	5
Husath	5
Fak	5
khûrin	5
tialh	5
bûktêah	5
Kâwl	5
dêra	5
taiah	5
Aho	5
Harar	5
sawmthumte	5
Heleza	5
Teko	5
Abisagi	5
Bâwngpate	5
Khatia	5
hausaknate	5
fâwm	5
satuho	5
phêkin	5
parh	5
intiat	5
thlep	5
phelin	5
pumkhata	5
ngaithlain	5
pangang	5
tihelna	5
rimna	5
khawmualkaikuangin	5
khuahkhirh	5
Abijama	5
Baasan	5
tihsualtîr	5
Jezebelin	5
lungpuite	5
Nimsia	5
zavaiin	5
Kenaana	5
dawtheiah	5
chhûngrila	5
inbeihnaah	5
sakawrin	5
inthuamna	5
chhertute	5
Joahaza	5
hrangah	5
rorêlsakin	5
khawn	5
Urija	5
Ahazan	5
Gozan	5
nghatin	5
rintîr	5
nawite	5
Sesana	5
Hasuba	5
Pelatia	5
rorêla	5
vawtu	5
Zadokan	5
Azarian	5
Ara	5
Talmona	5
Adina	5
khatnaa	5
Rehabia	5
Hakoza	5
leileh	5
chungnungte	5
dahnaah	5
ṭhutthlêng	5
inthlahdah	5
sipaiten	5
thlawhhma	5
daha	5
Ophel	5
berâmpate	5
kêlpate	5
thlâktîr	5
Lehkhaziaktu	5
bâwltîr	5
Zakaia	5
Atera	5
Hasuma	5
Jozadaka	5
hmân	5
tizo	5
nganaah	5
Joiariba	5
tihpui	5
bahnate	5
Joiada	5
Tuikhur	5
chêksawlh	5
tukkhum	5
dâwna	5
Agag	5
Hamedatha	5
tihboralna	5
Pêk	5
hlumna	5
Bildada	5
Suhi	5
khawhar	5
tihbovin	5
awrâwl	5
Vûr	5
ninawm	5
Tûk	5
maimaw	5
Mupui	5
demna	5
Vaivutah	5
mihringa	5
muanawm	5
tlawn	5
ṭanin	5
mawih	5
ahnuin	5
chawrno	5
Kawngah	5
theu	5
hnehchhiahin	5
sânzia	5
êngin	5
Tlânga	5
bit	5
helte	5
Rethei	5
krustal	5
Boralna	5
Chungnung	5
inchantîr	5
tuitam	5
Thiltihtheihna	5
tihtliah	5
chhiarin	5
Khau	5
hawhaw	5
zuam	5
leviathan	5
vaivuta	5
mittuiin	5
Dotu	5
dovin	5
tlaitluan	5
kawngkâahte	5
Pachhiate	5
theihnghilhin	5
mangangin	5
derna	5
thuchhuakte	5
hâhum	5
Ṭhangthar	5
hlunte	5
chanchinte	5
zâwmtute	5
inchhuih	5
Khuarkhuruma	5
Pathiana	5
tlachhamin	5
Rilrua	5
diriam	5
infak	5
dikte	5
dawngtute	5
ṭhatin	5
Chapote	5
takna	5
thurûkte	5
thuhnuairawlhna	5
Hlimna	5
thlîin	5
chhuahnate	5
tihnghîn	5
ṭhâwngaleivirin	5
Thang	5
sial	5
ropuinaah	5
Ring	5
huaina	5
Luite	5
tithi	5
Mittui	5
Pathiante	5
khâwmnaah	5
mualphonain	5
chhuih	5
rinawmte	5
Tlângahte	5
buainaah	5
Thlipui	5
rilṭâmte	5
tihpunin	5
pûktîrtu	5
ruangin	5
Sualna	5
lalṭhutphahte	5
hûn	5
raha	5
nawmna	5
thupui	5
mawhphurtua	5
dâwngdah	5
hmusittu	5
aliam	5
tihtlai	5
remhria	5
intivei	5
hnathawha	5
ṭhianten	5
thiltum	5
intihah	5
apple	5
tihkhawloh	5
âah	5
thuhriltu	5
tûrahte	5
tiama	5
bialah	5
nazawng	5
zuai	5
Amahin	5
bih	5
laiahte	5
laina	5
humhalh	5
iangin	5
Thei	5
behin	5
zahawmte	5
kête	5
Pathros	5
mitkhapkâr	5
tihate	5
Ariel	5
hmangho	5
Hmu	5
lohnain	5
duhawmte	5
zovin	5
lenhmui	5
hriatpuitute	5
ziakin	5
siamtuin	5
nangmahnin	5
tihbawlhhlawhin	5
râllâkah	5
thehin	5
chûngahte	5
Mo	5
khawlaiahte	5
paten	5
hinom	5
bâwlhmunte	5
khual	5
Uire	5
nunnêm	5
chapopui	5
hmingthanna	5
inphalrai	5
zâwlneiten	5
vânin	5
tihram	5
hrilhin	5
Hrem	5
Gemaria	5
tênau	5
thihpui	5
ripah	5
suasam	5
lonu	5
sûntîr	5
theihte	5
Engkimtithei	5
tihmawhte	5
uirête	5
hawlrivâp	5
tamzia	5
sawichhiata	5
tiboralin	5
Oholai	5
Oholibai	5
jaspi	5
hlêpna	5
famkima	5
bangpêngahte	5
chhûngpui	5
dawivaihthiamte	5
aiawhtute	5
tiṭiautu	5
nawhchizuarte	5
nghâkhlel	5
lallukhumte	5
pumkhatah	5
khingpui	5
Matthaia	5
Alphaia	5
zirtîrnaah	5
ngaihtheih	5
ba	5
ruatate	5
Aleksandra	5
Marin	5
Sumeona	5
mahniin	5
Nathanaela	5
inhrûkna	5
Pamphulia	5
ngaithlatute	5
Tarsa	5
Itali	5
serhtanho	5
nungchang	5
Jasona	5
Akuila	5
Priskilli	5
Diani	5
Gaia	5
Aristarka	5
Tukika	5
sawisêltu	5
hnathawhpui	5
Bua	5
chhelzia	5
chawlhnaa	5
leilâwt	5
anpuiin	4
pungin	4
tihnâwng	4
vaivutin	4
Huana	4
Ti	4
îtawm	4
paina	4
Evi	4
kawrfualte	4
vêngtuah	4
thuhrûkin	4
Naami	4
rualpuite	4
lâng	4
hnate	4
Ararat	4
choâk	4
teho	4
Gomera	4
Javana	4
Tarsisa	4
Raama	4
Nimroda	4
Rehoboth	4
Lud	4
Arvad	4
Hadorama	4
Mesa	4
Ur	4
kiangahte	4
thata	4
Salem	4
kalpuite	4
Keniz	4
tana	4
nuih	4
Sâwm	4
pangin	4
fiamthu	4
humhimin	4
dingah	4
Moaba	4
hrinsaka	4
