pair_id	form_i	form_ii	environment	form_i_count	form_ii_count	total_count	representative_references	notes
lampi-lampih	lampi	lampih	finite_main_or_matrix	77	0	77	Genesis 12:20; Genesis 18:16; Genesis 24:27; Genesis 26:31; Genesis 32:1	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:77
lampi-lampih	lampi	lampih	negative_clause	25	1	26	Genesis 24:48; Genesis 28:20; Genesis 45:24; 2 Samuel 14:14; 2 Kings 6:19	Nearby negative material marks a negative or irrealis-heavy clause.:26
lampi-lampih	lampi	lampih	purpose_nadingin	4	0	4	Psalms 18:32; Ezekiel 40:22; Ezekiel 40:26; Ezekiel 40:31	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:4
lampi-lampih	lampi	lampih	quotative_or_say_complement	2	0	2	Joshua 5:7; Proverbs 14:12	Nearby quotative material suggests embedded or reported-speech structure.:2
lampi-lampih	lampi	lampih	unknown_or_needs_review	254	0	254	Genesis 3:24; Genesis 33:16; Genesis 33:18; Genesis 38:14; Genesis 38:16	No conservative local environment rule fired for this token.:254
lua-luah	lua	luah	causative_or_derivational_sak	0	12	12	Numbers 16:14; Numbers 27:8; Numbers 32:4; Deuteronomy 1:38; Deuteronomy 3:28	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:12
lua-luah	lua	luah	dependent_temporal_ciangin	0	1	1	Deuteronomy 3:12	Immediate following `ciangin` provides a conservative dependent-temporal cue.:1
lua-luah	lua	luah	finite_main_or_matrix	73	149	222	Genesis 15:2; Genesis 15:3; Genesis 22:17; Genesis 24:60; Genesis 31:14	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:222
lua-luah	lua	luah	imperative_or_directive	1	5	6	Deuteronomy 1:8; Deuteronomy 1:21; Deuteronomy 9:23; Joshua 19:9; Jeremiah 25:27	A following imperative-like particle may indicate directive force.:6
lua-luah	lua	luah	negative_clause	36	13	49	Genesis 21:10; Exodus 32:22; Leviticus 22:23; Leviticus 27:28; Numbers 18:23	Nearby negative material marks a negative or irrealis-heavy clause.:49
lua-luah	lua	luah	nominalized_na	1	11	12	Genesis 48:6; Exodus 27:3; Exodus 38:3; Leviticus 27:22; Numbers 4:14	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:12
lua-luah	lua	luah	purpose_nadingin	0	46	46	Leviticus 25:46; Numbers 18:24; Numbers 18:26; Numbers 26:53; Numbers 34:17	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:46
lua-luah	lua	luah	quotative_or_say_complement	5	0	5	Genesis 33:13; Judges 18:26; Proverbs 27:14; Proverbs 27:20; Ezekiel 16:63	Nearby quotative material suggests embedded or reported-speech structure.:5
lua-luah	lua	luah	relative_or_attributive_mi	1	0	1	1 Samuel 30:10	A following `mi` suggests a relative-like or attributive nominal environment.:1
lua-luah	lua	luah	unknown_or_needs_review	103	17	120	Genesis 18:14; Genesis 25:31; Genesis 25:32; Genesis 25:33; Genesis 25:34	No conservative local environment rule fired for this token.:120
mu-muh	mu	muh	causative_or_derivational_sak	5	8	13	Joshua 5:6; Judges 16:19; 2 Samuel 15:25; Job 17:15; Proverbs 14:30	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:13
mu-muh	mu	muh	clause_linking_kipan	0	1	1	Hosea 9:15	Local `a kipan` sequence marks a clause-linking or source/beginning environment.:1
mu-muh	mu	muh	dependent_temporal_ciangin	1	173	174	Genesis 3:6; Genesis 12:12; Genesis 18:2; Genesis 19:1; Genesis 24:64	Immediate following `ciangin` provides a conservative dependent-temporal cue.:174
mu-muh	mu	muh	dependent_temporal_ni_in	0	1	1	Exodus 10:28	Immediate following `ni-in` provides a conservative dependent-temporal cue.:1
mu-muh	mu	muh	finite_main_or_matrix	1008	406	1414	Genesis 1:4; Genesis 1:10; Genesis 1:12; Genesis 1:16; Genesis 1:21	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:1414
mu-muh	mu	muh	imperative_or_directive	27	1	28	Genesis 31:51; Exodus 14:13; Exodus 19:4; 1 Samuel 14:29; 1 Samuel 14:38	A following imperative-like particle may indicate directive force.:28
mu-muh	mu	muh	negative_clause	246	50	296	Genesis 3:8; Genesis 4:14; Genesis 8:9; Genesis 9:23; Genesis 19:11	Nearby negative material marks a negative or irrealis-heavy clause.:296
mu-muh	mu	muh	nominalized_na	5	295	300	Genesis 6:11; Genesis 19:19; Genesis 23:9; Genesis 23:11; Genesis 29:31	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:300
mu-muh	mu	muh	purpose_nadingin	14	24	38	Genesis 28:11; Genesis 32:5; Genesis 44:21; Numbers 11:15; Numbers 24:1	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:38
mu-muh	mu	muh	quotative_or_say_complement	21	21	42	Genesis 9:14; Genesis 13:10; Genesis 18:26; Genesis 18:30; Genesis 30:33	Nearby quotative material suggests embedded or reported-speech structure.:42
mu-muh	mu	muh	relative_or_attributive_mi	15	0	15	Exodus 18:21; Deuteronomy 7:10; 2 Samuel 5:8; Esther 2:15; Job 29:11	A following `mi` suggests a relative-like or attributive nominal environment.:15
mu-muh	mu	muh	unknown_or_needs_review	19	13	32	Leviticus 11:13; Leviticus 11:14; Leviticus 11:16; Leviticus 11:17; Numbers 22:41	No conservative local environment rule fired for this token.:32
mu-muk	mu	muk	finite_main_or_matrix	2	7	9	2 Samuel 6:6; 1 Chronicles 13:9; Psalms 22:7; Psalms 50:16; Psalms 59:7	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:9
mu-muk	mu	muk	imperative_or_directive	0	1	1	Isaiah 59:3	A following imperative-like particle may indicate directive force.:1
mu-muk	mu	muk	unknown_or_needs_review	0	26	26	Leviticus 13:45; Deuteronomy 25:4; 1 Samuel 1:13; Job 27:4; Psalms 12:2	No conservative local environment rule fired for this token.:26
mual-mualh	mual	mualh	finite_main_or_matrix	103	0	103	Genesis 8:4; Genesis 12:8; Genesis 14:10; Genesis 19:17; Genesis 19:30	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:103
mual-mualh	mual	mualh	imperative_or_directive	1	0	1	Psalms 89:12	A following imperative-like particle may indicate directive force.:1
mual-mualh	mual	mualh	negative_clause	12	0	12	Exodus 34:3; Leviticus 13:21; Leviticus 13:26; Joshua 14:12; Judges 11:37	Nearby negative material marks a negative or irrealis-heavy clause.:12
mual-mualh	mual	mualh	possessed_or_genitive_attributive	1	0	1	1 Chronicles 11:32	A following `mi` plus a preceding possessor-like token suggests an attributive or possessed nominal environment.:1
mual-mualh	mual	mualh	purpose_nadingin	1	0	1	1 Samuel 17:3	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:1
mual-mualh	mual	mualh	quotative_or_say_complement	10	1	11	Leviticus 13:56; Numbers 23:9; Deuteronomy 3:17; Joshua 10:6; 1 Samuel 26:20	Nearby quotative material suggests embedded or reported-speech structure.:11
mual-mualh	mual	mualh	unknown_or_needs_review	736	0	736	Genesis 7:19; Genesis 7:20; Genesis 8:5; Genesis 10:30; Genesis 14:6	No conservative local environment rule fired for this token.:736
ne-neh	ne	neh	finite_main_or_matrix	0	13	13	Genesis 19:9; Exodus 17:11; Psalms 10:5; Mark 5:24; Mark 5:31	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:13
ne-neh	ne	neh	imperative_or_directive	0	1	1	Isaiah 29:19	A following imperative-like particle may indicate directive force.:1
ne-neh	ne	neh	negative_clause	0	6	6	Exodus 24:2; Leviticus 21:17; Deuteronomy 2:37; Psalms 18:18; Psalms 119:150	Nearby negative material marks a negative or irrealis-heavy clause.:6
ne-neh	ne	neh	unknown_or_needs_review	0	13	13	Exodus 17:11; Numbers 12:5; 1 Samuel 13:6; 1 Samuel 31:3; 1 Chronicles 10:3	No conservative local environment rule fired for this token.:13
ne-nek	ne	nek	causative_or_derivational_sak	21	8	29	Genesis 25:30; Genesis 29:7; Genesis 43:32; Leviticus 26:22; Numbers 21:22	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:29
ne-nek	ne	nek	dependent_temporal_ciangin	0	6	6	Job 20:21; Proverbs 25:16; Zechariah 12:2; Acts 9:19; 1 Corinthians 10:16	Immediate following `ciangin` provides a conservative dependent-temporal cue.:6
ne-nek	ne	nek	dependent_temporal_ni_in	0	1	1	Genesis 2:17	Immediate following `ni-in` provides a conservative dependent-temporal cue.:1
ne-nek	ne	nek	finite_main_or_matrix	514	279	793	Genesis 2:16; Genesis 3:2; Genesis 3:5; Genesis 3:6; Genesis 3:7	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:793
ne-nek	ne	nek	imperative_or_directive	27	2	29	Genesis 27:19; Exodus 16:25; Leviticus 10:12; 1 Samuel 9:24; 1 Samuel 14:34	A following imperative-like particle may indicate directive force.:29
ne-nek	ne	nek	negative_clause	138	35	173	Genesis 2:17; Genesis 3:1; Genesis 3:3; Genesis 3:11; Genesis 3:17	Nearby negative material marks a negative or irrealis-heavy clause.:173
ne-nek	ne	nek	nominalized_na	0	55	55	Genesis 49:12; Exodus 12:7; Leviticus 22:8; Leviticus 22:16; 1 Samuel 14:33	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:55
ne-nek	ne	nek	purpose_nadingin	32	41	73	Genesis 2:9; Genesis 24:33; Genesis 27:4; Genesis 27:7; Genesis 27:10	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:73
ne-nek	ne	nek	quotative_or_say_complement	7	7	14	Genesis 3:12; Genesis 3:13; Exodus 12:15; Exodus 12:19; Leviticus 7:18	Nearby quotative material suggests embedded or reported-speech structure.:14
ne-nek	ne	nek	relative_or_attributive_mi	11	1	12	Leviticus 7:25; Leviticus 7:27; Leviticus 17:14; Leviticus 17:15; Leviticus 19:8	A following `mi` suggests a relative-like or attributive nominal environment.:12
ne-nek	ne	nek	unknown_or_needs_review	24	6	30	Genesis 15:11; Numbers 11:12; Deuteronomy 32:25; 1 Samuel 15:3; 1 Samuel 22:19	No conservative local environment rule fired for this token.:30
nei-neih	nei	neih	causative_or_derivational_sak	11	2	13	Genesis 1:26; Genesis 17:6; Exodus 10:25; Leviticus 19:19; 1 Samuel 1:5	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:13
nei-neih	nei	neih	clause_linking_kipan	0	1	1	Colossians 1:16	Local `a kipan` sequence marks a clause-linking or source/beginning environment.:1
nei-neih	nei	neih	dependent_temporal_ciangin	0	6	6	Leviticus 13:9; Leviticus 13:29; Leviticus 15:19; 2 Samuel 15:2; Romans 13:10	Immediate following `ciangin` provides a conservative dependent-temporal cue.:6
nei-neih	nei	neih	finite_main_or_matrix	1472	579	2051	Genesis 1:2; Genesis 1:11; Genesis 1:21; Genesis 1:24; Genesis 1:28	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:2051
nei-neih	nei	neih	imperative_or_directive	50	3	53	Genesis 38:8; Joshua 22:19; 2 Samuel 13:5; Job 17:8; Job 42:8	A following imperative-like particle may indicate directive force.:53
nei-neih	nei	neih	negative_clause	421	54	475	Genesis 11:30; Genesis 16:1; Genesis 27:38; Genesis 27:39; Genesis 29:15	Nearby negative material marks a negative or irrealis-heavy clause.:475
nei-neih	nei	neih	nominalized_na	0	80	80	Genesis 3:15; Exodus 21:10; Exodus 22:9; Exodus 23:2; Exodus 23:3	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:80
nei-neih	nei	neih	possessed_or_genitive_attributive	13	2	15	Genesis 27:11; Genesis 38:1; Deuteronomy 4:20; Judges 13:2; Judges 17:1	A following `mi` plus a preceding possessor-like token suggests an attributive or possessed nominal environment.:15
nei-neih	nei	neih	purpose_nadingin	11	30	41	Genesis 15:7; Genesis 20:17; Genesis 23:9; Genesis 23:18; Genesis 23:20	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:41
nei-neih	nei	neih	quotative_or_say_complement	31	24	55	Genesis 43:6; Exodus 21:4; Leviticus 12:2; Leviticus 12:5; Leviticus 13:38	Nearby quotative material suggests embedded or reported-speech structure.:55
nei-neih	nei	neih	relative_or_attributive_mi	26	2	28	Exodus 35:10; Exodus 35:21; Exodus 35:23; Exodus 35:24; Leviticus 13:45	A following `mi` suggests a relative-like or attributive nominal environment.:28
nei-neih	nei	neih	unknown_or_needs_review	91	40	131	Genesis 1:30; Genesis 13:6; Genesis 33:9; Genesis 33:13; Genesis 34:23	No conservative local environment rule fired for this token.:131
ngai-ngaih	ngai	ngaih	compound_or_lexicalized	0	378	896	Genesis 6:5; Genesis 8:21; Genesis 20:10; Genesis 20:11; Genesis 25:34	The dossier treats the `ngaihsun/ngaihsut` family as lexical-family contamination rather than clean `ngaih` evidence.:896
ngai-ngaih	ngai	ngaih	dependent_temporal_ciangin	0	1	1	Psalms 39:3	Immediate following `ciangin` provides a conservative dependent-temporal cue.:1
ngai-ngaih	ngai	ngaih	finite_main_or_matrix	242	95	337	Genesis 18:10; Genesis 26:7; Genesis 27:5; Genesis 29:17; Genesis 29:18	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:337
ngai-ngaih	ngai	ngaih	imperative_or_directive	153	6	159	Genesis 4:23; Genesis 23:6; Genesis 23:8; Genesis 23:11; Genesis 23:15	A following imperative-like particle may indicate directive force.:159
ngai-ngaih	ngai	ngaih	negative_clause	111	18	129	Genesis 4:23; Genesis 23:13; Genesis 39:10; Genesis 42:21; Exodus 4:1	Nearby negative material marks a negative or irrealis-heavy clause.:129
ngai-ngaih	ngai	ngaih	nominalized_na	0	10	10	2 Samuel 14:1; Job 21:2; Job 42:4; Proverbs 30:19; Song of Solomon 2:7	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:10
ngai-ngaih	ngai	ngaih	purpose_nadingin	14	5	19	Genesis 24:63; Judges 5:16; Judges 9:7; 1 Kings 4:34; 1 Kings 10:24	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:19
ngai-ngaih	ngai	ngaih	quotative_or_say_complement	5	3	8	1 Samuel 25:24; Lamentations 3:56; Ezekiel 13:2; Ezekiel 33:30; John 9:31	Nearby quotative material suggests embedded or reported-speech structure.:8
ngai-ngaih	ngai	ngaih	unknown_or_needs_review	7	19	26	Genesis 24:16; Genesis 39:6; 1 Kings 18:27; Esther 2:7; Psalms 4:4	No conservative local environment rule fired for this token.:26
no-noh	no	noh	causative_or_derivational_sak	4	0	4	Psalms 68:9; Psalms 69:32; Isaiah 26:19; Micah 5:7	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:4
no-noh	no	noh	clause_linking_kipan	2	0	2	2 Kings 17:9; 2 Kings 18:8	Local `a kipan` sequence marks a clause-linking or source/beginning environment.:2
no-noh	no	noh	dependent_temporal_ciangin	2	0	2	Matthew 24:32; Mark 13:28	Immediate following `ciangin` provides a conservative dependent-temporal cue.:2
no-noh	no	noh	finite_main_or_matrix	20	1	21	Exodus 10:9; Leviticus 1:14; Leviticus 5:7; Leviticus 5:11; Leviticus 12:6	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:21
no-noh	no	noh	imperative_or_directive	10	0	10	Numbers 18:27; 1 Samuel 10:14; 1 Samuel 10:15; 1 Kings 12:10; 2 Kings 5:4	A following imperative-like particle may indicate directive force.:10
no-noh	no	noh	negative_clause	19	0	19	Genesis 27:13; Exodus 12:3; Leviticus 4:3; Numbers 31:18; Deuteronomy 28:48	Nearby negative material marks a negative or irrealis-heavy clause.:19
no-noh	no	noh	nominalized_na	129	0	129	Genesis 43:33; Genesis 47:4; Numbers 35:2; Numbers 35:3; Numbers 35:4	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:129
no-noh	no	noh	purpose_nadingin	6	0	6	Genesis 39:14; Genesis 39:17; Leviticus 25:12; Deuteronomy 14:8; Deuteronomy 14:10	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:6
no-noh	no	noh	quotative_or_say_complement	7	0	7	Leviticus 25:16; Numbers 18:1; Joshua 22:25; 2 Chronicles 10:14; Isaiah 51:23	Nearby quotative material suggests embedded or reported-speech structure.:7
no-noh	no	noh	relative_or_attributive_mi	1	0	1	Ecclesiastes 4:15	A following `mi` suggests a relative-like or attributive nominal environment.:1
no-noh	no	noh	unknown_or_needs_review	555	1	556	Genesis 18:7; Genesis 19:8; Genesis 21:28; Genesis 21:29; Genesis 21:30	No conservative local environment rule fired for this token.:556
nusia-nusiat	nusia	nusiat	causative_or_derivational_sak	1	0	1	Zephaniah 3:6	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:1
nusia-nusiat	nusia	nusiat	clause_linking_kipan	0	1	1	Deuteronomy 2:14	Local `a kipan` sequence marks a clause-linking or source/beginning environment.:1
nusia-nusiat	nusia	nusiat	dependent_temporal_ni_in	0	1	1	2 Samuel 19:19	Immediate following `ni-in` provides a conservative dependent-temporal cue.:1
nusia-nusiat	nusia	nusiat	finite_main_or_matrix	252	15	267	Genesis 2:24; Genesis 23:3; Genesis 28:10; Genesis 33:15; Genesis 39:12	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:267
nusia-nusiat	nusia	nusiat	imperative_or_directive	8	0	8	Exodus 33:1; Psalms 37:8; Ezekiel 14:6; Daniel 4:15; Daniel 4:23	A following imperative-like particle may indicate directive force.:8
nusia-nusiat	nusia	nusiat	negative_clause	87	6	93	Genesis 28:15; Genesis 39:18; Genesis 42:33; Genesis 44:22; Genesis 44:28	Nearby negative material marks a negative or irrealis-heavy clause.:93
nusia-nusiat	nusia	nusiat	possessed_or_genitive_attributive	1	0	1	Isaiah 32:14	A following `mi` plus a preceding possessor-like token suggests an attributive or possessed nominal environment.:1
nusia-nusiat	nusia	nusiat	purpose_nadingin	1	2	3	Numbers 10:2; 1 Samuel 10:9; Daniel 4:26	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:3
nusia-nusiat	nusia	nusiat	quotative_or_say_complement	3	3	6	Genesis 44:22; Ruth 1:17; 1 Samuel 14:30; 1 Chronicles 28:9; 2 Chronicles 24:20	Nearby quotative material suggests embedded or reported-speech structure.:6
nusia-nusiat	nusia	nusiat	relative_or_attributive_mi	1	2	3	Jeremiah 41:10; Jeremiah 43:6; Acts 25:14	A following `mi` suggests a relative-like or attributive nominal environment.:3
nusia-nusiat	nusia	nusiat	unknown_or_needs_review	16	26	42	Deuteronomy 2:35; Deuteronomy 3:7; Deuteronomy 13:5; Deuteronomy 13:16; Deuteronomy 20:14	No conservative local environment rule fired for this token.:42
om-omh	om	omh	causative_or_derivational_sak	152	0	152	Genesis 3:15; Genesis 13:8; Genesis 24:55; Genesis 42:19; Genesis 44:33	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:152
om-omh	om	omh	clause_linking_kipan	1	0	1	1 Samuel 7:2	Local `a kipan` sequence marks a clause-linking or source/beginning environment.:1
om-omh	om	omh	dependent_temporal_ciangin	26	0	26	Genesis 4:8; Genesis 9:16; Genesis 31:49; Leviticus 13:48; Leviticus 13:49	Immediate following `ciangin` provides a conservative dependent-temporal cue.:26
om-omh	om	omh	finite_main_or_matrix	1613	0	1613	Genesis 2:12; Genesis 2:18; Genesis 2:25; Genesis 3:7; Genesis 6:4	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:1613
om-omh	om	omh	imperative_or_directive	76	0	76	Genesis 26:3; Genesis 27:44; Genesis 27:45; Genesis 38:11; Exodus 14:13	A following imperative-like particle may indicate directive force.:76
om-omh	om	omh	negative_clause	1021	0	1021	Genesis 2:5; Genesis 2:20; Genesis 6:12; Genesis 8:22; Genesis 13:9	Nearby negative material marks a negative or irrealis-heavy clause.:1021
om-omh	om	omh	nominalized_na	451	0	451	Genesis 2:11; Genesis 3:11; Genesis 4:16; Genesis 9:22; Genesis 9:23	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:451
om-omh	om	omh	possessed_or_genitive_attributive	22	0	22	Numbers 22:4; Deuteronomy 13:15; Deuteronomy 20:11; Joshua 8:16; Joshua 10:28	A following `mi` plus a preceding possessor-like token suggests an attributive or possessed nominal environment.:22
om-omh	om	omh	purpose_nadingin	62	0	62	Genesis 3:12; Genesis 12:10; Genesis 30:37; Genesis 47:4; Exodus 8:16	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:62
om-omh	om	omh	quotative_or_say_complement	134	0	134	Genesis 1:3; Genesis 18:24; Genesis 31:32; Genesis 31:37; Genesis 32:6	Nearby quotative material suggests embedded or reported-speech structure.:134
om-omh	om	omh	relative_or_attributive_mi	97	0	97	Genesis 19:11; Genesis 35:6; Genesis 45:7; Exodus 19:16; Exodus 33:16	A following `mi` suggests a relative-like or attributive nominal environment.:97
om-omh	om	omh	unknown_or_needs_review	3019	0	3019	Genesis 1:3; Genesis 1:6; Genesis 1:7; Genesis 1:9; Genesis 1:11	No conservative local environment rule fired for this token.:3019
pai-paih	pai	paih	causative_or_derivational_sak	214	13	227	Genesis 20:13; Genesis 24:56; Genesis 30:26; Genesis 30:32; Genesis 32:21	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:227
pai-paih	pai	paih	clause_linking_kipan	4	0	4	1 Samuel 8:8; 1 Samuel 29:6; 2 Kings 21:15; 1 Chronicles 17:5	Local `a kipan` sequence marks a clause-linking or source/beginning environment.:4
pai-paih	pai	paih	dependent_temporal_ciangin	129	0	129	Genesis 24:41; Genesis 30:33; Genesis 35:9; Genesis 43:25; Genesis 43:26	Immediate following `ciangin` provides a conservative dependent-temporal cue.:129
pai-paih	pai	paih	dependent_temporal_ni_in	2	0	2	1 Kings 2:42; Luke 17:29	Immediate following `ni-in` provides a conservative dependent-temporal cue.:2
pai-paih	pai	paih	finite_main_or_matrix	4279	22	4301	Genesis 2:19; Genesis 2:22; Genesis 3:14; Genesis 4:3; Genesis 4:4	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:4301
pai-paih	pai	paih	imperative_or_directive	332	0	332	Genesis 7:1; Genesis 8:16; Genesis 8:17; Genesis 11:3; Genesis 11:4	A following imperative-like particle may indicate directive force.:332
pai-paih	pai	paih	negative_clause	319	1	320	Genesis 6:3; Genesis 24:6; Genesis 24:8; Genesis 26:2; Genesis 27:3	Nearby negative material marks a negative or irrealis-heavy clause.:320
pai-paih	pai	paih	nominalized_na	175	19	194	Genesis 3:8; Genesis 16:7; Genesis 20:13; Genesis 24:5; Genesis 24:42	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:194
pai-paih	pai	paih	possessed_or_genitive_attributive	1	1	2	Jeremiah 30:17; Luke 6:19	A following `mi` plus a preceding possessor-like token suggests an attributive or possessed nominal environment.:2
pai-paih	pai	paih	purpose_nadingin	103	1	104	Genesis 11:31; Genesis 12:5; Genesis 31:18; Genesis 31:52; Exodus 3:8	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:104
pai-paih	pai	paih	quotative_or_say_complement	95	0	95	Genesis 29:6; Genesis 38:13; Genesis 38:28; Genesis 44:26; Genesis 45:1	Nearby quotative material suggests embedded or reported-speech structure.:95
pai-paih	pai	paih	relative_or_attributive_mi	24	0	24	Genesis 34:24; Leviticus 15:33; Leviticus 22:4; Numbers 19:14; Judges 1:24	A following `mi` suggests a relative-like or attributive nominal environment.:24
pai-paih	pai	paih	unknown_or_needs_review	59	6	65	Genesis 50:9; Exodus 6:11; Leviticus 11:27; Deuteronomy 13:13; Deuteronomy 23:6	No conservative local environment rule fired for this token.:65
pia-piak	pia	piak	causative_or_derivational_sak	8	0	8	Genesis 2:4; Numbers 9:7; 2 Chronicles 36:3; Esther 3:13; Job 36:18	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:8
pia-piak	pia	piak	dependent_temporal_ciangin	0	34	34	Exodus 13:11; Exodus 16:8; Leviticus 20:4; Leviticus 22:18; Leviticus 22:21	Immediate following `ciangin` provides a conservative dependent-temporal cue.:34
pia-piak	pia	piak	dependent_temporal_ni_in	0	7	7	Leviticus 6:5; Leviticus 7:15; Leviticus 7:16; Numbers 28:26; Joshua 10:12	Immediate following `ni-in` provides a conservative dependent-temporal cue.:7
pia-piak	pia	piak	finite_main_or_matrix	2226	686	2912	Genesis 1:28; Genesis 1:29; Genesis 1:30; Genesis 2:3; Genesis 2:16	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:2912
pia-piak	pia	piak	imperative_or_directive	135	8	143	Genesis 14:24; Genesis 20:7; Genesis 22:2; Genesis 23:4; Genesis 24:43	A following imperative-like particle may indicate directive force.:143
pia-piak	pia	piak	negative_clause	177	41	218	Genesis 15:3; Genesis 20:7; Genesis 23:11; Genesis 24:41; Genesis 27:34	Nearby negative material marks a negative or irrealis-heavy clause.:218
pia-piak	pia	piak	nominalized_na	0	262	262	Genesis 4:3; Genesis 4:4; Genesis 4:5; Genesis 4:13; Genesis 19:15	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:262
pia-piak	pia	piak	purpose_nadingin	62	141	203	Genesis 15:7; Genesis 23:9; Genesis 27:4; Genesis 27:7; Genesis 27:10	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:203
pia-piak	pia	piak	quotative_or_say_complement	33	13	46	Genesis 1:22; Genesis 21:7; Genesis 29:33; Exodus 2:19; Exodus 17:2	Nearby quotative material suggests embedded or reported-speech structure.:46
pia-piak	pia	piak	relative_or_attributive_mi	8	6	14	Exodus 22:20; Exodus 38:26; Numbers 16:35; Numbers 22:6; Deuteronomy 7:16	A following `mi` suggests a relative-like or attributive nominal environment.:14
pia-piak	pia	piak	unknown_or_needs_review	183	117	300	Genesis 6:3; Genesis 7:9; Genesis 12:3; Genesis 21:4; Genesis 31:15	No conservative local environment rule fired for this token.:300
piang-pian	piang	pian	causative_or_derivational_sak	4	44	297	Genesis 1:1; Genesis 1:11; Genesis 1:12; Genesis 1:20; Genesis 1:21	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence.:297
piang-pian	piang	pian	clause_linking_kipan	0	5	5	Isaiah 40:21; Daniel 12:1; Matthew 13:35; Matthew 24:21; Luke 11:50	Local `a kipan` sequence marks a clause-linking or source/beginning environment.:5
piang-pian	piang	pian	dependent_temporal_ciangin	0	7	7	Ezekiel 24:24; Daniel 12:11; Zechariah 2:9; Matthew 2:17; Acts 19:21	Immediate following `ciangin` provides a conservative dependent-temporal cue.:7
piang-pian	piang	pian	finite_main_or_matrix	308	35	346	Genesis 1:7; Genesis 1:9; Genesis 1:11; Genesis 1:15; Genesis 1:24	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.:346
piang-pian	piang	pian	imperative_or_directive	0	1	1	Revelation 9:9	A following imperative-like particle may indicate directive force.:1
piang-pian	piang	pian	negative_clause	27	7	34	Exodus 22:5; Numbers 11:12; Judges 19:30; 1 Samuel 4:7; 2 Samuel 18:22	Nearby negative material marks a negative or irrealis-heavy clause.:34
piang-pian	piang	pian	nominalized_na	0	54	54	Genesis 4:20; Genesis 4:21; Genesis 4:22; Genesis 10:14; Genesis 10:18	Suffixal `-na` in the analyzer segmentation supports a nominalized environment.:54
piang-pian	piang	pian	purpose_nadingin	3	8	11	Genesis 50:20; 2 Chronicles 12:12; Job 10:10; Isaiah 26:14; Mark 13:18	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment.:11
piang-pian	piang	pian	quotative_or_say_complement	13	2	15	Leviticus 25:26; 1 Samuel 24:13; Esther 2:11; Psalms 73:20; Ecclesiastes 3:22	Nearby quotative material suggests embedded or reported-speech structure.:15
piang-pian	piang	pian	relative_or_attributive_mi	1	0	1	John 3:31	A following `mi` suggests a relative-like or attributive nominal environment.:1
