pair_id	form_i	form_ii	gloss	alternation_type	stem_side	attested_form	environment	environment_count_for_side	verse_id	reference	token_index	surface_form	normalized_form	segmentation	gloss_span	lemma	pos	local_context	kjv	print_status	selection_reason	notes
hi-hih	hi	hih	be	+h	form_ii	hih	dependent_temporal_ni_in	1	03016030	Leviticus 16:30	5	hih	hih	hih	this	hi	DET	hiam cih leh [hih] ni-in note siansak	for on that day shall the priest make an atonement for you, to cleanse you, that ye may be clean from all your sins before the LORD .	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Immediate following `ni-in` provides a conservative dependent-temporal cue. Row status is capped by the pair-level publication status. Needs review before print use.
hi-hih	hi	hih	be	+h	form_ii	hih	finite_main_or_matrix	316	01006022	Genesis 6:22	10	hih	hih	hih	this	hi	DET	thupiak khempeuh a [hih] hi	Thus did Noah; according to all that God commanded him, so did he.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status. Needs review before print use.
hi-hih	hi	hih	be	+h	form_ii	hih	imperative_or_directive	48	13024019	1 Chronicles 24:19	0	Hihte	hihte	hih-te	this-PL	hi	DET	[Hihte] in Israel Topa	These were the orderings of them in their service to come into the house of the LORD , according to their manner, under Aaron their father, as the LORD God of Israel had commanded him.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	A following imperative-like particle may indicate directive force. Row status is capped by the pair-level publication status. Needs review before print use.
hi-hih	hi	hih	be	+h	form_ii	hih	negative_clause	366	01024005	Genesis 24:5	7	hih	hih	hih	this	hi	DET	“A numei in [hih] gamah kei hong	And the servant said unto him, Peradventure the woman will not be willing to follow me unto this land: must I needs bring thy son again unto the land from whence thou camest?	needs_analyzer_review	preferred because this verse is already cited in the dossier or packet; kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby negative material marks a negative or irrealis-heavy clause. Row status is capped by the pair-level publication status. Needs review before print use.
hi-hih	hi	hih	be	+h	form_ii	hih	nominalized_na	572	19056011	Psalms 56:11	0	lunghihmawhna	lunghihmawhna	lung-hih-mawh-na	heart-be-sin-NMLZ	lung	N	[lunghihmawhna] khat zong nei	In God have I put my trust: I will not be afraid what man can do unto me.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Suffixal `-na` in the analyzer segmentation supports a nominalized environment. Row status is capped by the pair-level publication status. Needs review before print use.
hi-hih	hi	hih	be	+h	form_ii	hih	possessed_or_genitive_attributive	2	40027063	Matthew 27:63	2	hih	hih	hih	this	hi	DET	“Topa aw [hih] mi khem pa	saying, Sir, we remember that that deceiver said, while he was yet alive, After three days I will rise again.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	A following `mi` plus a preceding possessor-like token suggests an attributive or possessed nominal environment. Row status is capped by the pair-level publication status. Needs review before print use.
hi-hih	hi	hih	be	+h	form_ii	hih	purpose_nadingin	49	04033056	Numbers 33:56	2	hih	hih	hih	this	hi	DET	Amaute tunga [hih] dinga ka ngaihsut	Moreover it shall come to pass, that I shall do unto you, as I thought to do unto them.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment. Row status is capped by the pair-level publication status. Needs review before print use.
hi-hih	hi	hih	be	+h	form_ii	hih	quotative_or_say_complement	308	03004002	Leviticus 4:2	28	hihkhak	hihkhak	hih-khak	be-may	hi	N	tuate khatpeuh a [hihkhak] leh	Speak unto the children of Israel, saying, If a soul shall sin through ignorance against any of the commandments of the LORD concerning things which ought not to be done, and shall do against any of them:	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby quotative material suggests embedded or reported-speech structure. Row status is capped by the pair-level publication status. Needs review before print use.
hi-hih	hi	hih	be	+h	form_ii	hih	relative_or_attributive_mi	20	10021022	2 Samuel 21:22	0	Hih	hih	Hih	this	hi	DET	[Hih] mi lite pen	These four were born to the giant in Gath, and fell by the hand of David, and by the hand of his servants.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	A following `mi` suggests a relative-like or attributive nominal environment. Row status is capped by the pair-level publication status. Needs review before print use.
hi-hih	hi	hih	be	+h	form_ii	hih	unknown_or_needs_review	4660	01002002	Genesis 2:2	11	hihsa	hihsa	hih-sa	be-PERF	hi	N	khinta a ama [hihsa] nasep khempeuh panin	And on the seventh day God ended his work which he had made; and he rested on the seventh day from all his work which he had made.	needs_analyzer_review	preferred because this verse is already cited in the dossier or packet; retained as the clearest available review-bucket example for this pair and stem side; analyzer segmentation and POS are explicit enough for write-up use	No conservative local environment rule fired for this token. Review-bucket rows never count as print-ready evidence. Review bucket only; not a clean syntactic construction. Needs review before print use.
honkhia-honkhiat	honkhia	honkhiat	bring.out	+t	form_i	honkhia	compound_or_lexicalized	363	01037021	Genesis 37:21	18	honkhia	honkhia	honkhia	deliver	honkhia	V	khutsung panin amah [honkhia] hi	And Reuben heard it , and he delivered him out of their hands; and said, Let us not kill him.	exclude_for_now	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	This pair is currently treated as lexicalized or category-mixed rather than as simple stem evidence. Derived or lexicalized environments stay excluded at the row level even when the pair is retained for review.
honkhia-honkhiat	honkhia	honkhiat	bring.out	+t	form_ii	honkhiat	compound_or_lexicalized	1	66006001	Revelation 6:1	11	honkhiat	honkhiat	honkhiat	bring.out	honkhia	V	panin khat a [honkhiat] ka mu hi	And I saw when the Lamb opened one of the seals, and I heard, as it were the noise of thunder, one of the four beasts saying, Come and see.	exclude_for_now	preferred because this verse already appears in the curated candidate TSV; kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	This pair is currently treated as lexicalized or category-mixed rather than as simple stem evidence. Derived or lexicalized environments stay excluded at the row level even when the pair is retained for review.
hu-huh	hu	huh	help	+h	form_i	hu	compound_or_lexicalized	164	19150006	Psalms 150:6	0	Husang	husang	hu-sang	live-up	hu	V	[Husang] thei khempeuh in	Let every thing that hath breath Praise the LORD . Praise ye the LORD .	exclude_for_now	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Present in the stem packet, but absent from VERB_STEM_PAIRS. This pair is currently treated as lexicalized or category-mixed rather than as simple stem evidence. Derived or lexicalized environments stay excluded at the row level even when the pair is retained for review.
hu-huh	hu	huh	help	+h	form_ii	huh	compound_or_lexicalized	464	18036019	Job 36:19	0	Huh	huh	huh	help	huh	V	[Huh] ding na nget	Will he esteem thy riches? no , not gold, Nor all the forces of strength.	exclude_for_now	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Present in the stem packet, but absent from VERB_STEM_PAIRS. This pair is currently treated as lexicalized or category-mixed rather than as simple stem evidence. Derived or lexicalized environments stay excluded at the row level even when the pair is retained for review.
husia-husiat	husia	husiat	tempest	+t	form_i	husia	finite_main_or_matrix	6	18031012	Job 31:12	7	husia	husia	husia	destruction	husia	V	kangtum thei mei [husia] tawh a kibang	For it is a fire that consumeth to destruction, And would root out all mine increase.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status. Needs review before print use.
husia-husiat	husia	husiat	tempest	+t	form_i	husia	imperative_or_directive	1	19124005	Psalms 124:5	1	husiate	husiate	husia-te	tempest-PL	husia	N	tuipi [husiate] in hong tuummang	Then the proud waters, Had gone over our soul.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	A following imperative-like particle may indicate directive force. Row status is capped by the pair-level publication status. Needs review before print use.
husia-husiat	husia	husiat	tempest	+t	form_i	husia	unknown_or_needs_review	2	19055008	Psalms 55:8	4	husiate	husiate	husia-te	tempest-PL	husia	N	huihpi le huih [husiate] panin bukna ka	I would hasten my escape From the windy storm and tempest.	needs_analyzer_review	retained as the clearest available review-bucket example for this pair and stem side; analyzer segmentation and POS are explicit enough for write-up use	No conservative local environment rule fired for this token. Review-bucket rows never count as print-ready evidence. Review bucket only; not a clean syntactic construction. Needs review before print use.
keu-keuh	keu	keuh	dig	+h	form_i	keu	causative_or_derivational_sak	15	19058007	Psalms 58:7	11	keutumsak	keutumsak	keu-tum-sak	melt-finish-CAUS	keu	V	amaute kituancil gawpin [keutumsak] in	Let them melt away as waters which run continually: when he bendeth his bow to shoot his arrows, let them be as cut in pieces.	exclude_for_now	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence. Derived or lexicalized environments stay excluded at the row level even when the pair is retained for review.
keu-keuh	keu	keuh	dig	+h	form_i	keu	dependent_temporal_ciangin	1	23027011	Isaiah 27:11	3	keu	keu	keu	dry	keu	N	A hiangte a [keu] ciangin kitan hi	When the boughs thereof are withered, they shall be broken off: the women come, and set them on fire: for it is a people of no understanding: therefore he that made them will not have mercy on them, and he that formed them will shew them no favour.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Immediate following `ciangin` provides a conservative dependent-temporal cue. Row status is capped by the pair-level publication status. Needs review before print use.
keu-keuh	keu	keuh	dig	+h	form_i	keu	finite_main_or_matrix	44	01008014	Genesis 8:14	11	keu	keu	keu	dry	keu	N	sagih ni-in leitung [keu] hi	And in the second month, on the seven and twentieth day of the month, was the earth dried.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status. Needs review before print use.
keu-keuh	keu	keuh	dig	+h	form_i	keu	imperative_or_directive	3	19143006	Psalms 143:6	11	keu	keu	keu	dry	keu	N	zan a lei [keu] in tui a	I stretch forth my hands unto thee: My soul thirsteth after thee, as a thirsty land. Selah.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	A following imperative-like particle may indicate directive force. Row status is capped by the pair-level publication status. Needs review before print use.
keu-keuh	keu	keuh	dig	+h	form_i	keu	negative_clause	2	07016007	Judges 16:7	8	keu	keu	keu	dry	keu	N	“Amaute in a [keu] nai lo thalkhau	And Samson said unto her, If they bind me with seven green withs that were never dried, then shall I be weak, and be as another man.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby negative material marks a negative or irrealis-heavy clause. Row status is capped by the pair-level publication status. Needs review before print use.
keu-keuh	keu	keuh	dig	+h	form_i	keu	nominalized_na	11	23025005	Isaiah 25:5	1	keuna-ah	keuna-ah	keu-na-ah	cluster-NMLZ-LOC	keu	FUNC	mun [keuna-ah] nisa mahmah tawh	Thou shalt bring down the noise of strangers, as the heat in a dry place; even the heat with the shadow of a cloud: the branch of the terrible ones shall be brought low.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Suffixal `-na` in the analyzer segmentation supports a nominalized environment. Row status is capped by the pair-level publication status. Needs review before print use.
keu-keuh	keu	keuh	dig	+h	form_i	keu	quotative_or_say_complement	1	07006037	Judges 6:37	20	keu	keu	keu	dry	keu	N	dang khempeuh a [keu] leh na gensa	Behold, I will put a fleece of wool in the floor; and if the dew be on the fleece only, and it be dry upon all the earth beside , then shall I know that thou wilt save Israel by mine hand, as thou hast said.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby quotative material suggests embedded or reported-speech structure. Row status is capped by the pair-level publication status. Needs review before print use.
keu-keuh	keu	keuh	dig	+h	form_i	keu	unknown_or_needs_review	89	13028017	1 Chronicles 28:17	1	sikkeute	sikkeute	sik-keu-te	turn-dig-PL	sik	N	le [sikkeute] kuangte le haite	also pure gold for the fleshhooks, and the bowls, and the cups: and for the golden basons he gave gold by weight for every bason; and likewise silver by weight for every bason of silver:	needs_analyzer_review	retained as the clearest available review-bucket example for this pair and stem side; analyzer segmentation and POS are explicit enough for write-up use	No conservative local environment rule fired for this token. Review-bucket rows never count as print-ready evidence. Review bucket only; not a clean syntactic construction. Needs review before print use.
keu-keuh	keu	keuh	dig	+h	form_ii	keuh	causative_or_derivational_sak	1	24017011	Jeremiah 17:11	11	keuhsak	keuhsak	keuh-sak	dig.II-BENF	keu	V	tui lopi a [keuhsak] dingin a opsim	As the partridge sitteth on eggs , and hatcheth them not; so he that getteth riches, and not by right, shall leave them in the midst of his days, and at his end shall be a fool.	exclude_for_now	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence. Derived or lexicalized environments stay excluded at the row level even when the pair is retained for review.
keu-keuh	keu	keuh	dig	+h	form_ii	keuh	finite_main_or_matrix	5	19051002	Psalms 51:2	5	kiuhkeuh	kiuhkeuh	ki-uh-keuh	REFL-wash-INTENS	uh	V	panin hong silsiang [kiuhkeuh] inla ka mawhna	Wash me throughly from mine iniquity, And cleanse me from my sin.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status. Needs review before print use.
keu-keuh	keu	keuh	dig	+h	form_ii	keuh	negative_clause	1	66014005	Revelation 14:5	3	kiuhkeuh	kiuhkeuh	ki-uh-keuh	REFL-wash-INTENS	uh	V	Amaute paubaanna om [kiuhkeuh] lo uh ahih	And in their mouth was found no guile: for they are without fault before the throne of God.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby negative material marks a negative or irrealis-heavy clause. Row status is capped by the pair-level publication status. Needs review before print use.
khai-khaih	khai	khaih	hold	+h	form_i	khai	causative_or_derivational_sak	3	17009013	Esther 9:13	34	khaisak	khaisak	khai-sak	lift-CAUS	khai	V	luanghawmte khuam tungah [khaisak] in,” a ci	Then said Esther, If it please the king, let it be granted to the Jews which are in Shushan to do to morrow also according unto this day's decree, and let Haman's ten sons be hanged upon the gallows.	exclude_for_now	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence. Derived or lexicalized environments stay excluded at the row level even when the pair is retained for review.
khai-khaih	khai	khaih	hold	+h	form_i	khai	dependent_temporal_ciangin	1	19062009	Psalms 62:9	16	kikhai	kikhai	ki-khai	REFL-hold	khai	V	hi Tawi a [kikhai] ciangin amaute in	Surely men of low degree are vanity, and men of high degree are a lie: To be laid in the balance, they are altogether lighter than vanity.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Immediate following `ciangin` provides a conservative dependent-temporal cue. Row status is capped by the pair-level publication status. Needs review before print use.
khai-khaih	khai	khaih	hold	+h	form_i	khai	finite_main_or_matrix	85	01040022	Genesis 40:22	9	khailum	khailum	khai-lum	hang-round	khai	N	an huanpipa a [khailum] hi	but he hanged the chief baker: as Joseph had interpreted to them.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status. Needs review before print use.
khai-khaih	khai	khaih	hold	+h	form_i	khai	imperative_or_directive	5	23062010	Isaiah 62:10	32	khaito	khaito	khai-to	hang-up	khai	V	dingin lim khat [khaito] un	Go through, go through the gates; prepare ye the way of the people; cast up, cast up the highway; gather out the stones; lift up a standard for the people.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	A following imperative-like particle may indicate directive force. Row status is capped by the pair-level publication status. Needs review before print use.
khai-khaih	khai	khaih	hold	+h	form_i	khai	negative_clause	6	05029023	Deuteronomy 29:23	10	khai	khai	khai	hang	khai	N	nin a kangtum [khai] kituh lo bangmah	and that the whole land thereof is brimstone, and salt, and burning, that it is not sown, nor beareth, nor any grass groweth therein, like the overthrow of Sodom, and Gomorrah, Admah, and Zeboim, which the LORD overthrew in his anger, and in his wrath:	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby negative material marks a negative or irrealis-heavy clause. Row status is capped by the pair-level publication status. Needs review before print use.
khai-khaih	khai	khaih	hold	+h	form_i	khai	nominalized_na	35	20011001	Proverbs 11:1	0	Tawikhaina	tawikhaina	tawi-khai-na	weigh-balance-NMLZ	tawi	N	[Tawikhaina] man lo a	A false balance is abomination to the LORD : But a just weight is his delight.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Suffixal `-na` in the analyzer segmentation supports a nominalized environment. Row status is capped by the pair-level publication status. Needs review before print use.
khai-khaih	khai	khaih	hold	+h	form_i	khai	purpose_nadingin	4	02038028	Exodus 38:28	11	vankhai	vankhai	van-khai	pillar-hook	van	N	pen khuampi tunga [vankhai] nadingin bawl a	And of the thousand seven hundred seventy and five shekels he made hooks for the pillars, and overlaid their chapiters, and filleted them.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment. Row status is capped by the pair-level publication status. Needs review before print use.
khai-khaih	khai	khaih	hold	+h	form_i	khai	relative_or_attributive_mi	2	10021013	2 Samuel 21:13	17	kikhai	kikhai	ki-khai	REFL-hold	khai	V	Amaute in a [kikhai] mi sagihte guh	and he brought up from thence the bones of Saul and the bones of Jonathan his son; and they gathered the bones of them that were hanged.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	A following `mi` suggests a relative-like or attributive nominal environment. Row status is capped by the pair-level publication status. Needs review before print use.
khai-khaih	khai	khaih	hold	+h	form_i	khai	unknown_or_needs_review	94	02026037	Exodus 26:37	0	Kongpuankhai	kongpuankhai	kong-puan-khai	door-cloth-hang	puan	N	[Kongpuankhai] a dingin singkha	And thou shalt make for the hanging five pillars of shittim wood , and overlay them with gold, and their hooks shall be of gold: and thou shalt cast five sockets of brass for them.	needs_analyzer_review	retained as the clearest available review-bucket example for this pair and stem side; analyzer segmentation and POS are explicit enough for write-up use	No conservative local environment rule fired for this token. Review-bucket rows never count as print-ready evidence. Review bucket only; not a clean syntactic construction. Needs review before print use.
khai-khaih	khai	khaih	hold	+h	form_ii	khaih	unknown_or_needs_review	2	20009002	Proverbs 9:2	8	khaih	khaih	khaih	hold	khai	N	sa go-in leenggahzu [khaih] a annekna ding	She hath killed her beasts; she hath mingled her wine; She hath also furnished her table.	needs_analyzer_review	retained as the clearest available review-bucket example for this pair and stem side; analyzer segmentation and POS are explicit enough for write-up use	No conservative local environment rule fired for this token. Review-bucket rows never count as print-ready evidence. Review bucket only; not a clean syntactic construction. Needs review before print use.
khial-khialh	khial	khialh	err	+h	form_i	khial	causative_or_derivational_sak	28	16013026	Nehemiah 13:26	46	khialsakzo	khialsakzo	khial-sakzo	err-CAUS.COMPL	khial	V	in amah nangawn [khialsakzo] hi	Did not Solomon king of Israel sin by these things? yet among many nations was there no king like him, who was beloved of his God, and God made him king over all Israel: nevertheless even him did outlandish women cause to sin.	exclude_for_now	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence. Derived or lexicalized environments stay excluded at the row level even when the pair is retained for review.
khial-khialh	khial	khialh	err	+h	form_i	khial	finite_main_or_matrix	153	03004003	Leviticus 4:3	1	khial	khial	khial	err	khial	V	a [khial] pa pen sathau	If the priest that is anointed do sin according to the sin of the people; then let him bring for his sin, which he hath sinned, a young bullock without blemish unto the LORD for a sin offering.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status. Needs review before print use.
khial-khialh	khial	khialh	err	+h	form_i	khial	negative_clause	37	19051005	Psalms 51:5	1	khialsa	khialsa	khial-sa	err-PAST	khial	N	A [khialsa] mahin kei ka	Behold, I was shapen in iniquity; And in sin did my mother conceive me.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby negative material marks a negative or irrealis-heavy clause. Row status is capped by the pair-level publication status. Needs review before print use.
khial-khialh	khial	khialh	err	+h	form_i	khial	quotative_or_say_complement	5	21005006	Ecclesiastes 5:6	0	Khialkha	khialkha	khial-kha	err-go	khial	N	[Khialkha] ing ci-in Pasian	Suffer not thy mouth to cause thy flesh to sin; neither say thou before the angel, that it was an error: wherefore should God be angry at thy voice, and destroy the work of thine hands?	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby quotative material suggests embedded or reported-speech structure. Row status is capped by the pair-level publication status. Needs review before print use.
khial-khialh	khial	khialh	err	+h	form_i	khial	relative_or_attributive_mi	4	04005008	Numbers 5:8	19	khial	khial	khial	err	khial	V	kei leh a [khial] mi a dingin	But if the man have no kinsman to recompense the trespass unto, let the trespass be recompensed unto the LORD , even to the priest; beside the ram of the atonement, whereby an atonement shall be made for him.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	A following `mi` suggests a relative-like or attributive nominal environment. Row status is capped by the pair-level publication status. Needs review before print use.
khial-khialh	khial	khialh	err	+h	form_i	khial	unknown_or_needs_review	41	03006004	Leviticus 6:4	0	khialin	khialin	khial-in	err-CVB	khial	N	[khialin] a mawh ciangin	then it shall be, because he hath sinned, and is guilty, that he shall restore that which he took violently away, or the thing which he hath deceitfully gotten, or that which was delivered him to keep, or the lost thing which he found,	needs_analyzer_review	retained as the clearest available review-bucket example for this pair and stem side; analyzer segmentation and POS are explicit enough for write-up use	No conservative local environment rule fired for this token. Review-bucket rows never count as print-ready evidence. Review bucket only; not a clean syntactic construction. Needs review before print use.
khial-khialh	khial	khialh	err	+h	form_ii	khialh	causative_or_derivational_sak	23	11014016	1 Kings 14:16	7	khialhsakna	khialhsakna	khialh-sak-na	trespass	khial	N	le Israel-te a [khialhsakna] ahi Jeroboam khialhna	And he shall give Israel up because of the sins of Jeroboam, who did sin, and who made Israel to sin.	exclude_for_now	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Causative or derivational `sak` blocks promotion as simple stem-alternation evidence. Derived or lexicalized environments stay excluded at the row level even when the pair is retained for review.
khial-khialh	khial	khialh	err	+h	form_ii	khialh	dependent_temporal_ciangin	4	04015028	Numbers 15:28	6	khialh	khialh	khialh	sin	khial	V	lohna hangin a [khialh] ciangin amah a	And the priest shall make an atonement for the soul that sinneth ignorantly, when he sinneth by ignorance before the LORD , to make an atonement for him; and it shall be forgiven him.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Immediate following `ciangin` provides a conservative dependent-temporal cue. Row status is capped by the pair-level publication status. Needs review before print use.
khial-khialh	khial	khialh	err	+h	form_ii	khialh	finite_main_or_matrix	40	20017019	Proverbs 17:19	0	Khialh	khialh	Khialh	sin	khial	V	[Khialh] ding a utte	He loveth transgression that loveth strife: And he that exalteth his gate seeketh destruction.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status. Needs review before print use.
khial-khialh	khial	khialh	err	+h	form_ii	khialh	negative_clause	6	05020015	Deuteronomy 20:15	51	khialh	khialh	khialh	sin	khial	V	uh tungah na [khialh] theih loh nadingun	Thus shalt thou do unto all the cities which are very far off from thee, which are not of the cities of these nations.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby negative material marks a negative or irrealis-heavy clause. Row status is capped by the pair-level publication status. Needs review before print use.
khial-khialh	khial	khialh	err	+h	form_ii	khialh	nominalized_na	420	03026021	Leviticus 26:21	15	khialhna	khialhna	khialh-na	wrong-NMLZ	khial	N	keimah in note [khialhna] a zah sagih	And if ye walk contrary unto me, and will not hearken unto me; I will bring seven times more plagues upon you according to your sins.	needs_analyzer_review	preferred because this verse is already cited in the dossier or packet; kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Suffixal `-na` in the analyzer segmentation supports a nominalized environment. Row status is capped by the pair-level publication status. Needs review before print use.
khial-khialh	khial	khialh	err	+h	form_ii	khialh	purpose_nadingin	6	01020006	Genesis 20:6	26	khialh	khialh	khialh	sin	khial	V	kei tungah na [khialh] loh nadingin a	And God said unto him in a dream, Yea, I know that thou didst this in the integrity of thy heart; for I also withheld thee from sinning against me: therefore suffered I thee not to touch her.	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Local `ding` or `nadingin` material suggests a purpose or irrealis-heavy environment. Row status is capped by the pair-level publication status. Needs review before print use.
khial-khialh	khial	khialh	err	+h	form_ii	khialh	quotative_or_say_complement	6	19007003	Psalms 7:3	12	khialh	khialh	khialh	sin	khial	V	ka khut a [khialh] leh	O LORD my God, if I have done this; If there be iniquity in my hands;	needs_analyzer_review	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Nearby quotative material suggests embedded or reported-speech structure. Row status is capped by the pair-level publication status. Needs review before print use.
khial-khialh	khial	khialh	err	+h	form_ii	khialh	unknown_or_needs_review	2	23019013	Isaiah 19:13	24	khialhpih	khialhpih	khialh-pih	deceive-also	khial	N	mite uh lam [khialhpih] khin hi	The princes of Zoan are become fools, the princes of Noph are deceived; they have also seduced Egypt, even they that are the stay of the tribes thereof.	needs_analyzer_review	retained as the clearest available review-bucket example for this pair and stem side; analyzer segmentation and POS are explicit enough for write-up use	No conservative local environment rule fired for this token. Review-bucket rows never count as print-ready evidence. Review bucket only; not a clean syntactic construction. Needs review before print use.
kho-khoh	kho	khoh	labor	+h	form_i	kho	causative_or_derivational_sak	2	44019031	Acts 19:31	26	khosak	khosak	kho-sak	labor-CAUS	kho	V	ci-in nakpitakin a [khosak] uh hi	And certain of the chief of Asia, which were his friends, sent unto him, desiring him that he would not adventure himself into the theatre.	exclude_for_now	kept as the clearest analyzed example for this pair, stem side, and environment; analyzer segmentation and POS are explicit enough for write-up use	Form I stem `kho` participates in multiple analyzer pairs (kho-khoh, kho-khot); counted under canonical pair kho-khoh. Alternate Form II analyses remain visible in pair summary notes: kho-khot. Causative or derivational `sak` blocks promotion as simple stem-alternation evidence. Derived or lexicalized environments stay excluded at the row level even when the pair is retained for review.
