iso	wordform	frequency
czt	lunghooykunawpaw	1
czt	lunghooynaw	3
czt	lunghooynawlang	1
czt	lunghooynawte	1
czt	lunghooysaku	3
czt	lunghooysakuh	1
czt	lunghooysakulang	1
czt	lunghooysakulangpaw	2
czt	lunghooysakupaw	1
czt	lunghuapaw	1
czt	lungkarualang	1
czt	lungkarung	5
czt	lungkarunghae	1
czt	lungkawte	2
czt	lungkheitte	1
czt	lungkhongnaw	1
czt	lungkhu	878
czt	lungkhulang	4
czt	lungkhute	9
czt	lungkhuze	10
czt	lungku	1
czt	lungkyte	1
czt	lunglee	2
czt	lunglokute	3
czt	lungmang	1
czt	lungnakhete	1
czt	lungnenaw	12
czt	lungnenawte	2
czt	lungnepaw	2
czt	lungnete	1
czt	lungngingte	1
czt	lungngya	1
czt	lungnuakuh	2
czt	lungnyaa	1
czt	lungpaw	1
czt	lungpawkalete	1
czt	lungpawleipaw	1
czt	lungpawnaw	2
czt	lungpawsatu	1
czt	lungpawte	13
czt	lungphae	2
czt	lungphe	4
czt	lungphepi	3
czt	lungpi	3
czt	lungpihae	1
czt	lungrawpaw	1
czt	lungre	1
czt	lungrehae	1
czt	lungria	4
czt	lungriathae	2
czt	lungriathaeleipaw	1
czt	lungriathaenaw	6
czt	lungriathaete	5
czt	lungriathaeza	1
czt	lungronaw	1
czt	lungrulaekupaw	1
czt	lungrulaekutu	1
czt	lungry	14
czt	lungrya	3
czt	lungryachih	1
czt	lungryachikhaekuh	1
czt	lungryachilang	1
czt	lungryachinaw	1
czt	lungrynawte	5
czt	lungrypaw	9
czt	lungryte	2
czt	lungsaenaw	7
czt	lungsaenawte	4
czt	lungsaepaw	1
czt	lungsaete	11
czt	lungsawkunaw	1
czt	lungsing	3
czt	lungte	14
czt	lungtha	2
czt	lungthaleite	2
czt	lungthanaw	2
czt	lungthasah	1
czt	lungthate	3
czt	lungthawngnaw	3
czt	lungthawngnawpaw	1
czt	lungthawngte	1
czt	lungthokuleite	1
czt	lungthokute	1
czt	lungthomawte	1
czt	lungthonaw	1
czt	lungthote	5
czt	lungtua	34
czt	lungtua-nawlang	1
czt	lungtuabya	8
czt	lungtuahaepaw	2
czt	lungtuahua	1
czt	lungtualeipaw	1
czt	lungtualungpawte	1
czt	lungtuanaw	50
czt	lungtuanawbya	1
czt	lungtuanawlang	1
czt	lungtuanawpaw	1
czt	lungtuanawte	12
czt	lungtuapaw	25
czt	lungtuapawpei	1
czt	lungtuasaza	1
czt	lungtuate	18
czt	lungtuaza	3
czt	lungtuazia	1
czt	lungtung	5
czt	lungtungpi	2
czt	lungtute	4
czt	lungtynnaw	1
czt	lungungtungpaza	1
czt	lungvar	13
czt	lungvarte	3
czt	lungvaw	3
czt	lungvawsaw	1
czt	lungvawsawnaw	1
czt	lungvawsawte	3
czt	lungzote	1
czt	lunin	95
czt	luninmawte	1
czt	luninnaw	1
czt	luninnawpaw	1
czt	luninte	10
czt	luninvae	1
czt	lupalei	17
czt	lupaleinaw	1
czt	lupangaw	7
czt	lupangawhae	1
czt	lupangawnaw	2
czt	lupi	3
czt	lupihualang	1
czt	lupilang	2
czt	lusari	25
czt	lusarinaw	5
czt	lusarite	3
czt	lutakua	1
czt	lutaruh	2
czt	lutarunaw	3
czt	lutaryanaw	1
czt	lutebingte	1
czt	luthum	16
czt	luthumnaw	2
czt	luthumnawpaw	1
czt	luthumnawpawte	1
czt	luthumte	2
czt	luung	22
czt	luungkhae	2
czt	luungkunaw	15
czt	luungkunawbya	7
czt	luungkunawte	2
czt	luunglang	1
czt	luunglangpaw	1
czt	luungnaw	2
czt	luungnawbya	1
czt	luungnawlang	1
czt	luungpaw	2
czt	luungza	2
czt	ly	2
czt	lya	180
czt	lyaccya	13
czt	lyaccyahaepaw	5
czt	lyaccyanaw	1
czt	lyaccyapaw	9
czt	lyaccyaza	1
czt	lyakha	2
czt	lyakhe	88
czt	lyamaw	1
czt	lyamawkhe	1
czt	lyamawtuin	1
czt	lyapya	1
czt	lyate	6
czt	lyatuin	1
czt	lyaze	59
czt	lyazema	1
czt	lyccacculang	1
czt	lyhuavae	1
czt	lyn	2
czt	lynaw	1
czt	lyng	3
czt	lynghaepaw	1
czt	lyngleite	1
czt	lyngnawlangpaw	1
czt	lyngtatunglei	1
czt	lyngtypaw	1
czt	lynkuh	1
czt	lypaw	3
czt	lysaku	2
czt	lysakuh	3
czt	lysakuhaepaw	2
czt	lysakunaw	1
czt	lysakuza	1
czt	ma	243
czt	maan	4
czt	maanlangte	2
czt	mae	8
czt	maedoleite	1
czt	maee	25
czt	maeemuikute	2
czt	maeesia	1
czt	maeesoi	3
czt	maeevae	1
czt	maehaepaw	1
czt	maehooynaw	8
czt	maehooynawlangte	1
czt	maei	55
czt	maei-awtung	4
czt	maei-e	3
czt	maei-inn	21
czt	maei-innhae	1
czt	maei-innte	2
czt	maeiccaw	1
czt	maeihoi	1
czt	maeihoite	1
czt	maeikhuh	11
czt	maeikhulang	1
czt	maeikhute	1
czt	maeimohnaw	2
czt	maeiphu	2
czt	maeiphupi	4
czt	maeisoi	2
czt	maeisoitungpi	1
czt	maeite	14
czt	maeituakuh	1
czt	maeituili	2
czt	maeking	22
czt	maekingte	3
czt	maeku	1
czt	maekuh	2
czt	maekunaw	2
czt	maekuvae	2
czt	maekuvaeze	1
czt	maekuza	11
czt	maemalui	1
czt	maemaweih	1
czt	maemaweisawkaw	1
czt	maemaweisawkawtang	1
czt	maeminglangte	1
czt	maenaw	2
czt	maenuakuh	1
czt	maenuakuza	1
czt	maepah	3
czt	maepapi	3
czt	maepaw	6
czt	maesawe	1
czt	maesawete	1
czt	maetawku	1
czt	maetawkuh	3
czt	maetawkulangpaw	1
czt	maetawkute	1
czt	maethah	8
czt	maethahsah	2
czt	maethya	9
czt	maethya-khaekuh	1
czt	maethyakhaekuleipaw	1
czt	maethyalang	3
czt	maethyalangpaw	2
czt	maethyanaw	7
czt	maethyapaw	3
czt	maethyasah	3
czt	maethyasatu	1
czt	maethyate	6
czt	mah	17
czt	mak	6
czt	makhae	5
czt	makhaepaw	2
czt	makhaete	21
czt	makhia	2
czt	makuh	1
czt	makza	3
czt	malang	222
czt	malangkhe	4
czt	malangte	1
czt	malangze	17
czt	mamang	1
czt	mamin	30
czt	maminte	2
czt	mancaanhae	1
czt	manccaan	19
czt	mang	124
czt	mangbuatu	1
czt	mangccia	1
czt	mangcciahaepaw	1
czt	manghaepaw	6
czt	mangkaking	1
czt	mangkeh	1
czt	mangkheih	3
czt	mangkheilang	2
czt	mangkheilangte	2
czt	mangkheinaw	3
czt	mangki	12
czt	mangkilang	1
czt	mangkuh	1
czt	manglang	5
czt	manglanghaepaw	2
czt	manglangpaw	6
czt	mangleinawlang	1
czt	mangleite	1
czt	mangnaw	6
czt	mangnawhaepaw	1
czt	mangnawlangpaw	1
czt	mangnawpaw	1
czt	mangpaw	27
czt	mangsah	1
czt	mangte	27
czt	mangthuapite	1
czt	mangtulang	1
czt	mangvae	2
czt	mangvaeleite	2
czt	mangza	3
czt	manna	3
czt	marang	11
czt	maranghae	1
czt	marangkari	5
czt	marangrhawkaw	1
czt	marangrhawkawhae	1
czt	marya	250
czt	maryate	1
czt	masala	1
czt	masaty	46
czt	masatyhaepaw	1
czt	masatylang	16
czt	masatylya	1
czt	masatypaw	2
czt	masatypawlang	2
czt	masatyze	1
czt	mati	3
czt	maw	60
czt	mawcci	1
czt	mawcia	2
czt	mawe	146
czt	mawehaepaw	12
czt	mawehua	2
czt	maweku	1
czt	mawekuh	1
czt	mawelang	8
czt	mawelanghaepaw	6
czt	mawelangpaw	9
czt	mawelangte	6
czt	mawelei	1
czt	mawenaw	6
czt	mawenawhaepaw	1
czt	mawenawlang	5
czt	mawenawlanghaepaw	3
czt	mawenawpaw	1
czt	mawepaw	26
czt	mawepya	1
czt	mawery	1
czt	mawerynaw	1
czt	mawete	2
czt	mawethuilangpaw	2
czt	mawetu	3
czt	mawetupaw	2
czt	mawetyvae	1
czt	mawevae	9
czt	mawevaehaepaw	2
czt	mawevaeza	2
czt	maweza	5
czt	mawkhe	4
czt	mawkya	2
czt	mawlae	14
czt	mawlaecia	1
czt	mawlaezung	27
czt	mawngtu	1
czt	mawpi	1
czt	mawpite	5
czt	mawrou	1
czt	mawtaraw	2
czt	mawte	6
czt	mawtuin	2
czt	mawze	41
czt	maza	1
czt	me	20
czt	meeting	1
czt	mei	1
czt	meinaw	3
czt	meipaw	1
czt	melang	1
czt	meleite	1
czt	meng	3
czt	mengkheit	1
czt	mengkhoi	1
czt	mengnin	2
czt	mengpalei	1
czt	mengthum	1
czt	merarilang	2
czt	merarite	2
czt	mi	1
czt	mi-ccangpaw	1
czt	mi-dinglang	1
czt	mia	11
czt	mia-kaw	1
czt	miaa	6
czt	miaahae	1
czt	miade	1
czt	miahae	6
czt	miakaw	225
czt	miakawte	18
czt	mianaw	1
czt	mianawpaw	8
czt	miapaw	1
czt	miat	1
czt	miate	2
czt	miathungza	1
czt	miatnaw	3
czt	miatpaw	1
czt	miattu	1
czt	mibuu-pi	1
czt	mibuupi	88
czt	mibuupihae	42
czt	mibuupilang	1
czt	miccanghae	53
czt	miccanghaepaw	1
czt	miccangpaw	19
czt	michi	21
czt	michihae	11
czt	michikhua	4
czt	michipaw	2
czt	michirua	1
czt	miding	5
czt	midinghae	1
czt	midinglang	9
czt	midinglangte	2
czt	mih	918
czt	mihaw	3
czt	mihawhae	8
czt	mihawpaw	1
czt	mihawpawte	1
czt	mihiin	2
czt	mihoi	1
czt	mihoihae	4
czt	mihoilang	2
czt	mihoipaw	6
czt	mihooy	3
czt	mihooyhae	2
czt	mihooyleihae	2
czt	mihooyleihaepaw	1
czt	mihooyleipaw	2
czt	mihooypaw	5
czt	mihua	1
czt	mihyngpaw	1
czt	miilian	1
czt	mikhialang	4
czt	mikhiapawlang	1
czt	milae	3
czt	milawe	2
czt	mileepawlang	1
czt	miluriaku	2
czt	milurianaw	2
czt	mimae	3
czt	mimaehooynaw	2
czt	mimaevaw	2
czt	mimaw	89
czt	mimin	314
czt	min	101
czt	minepaw	1
czt	ming	62
czt	mingaeehae	3
czt	mingaeepawte	1
czt	minghae	41
czt	mingkuh	1
czt	mingnung	1
czt	mingpaw	10
czt	mingpawhae	50
czt	mingtaw	2
czt	minhae	5
czt	minhooynaw	27
czt	minhooynawlang	3
czt	minhooypyalangpaw	1
czt	minhooypyanaw	6
czt	minhooypyanawlangte	1
czt	minit	1
czt	minlang	1
czt	minohuahae	1
czt	minopaw	1
czt	minphyakute	1
czt	minphyate	2
czt	minpounaw	1
czt	minpoute	1
czt	minsaete	1
czt	mintasinpaw	2
czt	minte	53
czt	minthang	4
czt	minthanghae	1
czt	minthangpaw	1
czt	minthangsanawlang	1
czt	minthyanaw	1
czt	minthyasanawlang	1
czt	minyaahae	2
czt	minyaanung	1
czt	mipehae	1
czt	miphuin	34
czt	miphuinhae	9
czt	miphuinkheit	1
czt	mipi	1
czt	mipihae	1
czt	miruh	15
czt	miruhae	9
czt	mirum	2
czt	mirumhae	6
czt	mirumpaw	2
czt	miry	1
czt	misei	14
czt	miseihae	24
czt	miseihua	1
czt	miseilang	2
czt	miseilangte	1
czt	miseinung	1
czt	miseipaw	3
czt	miseirhaw	1
czt	mit	59
czt	mit-surtui	1
czt	mitang	1
czt	mitanglangte	1
czt	mithae	4
czt	mithya	3
czt	mithyahae	6
czt	mithyalang	4
czt	mitkheit	2
czt	mitkheitte	1
czt	mitlang	1
czt	mitleh	6
czt	mitlehte	2
czt	mitlehthyapaw	3
czt	mitlung	1
czt	mitmoh	1
czt	mitmohhae	3
czt	mitmohhaepaw	1
czt	mitmohpaw	5
czt	mitmohsah	1
czt	mitmohza	1
czt	mitmui	1
czt	mitmuih	1
czt	mitmuilangte	1
czt	mitmuinaw	24
czt	mitmuinawlangte	1
czt	mitphi	8
czt	mitphite	3
czt	mitsur	26
czt	mitsurlang	1
czt	mitsurthaee	3
czt	mitsurtui	36
czt	mitsurtuilang	2
czt	mitsurtuiriapaw	4
czt	mitte	14
czt	miturtui	1
czt	mitvoh	1
czt	mitzu	2
czt	mitzuhae	5
czt	mitzunawlang	1
czt	mitzupaw	12
czt	mitzute	5
czt	moeraripaw	1
czt	moh	5
czt	mohboypaw	1
czt	mohnaw	31
czt	mohnawlang	3
czt	mohnawte	1
czt	mohpaw	1
czt	mohsah	2
czt	mohsari	1
czt	mohvae	1
czt	mohza	1
czt	moi	1
czt	monung	2
czt	monunghae	3
czt	mopi	1
czt	mosipi	3
czt	mou	139
czt	mua	35
czt	muaahaepaw	1
czt	muaapaw	1
czt	muahae	4
czt	muahangpawlang	1
czt	muahangvae	1
czt	muakalang	1
czt	muakaw	7
czt	muakawze	1
czt	muatarawhae	1
czt	muavaw	4
czt	mui	85
czt	muibang	1
czt	muiboyleipaw	1
czt	muih	402
czt	muihaeccaw	1
czt	muihaepaw	12
czt	muihaepawte	6
czt	muihsaw	1
czt	muihsawpaw	1
czt	muikhotu	1
czt	muiku	2
czt	muikuh	2
czt	muikuleite	1
czt	muikupaw	1
czt	muikute	2
czt	muikuthyaleinaw	1
czt	muikuvae	1
czt	muilang	20
czt	muilangpaw	1
czt	muilangte	2
czt	muilei	1
czt	muileihaepaw	1
czt	muileinaw	1
czt	muileipaw	2
czt	muileipite	1
czt	muin	4
czt	muinaw	11
czt	muinawlang	4
czt	muinawpaw	1
czt	muinawte	1
czt	muingte	2
czt	muinsah	2
czt	muinsang	17
czt	muinsangte	1
czt	muinthahpaw	1
czt	muipaw	29
czt	muipawte	2
czt	muipite	1
czt	muipyathya	1
czt	muiryza	1
czt	muisah	23
czt	muisalangpaw	1
czt	muisanaw	7
czt	muisanawlang	1
czt	muisapaw	1
czt	muisatu	1
czt	muisavae	3
czt	muisavaeza	1
czt	muisaw	77
czt	muisawhae	9
czt	muisawhuapaw	1
czt	muisawlangte	14
czt	muisawte	5
czt	muisaza	2
czt	muite	34
czt	muithui	6
czt	muithuinawlang	1
czt	muithuiza	1
czt	muithyaleipaw	1
czt	muithyapaw	1
czt	muitongpaw	1
czt	muitu	7
czt	muituhae	4
czt	muituhaepaw	1
czt	muitulang	1
czt	muitupaw	2
czt	muity	1
czt	muitypaw	1
czt	muivae	23
czt	muivaelang	3
czt	muivaepaw	1
czt	muivaeza	1
czt	muiza	41
czt	muizate	1
czt	muize	2
czt	mung	9
czt	mungkae	16
czt	mungkaetutu	1
czt	mungkheit	1
czt	mungkubuapaw	1
czt	mungkuh	1
czt	mungkute	1
czt	munglae	5
czt	mungpaw	2
czt	mungsah	1
czt	mungte	2
czt	mungza	2
czt	mura	4
czt	mya	3
czt	myalangpaw	1
czt	myanaw	3
czt	myanung	1
czt	myapaw	1
czt	myarya	254
czt	myaze	2
czt	myh	1
czt	myng	12
czt	myngkuh	1
czt	myngkunawte	3
czt	myngnawte	2
czt	myngpaw	2
czt	mynkhuh	16
czt	mynkhupaw	2
czt	mynlyh	3
czt	mynthahpaw	1
czt	na	1108
czt	naan	2
czt	naang	4
czt	naangbia	2
czt	naangnaw	1
czt	naangse	1
czt	naanza	1
czt	naaw	1
czt	naawhae	1
czt	naawkuh	1
czt	nae	1174
czt	naeku	6
czt	naekuh	5
czt	naekuhaepaw	1
czt	naekupaw	2
czt	naekutaripaw	1
czt	naekute	1
czt	naekuvae	1
czt	naekuza	2
czt	naemaw	65
czt	naemawze	2
czt	naetarinaw	1
czt	naete	2
czt	naevae	5
czt	naevaete	1
czt	naevaeza	2
czt	nah	1645
czt	nahku	1
czt	nakaring	8
czt	nakaringte	2
czt	nakheih	1
czt	nakua	5
czt	nakualang	1
czt	namaw	51
czt	nambar	4
czt	nambarte	1
czt	nan	1
czt	nang	474
czt	nangsah	1
czt	nangse	3
czt	nangseleite	1
czt	nangvae	4
czt	nanin	306
czt	naninze	1
czt	nankheit	1
czt	nanrui	2
czt	nasah	1
czt	naung	75
czt	naungde	1
czt	naunghaepaw	5
czt	naunghua	1
czt	naungku	1
czt	naungkuh	3
czt	naungkuhaepaw	1
czt	naunglang	1
czt	naunglangpaw	1
czt	naungleite	1
czt	naungnaw	4
czt	naungnawhaepaw	1
czt	naungnawpaw	1
czt	naungpah	4
czt	naungpavae	1
czt	naungpaw	13
czt	naungpya	5
czt	naungpyahaepaw	2
czt	naungpyapaw	2
czt	naungpyatypaw	1
czt	naungpyavae	1
czt	naungrunaw	1
czt	naungsapyakuty	1
czt	naungsya	5
czt	naungsyavae	1
czt	naungte	3
czt	naungthui	1
czt	naungtu	3
czt	naungtypaw	1
czt	naungvae	2
czt	naungvaepaw	1
czt	naungvaeza	1
czt	naungza	6
czt	naw	52
czt	nawccaw	1
czt	nawccawkhaenawpaw	1
czt	nawccawleite	1
czt	nawccawnaw	3
czt	nawccawpaw	2
czt	nawccawte	1
czt	nawe	6
czt	naweku	2
czt	nawekuh	4
czt	nawekupaw	1
czt	nawekuvaepaw	1
czt	nawelang	1
czt	nawepya	1
czt	nawesaku	2
czt	nawh	1
czt	nawhaepaw	2
czt	nawhsah	1
czt	nawkheit	3
czt	nawkheitnaw	1
czt	nawkuh	1
czt	nawlang	2
czt	nawnaw	1
czt	nawpalilang	1
czt	nawpaw	21
czt	nawroih	2
czt	nawroihlang	1
czt	nawrua-byaholeipaw	1
czt	nawruahaepaw	1
czt	nawruapaw	1
czt	nawruaza	1
czt	nawry	1
czt	nawsah	1
czt	nawthyanaw	1
czt	nawvae	1
czt	nawvaeze	1
czt	ne	7
czt	nebalepaw	1
czt	nee	1
czt	neehaepaw	1
czt	neesahua	1
czt	nehua	2
czt	nehualangte	3
czt	nehuapaw	1
czt	nei	6
czt	neih	23
czt	neihkeh	1
czt	neihkheih	1
czt	neihlang	2
czt	neihpaw	6
czt	neihtu	1
czt	neihuapaw	2
czt	neihza	1
czt	neiku	2
czt	neikuh	2
czt	neilang	3
czt	neisah	2
czt	neithungku	2
czt	neithungkuh	6
czt	neithungkuhaepaw	1
czt	neithungkulang	3
czt	neithungkulangpaw	1
czt	neithungkunaw	1
czt	neithungkupaw	1
czt	neithungnaw	1
czt	neity	1
czt	neivaeze	1
czt	neiza	1
czt	nepaw	1
czt	netangia	6
czt	netanung	3
czt	netapaw	7
czt	netaw	82
czt	netawhae	19
czt	netawlang	1
czt	nethung	14
czt	ngae	128
czt	ngae-a-inaw	1
czt	ngae-an	68
czt	ngae-anlang	2
czt	ngae-anlangpaw	1
czt	ngae-anlangte	1
czt	ngae-annaw	71
czt	ngae-annawhae	3
czt	ngae-ante	2
czt	ngaebiate	1
czt	ngaedi	1
czt	ngaee	9
czt	ngaeehaepaw	8
czt	ngaeenaw	6
czt	ngaeenawpaw	3
czt	ngaeepaw	15
czt	ngaeepawlang	3
czt	ngaeesakuh	1
czt	ngaeesavae	1
czt	ngaeethya	9
czt	ngaeethyakuh	2
czt	ngaeethyakunawte	1
czt	ngaeethyalang	2
czt	ngaeethyalanghaepaw	1
czt	ngaeethyanaw	3
czt	ngaeethyanawlang	1
czt	ngaeethyanawpaw	1
czt	ngaeethyatupaw	2
czt	ngaeethyavae	3
czt	ngaeethyaza	2
czt	ngaeevae	6
czt	ngaehaepaw	8
czt	ngaehoi	10
czt	ngaehoihuapaw	1
czt	ngaehoiku	8
czt	ngaehoikuh	7
czt	ngaehoikuhaepaw	2
czt	ngaehoikulang	1
czt	ngaehoikulanghaepaw	1
czt	ngaehoikulangpaw	2
czt	ngaehoikulangte	1
czt	ngaehoikunaw	20
czt	ngaehoikunawte	1
czt	ngaehoikupaw	6
czt	ngaehoikury	1
czt	ngaehoikute	1
czt	ngaehoikutu	1
czt	ngaehoikuza	1
czt	ngaehoilang	1
czt	ngaehoilangpaw	1
czt	ngaehoinaw	37
czt	ngaehoinawte	2
czt	ngaehoipaw	2
czt	ngaehoisaku	1
czt	ngaehoitu	1
czt	ngaehooylei	1
czt	ngaehua	1
czt	ngaeku	1
czt	ngaekuh	14
czt	ngaekuhaepaw	1
czt	ngaekuleipaw	1
czt	ngaekupaw	5
czt	ngaekuvae	2
czt	ngaelae	2
czt	ngaelaete	1
czt	ngaelang	7
czt	ngaelangpaw	1
czt	ngaeleihaepaw	5
czt	ngaeleinaw	1
czt	ngaeleipaw	1
czt	ngaelung	1
czt	ngaenaw	4
czt	ngaenawlang	2
czt	ngaengannaw	6
czt	ngaengannawlang	1
czt	ngaengannawte	2
czt	ngaengansatulang	1
czt	ngaengante	5
czt	ngaenung	1
czt	ngaepaw	4
czt	ngaepya	7
czt	ngaepyanawlang	2
czt	ngaery	6
czt	ngaeryhaepaw	1
czt	ngaeryhua	1
czt	ngaerylang	1
czt	ngaeryleihaepaw	1
czt	ngaerypaw	1
czt	ngaesang	8
czt	ngaesangkunaw	1
czt	ngaesanglang	1
czt	ngaesangnaw	3
czt	ngaesangpah	1
czt	ngaesiku	8
czt	ngaesikuh	12
czt	ngaesikulangpaw	2
czt	ngaesikunaw	3
czt	ngaesikunawhaepaw	1
czt	ngaesikunawlang	2
czt	ngaesikunawlanghaepaw	1
czt	ngaesikunawpaw	1
czt	ngaesikupaw	1
czt	ngaesikute	2
czt	ngaesikuvae	1
czt	ngaesikuza	2
czt	ngaesisakulang	1
czt	ngaete	4
czt	ngaethah	1
czt	ngaethahleipaw	1
czt	ngaethahza	3
czt	ngaethui	1
czt	ngaethya	69
czt	ngaethya-thuasanaw	9
czt	ngaethyahaepaw	1
czt	ngaethyakhae	1
czt	ngaethyakhaelang	1
czt	ngaethyakhaetuhae	1
czt	ngaethyanaw	12
czt	ngaethyanawlang	1
czt	ngaethyanawte	1
czt	ngaethyasah	2
czt	ngaethyasalang	1
czt	ngaethyasanaw	1
czt	ngaethyate	8
czt	ngaethyathua-sanawte	1
czt	ngaethyathuasa-naw	2
czt	ngaethyathuasakunaw	1
czt	ngaethyathuasanaw	70
czt	ngaethyathuasanawte	1
czt	ngaetua	11
czt	ngaetuhae	2
czt	ngaetulang	1
czt	ngaevae	2
czt	ngaeza	2
czt	ngaezynlangte	1
czt	ngaezynpaw	1
czt	ngan	2
czt	ngang	19
czt	nganghaepaw	1
czt	ngangkuh	4
czt	ngangkupaw	1
czt	ngangkutuhae	1
czt	nganglang	1
czt	ngangleilangpaw	1
czt	ngangleinaw	1
czt	ngangleite	2
czt	ngangnaw	1
czt	ngangnawpaw	1
czt	ngangpaw	1
czt	ngangte	1
czt	ngangtupaw	1
czt	ngangvae	2
czt	ngankhaeku	1
czt	ngansah	1
czt	ngasadipaw	1
czt	ngasaphalyh	1
czt	ngasapi	1
czt	ngasaw	27
czt	ngasawkyngtuhae	2
czt	ngaw	162
czt	ngawesanung	1
czt	ngawhaepaw	3
czt	ngawkuh	1
czt	ngawlang	1
czt	ngawlanghaepaw	1
czt	ngawleite	1
czt	ngawmuihaepaw	1
czt	ngawmuite	1
czt	ngawnaw	1
czt	ngawnawlang	1
czt	ngawnawpaw	1
czt	ngawpaw	2
czt	ngawrawhae	1
czt	ngawrei	2
czt	ngawte	1
czt	ngawtu	2
czt	ngawtuhae	1
czt	ngawvae	3
czt	ngawza	1
czt	ngawzaw	9
czt	nge	19
czt	nge-an	1
czt	ngeccih	10
czt	ngeccihae	8
czt	ngeccipaw	5
czt	ngeccoy	1
czt	ngeccoyza	1
czt	ngedangnawlangte	1
czt	ngedangpaw	2
czt	ngedangte	5
czt	ngehae	4
czt	ngelang	1
czt	ngelangza	1
czt	ngenawlangpaw	2
czt	ngesah	1
czt	ngesaw	13
czt	ngia	120
czt	ngiahaepaw	3
czt	ngiaku	12
czt	ngiakuh	3
czt	ngiakulangpaw	2
czt	ngiakunaw	1
czt	ngiakunawpaw	1
czt	ngiakupaw	1
czt	ngiakute	2
czt	ngiakutupaw	1
czt	ngiakuze	1
czt	ngialang	2
czt	ngialangpaw	1
czt	ngialeite	1
czt	ngianaw	1
czt	ngianawpaw	1
czt	ngiapah	2
czt	ngiapatu	1
czt	ngiapatulangpaw	1
czt	ngiapaw	9
czt	ngiapya	3
czt	ngiary	1
czt	ngiasah	1
czt	ngiate	4
czt	ngiatu	2
czt	ngiavae	4
czt	ngiaza	2
czt	ngikute	2
czt	ngin	3
czt	ngingkulangte	1
czt	ngingrarih	1
czt	ngingrarilang	1
czt	ngingrarilangte	1
czt	ngingrarite	1
czt	ngingte	1
czt	nginokute	1
czt	nginosaw	3
czt	ngoku	1
czt	ngokuh	2
czt	ngun	12
czt	ngunkhoe	11
czt	ngunkhoehae	1
czt	ngunphua	7
czt	ngunte	1
czt	ngyaza	1
czt	ngypah	2
czt	ngypya	1
czt	ngyte	1
czt	nia	25
czt	niahaepaw	1
czt	niakheih	1
czt	nialang	3
czt	nialangpaw	10
czt	nialangte	1
czt	nialeilangte	2
czt	nialeite	2
czt	nianaw	2
czt	niapaw	1
czt	niasah	4
czt	niasalang	1
czt	niate	2
czt	niavaeze	2
czt	nin	171
czt	ninccaw	4
czt	ninccawlang	3
czt	nincce	2
czt	nincia	1
czt	ning	27
czt	ningku	1
czt	ningkuh	2
czt	ningleilangpaw	1
czt	ningleinawlang	3
czt	ningnunghae	3
czt	ningsah	1
czt	ningte	1
czt	ningtu	1
czt	ningvae	3
czt	ninhae	4
czt	ninhaw	1
czt	ninhawlaenin	1
czt	ninhawte	1
czt	ninkae	3
czt	ninkhe	2
czt	ninkheit	14
czt	ninkheitsang	1
czt	ninkheitze	1
czt	ninlang	2
czt	ninnin	5
czt	ninpalei	1
czt	ninpangaw	2
czt	ninro	6
czt	ninsari	3
czt	ninsaw	3
czt	nintakyh	8
czt	nintakyte	8
czt	nintaruh	2
czt	nintarya	3
czt	ninte	2
czt	ninthu	15
czt	ninthua	5
czt	ninthualang	9
czt	ninthuccing	3
czt	ninthum	26
czt	ninthumnawpaw	2
czt	ninthumte	1
czt	ninze	13
czt	ninzy	2
czt	no	50
czt	nobaleipaw	2
czt	noh	1
czt	nohaepaw	3
czt	nohsungnungte	1
czt	nohuahaepaw	3
czt	noi	2
czt	noikute	1
czt	noiza	1
czt	nolaungte	2
czt	nomae	8
czt	nomaehae	11
czt	nomaelangte	2
czt	nomaenung	11
czt	nong	4
czt	nongphusah	4
czt	nongphusaleipaw	1
czt	nongphusanaw	2
czt	nongsi	2
czt	nongsikupaw	2
czt	nongsikupawte	1
czt	nopaw	2
czt	nopi	82
czt	nopihae	40
czt	nopinung	52
czt	nopite	1
czt	nosi	1
czt	nosihae	1
czt	notah	4
czt	notahuapaw	8
czt	notanaw	3
czt	notanawlangte	1
czt	notapaw	1
czt	notasinpaw	1
czt	notate	1
czt	nouku	1
czt	noukuh	2
czt	noukunaw	1
czt	noukutuhae	1
czt	noukuvae	1
czt	nounuaku	4
czt	nouukuh	1
czt	noyhaepaw	1
czt	noysihaepaw	4
czt	noysilangpaw	1
czt	nua	1
czt	nuaakunaw	1
czt	nuaanaw	1
czt	nuinhaepaw	1
czt	nuinnaw	1
czt	nuinse	10
czt	nuinsetu	1
czt	nuinthuanawlang	1
czt	nukhu	13
czt	nukhulangte	1
czt	nukhute	16
czt	nulang	22
czt	nulanglya	3
czt	nulangte	20
czt	nung	110
czt	nunghae	4
czt	nungpaw	5
czt	nungpawhae	23
czt	nungpihae	1
czt	nungte	3
czt	ny	300
czt	nya	1
czt	nyaa	13
czt	nyaababilangte	1
czt	nyaabareh	1
czt	nyaabarepaw	1
czt	nyaahaepaw	6
czt	nyaahuapaw	1
czt	nyaahuapawlang	2
czt	nyaanaw	6
czt	nyaapaw	17
czt	nyaasakunaw	2
czt	nyaasakupaw	2
czt	nyaaza	1
czt	nyachih	1
czt	nyalang	10
czt	nyalangpite	1
czt	nyathya	14
czt	nyathyahaepaw	1
czt	nyathyakou	8
czt	nyathyapaw	2
czt	nyathyapawlang	3
czt	nyathyate	1
czt	nyboyleipaw	2
