# language_name:	Lemi (Eastern Khumi)
# closest ISO 639-3:	cek
# year_short:	scraped 2026
# year_long:	Not available
# title:	Lemi (Eastern Khumi)
# URL:	https://www.bible.com/bible/1853
# copyright_short:	See bible.com for copyright information
# copyright_long:	Scraped from bible.com. See original source for copyright.
42007035	Tungaila Säthaw üng bälunghae te tea tängai saite khimi angxynlyng na hai-a Säthaw üng bälungkähae lä tätang vi näkha mätü ö dy” näpa.
42007036	Pharisai lawngtä lä Isu tea kädüngbö ca hethang ka pa. Tukätephüng-a äni lä Pharisai ing-a ly kha bö loka-a aw pa dy.
42007037	Tudylä honi märü üng hunghö sa saite nawngmädi lawngtä lä Pharisai ing-a Isu bö ca hethang awng te mäny kha kälung kanglung rimui pilang süng ea kung pa vi.
42007038	Äni lä Isu üng leithung-a aedaw kha raw ea Isu kho-a minaw tui bäla kha sui hai pa dy. Tudylä Isu üng kho tea äsang hai mai pa. Tupyng-a Isu kho tea mänang kha rimui tui hai kälo pa vi.
42007039	Isu tea ka saite Pharisai ma hakä nung ea lä äma üng bälung thung-a “Hini khimi lä buisaw lawngtä dylä äma tea aela saite nawngmädi lä hunghö sa saite lawngtä näte mäny ai be” näkha äma ma aedawng dy.
42007040	Isu ma äni tea “Simon ä, kai lä nang tea haetä thui hethang ngai” näpa. Simon ma “Thui mai by Särae ä” näkha näpa.
42007041	Isu ma lä “Khimi lawng netä lä tangkae mäseng saite kung lawngtä te üng tangkae khi hawi dy. Lawngtä lä tangkae cungvai bangtä, lawngtä lä rui bangtä khi hawi vi.
42007042	Änini lä kälai jy hethang awng hawi pa y te phüng-a tangkae mäseng saite kung ma änini tea kälai aelawi hai bawng pa vi. Tukä dylä änini thung üng ämi ta lä äkung tea bälung aevawky ai mei” näpa.
42007043	Simon ma “Hunghö awng mangky saite khimi lä, bälung aevawky ai näte kai lä aepö vi” näkha mäthang pa. Isu ma “Nang lä kätüng thui khaw te vi” näpa.
42007044	Tupyng-a äma lä nawngmädi te mang-a aehawi kha Simon tea “Nang lä hini nawngmädi tea kheng. Kai lä nang ingthung-a kung ea la kai üng äkho mäse hethang äte tui la nang lä py y. Tungaila hini nawngmädi lä kai üng kho-a äma üng minaw tui na hai sui hai ea äma üng äsang hai mai ping pa te vi.
42007045	Nang lä kai tea lady kha mänang y. Tu-ea la hini nawngmädi lä kung te kätü üng hai ma kai üng kho-a aehae y käla mänang vi.
42007046	Nang lä kai üng lö-a situi hai kälo y. Tu-ea la hini nawngmädi lä kai üng kho na tea rimui hai kälo pyng te vi dy.
42007047	Tukätephüng-a nang tea kai thui te lä, hini nawngmädi lä äma üng hunghö na kai ma bälawi mang pa te phüng-a äni lä kai tea bälung aevawky te vi. Tudylä kai ma hunghö äje cäcaw bälawi pa saite khimi lä kai tea äje cäcaw-a bälung aevaw he kae vi” näpa.
42007048	Tukha Isu ma nawngmädi tea “Nang üng hunghö na bälawi pang vi dy” näpa.
42007049	Angvüng kälang na ma äma ce tingtawi aethui ö te lä “Hunghö na tea mäteng bälawi haw saite hini khimi lä ämi vi nang mei vai” näkha aethui ö dy.
42007050	Isu ma nawngmädi tea “Nang ma kai tea yng te phüng-a Säthaw ma nang bung aeqang te dy. Awneng te hai vawi lawi ba” näpa.
42008001	Hini pyng dylä Isu lä vang hai märü na mang-a ly kha Säthaw üng Angthang Kähawi thui pa. Äma üng äkähui lawng hawlai netä na la mangtä ly ö by.
42008002	Tukha känaw käsaw hai angra ma kung te üng hawi sa pa saite nawngmädi phütä na la Isu hai mangtä hui ö te by. Äni ce thung-a Isu ma angra me säritä mätho saite Makadala märü üng Maeri la by vi.
42008003	Herodae üng ingthawng rui saite mätawngky Kuza üng nawngpui Joana la qa by. Tukha Susana hai nawngmädi kälang na la hui ö by. Hini nawngmädi na lä äma ce üng vyngsai na hai-a Isu hai äkähui na tea säbawng pa ö dy.
42008004	Märü qütä mang üng khimipui na lä aekäcüng ö te thüng-a, Isu lä mätae te hai äni ce tea älo thui pa.
42008005	“Lai sa te khimi lawngtä lä ämöti hi hethang lai-a ly. Hi te kätü-a ämöti phütä lä lolang qawng-a aeqa vi. Tupyng-a ämöti tea lä khimi ce ma thaw kha tävaw na ma ca king.
42008006	Ämöti phütä na lä älung qawng-a aeqa vi. Äkung aepra ngaila tui dang y kha cei raw vi.
42008007	Ämöti phütä na lä angling kung säla-a aeqa vi. Angling kung na lä äkung hai mangtä ryng kha äkung na tea bäjang pa vi.
42008008	Tudylä ämöti phütä na lä älawng kähawi-a aeqa vi. Äkung lä aepra ea ryng kha äthai na aethai mang pa dy. Lai sa te kung üng ämöti hi saite lä phü cungvaitä dang rae pa vi” näpa. Tupyng-a Isu lä “Känawkhing awng saite khimi na lä thaikaw ö sy” näkha näpa.
42008009	Äkähui na ma Isu tea “Hini mätae saite lo lä makä näte vi nang mei” näkha düng pa.
42008010	Isu ma äni ce tea “Säthaw lä nang ce tea äni üng pre phüng ho saite na mäny hai te vi. Khimi kälang na tea mätae te lo hai kai lä thui te vi. Hini phüng Caekäcai-a tärü te lä ‘Äni ce lä kai sa saite kheng ngaila nung ö y. Kai ma thui saite thai ngaila bälungva ö y’ näte vi.
42008011	“Hini mätae te phüng lä hikä hei. Ämöti lä Säthaw üng älo vi.
42008012	Lolang qawng-a aeqa te ämöti lä Säthaw lo thai saite khimi na tea thui te vi. Tudylä Setan angra lä äni ce bälung thung üng Säthaw lo la pa ja vi. Tukha äni ce lä yng y kha Säthaw lä äni ce bung aeqang pa y.
42008013	Älung qawng-a aeqa te ämöti na lä Säthaw lo thai kha kawng bärai te hai yng praw saite khimi na tea thui te vi. Tungaila Säthaw lo äni ce üng bälung thung-a cakhi y te phüng-a tänaetä yng ö te kae. Mätangca saite aeting te kätü-a lä yng jawjaw ö y vi dy.
42008014	Angling thung-a aeqa saite ämöti lä Säthaw üng lo thai pyng saite khimi na tea thui te vi. Tungaila äni ce lä bälung mawng saite, tawngnang saite hai mä-ai ma üng kängai saite na phüng-a yng saite lä ryng haw y vi.
42008015	Älawng kähawi-a aeqa saite ämöti lä Säthaw lo thai pyng-a bälung mitang hai mätung khi saite khimi tea thui te vi. Äni ce lä Säthaw üng lo tängai jawjaw kha äthai aethai hai vi ai” näpa.
42008016	“Ämi ma la maibung thawng ea tawng hai khu vai y. Honi maibung tea aety nae täkui-a khai vai y vi. Engthung-a kung saite khimi na kaevang nung hethang maibung khai nae qawng-a ni khai saite kae vi.
42008017	“Ho saite Säthaw üng angthang lä Säthaw ma khimi ce tea täphawng vi ai. Täphung saite Säthaw üng pre phüng angxynlyng na lä Säthaw ma khimi ce tea mäny hai vi ai.
42008018	“Tukätephüng-a nang ce mänykaw hethang tängai ö. Sakaw te awng saite khimi na tea lä Säthaw ma py rae vi ai. Tungaila Sakaw te awng y saite khimi na tea lä äma ce tea awng dy näkha aedawng saite tea mäteng ma Säthaw ma la king vi ai” näpa.
42008019	Isu üng nä-awi hai kangby na lä äni tea aeting hethang ly ö dy. Tungaila khimipui awng mang te phüng-a Isu teng-a tyng haw ö y.
42008020	Khimi lawngtä ma Isu tea “Nang üng nä-awi hai kangby na lä nang hai aeting hethang ngai kha ärang mang-a aering ö dy” näpa.
42008021	Isu ma äni ce tea “Säthaw üng lo thai kha tängai saite na lä kai üng nä-awi hai kangby na kae dy” näkha mäthang pa.
42008022	Känitä-a Isu lä äkähui na tea “Tuilipui rei mang-a aekae ö si” näpa. Äni ce lä bälawng qawng-a paw kha Tuilipui rei mang-a aekae ö dy.
42008023	Äni ce aekae ö te thüng-a, Isu lä i pa te vi rawng. Honi kätü-a aeli kangcai tho kha äni ce üng bälawng lä tui kawi aenai kha ne hethang sa pa vi dy.
42008024	Äkähui na lä ri ö phi kha Isu tea “Särae, Särae ä, mä-ai lä dü ai dy hei” näkha i bälaw pa. Isu lä i aelaw kha aedaw ea aeli hai tuileng na tea älo hai mäkhang kha aeli hai tuileng na lä ding pa dy.
42008025	Isu ma äkähui na tea “Nang ce lä kai tea makäte phüng-a yng ö y te vi mei” näkha düng pa. Äni ce lä ri te hai cangxei ea äma ce tingtawi aethui ö. “Hini khimi lä ämi vi nang mei. Aeli hai tuileng na mäteng ma äni üng lo tängai na ly” näkha aethui ö dy.
42008026	Tukha äni ce lä Kerasene khö mang-a bälawng hai aekae ö dy. Honi khö lä Kalile tuilipui rei mang-a awng pa te vi.
42008027	Isu lä tui teng-a aekhü te kätü-a, märü-a awng vai kha angra kung saite khimi lawngtä hai aeting. Honi khimi tea angra kung te lä qae bärai vi dy. Tudylä äni lä kä-o la aelawng y, ing-a la awng y, täprawng-a ni awng te kae vi.
42008028	Äni ma Isu bung nung te kätü-a lä hangrang kha Isu üng maw-a aebo ea aethaw hai ma “Aesangky Säthaw üng Cäpaw Isu ä, Kai tea nang lä äte sa hethang ngai hai te mei. Kai tea mätangca-a sa hang jo ba ä” näkha aebai pa.
42008029	Hokä thui te lä Isu ma äni thung üng angra bung mätho te lo thui pyng pa te phüng-a vi. Angra ma äni bung süng te kätü na lä awng mang pa vi dy. Äni üng kökho na tea singqy rui hai mäkhing tang kha rui saite na hai khai ngaila singqy rui na aethe bae ea angra ma khimi awng y saite mityng mang-a aehui hai te vi.
42008030	Isu ma äni tea “Nang üng ämüng lä ämi mei” näkha düng pa. Tukha äni ma “Kai üng ämüng lä angra kanghö vi” näpa. Ätephüng-a mei nädylä äni tea kung te angra lä awng mang pa te phüng-a vi.
42008031	Angra na ma Isu tea “Kai ce bung ngärei thung mang-a mätaw hang jo ba” näkha aesi aebai ö pa.
42008032	Honi kätü-a äteng äpa-a üng me anghung mang-a lä o kanghö na raca ca te awng mang pa vi. Angra na lä o na thung-a kung hethang Isu tea aebai ö dy. Tukha Isu lä äni ce üng mäkai saite kätyng sa pa dy.
42008033	Angra na lä khimi te üng tho ea o na thung-a kung ö dy. O kanghö na lä täkha mang aehui käthu kha säly hai ea tuilipui-a aesänung kha dü ö king pa vi dy.
42008034	O bung rui saite khimi na ma hokä awng te nung ea lä, äni ce lä aehui kha märü hai särawng dawngpa na mang-a honi phüng thui pa ö dy.
42008035	Khimi ce lä ha-a makäte mei näte na kheng hethang ly ö dy. Isu üng maw-a tyng te kätü-a, angra kung vai saite khimi lä bälung cüng haile kha kä-o aelawng ea Isu maw-a aety te nung ö dy. Tukha äni ce lä ri ö phi dy.
42008036	Nung khe saite khimi na ma lä angra kung kha hawi haile saite phüng khimi ce tea thui pa ö by dy.
42008037	Tudylä Kerasene khö üng khimi angxynlyng na lä ri kha Isu tea äma ce khö üng thoja hethang mäkai pa ö vi. Tukätephüng-a Isu lä bälawng aedang ea honi mityng üng ly ja vi dy.
42008038	Angra tho saite khimi lä Isu leithung hui hethang mäkai pa. Tungaila Isu ma py pa y vi.
42008039	Isu ma äni tea “Ing-a phai vawi kha Säthaw ma nang tea makätangtä kähawi sa mei näte phüng thui pa ba” näpa. Äni lä Isu te üng tho kha äma tea Isu ma matangtä kähawi sa mei näte phüng märü üng khimi angxynlyng na tea thui pa king dy.
42008040	Isu lä tuilipui rei mang üng vawi haile te kätü-a khimipui na lä äni tea lady ö dy. Ätephüng-a mei nädylä äni ce lä Isu tea aering ö te phüng-a vi.
42008041	Tudylä Judae na üng ingkäcai mätawngky Jairae lä Isu maw-a aebo ea äma ing-a ly hethang mäkai pa.
42008042	Hikä mäkai te lä säning hawlai netä awng saite äcänung lawngtä xyng lä dü aenai naw pa te phüng-a vi. Isu ma äni üng ing-a ly te kätü-a, khimipui na lä Isu teng-a lawng lawngtä aenui ö mingmawng te vi.
42008043	Tudylä honi thung-a khösäning hawlai netä äthi märaw saite nawngmädi lawngtä awng by. Äni üng naw saite tea lä ämi ma la hawi sa pa haw y vi.
42008044	Honi nawngmädi lä Isu teng-a leithung mang ly kha äni üng kä-o tawng-a aela ea lä äma üng äthi märaw saite lä aeküng raw pa vi.
42008045	Isu ma khimi ce tea “Kai tea aela saite lä ämi mei” näpa. Äni ce angxynlyng lä aela y näpa. Tupyng-a Peterae ma Isu tea “Särae ä, Khimi hijetä aenui mimawng te thung-a lä nang tea aela te khimi lä awng ai be ä” näpa.
42008046	Isu ma äni ce tea “Khimi lawng lawngtä ma kai tea aela kha kai thung üng haidae tho te kai lä aeny te vi” näpa.
42008047	Tudylä nawngmädi lä aeho haw y te mäny te kätü-a lä käsawtho te hai ma Isu üng maw-a aebo pa. Tupyng-a äni lä khimipui angxynlyng na maw-a Isu tea aela kha äma üng naw saite na hawi praw te phüng thui pa dy.
42008048	Isu ma äni tea “Cänung ä, Kai tea yng te phüng-a Säthaw ma nang tea hawi hai te vi dy. Awneng te hai ly lawi mai ba” näpa.
42008049	Isu ma thui te thüng-a Judae na üng ingkäcai mätawngky ing üng khimi lawngtä lä tyng pa. Äni ma Jairae tea “Nang üng cänung lä dü vi dy. Särae tea xhu hai vi hang lawi” näpa.
42008050	Isu honi lo thai ea “Bälung mawng y ma. Yng jawjaw ba. Nang cänung lä hing haile ai rawng mang” näpa.
42008051	Isu lä Jairae ing-a tyng te kätü-a, anglaw üng änä-awi ni äpä-ai hai, Peterae, Johan, hai Jaeko ce bung äma hai mangtä engthung-a kung hai kha khimi kälang na tea lä kung hai pa y.
42008052	Äcänung lä dü te phüng-a khimi angxynlyng na lä bälungsi kha raw ö sung pa te vi. Tudylä Isu ma äni ce tea “Raw ö hang. Äni lä dü te y lyng. I te kae ecy” näpa.
42008053	Jairae cänung dü te mäny saite khimi na ma lä Isu tea mänui hai pa vi.
42008054	Tungaila Isu lä anglaw üng kö-a süng ea “Anglaw ä, aetha lawi” näpa.
42008055	Tukha äcänung anglaw lä hing haile tyng kha aetha praw pa dy. Tupyng-a Isu ma nade üng nä-awi ni pä-ai tea “Anglaw tea käca känei mäcaw pa ba” näpa.
42008056	Anglaw üng nä-awi hai pä-ai ni lä cangxei hawi dy. Tungaila Isu ma äni ce tea “Hikä sa saite phüng ämi tea la thui ö hang ba” näkha täru khi pa.
42009001	Isu lä äma üng äkähui lawng hawlai netä na bung ka kha naw saite khimi na tea hawi sa hethang hai angra na bung mätho hethang, haidae hai aenae py pa.
42009002	Tupyng-a Isu ma äni ce tea Säthaw üng pre phüng thui hethang hai naw saite khimi na tea hawi sa hethang mätaw pa.
42009003	Isu ma “Nang ce lä khölawng-a äte haetä la nähai ö y ma. Pawngpai, cawngkö, käca känei, tangkae phawisae na la nähai ö y ma. Kä-o kaeqai haetä la nähai ö y ma hang.
42009004	Khimi lawngtä ma nang ce bung äma ing-a ka dylä honi märü üng tho te khytä äni ing-a ma aehae ö kae.
42009005	Khimi ce ma nang ce tea äni ce märü-a lady y dylä honi märü üng tho saite kätü-a nang ma ce üng khodi na täkhy pang ö. Säthaw ma äni ce tea kädawtho te phüng mätü ö” näpa.
42009006	Tupyng-a angtawtha na lä tho kha vang qütä aevi prei ea Angthang Kähawi thui te hai naw saite na tea hawi sa pa ö dy. Kalile khö pyng saite kälengky Herodae lä Isu üng sa saite na phüng thai dy. Khimi phütä na ma lä “Baptismae Johan lä kädü thung üng aetha haile tyng te vi” näpa. Khimi kälang na ma lä “Elijae tho haile te vi” näpa. Phütä kälang na ma lä “Vaicaw üng buisaw lawng lawngtä hing haile tyng te vi dy müng” näkha näpa. Hini äphüng na Herodae lä thai ea dawng tämangtü pa dy.
42009009	Herodae lä “Kai ma Baptismae Johan bung lä älö byng kha bädü hai pyng te vi dy. Kai thai saite hini lä ämi vi nang mei vai” näpa. Tudylä äni lä Isu tea aeting hethang ngai dy.
42009010	Isu üng angtawtha na lä khölawng üng vawi haile kha äma ce sa saite angxynlyng na phüng Isu tea thui pa. Tupyng-a Isu ma äni ce qaitä bung ka kha Besaida näsaite märü-a ly ö dy.
42009011	Tungaila khimipui na lä honi angthang thai kha äni leithung hui ö dy. Isu lä äni ce tea lady kha Säthaw üng pre angthang thui pa. Naw te hawi hethang ngai saite khimi angxynlyng na tea la äni ma hawi sa pa.
42009012	Käni düng te kätü-a lä äkähui lawng hawlai netä na ma Isu tea “Hini khimipui na tea mätaw kha särawng dawngpa üng vang na mang-a ca hethang hai aehae nae ha hai kae. Hini mityng lä khimi ce hai hanglaw bärai te vi” näpa.
42009013	Isu ma äni ce tea “Nang ce lä äni ce tea käca känei na mäcaw pa ö” näpa. Äni ce ma Isu tea “Kai ce tea lä mawi me netä hai täkaw phe bangawtä xyng awng kae vi. Hini khimipui angxynlyng na tähang ly kha ca nei hethang rang pa ai mei” näpa.
42009014	(Ätephüng-a mei nädylä khimi nawngmäcaw qaitä ma lawng sang bangtä tingtang awng te phüng-a vi.) Tungaila Isu ma äkähui na tea “Khimi rui bangaw rytä äly äly-a awng hai kha aety hai ö” näpa.
42009015	Äkähui na lä äni thui te kätyng khimi angxynlyng na tea aety hai dy.
42009016	Tukha Isu ma täkaw phe bangawtä hai mawi me netä la ea käni khösang mang-a kheng tähang kha Säthaw tea kawng te lo thui pa. Tupyng-a äni lä täkaw hai mawi tea täpe kha khimipui na tea bäri hethang äkähui na tea bälang hai pa dy.
42009017	Khimi angxynlyng na la äjo käkawi-a ca ö bawi dy. Tukha äkähui na makä ca kaebang na mäküng ea lä tawng hawlai netä kawi tyng pa te vi rawng.
42009018	Känitä-a Isu lä äma qaitä aetang te kätü-a äkähui na lä äni hai mangtä awng. Isu ma äni ce tea “Khimi ce ma kai tea ämi nä ö mei” näkha düng pa.
42009019	Äni ce ma Isu tea “Khimi phütä na ma lä ‘Baptismae Johan’ näkha näpa. Khimi phütä na ma lä ‘Elijae’ nä vi. Tukha khimi kälang phütä na ma lä ‘Aetha haile tyng saite vaicaw üng buisaw lawngtä dy nä ö’” näpa.
42009020	Tupyng-a Isu ma “Tudylä nang ce lä kai tea ämi näkha nä ö mei” näpa. Tukha Peterae ma “Nang lä Säthaw mätaw saite Mesia vi” näpa.
42009021	Isu ma äni ce tea hini phüng ämi tea la thui y hethang täru khi pa dy.
42009022	Tukha Isu ma äni ce tea “Kai, Khimi üng Cäpaw, lä mätangca hethang kae. Judae na üng mätawngky na, mäthykung käleng na hai Ubädi särae na ma kai tea lä khaisö kha bädü vi ai. Tungaila ämäthung käni-a lä hing kha aetha haile tyng vi ai” näpa.
42009023	Tupyng-a äni ce angxynlyng tea “Khimi lawngtä lä kai leithung hui hethang ngai dylä äma üng kängai sai na khaisö he kae. Äni lä kätü qütä dü hethang awng rüng kha äma üng thinglawng aepö kha kai leithung hui he kae.
42009024	Khimi lawngtä lä äma üng hing saite tea aeqang he ngai dylä honi khimi lä dungtäsa hing te dang haw y lyng. Tungaila kai phüng-a dü hethang awng rüng saite lä dungtäsa hing te dang ai.
42009025	Khimi lawngtä lä älawngpre angxynlyng na tea pyng ea mäteng ma dungtäsa hing te dang y dylä tähang si te kae dy.
42009026	Khimi lawngtä lä kai hai kai üng älo phüng-a aejae dylä Kai, Khimi üng Cäpaw, lä kai ma üng phung-ang hai Üngai üng phung-ang hai Säthaw üng angtawtha käcai na hai ly te kätü-a hini khimi phüng-a aejae vi ai.
42009027	Kai ma nang ce tea tätang khaw thui te lä hini mityng-a awng saite khimi phütä na lä Säthaw üng pre nung y kälang-a lä dü y rawng lyng” näkha näpa.
42009028	Hini lo thui pyng te käni täjae rytä kätü-a Isu lä Peterae, Johan hai Jaeko ce bung äma hai mangtä ka kha me anghung haetä-a aetang hethang paw ö dy.
42009029	Isu aetang te thüng-a äni üng mimai lä lang kha kä-o lä kälung ping-a ang pa vi.
42009030	Khimi lawng netä lä qengtäma aetüng pa. Änini lä Mosi hai Elijae vi.
42009031	Änini lä phung-ang hai aetüng ea Isu hai älo aepe hawi dy. Isu dü ai te phüng äni ce lä aethui ö te vi. Isu lä qae y tea ma Jerusalem märü-a dü te hai-a Säthaw aely kängai sai tea cungrü hai vi ai.
42009032	Peterae hai äma üng rawijae na lä i-sämu pa vi. Tungaila äni ce i aelaw te kätü-a Isu üng phung-ang hai, Isu hai mangtä aedaw pa saite khimi lawng netä tea nung ö dy.
42009033	Honi khimi lawng netä Isu teng üngta ly ja te kätü-a lä Peterae ma Isu tea, “Särae ä, Hini mityng-a awng he hawi bärai vi. Areng, nang tähang taipung haetä, Mosi tähang haetä hai Elijae tähang haetä, taipung käthungtä kai ce ma sa pa ai dy” näpa. Peterae lä kähawi-a aedawng y käla thui te vi.
42009034	Äni hikä thui te thüng-a khö angnüng ma äni ce tea khu pa vi. Hokä khu pa ea äni ce lä ri ö phi dy.
42009035	Khö angnüng thung üng ätüng tho pa te lä “Hini lä kai ma re saite Kai üng Cäpaw vi. Äni üng lo tängai ö” näpa.
42009036	Älo tho pyng te kätü-a, Isu lä äma qaitä awng te äni ce lä nung ö. Äkähui lawng thungtä na lä honi kätü-a äma ce nung saite phüng ämi tea la thui pa ö y.
42009037	Känitä pyng-a Isu hai äkähui na lä me anghung üng haita aerung käthu te kätü-a, khimipui na lä äni tea aeting pa ö.
42009038	Khimipui thung üng khimi lawngtä ma Isu tea “Särae ä, kai üng cäpaw lawngtä xyng tea hawi sa pa hethang kai lä mäkai te vi.
42009039	Äni tea angra ma süng kha hang hai praw jawjaw te vi. Angra lä äni tea aesö hai kha äni üng täbawng mang mäcepolo na tho hai pa vi. Angra lä äni tea naw mätangca-a sakälö khü kha äni tea täphra pa vi ai dy.
42009040	Kai lä nang üng äkähui na tea angra bung mätho hethang mäkai by. Tungaila äni ce lä angra bung mätho haw ö y vi” näpa.
42009041	Isu ma äni ce tea “Vaidung üng khimi ce ä, nang ce lä Säthaw tea yng ö y kha sa tämang saite khimi na kae vi. Kai lä nang ce hai mangtä käni majetä awng ai rawng mei. Nang cäpaw bung hi-a nähai lawi” näpa.
42009042	Nade lä ly te thüng-a angra ma äni bung älawng-a aetüng hai dung kha aesö hai pa te vi. Tungaila Isu ma lä angra bung mätho hethang thui kha nade tea hawi sa haile ea äpä-ai tea a pa tyng vi dy.
42009043	Tukha khimi angxynlyng na Säthaw üng haidae nung te phüng-a cangxei ö vi dy. Khimi qütä na lä Isu sa saite na tea cangxei ea Isu ma äkähui na tea
42009044	“Kähawi-a tängai ö. Lawng lawngtä ma Kai, Khimi üng Cäpaw, bung täre na tea a aetawng dy” näpa.
42009045	Tungaila hikä thui saite äni ce lä bälungva ö y vi. Honi ho saite älo phüng lä thaikaw ö y vi. Äni ce lä Isu tea älo düng vawng ö y vi.
42009046	Äkähui na lä äma ce thung-a ämi ta lengky mei näkha lawngtä tea lawngtä ae-e ö dy.
42009047	Isu lä äni ce ae-e te phüng mäny kha nade cäpi lawngtä bung ka ea äteng-a aedaw hai pa.
42009048	Tupyng-a Isu ma äkähui na tea “Kai üng ämüng hai-a hini nade bung lady saite khimi lä kai bung lady te kae dy. Kai tea lady saite khimi lä kai bung mätaw saite Säthaw tea lady te by dy. Nang ce thung-a kaenengky saite na lä Säthaw ma kaesangky-a aedawng hai vi ai” näkha näpa.
42009049	Johan ma Isu tea “Särae ä, nang üng ämüng hai angra na tea mätho saite khimi lawngtä bung kai ce lä nung vi. Äni lä mä-ai äpy y te phüng-a äni tea kai ce lä mäkhang pa te vi” näpa.
42009050	Isu ma “Äni tea mäkhang ö hang. Nang ce tea engleng sa y saite khimi lä nang ma ce te mang üng kae dy” näkha thui pa.
42009051	Känipre-a paw hethang kätü aenai ea Isu lä Jerusalem märü-a ly ngece hethang sa pa.
42009052	Tukha angtawtha phütä na bung mätaw mang pa vi. Äni ce lä Samari vang haetä-a kung kha Isu aehae hethang na sa rüng pa dy.
42009053	Tungaila honi vang üng khimi ce ma lä äni tea mäkung pa y. Ätephüng-a mei nädylä Isu lä Jerusalem märü mang-a ly hethang kae pa te phüng-a vi.
42009054	Äma üng äkähui Johan hai Jaeko ni ma hikä nung te kätü-a lä Isu tea “Areng, kai ce lä Säthaw tea käni mang üng mai aeqa kha äni ce tea kang hethang mäkai he ngai hai te vi nang mei” näkha düng pa.
42009055	Tukha Isu lä aehawi kha äni ce tea pring pa.
42009056	Tupyng-a Isu hai äma üng äkähui na lä kälang vang haetä mang-a ly ö dy.
42009057	Äni ce khölawng ly te kätü-a, khimi lawngtä ma Isu tea “Nang ly saite qütä-a kai lä hui ai” näkha näpa.
42009058	Isu ma “Kivae na lä äkhaw awng. Tävaw na lä täbö awng. Tungaila Kai, Khimi üng Cäpaw, lä älö qu nae mäteng awng te y vi” näkha näpa.
42009059	Tupyng-a Isu ma khimi kälang lawngtä tea “Kai leithung hui” näpa. Tungaila äni ma “Areng ä, kai pä-ai üng äro bärung he sa mang re si” näpa.
42009060	Isu ma “Kädü na lä äma ce üng äro tea bärung ö raw kae sy. Tungaila nang ce lä ly kha Säthaw üng pre phüng phai thui ö” näpa.
42009061	Kälang lawngtä ma “Areng ä, kai lä nang leithung hui ai mang. Tungaila kai üng engthung na tea vawi kha aeprei te pawi sa mang re si ba” näpa.
42009062	Isu ma “Ämi la laithawng nae-a süng kha leithung mang-a aehawi saite khimi lä Säthaw üng pre-a kälu sa hethang aeteng y lyng” näpa.
42010001	Hini pyng-a Areng ma äkähui kälang lawng rui säri netä na bung re kha lawng ne lawng netä täbawi ea äma ly hethang vang, märü na mang-a mätaw rüng pa.
42010002	Isu ma äni ce tea “Ae he caw kangmüng lä awng mang vi. Tungaila caw ae te khimi ce lä di vi. Tukätephüng-a caw ae saite na bung mätaw mang hethang lai kung tea mäkai ö.
42010003	Ly ö. Kai ma nang ce bung käsui säla-a beram caw na tea bälawi te kätyng mätaw te vi.
42010004	Nang ce üng phawisae-i, cawngkö kho painai kanglai na nähai ö y ma. Lolang-a aedaw kha ämi tea la älo awng mang-a aepe ö hang.
42010005	Nang ce ma khimi lawng lawngtä ing-a paw te kätü-a ‘Säthaw ma hini ing tea awngneng saite py sy’ näkha thui ö mang ba.
42010006	Awngneng te ingkung ma nang ce bung lady dylä, Säthaw ma äni üng engthung tea awngneng saite py ai mang. Tungaila äni ce ma nang ce tea lady y dylä Säthaw üng awngneng saite lä nang ce tea tyng lae vi ai mang.
42010007	Nang ce lä honi ing-a awng kha ingkung ma mäcaw mänei saite na ca ö. Ätephüng-a mei nädylä kälu sa te khimi lä äma üng sa saite vang dang hethang aeteng te phüng-a vi. Ing haetä pyng-a haetä aepüng ö hang.
42010008	Nang ce lä märü haetä-a kung ea khimi ce ma lady kha mäcaw saite käca känei lä ca ö.
42010009	Ho-a awng saite khimi känaw käsaw na tea hawi sa pa ö. Tukha khimi ce tea ‘Säthaw üng pre lä nang ce tähang vi’ näkha thui pa ö.
42010010	Tungaila nang ce tea märü phütä üng khimi ce lä lady y vi ai. Tukä ea nang ce lä lolang qawng mang tho kha hikä thui pa.
42010011	‘Kai ce lä nang ce märü üng kai ce kho-a aebi saite khodi tea mäteng täkhy dy. Ätephüng-a mei nädylä Säthaw ma nang ce tea kädawtho te vi. Nang ce tea mäny hai he ngai te lä Säthaw üng pre nang ce tähang vi. Tungaila nang ce lä ngai ö y’ näpa.
42010012	Kai lo tängai ö. Säthaw lä khimi ce tea tärae cei saite käni-a honi märü lä Sodom märü qawng-a cang y dengpy vi ai rawng” näpa.
42010013	Isu ma lä “Korazin märü üng khimi ce ä, nang ce lä tähang si. Besaida märü üng khimi ce ä, nang ce la tähang si vi. Nang ce märü-a sa te cangxei saite na Taira hai Sidon märü-a lä sa te y vi. Honi märü na üng khimi ce lä vaicaw üng hai ma hunghö ae-ui ö te vi. Äni ce lä kä-o kämawng na aelawng ea baiphö thung-a aety kha ae-ui te mätü ö pyng te vi dy.
42010014	Säthaw ma khimi ce tea tärae cei te kätü-a lä Taira hai Sidon märü qawng-a cang y nang ce tea lä dengpy vi ai rawng.
42010015	Kapernawm märü üng khimi ce ä, nang ce tea Säthaw ma tengxyng y mäsang te käthi mei. Tukä sa y lyng. Nang ce bung ngärei thung-a käde vi ai” näpa.
